DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,
9.87,7.07,6.67,5.50,0.00,0.00,6.53,0.00,0.00,6.36,13.07,0.00,0.00,7.73,6.92,11.33,0.00,0.00,11.33,0.00,
15.15,16.74,8.67,6.65,0.00,0.00,21.14,27.71,21.32,16.15,9.23,24.74,20.17,12.32,0.00,21.03,7.84,19.31,0.00,17.94,
0.00,0.00,12.07,0.00,0.00,6.07,0.00,12.07,0.00,0.00,0.00,3.25,0.00,6.93,0.00,3.25,0.00,10.36,4.15,6.93,
21.57,13.15,26.06,23.83,0.00,31.85,17.58,25.84,45.71,16.95,14.55,37.69,34.74,49.74,16.83,15.62,30.68,54.74,32.44,25.97,
13.89,6.87,0.00,9.93,10.74,14.46,0.00,5.71,0.00,10.81,0.00,0.00,14.74,14.37,0.00,6.38,0.00,0.00,0.00,0.00,
12.75,30.85,26.77,20.40,18.33,32.09,12.83,21.07,17.85,33.40,11.67,32.09,43.11,0.00,26.67,15.16,23.41,34.36,18.36,24.13,
9.90,0.00,11.05,17.24,0.00,12.95,4.31,10.38,15.62,9.90,5.39,0.00,0.00,12.95,0.00,12.11,0.00,0.00,0.00,0.00,
12.57,0.00,10.19,14.19,0.00,6.15,16.59,10.59,0.00,18.23,7.71,6.48,0.00,10.59,10.05,20.05,8.45,0.00,0.00,0.00,
0.00,7.45,0.00,0.00,0.00,0.00,0.00,5.30,0.00,4.55,4.73,0.00,5.27,0.00,4.10,6.50,0.00,0.00,0.00,9.09,
8.10,0.00,0.00,0.00,0.00,0.00,0.00,4.44,0.00,6.18,0.00,0.00,6.18,4.73,5.27,4.55,0.00,0.00,7.45,0.00,
8.06,0.00,0.00,9.39,0.00,0.00,9.39,6.72,3.87,8.63,0.00,8.95,0.00,0.00,11.16,12.32,15.26,0.00,0.00,8.53,
18.11,22.10,38.47,17.85,17.46,12.80,23.22,37.79,0.00,21.22,30.06,24.28,0.00,17.73,13.74,11.02,16.50,48.47,21.96,25.73,
12.04,11.21,14.78,14.52,0.00,20.21,15.71,6.50,0.00,11.21,6.00,12.04,13.54,0.00,9.65,6.77,0.00,0.00,22.04,0.00,
0.00,8.95,23.04,18.00,0.00,13.52,15.71,8.38,0.00,0.00,15.44,0.00,0.00,4.76,8.61,7.57,0.00,0.00,13.52,19.52,
6.15,9.38,0.00,0.00,0.00,0.00,6.92,3.58,9.38,0.00,0.00,0.00,0.00,6.15,8.00,11.08,8.00,5.69,11.08,5.54,
4.81,9.47,8.06,0.00,0.00,0.00,0.00,9.94,0.00,0.00,11.16,0.00,0.00,8.28,8.95,6.94,12.32,0.00,8.63,7.61,
3.75,0.00,9.56,0.00,0.00,7.06,0.00,7.06,0.00,0.00,4.07,14.06,0.00,0.00,12.31,14.06,0.00,0.00,8.56,12.31,
7.03,21.91,0.00,33.40,0.00,23.20,7.23,13.07,23.57,0.00,39.53,15.60,16.80,41.28,13.35,24.04,0.00,18.63,0.00,37.87,
2.44,0.00,0.00,0.00,0.00,0.00,0.00,4.84,0.00,13.86,9.62,5.25,18.23,0.00,0.00,0.00,10.19,0.00,0.00,8.48,
45.14,25.78,42.15,10.19,16.36,19.28,31.64,29.46,32.78,16.66,15.95,15.31,50.76,18.91,36.88,16.48,39.14,58.35,21.90,33.06,
32.64,25.47,30.14,33.45,0.00,34.90,16.42,31.19,26.21,41.75,23.44,17.52,0.00,31.85,28.85,23.21,18.18,0.00,50.48,26.16,
17.24,10.23,0.00,10.05,11.90,0.00,0.00,3.53,0.00,10.59,6.65,8.48,12.77,11.86,0.00,13.86,11.86,0.00,0.00,0.00,
12.35,16.15,14.58,12.81,8.73,22.19,21.48,7.44,0.00,0.00,8.40,0.00,0.00,12.81,25.04,6.80,14.37,0.00,13.42,9.73,
6.67,6.50,0.00,6.36,0.00,0.00,0.00,4.36,10.36,7.73,0.00,0.00,0.00,5.36,8.67,6.07,0.00,0.00,0.00,0.00,
12.76,36.34,30.52,17.42,35.74,33.47,21.70,21.22,0.00,32.07,37.04,10.49,35.57,43.45,28.63,22.60,33.34,47.68,21.13,11.98,
15.08,18.03,23.82,31.35,16.59,19.61,24.97,9.15,16.59,0.00,14.31,18.13,16.22,0.00,11.14,15.25,19.46,0.00,20.97,17.53,
36.49,10.38,50.07,12.80,16.95,67.01,30.75,30.90,34.93,39.07,17.67,19.14,44.13,23.07,14.20,24.11,24.72,25.43,26.86,10.50,
15.52,27.60,44.59,41.25,21.17,27.15,31.91,40.95,25.87,17.79,36.12,14.40,46.88,28.37,27.41,11.45,30.54,31.97,75.91,23.53,
9.39,0.00,7.65,11.39,0.00,14.28,0.00,7.65,0.00,11.39,5.31,5.06,8.28,0.00,8.72,6.81,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,5.08,0.00,0.00,4.77,7.73,0.00,8.67,5.50,0.00,0.00,7.79,6.67,0.00,7.07,0.00,0.00,0.00,
8.28,10.24,0.00,9.39,0.00,0.00,5.18,14.28,10.28,11.76,0.00,6.47,0.00,7.06,12.72,16.06,0.00,0.00,8.06,0.00,
18.83,20.03,14.04,5.81,0.00,14.90,0.00,17.77,0.00,26.17,11.38,14.83,24.43,0.00,11.24,8.35,14.17,22.83,8.96,0.00,
4.81,13.29,9.41,15.06,0.00,0.00,13.29,0.00,0.00,6.27,7.65,5.81,0.00,7.81,7.20,0.00,0.00,0.00,0.00,0.00,
11.68,13.81,8.85,25.30,25.47,21.89,0.00,16.92,17.73,0.00,7.76,35.03,0.00,18.38,22.92,14.34,9.53,0.00,35.03,13.25,
14.06,0.00,0.00,8.59,0.00,0.00,13.29,7.65,7.65,0.00,9.31,0.00,0.00,13.29,8.00,5.56,8.19,0.00,10.47,7.06,
9.86,12.04,14.78,0.00,0.00,8.52,18.54,11.54,0.00,15.71,4.95,14.52,8.78,0.00,11.04,0.00,6.77,0.00,0.00,0.00,
17.13,10.13,26.84,0.00,0.00,19.94,33.21,11.49,31.20,35.82,20.02,30.13,25.66,53.02,10.27,10.67,26.28,30.15,0.00,32.65,
0.00,5.27,0.00,6.18,0.00,0.00,0.00,2.62,0.00,0.00,6.50,0.00,0.00,4.73,0.00,0.00,0.00,0.00,4.73,5.27,
7.22,7.41,0.00,4.95,0.00,0.00,12.14,15.71,0.00,11.54,0.00,0.00,0.00,0.00,4.86,0.00,14.54,0.00,20.21,9.23,
24.51,18.74,54.15,80.06,13.19,22.79,27.54,13.54,64.63,27.46,34.96,18.76,42.73,47.49,26.19,8.75,18.44,41.06,35.64,19.92,
15.16,0.00,17.66,6.54,0.00,0.00,9.96,12.84,25.76,0.00,11.03,0.00,0.00,0.00,14.09,8.57,22.85,17.70,14.78,0.00,
27.81,12.26,26.02,29.30,0.00,0.00,10.31,16.24,18.98,0.00,18.70,12.50,0.00,0.00,13.46,7.45,33.39,0.00,22.93,30.60,
15.76,0.00,26.34,0.00,0.00,7.97,7.72,18.78,0.00,25.76,8.30,20.42,0.00,16.48,13.53,9.48,7.83,0.00,19.39,11.91,
14.62,13.79,14.68,8.89,0.00,8.44,10.89,21.86,27.03,0.00,21.86,14.14,12.75,10.68,0.00,12.12,20.41,20.41,12.18,17.93,
8.86,0.00,0.00,11.14,0.00,0.00,3.19,0.00,0.00,18.23,13.86,11.86,0.00,20.05,8.48,4.63,0.00,0.00,10.59,13.86,
23.64,19.42,22.43,21.93,26.00,30.32,25.73,16.19,53.34,11.05,17.09,11.58,0.00,28.07,16.82,18.07,37.61,49.80,33.87,29.54,
11.86,15.24,24.43,8.12,0.00,8.32,15.61,0.00,0.00,0.00,12.90,16.83,22.83,14.43,14.00,5.68,20.03,0.00,0.00,0.00,
9.26,14.62,16.90,16.00,0.00,19.46,0.00,14.11,9.33,13.59,12.18,13.52,27.03,0.00,12.39,6.16,23.45,17.93,13.79,20.41,
4.38,16.35,0.00,6.70,0.00,19.93,0.00,21.48,0.00,0.00,10.35,0.00,0.00,0.00,3.86,14.58,0.00,23.19,0.00,0.00,
0.00,12.75,14.62,13.79,12.75,17.26,25.17,0.00,14.62,0.00,19.10,8.56,0.00,14.30,8.48,22.46,19.10,16.90,0.00,0.00,
9.09,6.18,4.55,5.27,0.00,0.00,0.00,5.30,0.00,0.00,5.27,0.00,0.00,4.10,4.73,7.45,0.00,0.00,0.00,0.00,
20.41,17.66,26.30,9.51,14.27,58.83,25.12,19.01,35.04,27.91,25.33,20.75,22.25,17.45,58.83,65.69,29.99,20.56,27.66,11.79,
16.07,15.52,0.00,14.52,0.00,0.00,11.10,15.55,15.55,0.00,7.85,0.00,0.00,0.00,7.11,5.35,8.32,22.32,0.00,0.00,
30.86,17.45,63.41,26.68,17.48,16.54,79.72,19.15,64.21,19.80,65.35,22.84,83.64,22.57,14.20,14.40,16.29,0.00,33.75,50.32,
9.87,5.21,13.07,0.00,0.00,0.00,13.07,7.07,0.00,11.33,9.87,0.00,7.07,7.73,0.00,2.58,0.00,0.00,0.00,11.33,
14.98,23.64,39.22,19.09,0.00,23.53,27.69,9.43,22.33,30.17,8.60,23.83,29.22,0.00,18.09,29.57,21.25,24.78,25.93,31.42,
6.27,0.00,5.73,14.06,0.00,0.00,0.00,5.07,6.53,6.00,0.00,0.00,0.00,4.93,8.56,0.00,0.00,0.00,0.00,5.20,
10.21,5.61,8.95,16.06,0.00,8.95,12.32,6.47,0.00,0.00,11.17,0.00,0.00,0.00,0.00,12.32,9.47,0.00,6.47,10.21,
46.75,32.90,13.66,7.63,12.15,25.96,17.36,27.55,0.00,34.21,45.10,13.56,34.01,15.79,56.72,27.75,24.63,0.00,36.29,23.49,
8.40,13.19,0.00,0.00,0.00,19.93,0.00,6.62,14.65,12.52,10.00,12.59,25.04,0.00,7.12,8.19,12.81,16.15,12.59,18.52,
0.00,13.86,15.14,10.59,0.00,5.16,10.57,18.23,0.00,10.23,0.00,7.15,10.23,14.65,16.59,11.14,12.77,0.00,0.00,18.23,
0.00,11.08,0.00,8.00,0.00,11.08,0.00,4.18,0.00,0.00,6.15,0.00,0.00,4.92,0.00,3.82,0.00,0.00,0.00,6.92,
2.44,7.08,0.00,5.08,0.00,10.08,0.00,0.00,0.00,0.00,0.00,0.00,3.27,0.00,3.90,0.00,0.00,0.00,0.00,0.00,
6.35,15.44,13.42,13.19,0.00,0.00,8.54,11.12,13.70,0.00,15.88,8.50,0.00,0.00,21.48,9.27,17.26,0.00,0.00,15.19,
26.40,29.96,67.78,26.89,0.00,21.96,20.16,25.42,42.51,70.67,26.91,10.18,21.39,29.11,35.46,21.04,61.84,33.92,31.48,42.92,
0.00,6.92,8.00,8.00,0.00,9.38,0.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,3.75,7.08,0.00,0.00,6.15,0.00,
7.50,0.00,0.00,0.00,4.36,0.00,0.00,4.31,6.36,0.00,7.73,0.00,0.00,0.00,0.00,3.38,0.00,8.67,6.67,0.00,
4.50,7.45,0.00,4.55,0.00,0.00,0.00,0.00,0.00,6.18,0.00,0.00,4.50,9.09,7.45,6.18,0.00,0.00,0.00,9.09,
11.77,32.29,0.00,10.69,0.00,17.39,20.03,8.16,0.00,18.56,17.82,15.18,15.19,37.03,33.33,27.18,19.79,0.00,15.71,17.71,
9.05,9.94,0.00,0.00,0.00,0.00,13.25,6.95,0.00,10.25,6.17,0.00,0.00,0.00,9.25,3.21,0.00,0.00,0.00,9.05,
0.00,0.00,9.90,5.79,5.28,12.95,9.62,0.00,11.90,17.24,9.62,8.45,11.90,10.38,0.00,10.65,0.00,19.05,0.00,15.62,
0.00,0.00,0.00,0.00,0.00,9.09,7.45,4.55,4.50,6.18,0.00,0.00,0.00,0.00,3.12,0.00,0.00,6.18,0.00,0.00,
0.00,7.45,0.00,0.00,0.00,0.00,0.00,2.67,0.00,4.55,4.73,0.00,5.27,0.00,4.73,6.50,0.00,0.00,0.00,9.09,
10.16,12.96,10.64,12.04,0.00,0.00,16.35,9.38,6.71,12.04,12.26,17.58,0.00,14.35,9.36,10.56,24.04,0.00,16.35,0.00,
24.78,0.00,12.30,15.16,20.97,0.00,26.41,9.24,15.78,19.53,10.57,15.41,0.00,12.30,30.03,7.45,7.03,0.00,16.28,19.53,
21.57,11.18,15.12,10.31,10.15,21.90,32.00,10.19,22.63,17.82,25.18,33.61,20.29,23.46,27.88,19.71,24.82,0.00,0.00,15.28,
31.51,20.78,41.51,16.20,25.91,13.59,14.38,35.27,73.31,0.00,13.41,37.11,55.32,0.00,40.16,13.39,35.32,0.00,61.73,23.01,
15.78,8.43,0.00,14.09,11.09,20.42,0.00,5.11,0.00,13.09,9.35,16.06,0.00,17.70,0.00,10.41,27.39,21.58,0.00,26.41,
0.00,9.38,6.15,5.69,0.00,8.00,0.00,6.92,0.00,0.00,5.08,9.38,0.00,6.15,8.00,11.08,6.92,5.69,0.00,0.00,
19.78,0.00,12.37,14.68,0.00,0.00,27.03,5.13,0.00,25.17,8.35,17.93,20.41,0.00,11.32,8.44,0.00,0.00,0.00,13.79,
0.00,7.05,12.77,8.59,8.59,10.52,14.78,10.87,21.04,10.61,16.09,0.00,0.00,0.00,12.41,6.19,7.77,13.65,12.70,0.00,
13.43,18.44,23.14,20.14,0.00,19.37,11.58,22.03,0.00,17.20,12.46,14.34,17.36,0.00,15.72,24.36,7.45,0.00,12.85,25.69,
0.00,0.00,0.00,5.27,0.00,9.09,0.00,0.00,0.00,0.00,0.00,7.45,0.00,0.00,2.86,6.18,0.00,6.18,0.00,5.27,
0.00,9.39,9.41,0.00,0.00,0.00,12.72,8.06,0.00,10.28,4.53,12.72,11.39,10.28,8.72,8.12,0.00,0.00,0.00,15.06,
12.07,10.36,0.00,0.00,0.00,0.00,0.00,6.07,0.00,8.93,4.77,0.00,0.00,5.69,5.08,7.08,0.00,0.00,0.00,6.36,
4.73,0.00,0.00,4.10,0.00,8.10,0.00,4.55,5.27,0.00,0.00,0.00,6.18,9.09,0.00,0.00,4.73,0.00,5.27,0.00,
33.76,18.27,15.49,14.51,37.41,28.48,17.53,22.96,44.28,43.36,17.88,23.67,42.50,24.18,19.96,23.25,20.14,46.47,40.93,25.51,
25.52,14.33,22.52,11.56,0.00,11.17,27.53,33.54,33.62,65.07,15.08,14.74,25.54,17.46,38.75,14.50,15.02,47.54,33.25,45.10,
13.59,17.04,11.75,16.00,9.18,21.86,13.79,7.78,14.04,27.03,7.50,0.00,0.00,19.46,25.17,15.78,0.00,0.00,21.86,9.54,
6.00,0.00,0.00,9.62,0.00,10.38,6.00,12.95,11.90,9.62,0.00,0.00,17.24,10.38,9.35,6.50,0.00,0.00,11.05,12.95,
14.70,10.47,14.65,13.16,0.00,0.00,7.29,15.51,0.00,22.28,10.26,24.36,0.00,28.67,15.30,28.80,25.93,0.00,0.00,13.44,
29.28,27.43,13.32,20.05,13.12,31.35,8.69,0.00,38.01,22.91,10.93,16.82,46.78,28.67,66.78,14.18,22.99,0.00,30.65,28.49,
14.78,17.70,7.81,26.34,0.00,20.42,11.03,13.16,15.58,18.53,15.10,0.00,24.24,0.00,18.91,23.28,27.39,0.00,7.55,0.00,
0.00,5.10,4.73,0.00,0.00,0.00,0.00,5.56,0.00,0.00,9.09,0.00,0.00,0.00,0.00,4.10,0.00,0.00,5.27,6.18,
0.00,4.55,7.45,4.73,0.00,6.18,9.09,0.00,0.00,0.00,6.18,0.00,0.00,2.44,0.00,4.10,0.00,0.00,0.00,0.00,
17.96,10.72,31.59,22.26,14.24,0.00,15.62,17.81,48.27,64.47,15.93,16.12,25.23,15.70,43.18,37.96,30.07,62.13,38.31,13.62,
4.10,10.08,0.00,0.00,0.00,5.42,0.00,0.00,5.08,0.00,8.42,0.00,0.00,5.42,7.08,4.55,0.00,6.08,0.00,0.00,
22.53,32.31,43.42,18.59,20.40,15.72,13.98,16.50,65.34,35.51,7.44,22.50,0.00,42.52,17.49,13.26,25.85,35.53,54.03,25.96,
0.00,5.08,0.00,0.00,0.00,10.08,0.00,5.42,0.00,7.08,0.00,7.08,0.00,0.00,2.44,2.70,0.00,0.00,0.00,0.00,
8.67,0.00,6.07,0.00,0.00,13.07,0.00,7.73,8.67,6.36,7.07,0.00,0.00,0.00,5.58,13.07,0.00,6.67,0.00,0.00,
0.00,0.00,5.27,0.00,0.00,0.00,4.73,7.45,0.00,2.90,0.00,0.00,0.00,9.09,4.55,2.89,0.00,0.00,0.00,7.45,
3.87,13.29,0.00,11.76,0.00,7.53,8.00,8.00,0.00,0.00,8.40,0.00,0.00,0.00,6.69,5.60,0.00,0.00,0.00,15.06,
6.36,6.07,4.42,0.00,0.00,0.00,0.00,8.93,0.00,0.00,6.93,0.00,0.00,5.69,8.93,5.69,0.00,0.00,12.07,10.36,
0.00,6.18,4.50,0.00,0.00,0.00,9.09,6.18,0.00,7.45,4.55,0.00,0.00,0.00,4.50,5.27,0.00,0.00,0.00,7.45,
7.57,8.61,9.30,12.24,10.79,0.00,0.00,4.05,0.00,11.60,13.52,0.00,12.80,16.64,0.00,9.83,0.00,0.00,0.00,0.00,
7.45,7.45,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,2.89,0.00,0.00,0.00,1.62,0.00,5.27,0.00,0.00,0.00,
3.76,0.00,0.00,0.00,0.00,0.00,0.00,5.37,0.00,15.14,7.45,8.29,18.23,0.00,0.00,10.19,13.86,0.00,0.00,6.57,
0.00,5.27,7.45,0.00,0.00,0.00,4.73,6.18,0.00,0.00,0.00,3.30,0.00,4.73,0.00,6.50,0.00,4.50,0.00,0.00,
12.32,8.15,12.95,11.05,0.00,0.00,0.00,7.06,0.00,8.05,9.65,9.62,0.00,6.95,0.00,11.90,9.65,0.00,0.00,0.00,
15.76,13.03,14.09,8.32,0.00,18.48,27.39,24.78,31.03,0.00,20.42,8.39,10.91,11.59,0.00,10.37,15.29,19.39,15.16,17.70,
12.86,5.66,14.08,29.68,0.00,0.00,12.29,28.11,19.46,25.30,13.03,0.00,17.51,12.17,19.09,17.58,35.03,0.00,14.36,7.97,
7.31,0.00,10.81,0.00,0.00,0.00,10.36,7.31,7.81,0.00,5.47,0.00,8.56,0.00,9.56,0.00,6.00,0.00,7.73,7.81,
49.62,11.06,79.13,46.27,9.82,33.48,35.54,15.34,31.47,27.16,14.68,35.01,0.00,34.46,18.62,18.48,21.18,50.85,65.08,82.06,
12.94,20.86,18.40,13.73,0.00,20.06,10.68,24.67,0.00,36.26,12.13,10.30,28.43,18.24,32.20,18.20,16.86,0.00,38.67,16.04,
9.03,24.05,0.00,31.35,0.00,17.57,23.14,21.89,35.03,14.92,8.34,11.49,0.00,26.65,30.15,8.22,16.69,0.00,11.86,0.00,
0.00,10.05,0.00,6.63,0.00,8.76,11.75,0.00,0.00,0.00,6.15,0.00,0.00,0.00,11.33,11.90,0.00,0.00,9.90,6.25,
4.42,9.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,6.93,1.50,0.00,0.00,0.00,0.00,7.79,
11.52,7.91,0.00,12.80,0.00,0.00,8.14,8.52,0.00,11.84,11.84,0.00,0.00,0.00,7.14,10.87,0.00,21.20,18.00,14.40,
0.00,9.87,0.00,5.69,0.00,0.00,6.93,11.33,0.00,6.67,7.73,0.00,8.79,0.00,8.67,13.07,0.00,0.00,9.87,7.07,
4.74,0.00,0.00,0.00,0.00,14.19,0.00,2.93,0.00,0.00,9.25,9.05,0.00,8.05,0.00,11.75,0.00,0.00,7.65,0.00,
14.13,20.02,20.87,11.26,0.00,16.56,7.49,6.51,23.52,0.00,8.00,20.02,0.00,0.00,0.00,10.42,0.00,0.00,0.00,36.12,
4.44,0.00,0.00,7.45,0.00,0.00,0.00,6.18,0.00,0.00,7.45,0.00,0.00,9.09,4.10,0.00,0.00,0.00,9.09,5.27,
52.44,8.28,21.76,39.44,0.00,36.18,38.74,16.85,25.18,16.69,25.01,14.15,0.00,34.38,12.94,16.22,28.35,0.00,50.70,45.05,
25.04,10.40,13.19,15.19,7.38,0.00,14.37,10.04,0.00,0.00,15.27,12.56,0.00,16.15,17.58,10.04,12.52,0.00,16.24,0.00,
10.85,0.00,17.69,0.00,8.91,0.00,8.13,14.26,15.50,17.03,13.47,28.69,0.00,22.23,15.09,7.58,25.69,0.00,0.00,0.00,
5.69,4.25,9.38,6.92,0.00,0.00,5.54,6.15,0.00,0.00,6.92,0.00,0.00,7.08,8.00,5.42,0.00,0.00,0.00,0.00,
6.92,0.00,3.58,4.42,0.00,6.15,9.09,0.00,0.00,0.00,0.00,0.00,5.69,0.00,5.54,8.42,0.00,0.00,0.00,0.00,
13.52,23.79,16.74,20.26,0.00,0.00,7.38,13.03,0.00,19.32,10.91,14.41,20.16,24.06,14.30,0.00,0.00,0.00,12.66,16.74,
14.17,16.83,0.00,0.00,9.59,22.83,9.45,7.96,14.90,0.00,8.15,21.72,0.00,18.18,13.52,28.03,22.83,0.00,11.10,8.96,
0.00,5.69,8.00,4.08,0.00,11.08,0.00,8.00,0.00,0.00,9.38,4.91,11.08,6.15,0.00,0.00,0.00,0.00,6.92,0.00,
17.04,0.00,0.00,22.04,7.33,0.00,14.54,7.83,0.00,15.71,12.05,8.09,0.00,0.00,0.00,4.50,0.00,11.04,0.00,20.21,
4.55,0.00,0.00,6.18,0.00,0.00,0.00,5.56,5.27,0.00,9.09,0.00,7.45,3.30,0.00,0.00,5.27,0.00,0.00,0.00,
12.07,0.00,8.93,7.79,0.00,6.07,4.08,4.15,0.00,6.93,10.36,0.00,6.62,0.00,0.00,6.36,0.00,0.00,0.00,0.00,
36.68,34.32,17.87,27.28,40.96,37.61,19.55,17.53,29.17,20.83,21.31,16.45,25.01,24.49,30.12,10.16,44.60,43.12,41.25,26.68,
6.42,0.00,0.00,13.25,0.00,13.25,9.05,11.16,0.00,0.00,8.95,0.00,0.00,11.05,8.17,4.19,10.25,0.00,0.00,14.65,
5.27,0.00,0.00,0.00,0.00,0.00,0.00,5.08,8.42,6.08,0.00,0.00,0.00,0.00,5.08,4.00,0.00,0.00,0.00,5.56,
7.53,7.07,9.41,0.00,0.00,12.31,8.00,8.59,0.00,0.00,12.31,0.00,0.00,0.00,5.56,10.47,10.47,0.00,7.65,8.59,
0.00,12.31,7.81,10.36,0.00,0.00,7.73,10.81,0.00,0.00,7.06,7.31,0.00,9.56,7.06,0.00,0.00,0.00,6.21,14.06,
4.91,11.08,0.00,0.00,0.00,0.00,6.08,5.54,0.00,0.00,4.92,8.00,0.00,0.00,5.75,8.00,0.00,0.00,0.00,0.00,
6.36,0.00,0.00,8.93,0.00,12.07,4.75,6.15,0.00,0.00,6.93,0.00,10.36,0.00,7.79,0.00,5.54,10.36,0.00,0.00,
14.71,18.04,14.51,16.25,21.30,26.36,16.11,24.51,52.80,0.00,18.30,8.06,45.07,37.54,44.12,24.63,41.44,29.07,68.33,73.01,
8.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,0.00,0.00,11.08,0.00,0.00,0.00,5.69,8.00,6.08,0.00,0.00,4.18,
0.00,10.81,0.00,9.56,0.00,0.00,8.56,7.73,0.00,0.00,9.56,7.07,0.00,8.40,7.31,6.67,0.00,0.00,12.31,5.60,
25.76,28.16,0.00,15.58,0.00,15.58,11.91,15.55,16.06,0.00,10.90,0.00,0.00,0.00,6.21,6.22,7.54,24.24,0.00,0.00,
14.65,12.05,8.32,12.05,9.65,18.05,13.25,6.63,0.00,0.00,0.00,18.05,0.00,9.25,10.74,9.05,0.00,0.00,9.65,7.76,
9.41,15.24,7.85,13.79,0.00,0.00,19.10,9.42,8.52,12.39,13.26,20.41,0.00,16.90,13.79,10.18,23.45,25.17,16.00,0.00,
26.04,0.00,0.00,18.73,0.00,0.00,0.00,9.94,12.48,0.00,0.00,0.00,0.00,0.00,13.18,12.59,0.00,0.00,0.00,12.81,
19.55,23.10,17.80,26.78,19.55,23.04,34.87,26.37,23.97,13.66,12.31,15.11,68.01,20.90,24.72,31.99,13.43,44.87,35.28,17.32,
8.26,11.54,21.04,7.37,0.00,0.00,0.00,0.00,0.00,12.04,5.24,0.00,0.00,0.00,14.43,6.38,0.00,0.00,12.04,12.71,
0.00,9.38,9.38,6.92,0.00,0.00,0.00,3.58,0.00,0.00,0.00,0.00,5.54,6.15,3.09,11.08,0.00,5.69,0.00,11.08,
6.12,13.89,0.00,0.00,0.00,0.00,0.00,6.62,15.56,13.04,11.78,13.04,26.04,0.00,7.36,7.27,0.00,17.04,13.18,19.46,
0.00,5.27,0.00,6.18,0.00,0.00,0.00,5.56,0.00,9.09,7.45,0.00,5.27,4.73,0.00,4.55,0.00,0.00,4.73,0.00,
6.42,14.62,0.00,0.00,0.00,0.00,0.00,5.88,16.46,0.00,12.18,13.52,13.18,0.00,12.39,11.75,13.04,17.93,13.79,8.44,
41.01,14.33,25.89,8.82,0.00,12.71,27.41,33.54,33.19,65.07,16.02,13.82,35.36,15.83,33.49,17.45,10.95,47.54,34.93,0.00,
0.00,7.45,0.00,4.10,0.00,7.45,0.00,0.00,4.55,0.00,6.18,0.00,0.00,5.30,9.09,0.00,0.00,0.00,0.00,2.90,
8.52,17.04,0.00,14.54,7.33,0.00,11.86,7.83,0.00,11.04,0.00,11.14,13.13,9.13,0.00,12.04,12.71,0.00,0.00,20.21,
19.37,22.11,46.29,17.40,34.23,15.70,10.79,29.45,29.37,28.15,10.98,17.11,26.66,23.93,14.28,16.83,31.01,63.19,60.31,39.07,
0.00,12.04,9.65,5.14,0.00,12.71,7.86,9.14,0.00,11.54,3.75,0.00,11.04,20.21,0.00,17.04,0.00,0.00,22.04,0.00,
10.13,13.23,31.03,12.28,0.00,27.39,0.00,11.03,15.58,31.03,20.34,15.16,0.00,10.17,18.91,22.85,7.83,17.03,0.00,17.70,
11.78,27.12,17.21,39.12,0.00,41.02,10.62,4.69,0.00,0.00,10.22,14.49,0.00,21.68,15.93,9.97,17.98,0.00,25.16,0.00,
30.17,13.69,23.04,15.69,13.57,33.89,55.48,23.49,35.95,0.00,12.39,27.89,46.29,24.62,0.00,38.50,35.51,0.00,12.96,9.27,
9.56,8.56,9.56,0.00,0.00,6.67,0.00,0.00,0.00,7.06,4.46,0.00,0.00,0.00,9.73,4.31,0.00,0.00,0.00,0.00,
0.00,10.36,0.00,7.79,0.00,0.00,6.93,4.42,0.00,0.00,8.93,0.00,4.77,9.38,6.36,6.07,0.00,0.00,0.00,7.79,
10.34,10.93,32.89,29.16,0.00,23.69,31.52,11.85,21.02,0.00,12.00,10.17,14.00,34.36,39.29,11.60,28.57,0.00,16.61,24.36,
7.45,5.27,4.55,0.00,0.00,0.00,0.00,4.10,0.00,0.00,4.73,6.18,0.00,0.00,0.00,4.50,0.00,4.50,0.00,0.00,
19.07,11.96,23.57,26.54,24.37,9.31,0.00,11.98,20.20,0.00,11.98,0.00,23.19,0.00,20.61,14.56,26.80,22.55,45.02,13.25,
0.00,16.88,0.00,7.13,7.05,0.00,11.60,11.46,18.00,11.60,19.52,18.00,0.00,11.88,13.52,14.54,14.54,0.00,0.00,8.71,
18.71,21.30,0.00,20.84,0.00,57.02,14.07,19.83,29.12,22.22,9.67,19.60,25.23,0.00,15.52,16.38,17.37,39.26,32.78,11.13,
0.00,0.00,6.95,0.00,5.65,21.04,5.75,12.41,0.00,17.57,12.77,10.23,0.00,0.00,10.61,0.00,10.61,0.00,16.50,16.09,
7.07,11.33,0.00,0.00,4.36,0.00,0.00,3.08,6.36,0.00,0.00,13.07,7.73,4.36,0.00,7.07,0.00,0.00,0.00,0.00,
16.10,10.89,0.00,21.55,0.00,16.99,11.64,17.37,72.01,37.96,7.17,0.00,0.00,59.53,16.21,24.14,22.21,39.58,0.00,24.38,
