,Charge_density,Charge_phys,Charge_acid,y
Neg_144,-0.44099,-0.89882,-0.94356,0
Neg_2067,-0.19339,-0.99291,-0.96682,0
Neg_1406,-2.70361,-0.91131,-0.95563,0
Neg_2616,-0.1695,-0.59047,-0.65556,0
Neg_648,-0.67538,0.1985,-0.05338,0
Neg_2774,-0.79156,-0.62863,-0.29873,0
Neg_292,0.1824,-0.59699,-1.00991,0
Neg_2667,0.24848,-0.95391,-1.12051,0
Neg_257,-0.64124,-0.3279,0.16123,0
Neg_1768,0.6102,0.58068,0.1208,0
Neg_2249,0.86723,-1.03244,-0.91755,0
Neg_779,0.7741,-1.1745,-1.21455,0
Neg_2513,-0.31802,0.06644,0.74166,0
Neg_2425,-0.92511,-0.73906,-0.58498,0
Neg_2272,0.2108,0.17798,-0.72795,0
Neg_361,-0.66003,-1.12852,-0.96853,0
Neg_1745,0.568,1.86031,0.78671,0
Neg_2902,0.2933,-0.63613,-0.54212,0
Neg_808,-0.57131,-0.55562,-0.45456,0
Neg_407,-0.59117,-0.78445,-0.54259,0
Neg_191,-1.64259,0.23434,0.15133,0
Neg_1737,-0.50346,-0.57061,-0.75556,0
Neg_1001,0.35922,-0.59453,-0.66405,0
Neg_2120,0.42042,0.12376,0.5801,0
Neg_960,-0.45325,-1.14608,-1.18247,0
Neg_1356,0.21964,-1.02344,-1.2006,0
Neg_1764,-0.34246,-0.21675,-0.07264,0
Neg_901,-1.87216,-0.2634,-0.3296,0
Neg_2556,-0.07378,-0.82647,-0.87366,0
Neg_303,0.32233,-0.40212,-0.73123,0
Neg_654,-0.29514,-1.14016,-1.34539,0
Neg_251,-0.56959,-0.16074,-0.06052,0
Neg_1958,-0.31084,-0.20407,-0.00435,0
Neg_2857,0.37563,-0.75763,-0.80714,0
Neg_1824,-1.92936,0.05961,-0.0175,0
Neg_9,-1.08632,-0.12039,-0.19142,0
Neg_1397,0.02026,-0.22524,-0.65685,0
Neg_1841,-0.75158,-0.90079,-0.90947,0
Neg_1197,-0.49175,-0.3827,-0.62006,0
Neg_1357,-0.31569,-1.40195,-1.4297,0
Neg_2898,0.53445,-1.08586,-1.48018,0
Neg_2132,-0.77475,3.95359,3.74498,0
Neg_647,-0.85574,0.09206,0.17773,0
Neg_2646,1.23302,2.6207,2.4571,0
Neg_476,-0.59812,1.37016,0.6444,0
Neg_231,-0.17189,-0.93247,-1.2347,0
Neg_451,-0.19207,0.25097,0.1674,0
Neg_1073,0.60561,-0.24416,-0.3564,0
Neg_7,1.45102,-0.07682,-0.14932,0
Neg_1877,-0.27907,-0.40345,0.1208,0
Neg_2912,-0.72914,0.47467,-0.26998,0
Neg_1968,-0.12786,0.51376,-0.52865,0
Neg_2590,-0.91702,-0.42439,-0.48516,0
Neg_2781,-0.45063,-0.00501,-0.41794,0
Neg_940,-0.35204,-0.40389,-0.46534,0
Neg_459,1.20193,-0.66844,-1.09686,0
Neg_1657,-0.78256,-1.04524,-1.08504,0
Neg_2544,-0.15867,-0.90777,-0.9522,0
Neg_2345,0.01045,-1.20401,-0.99181,0
Neg_2406,-1.20099,0.05384,-0.02307,0
Neg_2060,-0.21892,-0.61579,-0.42595,0
Neg_2697,0.20134,0.20276,0.02469,0
Neg_1979,-0.01658,-0.35779,-0.5985,0
Neg_875,-0.31734,2.03802,1.8941,0
Neg_798,1.01514,-0.88112,-0.9214,0
Neg_2520,-0.29828,-1.28559,-0.93773,0
Neg_2252,0.37211,-1.1889,-1.35397,0
Neg_1502,1.15514,0.83591,0.55822,0
Neg_2316,0.28308,-0.13296,-0.12617,0
Neg_2282,0.26769,-0.45768,-0.03232,0
Neg_2664,-0.30168,1.7401,1.6695,0
Neg_1274,-0.91422,-0.20558,-0.27373,0
Neg_1290,0.10281,-1.28896,-0.25151,0
Neg_299,-1.30559,-0.85836,-0.90446,0
Neg_2528,-0.62722,-0.60028,-0.6551,0
Neg_1387,-2.42132,-0.97671,-1.03295,0
Neg_13,-1.21515,-0.84974,-0.63867,0
Neg_586,-0.40806,-0.13801,-0.48828,0
Neg_1691,-1.27711,0.11606,-0.13583,0
Neg_629,-0.31559,-1.28,-1.31186,0
Neg_1089,-0.30367,-1.02293,-0.98749,0
Neg_2884,-0.57824,-0.65903,0.06402,0
Neg_2610,0.00621,-0.87164,-1.05778,0
Neg_470,-0.47935,-0.55341,-0.15152,0
Neg_1649,1.24858,0.09539,0.01708,0
Neg_1177,-0.91797,-0.34068,-0.40427,0
Neg_2447,0.01924,-1.02334,-1.06388,0
Neg_10,0.27372,-0.41822,0.00764,0
Neg_2623,-0.01687,0.34979,0.4657,0
Neg_265,-1.7915,0.60372,0.50824,0
Neg_273,-1.05692,0.85298,0.74908,0
Neg_2305,-2.04634,-0.93228,-0.97589,0
Neg_915,0.23736,-0.6565,-0.99896,0
Neg_1945,0.31517,-0.91453,-0.8161,0
Neg_961,0.35851,0.79802,0.59048,0
Neg_2662,-0.66659,0.10031,0.3087,0
Neg_1146,0.04189,-0.39337,-0.55187,0
Neg_1137,-0.52012,-0.38353,-0.18142,0
Neg_41,-0.17721,-0.97657,-0.86295,0
Neg_1496,-0.10517,-0.51292,-0.45826,0
Neg_2270,-1.46164,-1.09734,-0.75929,0
Neg_1721,0.48981,-1.01261,-1.02823,0
Neg_2196,-0.6753,0.12487,0.16291,0
Neg_1988,-0.80002,-1.07825,-0.98194,0
Neg_2464,-0.16923,-0.03219,-0.1062,0
Neg_521,-0.55808,-0.82228,-0.65506,0
Neg_1062,0.82037,-0.49158,-0.59349,0
Neg_899,0.34492,2.60644,3.1025,0
Neg_374,-0.68996,-0.93769,-1.12311,0
Neg_2106,0.4886,0.31998,0.39644,0
Neg_3,0.39939,-0.94603,-0.93741,0
Neg_405,-0.79787,0.57999,1.06299,0
Neg_1873,-1.15144,0.50284,0.41077,0
Neg_2506,-0.31491,0.76106,0.66027,0
Neg_2777,-0.06084,-1.30829,-1.22368,0
Neg_762,0.18371,0.77932,0.67791,0
Neg_401,-1.29358,-0.85095,-0.8973,0
Neg_1801,3.68608,2.04077,1.89676,0
Neg_2863,0.27477,-0.98836,-1.03008,0
Neg_2412,-0.31929,-0.95219,-0.85617,0
Neg_1094,-1.424,-0.86412,-0.37038,0
Neg_1795,-0.31626,1.82915,1.69229,0
Neg_1144,0.06746,-0.97205,-1.01432,0
Neg_1201,-0.98623,-1.21462,-1.20608,0
Neg_2435,-0.31581,2.51561,2.35556,0
Neg_252,-0.40217,-1.27498,-1.08192,0
Neg_2676,0.22137,-0.66698,-0.73858,0
Neg_322,-0.0979,-0.48322,-0.80205,0
Neg_1525,-0.18531,-0.67275,-0.46005,0
Neg_1228,-0.47201,-0.17909,-0.05657,0
Neg_2042,0.56671,-0.40967,-0.68998,0
Neg_2308,0.06896,0.27715,0.1927,0
Neg_2157,0.30791,-0.80582,-0.54126,0
Neg_2159,1.01882,-0.48001,-0.53889,0
Neg_2734,-0.41158,-0.18908,0.1015,0
Neg_1207,-0.32765,-0.53303,-0.59012,0
Neg_120,0.08681,-0.3517,-0.65523,0
Neg_2631,0.95263,-0.6889,-0.71371,0
Neg_595,0.16875,-0.27371,-0.11008,0
Neg_993,0.046,-0.34899,-0.4123,0
Neg_1596,-0.76247,-0.41632,-0.47736,0
Neg_2868,-0.31581,0.5108,0.8375,0
Neg_579,0.17321,-0.15669,0.01554,0
Neg_1663,-0.21367,-0.89771,-1.20758,0
Neg_1040,-0.50375,-1.06926,-1.04901,0
Neg_2240,-0.19931,-1.16861,-1.39664,0
Neg_2349,1.47118,-0.82986,-0.66788,0
Neg_2207,-0.4771,0.15194,-0.00977,0
Neg_1153,0.92313,0.83363,0.73038,0
Neg_580,1.41718,2.09399,1.94818,0
Neg_2390,0.42605,-0.55135,-0.27325,0
Neg_1683,0.73488,-1.0582,-0.76656,0
Neg_2601,0.18864,-0.02908,-0.58847,0
Neg_2888,-0.52143,-0.79018,-1.02327,0
Neg_1121,-0.89191,-0.83334,-0.88029,0
Neg_2688,-0.08835,-1.14711,-1.18346,0
Neg_1493,-1.91703,0.59707,0.50181,0
Neg_1272,-1.07263,-0.63155,-0.19491,0
Neg_1242,0.20065,0.25438,0.41531,0
Neg_1292,-2.11499,1.55946,1.4317,0
Neg_2398,-0.25447,0.22034,-0.08438,0
Neg_1990,-0.26083,0.73168,1.63526,0
Neg_2241,0.69786,-0.55799,-0.61424,0
Neg_508,-0.37585,-0.84164,-0.40154,0
Neg_307,-0.03298,-0.87003,-0.60267,0
Neg_2448,-0.99386,-0.94625,-0.64773,0
Neg_600,0.49995,0.13853,-0.66575,0
Neg_601,-0.32915,-0.78273,-0.83139,0
Neg_1217,-0.82399,0.52723,0.23268,0
Neg_839,0.57726,0.20121,0.11933,0
Neg_682,0.20307,0.66897,0.57128,0
Neg_2187,0.51566,-1.40356,-0.95387,0
Neg_2821,0.11455,-0.87375,-0.71099,0
Neg_2789,-0.05483,-1.36885,-1.39771,0
Neg_169,-0.44947,-0.42316,-0.17973,0
Neg_320,-0.45984,0.71522,1.05672,0
Neg_2889,-0.92642,-0.64691,-0.60029,0
Neg_17,0.01333,-0.72725,-0.77778,0
Neg_1714,0.19542,-0.52105,-0.41941,0
Neg_2605,-0.0916,0.39049,0.49755,0
Neg_1527,0.39106,-1.50977,-1.53388,0
Neg_83,0.84553,0.06261,-0.0146,0
Neg_2246,-0.19826,-0.86602,-0.72698,0
Neg_114,1.06518,0.51302,1.25494,0
Neg_1808,-0.42922,-0.18924,-0.20094,0
Neg_958,-3.69965,0.07036,-0.00711,0
Neg_2093,0.2329,0.10944,-0.20528,0
Neg_1561,-0.13942,-1.20992,-0.89457,0
Neg_1870,0.20024,-0.9254,-0.96924,0
Neg_1335,-1.09561,-0.28415,-0.34965,0
Neg_1574,0.01619,0.16685,0.5875,0
Neg_2188,-1.49001,-0.98924,-1.03093,0
Neg_608,1.50664,0.22618,0.97669,0
Neg_1240,-0.03762,1.65035,1.60317,0
Neg_2628,0.34999,-0.89003,-1.09521,0
Neg_1855,-1.0072,0.68661,0.74668,0
Neg_1793,-1.02387,-0.25982,0.04052,0
Neg_2263,0.53299,0.59535,0.9713,0
Neg_2400,0.14766,-0.05616,0.44796,0
Neg_1583,-0.94201,0.68897,0.89839,0
Neg_410,-1.12246,1.65585,1.52484,0
Neg_2849,-2.49046,-1.0196,-1.06026,0
Neg_1389,-0.71392,-0.625,-0.75993,0
Neg_130,-1.02781,-0.91321,-0.79731,0
Neg_2784,0.65055,0.35645,0.61764,0
Neg_2759,1.56182,0.37858,0.49873,0
Neg_2148,0.69431,-0.11524,-0.81379,0
Neg_2886,0.64225,-1.24128,-0.99541,0
Neg_903,-0.79439,-0.7023,-0.75368,0
Neg_2844,0.26358,-0.76246,-0.57152,0
Neg_1071,-0.47739,-0.4984,-0.2599,0
Neg_2491,0.53369,-1.28828,-0.92833,0
Neg_2731,0.93586,-0.74972,-1.01986,0
Neg_1497,1.36956,-1.10482,-1.26021,0
Neg_2096,-0.49121,0.75273,1.04426,0
Neg_2234,-2.20589,-0.70029,-0.61524,0
Neg_263,-0.33655,-1.34507,-1.37474,0
Neg_2409,-0.33189,0.20204,0.12013,0
Neg_171,-0.84854,-1.27165,-1.50748,0
Neg_2185,0.14116,-1.21619,-1.25021,0
Neg_1630,-0.18736,-0.41843,-0.4794,0
Neg_239,-0.32085,0.36783,-0.48833,0
Neg_933,-0.5716,-1.09848,-1.24776,0
Neg_2276,-0.16536,-0.55006,-0.42146,0
Neg_2707,-0.32377,-0.96876,-0.93615,0
Neg_1971,-0.31708,1.78266,1.64737,0
Neg_293,1.39131,1.56407,1.3232,0
Neg_766,0.12583,-0.43583,-0.64578,0
Neg_1208,0.08625,-0.90859,-0.79274,0
Neg_1076,0.19446,0.12861,0.10255,0
Neg_2860,-0.55205,-0.066,-0.16169,0
Neg_2048,0.56859,0.96623,1.08315,0
Neg_837,-0.66304,-0.06406,-0.13699,0
Neg_2085,0.45928,1.18705,1.07187,0
Neg_1812,0.60829,-0.78572,-0.83428,0
Neg_659,0.11814,-0.9792,-1.02123,0
Neg_2775,-1.02904,1.24025,1.57151,0
Neg_807,-0.07725,-1.11775,-0.97053,0
Neg_379,-0.69603,-0.53705,-0.63333,0
Neg_683,-0.0219,-0.17746,-0.24656,0
Neg_2124,0.06235,-0.039,0.3042,0
Neg_1239,-0.0768,-0.93783,-1.13618,0
Neg_1478,-0.68846,-1.14277,-1.17927,0
Neg_711,0.69126,0.87271,-0.0629,0
Neg_1422,0.19953,-1.4253,-1.16225,0
Neg_2642,0.9641,-0.85452,-1.15077,0
Neg_2243,0.08879,-0.99649,-1.23164,0
Neg_419,-1.21162,-0.7246,-0.28665,0
Neg_2335,-0.1859,0.11139,0.03126,0
Neg_708,-0.60394,1.01683,2.11099,0
Neg_2224,0.18155,0.67024,0.94691,0
Neg_75,0.28088,-1.43966,-1.46614,0
Neg_1927,-0.63711,-0.18131,0.09051,0
Neg_396,-2.37492,0.59543,0.50023,0
Neg_2062,-0.03495,0.10878,0.02793,0
Neg_1758,1.20028,-1.14495,-0.36038,0
Neg_1696,0.27577,-0.46044,-0.06997,0
Neg_1938,-0.32283,-0.85006,-0.89645,0
Neg_2212,-0.63802,-0.63337,-0.3161,0
Neg_491,-0.31544,-0.83674,-0.9809,0
Neg_857,0.4606,1.42453,1.30133,0
Neg_2686,-1.81868,0.42044,0.33115,0
Neg_2549,-1.10697,-0.55165,-0.65119,0
Neg_465,0.21913,0.23847,0.63674,0
Neg_214,-0.09234,-1.01294,-1.05382,0
Neg_1450,0.33514,-0.5056,-0.54451,0
Neg_2311,-0.60207,-1.29662,-1.32793,0
Neg_566,0.35229,-1.19981,-1.22317,0
Neg_1468,-1.68852,0.71083,0.61174,0
Neg_324,0.40345,-0.09583,-0.49198,0
Neg_1106,0.01723,-0.92396,-0.48512,0
Neg_1455,0.76064,-0.40699,-0.18253,0
Neg_1775,-0.11347,-1.0671,-1.12762,0
Neg_2533,0.06201,-0.50351,-0.5616,0
Neg_84,-0.26607,0.62282,0.93351,0
Neg_2087,-0.31566,-1.05723,-1.09662,0
Neg_454,-1.43671,-1.07662,-0.57619,0
Neg_1320,-0.28885,-0.85791,-0.57137,0
Neg_534,0.17354,0.69206,0.5936,0
Neg_2600,-0.31475,-0.7304,-0.78083,0
Neg_2303,-1.53952,0.91726,1.606,0
Neg_1332,-0.31751,-0.4115,-0.4727,0
Neg_1096,-0.29079,-1.04499,-0.39367,0
Neg_278,0.36426,-0.21895,-0.28665,0
Neg_2916,0.62352,2.52312,4.01058,0
Neg_365,0.87323,-0.75358,-0.42059,0
Neg_929,0.31981,-0.65565,-0.70861,0
Neg_955,0.07677,-1.13476,-0.97588,0
Neg_1510,-1.05657,-1.0252,-0.81651,0
Neg_974,0.15,0.10992,0.03112,0
Neg_2768,0.69014,1.78602,1.65061,0
Neg_1142,-2.30902,-0.2823,-0.34786,0
Neg_1174,0.47769,-0.41203,-1.2094,0
Neg_848,-0.08301,0.64635,0.54943,0
Neg_991,-0.45891,-0.34936,-0.71357,0
Neg_565,0.19336,-0.83202,-0.87901,0
Neg_1973,-1.36304,-0.40617,-0.46755,0
Neg_1172,-0.97064,-0.27506,-0.69835,0
Neg_2450,0.45248,-0.07657,-0.7584,0
Neg_2795,1.08301,0.02518,-0.2904,0
Neg_33,-1.4482,-0.73977,-0.55013,0
Neg_2216,-1.87801,2.76367,2.59524,0
Neg_2359,0.37876,2.4535,1.66192,0
Neg_515,-0.94708,0.06407,0.28382,0
Neg_208,-0.44724,-0.74532,0.12664,0
Neg_2503,0.22665,-1.18686,-1.31446,0
Neg_2396,0.05631,-0.04191,-0.11559,0
Neg_1670,1.10845,-0.66723,-0.71979,0
Neg_8,0.16922,-0.45874,-0.14071,0
Neg_1802,0.27043,-0.55951,-0.58341,0
Neg_1617,-0.20275,-0.4974,-0.4221,0
Neg_1353,-0.03531,-1.13118,-0.89299,0
Neg_917,-1.41284,-0.65953,-0.08855,0
Neg_1912,-0.16725,-0.74886,-0.53535,0
Neg_2647,-0.34106,0.26702,0.45349,0
Neg_2682,0.52687,-1.27362,-0.77462,0
Neg_1130,0.18384,-0.21892,-0.00729,0
Neg_1914,-0.31822,0.38724,0.29907,0
Neg_1659,-1.91223,-0.83999,-0.88672,0
Neg_1233,-0.00164,-0.38031,-0.44256,0
Neg_2379,1.23113,0.02075,0.30573,0
Neg_1832,-0.96457,-0.51592,-0.55147,0
Neg_1156,-0.21533,-0.62747,-0.79056,0
Neg_2258,0.11454,-0.41191,-0.3104,0
Neg_461,1.10974,-0.31984,-1.02518,0
Neg_1432,-0.14894,-1.05731,-0.879,0
Neg_1840,0.0599,-0.24331,-0.48707,0
Neg_51,-3.30433,0.99455,0.88587,0
Neg_2078,-0.18195,-1.01987,-1.18367,0
Neg_1658,-0.60744,-0.82034,-0.96487,0
Neg_1291,0.10307,-0.77592,-0.94899,0
Neg_2421,-0.81948,-0.45645,-0.68378,0
Neg_1107,-0.11358,-1.39431,-1.24117,0
Neg_57,0.15162,-0.50485,-0.56289,0
Neg_56,1.74332,-0.79679,1.15245,0
Neg_1535,-1.77594,0.37305,0.1208,0
Neg_728,-0.49086,0.00919,0.27596,0
Neg_612,-0.29624,0.56785,0.90188,0
Neg_1789,-0.27472,-0.4248,-0.72795,0
Neg_2923,0.02448,-0.60726,-0.4309,0
Neg_998,0.0376,-0.44723,-0.50722,0
Neg_2027,0.36869,0.39134,1.5154,0
Neg_1120,0.15652,-0.69353,-0.71036,0
Neg_938,-1.02215,0.13531,-0.00879,0
Neg_1639,-1.15803,-0.75052,-0.72646,0
Neg_1380,0.97615,-0.38369,-1.21559,0
Neg_995,-0.41118,-0.70165,-0.87692,0
Neg_274,1.21405,0.91623,0.8102,0
Neg_1731,-0.52532,-0.5712,-0.30551,0
Neg_1423,0.68649,-0.35049,-0.41375,0
Neg_1720,-0.11631,-0.61748,-0.67172,0
Neg_1176,0.94372,-0.8027,-0.563,0
Neg_298,-0.29373,0.4668,1.54192,0
Neg_1494,-0.30561,-0.97897,-0.72669,0
Neg_2041,-0.40192,0.31896,0.45383,0
Neg_2033,-0.27148,0.9678,0.83836,0
Neg_1010,-1.02706,-0.50097,-0.73038,0
Neg_964,-1.0414,0.21976,0.13724,0
Neg_735,-0.2059,-0.82613,-0.73936,0
Neg_245,-0.1688,0.16685,0.21867,0
Neg_317,-0.81956,-0.39599,-0.6281,0
Neg_1277,0.71965,-0.84338,-0.88999,0
Neg_213,0.15429,-0.75804,-0.80753,0
Neg_109,-0.31688,-0.91687,-0.961,0
Neg_1604,0.47635,0.82757,1.1075,0
Neg_2004,-0.31581,1.56762,1.43958,0
Neg_1848,-0.62525,0.05517,-0.26183,0
Neg_1998,-0.48196,-0.59007,0.00213,0
Neg_968,0.10642,-0.71553,-0.60084,0
Neg_1860,-1.38953,0.67391,0.57606,0
Neg_854,3.99059,0.76048,0.6597,0
Neg_229,0.1153,-0.61171,-0.71563,0
Neg_397,-0.33332,-0.3733,-0.44924,0
Neg_1864,-0.77092,0.70942,0.61037,0
Neg_2553,0.59189,-1.18236,-1.00165,0
Neg_1504,-0.40842,-0.35503,-0.48344,0
Neg_2824,-0.06999,-0.39413,-0.87688,0
Neg_20,1.10629,-0.55654,-0.61284,0
Neg_1594,-1.01574,0.08758,0.57308,0
Neg_2657,0.64976,-0.44315,-0.39147,0
Neg_1823,-0.70904,-0.11097,0.04305,0
Neg_2352,0.46871,-0.35584,-0.29456,0
Neg_675,-1.98637,2.04495,1.9008,0
Neg_38,0.08279,0.10899,0.03022,0
Neg_2630,0.28284,-0.00901,-0.0838,0
Neg_1313,-0.15628,-0.76712,-0.8163,0
Neg_2083,-0.63643,-0.03641,-0.03286,0
Neg_224,0.41558,-1.16589,-1.27201,0
Neg_1271,0.40244,-1.02067,-1.0613,0
Neg_2404,0.40644,1.02874,0.7384,0
Neg_91,-0.43367,0.61406,0.72976,0
Neg_2318,-0.23833,-0.60396,-0.55582,0
Neg_2034,-0.12906,-1.0821,-0.75733,0
Neg_2914,-0.1394,-0.85615,-0.90233,0
Neg_2749,-0.89964,-0.23643,-0.30354,0
Neg_1143,-0.61402,0.44293,0.35288,0
Neg_80,-0.69641,-0.95296,-1.251,0
Neg_289,0.96342,-0.04149,-0.11518,0
Neg_1262,0.4642,-0.84446,-0.89103,0
Neg_2269,-1.114,-0.07824,-0.15069,0
Neg_922,0.45315,-1.12794,-0.59584,0
Neg_1843,-0.41759,0.30988,0.22432,0
Neg_40,-0.31704,0.64932,0.5523,0
Neg_1771,-0.42477,-0.06609,-0.30662,0
Neg_1068,-0.75937,-0.90306,-0.94766,0
Neg_1857,1.3574,-0.94622,-0.69755,0
Neg_635,0.00141,0.48831,0.47166,0
Neg_2908,0.09729,-1.38428,-1.41262,0
Neg_2651,1.05671,-0.81456,-0.53312,0
Neg_781,0.03082,-0.97947,-1.06349,0
Neg_574,-0.82888,1.31271,2.08462,0
Neg_151,-0.5306,0.78375,0.68219,0
Neg_356,1.78789,0.10863,0.02987,0
Neg_1012,0.06447,-0.3687,-0.28217,0
Neg_455,0.54984,0.09693,-0.16886,0
Neg_2395,-0.13006,-0.87219,-0.91783,0
Neg_173,-0.56863,-0.34401,-0.17088,0
Neg_1744,0.60436,-1.50977,-1.53388,0
Neg_1127,0.84484,-0.65137,-1.02752,0
Neg_872,0.75131,-0.46642,-0.52576,0
Neg_556,0.97891,-0.91428,-0.78872,0
Neg_1872,0.16287,0.14455,0.52987,0
Neg_1175,0.00432,-1.13091,-0.98964,0
Neg_2738,-0.37075,-0.47721,-0.26092,0
Neg_2341,-0.16732,-0.02492,0.05571,0
Neg_2539,-1.2516,0.65068,0.98774,0
Neg_2859,-0.31713,0.55379,0.45999,0
Neg_106,-1.54574,0.97759,0.86948,0
Neg_453,-0.95518,-0.45032,-0.51021,0
Neg_1396,-0.84107,-0.60124,-0.92247,0
Neg_2665,1.20968,-0.66498,-0.71762,0
Neg_2357,0.1315,-0.82229,-0.86962,0
Neg_1937,0.16,0.72808,0.6284,0
Neg_2673,0.26001,-0.97324,-1.15077,0
Neg_693,-0.20812,-0.74277,-0.45758,0
Neg_769,0.49808,-0.13446,-0.25789,0
Neg_2833,-0.48528,-0.34191,0.20077,0
Neg_2773,-0.75544,1.99093,1.8486,0
Neg_1447,-0.34693,-1.13156,-1.16844,0
Neg_29,0.06126,-0.6453,-0.11329,0
Neg_489,0.4727,-1.18785,-1.44798,0
Neg_2545,-1.35091,1.73728,1.53169,0
Neg_1306,-0.32888,-0.44987,-1.09431,0
Neg_617,0.44616,0.51891,0.60855,0
Neg_1372,-0.52819,1.30348,1.23791,0
Neg_2481,-0.96142,-0.58283,-0.63824,0
Neg_1908,-1.04326,-0.03436,0.0748,0
Neg_1981,-1.54237,1.91908,2.72853,0
Neg_906,-0.64326,-0.33146,-0.39536,0
Neg_1425,-0.07188,-0.49344,-0.61876,0
Neg_846,0.74921,-0.8202,-0.54702,0
Neg_2611,-0.19736,-1.04061,-0.71115,0
Neg_1230,1.56441,1.23024,1.1136,0
Neg_1906,-0.77875,-0.92193,-0.39729,0
Neg_2554,0.60984,-0.40108,-0.68388,0
Neg_348,-0.13307,-1.33069,-1.36084,0
Neg_477,-0.03572,2.03569,1.33156,0
Neg_67,-1.76677,0.26122,0.1773,0
Neg_2639,-0.31998,0.15019,-0.14449,0
Neg_2012,-0.42867,-0.70074,-0.75217,0
Neg_1028,-0.01261,-0.83671,-1.18596,0
Neg_1874,0.2225,-0.11605,-0.18723,0
Neg_1109,0.25024,0.32984,0.24361,0
Neg_2529,-0.47169,-0.94504,-0.98822,0
Neg_2141,0.36546,-1.15662,-1.19265,0
Neg_2462,0.69069,-1.09626,-1.25937,0
Neg_2011,-1.81341,-0.51043,-0.3713,0
Neg_377,0.27903,-0.90058,-0.94526,0
Neg_90,0.25108,-1.21281,-0.11391,0
Neg_1506,0.42341,0.39191,-0.17765,0
Neg_767,0.48455,0.61307,1.26283,0
Neg_434,-0.36382,0.01371,-0.06185,0
Neg_1460,-0.18354,0.95494,0.8476,0
Neg_1666,-0.01928,-0.5181,-0.67074,0
Neg_126,-0.23347,-0.77354,0.28445,0
Neg_2668,3.24301,-0.99316,-1.10529,0
Neg_1674,1.17395,-1.02102,-1.06163,0
Neg_2140,-0.09184,0.16711,0.20505,0
Neg_323,0.83496,1.4599,1.3355,0
Neg_2514,-0.10565,-0.63164,-0.63855,0
Neg_598,-0.94854,-0.05409,-0.12736,0
Neg_2337,-0.00126,0.27494,-0.08031,0
Neg_497,-0.39887,0.08488,-0.08556,0
Neg_2693,-1.09271,-1.06695,-1.10601,0
Neg_1651,-0.28876,-1.03826,-0.42972,0
Neg_2347,-0.30235,-1.1508,-1.39911,0
Neg_68,0.00595,-0.94505,-0.86437,0
Neg_318,-1.20243,1.90537,1.21121,0
Neg_2441,0.67408,-0.35049,-0.41375,0
Neg_2136,-0.51027,-0.23993,-0.46783,0
Neg_870,-0.08674,-0.75414,-0.96844,0
Neg_699,1.58103,0.16491,0.29348,0
Neg_1726,0.37207,-0.67924,-0.88268,0
Neg_1325,-0.45352,-0.29083,-0.3561,0
Neg_2002,1.0262,-0.18378,-0.25267,0
Neg_519,0.1688,0.2461,-0.05146,0
Neg_199,0.66176,0.04784,0.00281,0
Neg_471,-0.2698,-0.22998,0.06351,0
Neg_1673,0.64663,0.10396,0.02535,0
Neg_272,-0.52382,-0.1857,-0.15484,0
Neg_118,0.88991,-1.09579,-1.35794,0
Neg_135,0.21197,1.90496,2.55009,0
Neg_2502,0.4455,-0.30416,-0.3224,0
Neg_2787,0.75427,-0.38401,0.12553,0
Neg_546,0.26788,0.148,0.30477,0
Neg_127,0.10663,-0.82014,-0.98654,0
Neg_1784,-0.36862,0.56651,0.47229,0
Neg_439,0.53651,-1.50977,-1.53388,0
Neg_535,0.27271,-0.46977,-0.14857,0
Neg_227,-0.12109,-1.11303,-1.05501,0
Neg_2299,0.03195,-1.0893,-1.18973,0
Neg_2627,-4.97516,1.62542,1.49544,0
Neg_1982,0.03025,-0.19169,-0.12473,0
Neg_1382,1.79612,-0.82156,0.45999,0
Neg_2090,-1.16391,-0.98461,-1.07151,0
Neg_1532,0.97931,0.22196,1.23445,0
Neg_527,-0.31318,-0.72721,-0.78127,0
Neg_11,-0.64252,-1.04012,-1.08008,0
Neg_1246,-0.555,-0.7197,-0.77049,0
Neg_2525,0.08764,-0.37149,-0.01619,0
Neg_2818,0.7235,-0.87607,-0.92158,0
Neg_1920,-0.06572,0.07172,-0.43293,0
Neg_918,-1.42307,-1.07676,-0.90593,0
Neg_102,0.98688,-0.2823,-0.34786,0
Neg_2621,0.08356,-0.9707,-0.99259,0
Neg_1585,1.16021,-0.64716,-0.84359,0
Neg_266,0.35278,-0.34126,-0.36157,0
Neg_710,-0.12069,0.72025,0.33727,0
Neg_712,-0.57652,-0.4924,-0.34728,0
Neg_24,0.40309,-0.00784,0.01563,0
Neg_170,0.71394,1.39538,1.53322,0
Neg_721,1.39777,-0.04041,-0.11414,0
Neg_1365,-0.1802,0.4494,0.37765,0
Neg_1735,0.2673,-0.29311,-0.35831,0
Neg_954,-0.09083,-0.38334,-0.44549,0
Neg_1993,0.18432,-0.51182,-0.1517,0
Neg_1652,0.32032,0.50715,0.41493,0
Neg_2306,-0.34321,0.65473,0.55752,0
Neg_2479,0.46683,0.28863,0.33021,0
Neg_423,-0.90796,0.226,0.14328,0
Neg_2799,-0.68636,-1.26418,-0.81954,0
Neg_822,0.30679,-0.49663,-0.25614,0
Neg_931,0.12994,0.1718,0.0909,0
Neg_2497,-0.3267,-1.10735,-0.99484,0
Neg_2925,-1.07104,-0.75748,-0.72639,0
Neg_267,0.46079,-0.66024,-0.71159,0
Neg_242,0.31914,1.8503,1.76469,0
