,CTDC_hydrophobicity_PRAM900101.G1,CTDC_hydrophobicity_PRAM900101.G2,CTDC_hydrophobicity_PRAM900101.G3,CTDC_hydrophobicity_ARGP820101.G1,CTDC_hydrophobicity_ARGP820101.G2,CTDC_hydrophobicity_ARGP820101.G3,CTDC_hydrophobicity_ZIMJ680101.G1,CTDC_hydrophobicity_ZIMJ680101.G2,CTDC_hydrophobicity_ZIMJ680101.G3,CTDC_hydrophobicity_PONP930101.G1,CTDC_hydrophobicity_PONP930101.G2,CTDC_hydrophobicity_PONP930101.G3,CTDC_hydrophobicity_CASG920101.G1,CTDC_hydrophobicity_CASG920101.G2,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_ENGD860101.G1,CTDC_hydrophobicity_ENGD860101.G2,CTDC_hydrophobicity_ENGD860101.G3,CTDC_hydrophobicity_FASG890101.G1,CTDC_hydrophobicity_FASG890101.G2,CTDC_hydrophobicity_FASG890101.G3,CTDC_normwaalsvolume.G1,CTDC_normwaalsvolume.G2,CTDC_normwaalsvolume.G3,CTDC_polarity.G1,CTDC_polarity.G2,CTDC_polarity.G3,CTDC_polarizability.G1,CTDC_polarizability.G2,CTDC_polarizability.G3,CTDC_charge.G1,CTDC_charge.G2,CTDC_charge.G3,CTDC_secondarystruct.G1,CTDC_secondarystruct.G2,CTDC_secondarystruct.G3,CTDC_solventaccess.G1,CTDC_solventaccess.G2,CTDC_solventaccess.G3,y
peptide_nm_57,0.26533,0.67419,-0.96052,1.76236,-2.0041,-0.03609,1.27728,-1.94259,0.1684,0.85646,0.19456,-1.14143,1.30835,-0.60219,-0.73691,0.28879,0.50115,-0.79288,-1.25993,2.93717,-1.30835,1.02843,1.11158,-1.82556,-1.14143,0.99411,0.11997,0.96783,1.24878,-1.82556,-1.39597,1.34131,0.11421,-1.39584,-1.55546,3.56494,-0.1201,0.26533,-0.13833,0
peptide_nm_58,-0.24417,0.45194,-0.2534,0.35364,0.59729,-0.98686,-0.16874,1.20069,-0.88549,0.08822,-0.27125,0.15204,0.00874,0.65229,-0.79267,0.05157,-0.00312,-0.05072,0.16368,-0.17548,-0.00874,0.53097,-0.31805,-0.23265,0.15204,-0.07046,-0.08436,0.48279,-0.22961,-0.23265,-0.16886,-0.17251,0.46946,-0.61322,0.7286,0.07501,-0.38548,-0.24417,0.74967,0
peptide_nm_59,-1.05935,1.25203,-0.34768,-0.71242,0.47971,0.33846,0.61769,-1.48856,0.58356,-0.993,1.31597,-0.10346,-1.72406,2.01517,-0.49525,-0.73919,0.93819,-0.14967,-1.25993,-0.55976,1.72406,0.66916,0.28557,-0.83947,-0.10346,1.19468,-1.20813,0.77675,0.2155,-0.83947,-0.95285,1.56752,-0.80945,0.70359,-0.50252,-0.43822,1.02992,-1.05935,-0.13833,0
peptide_nm_60,-0.39701,-0.04811,0.41836,-0.03185,0.64689,-0.59791,-0.26863,0.86671,-0.45435,-0.18386,-0.05775,0.25983,-0.72228,0.98333,-0.37442,-0.2509,-0.40023,0.65434,-0.35111,-0.43487,0.72228,0.42215,0.18232,-0.53132,0.25983,-0.20932,-0.04605,0.25129,0.39632,-0.53132,-0.6482,0.23857,0.57604,-0.12407,-0.05503,0.22898,0.09553,-0.39701,0.31261,0
peptide_nm_61,1.25884,0.09635,-1.26694,1.2674,-0.28454,-1.15972,1.52463,-0.92103,-1.07711,0.85646,0.53099,-1.45282,0.98345,-0.30019,-0.73691,1.21398,-0.1544,-1.11449,1.38391,-0.43487,-0.98345,0.22006,0.80183,-0.83947,-1.45282,0.09154,1.44806,0.3946,0.62881,-0.83947,-0.73128,-1.03383,2.42336,0.54209,-0.60782,-0.10462,-0.98261,1.25884,-0.13833,0
peptide_nm_62,-0.21637,0.93684,-0.79338,0.99743,-0.7014,-0.44468,1.09739,-1.19964,-0.28451,0.55382,0.37807,-0.97158,0.36318,0.88037,-1.46187,-0.10371,0.73953,-0.61746,0.30234,0.07605,-0.36318,0.73448,1.4495,-1.82556,-0.97158,1.26761,-0.36298,0.60304,1.64331,-1.82556,-1.39597,1.27962,0.19818,0.8504,-1.49802,0.41094,0.19354,-0.21637,-0.00715,0
peptide_nm_63,0.96253,0.33965,-1.25081,1.42371,-1.12923,-0.5092,1.69386,-1.51246,-0.74934,1.73252,-0.54911,-1.43643,1.44515,-0.50682,-1.004,0.71081,0.77717,-1.5038,1.17519,0.33419,-1.44515,0.85825,0.13341,-0.89137,-1.43643,0.64575,0.81896,0.998,0.04147,-0.89137,-0.55637,-0.55166,1.52401,0.2106,-0.9902,0.75571,-1.39117,0.96253,0.69709,0
peptide_nm_64,0.06153,0.45194,-0.53625,0.81052,-1.25455,0.30965,0.05958,-0.37095,0.2642,0.85646,-0.89234,-0.13539,0.60856,-0.74158,0.21113,0.62091,-0.00312,-0.64445,-0.14138,0.86207,-0.60856,-0.21522,-0.31805,0.45003,-0.13539,-0.07046,0.22213,-0.04635,-0.51575,0.45003,-0.47564,0.4539,0.04316,-1.06043,0.14544,1.30675,-1.18165,0.06153,1.41568,0
peptide_nm_65,0.26533,0.09635,-0.34768,0.60746,0.47971,-1.15972,-0.0419,1.23561,-1.07711,0.48657,-0.02972,-0.51864,0.00874,0.40449,-0.49525,0.49439,-0.37291,-0.14967,0.06199,-0.06019,-0.00874,-0.76796,1.11158,-0.18208,-0.51864,-0.40989,1.00536,-0.36971,0.62881,-0.18208,-0.50972,1.11511,-0.80945,-0.26538,-0.08135,0.45137,-0.50343,0.26533,0.34267,0
peptide_nm_66,0.72609,-0.10464,-0.56084,0.88005,-0.48391,-0.52462,0.41695,-0.16596,-0.37313,1.29068,-0.77082,-0.73527,1.19534,-2.09908,1.18584,0.74468,-0.41092,-0.3734,-0.16791,1.56881,-1.19534,1.16902,-0.34292,-0.7966,-0.73527,0.1831,0.58191,0.19521,0.79054,-0.7966,-0.35559,0.24963,0.15437,-1.8382,0.44969,2.0565,-0.87011,0.72609,0.30084,0
peptide_nm_67,2.15773,-0.56404,-1.39826,0.84316,-0.28454,-0.67817,1.27728,-0.77509,-0.89918,0.69793,0.48293,-1.2304,1.67966,-1.37877,-0.21907,2.13917,-0.62265,-1.61986,1.95045,-0.27429,-1.67966,-0.35735,-0.48144,0.71009,-1.2304,-0.63911,2.01725,-0.26052,-0.61113,0.71009,0.50313,-2.63342,2.88519,0.47288,-0.74319,0.13366,-1.59869,2.15773,-0.34448,0
peptide_nm_68,0.5965,0.38527,-0.96052,0.15375,0.86184,-1.01927,-0.82516,2.14367,-0.92142,1.27259,-0.8147,-0.67434,0.98345,0.30382,-1.46187,1.83077,-1.13772,-0.79288,0.39247,0.68915,-0.98345,0.22006,-0.74694,0.39314,-0.67434,-0.20932,0.95003,-0.17863,-0.30115,0.39314,0.09957,-1.03383,1.26878,-0.66912,0.18188,0.72937,-1.84512,0.5965,1.66543,0
peptide_nm_69,-1.28775,1.37158,-0.26315,-0.47347,0.74325,-0.19107,0.79965,-0.81535,-0.26109,-1.09504,1.79547,-0.43274,-1.20123,0.585,0.63804,-1.26382,1.67662,-0.32711,-0.94085,-0.31859,1.20123,0.91693,-0.81103,-0.19341,-0.43274,1.47133,-1.16234,1.18526,-1.0387,-0.19341,-0.57084,1.17751,-0.80945,0.15785,0.16554,-0.3922,0.95061,-1.28775,0.20998,0
peptide_nm_70,0.92767,-0.48149,-0.34768,0.77245,-0.28454,-0.59791,0.78259,-0.58051,-0.45435,0.85646,-0.47828,-0.51864,0.65855,-0.60219,-0.01194,0.28879,-0.1544,-0.14967,0.06199,0.68915,-0.65855,-0.0494,1.11158,-0.83947,-0.51864,-0.20932,0.78402,0.3946,0.62881,-0.83947,-0.0666,-0.69452,1.03787,-0.42688,0.97158,-0.43822,-0.6951,0.92767,-0.13833,0
peptide_nm_71,-0.93893,0.30647,0.54372,0.99743,-1.95199,0.78111,0.55773,-1.94259,1.07421,0.55382,-1.08996,0.38722,-0.34569,0.88037,-0.671,-1.44944,0.73953,0.7859,0.30234,-0.74141,0.34569,0.14657,1.4495,-1.28769,0.38722,0.6112,-1.0874,0.60304,0.96698,-1.28769,-1.39597,2.01993,-0.80945,0.8504,-0.80883,-0.31691,0.19354,-0.93893,0.77995,0
peptide_nm_72,-0.17623,-0.28888,0.46943,0.27749,0.09759,-0.41063,-0.0419,0.32755,-0.24677,-0.25322,-0.02972,0.31173,-0.42446,0.40449,-0.01194,-0.328,-0.37291,0.70794,0.50263,-1.05932,0.42446,-0.40868,0.69858,-0.18208,0.31173,-0.40989,0.11997,0.01244,0.2155,-0.18208,-0.50972,0.21029,0.42209,0.3806,-0.50252,0.00658,-0.50343,-0.17623,0.82367,0
peptide_nm_73,1.14845,0.09635,-1.1648,0.93743,-0.28454,-0.78518,1.27728,-1.03453,-0.66194,0.48657,0.86741,-1.34902,1.30835,-0.80353,-0.49525,0.90558,0.06412,-1.00728,0.50263,0.93893,-1.30835,-0.0494,0.28557,-0.18208,-1.34902,-0.00875,1.44806,0.3946,-0.19782,-0.18208,0.37652,-0.69452,0.42209,0.3806,-0.08135,-0.43822,-1.27011,1.14845,0.34267,0
peptide_nm_74,-0.11315,0.26145,-0.17259,-0.00534,-1.59468,1.56911,-0.98417,-0.77509,1.94768,0.85646,-1.24725,0.19311,0.00874,-0.86105,1.02373,1.43426,-1.55915,0.0341,-0.88224,1.01029,-0.00874,-0.35735,0.04957,0.28749,0.19311,-0.4672,0.30969,-0.91564,0.62881,0.28749,-0.82624,0.85659,-0.01774,-1.60348,0.52033,1.65868,-1.10582,-0.11315,1.51082,0
peptide_nm_75,0.50618,-0.3239,-0.12483,0.45748,-0.7014,0.16821,0.01806,0.28628,-0.28451,1.1591,-1.08996,-0.29218,0.36318,-1.09638,0.91075,1.24202,-0.69076,-0.61746,-0.41871,0.89351,-0.36318,-1.02925,0.77367,0.3259,-0.29218,-0.70163,1.08586,-1.27298,0.96698,0.3259,-0.67086,1.27962,-0.80945,-0.73518,1.25875,-0.31691,-1.06102,0.50618,0.77995,0
peptide_nm_76,-0.17623,0.48158,-0.34768,0.60746,-1.04879,0.33846,-0.0419,-0.58051,0.58356,0.85646,-0.92685,-0.10346,0.44195,-0.80353,0.47138,0.49439,-0.37291,-0.14967,0.50263,-0.06019,-0.44195,0.66916,-1.36645,0.47531,-0.10346,0.39239,-0.32273,0.3946,-1.02445,0.47531,-0.95285,0.21029,1.03787,-0.91136,-0.08135,1.34096,-1.27011,-0.17623,1.78568,0
peptide_nm_77,-0.54986,1.25203,-0.8191,0.1252,0.33274,-0.46825,0.74453,-0.37095,-0.59807,-0.93609,1.90256,-0.71027,-0.89098,1.76737,-1.12727,0.33624,0.60201,-0.94131,-1.05656,0.17037,0.89098,0.03351,-0.31805,0.22247,-0.71027,0.20725,0.52861,0.48279,-0.80189,0.22247,-0.78241,1.08031,-0.38315,0.95204,-1.31247,0.07501,-0.38548,-0.54986,1.08267,0
peptide_nm_78,-0.87011,0.42654,0.3527,-0.00534,0.043,-0.03609,-0.41881,0.39241,0.1684,-0.57027,0.48293,0.19311,-0.91954,1.03726,-0.21907,-0.328,-0.24805,0.58542,-0.69339,-0.27429,0.91954,0.25855,-0.12744,-0.13512,0.19311,0.04856,-0.25949,0.06704,0.09741,-0.13512,-1.01615,0.46881,0.77397,0.47288,-0.74319,0.13366,0.37277,-0.87011,0.4801,0
peptide_nm_79,0.43625,1.14019,-1.6129,0.02203,1.41654,-1.41345,1.14962,-0.09718,-1.35835,0.10474,1.56196,-1.56331,0.38605,0.3915,-0.90061,0.06993,1.43161,-1.47759,0.74427,-0.39861,-0.38605,0.92413,-1.16661,0.083,-1.56331,1.24644,0.29133,1.20821,-1.4111,0.083,0.66241,-0.86965,0.26319,1.08909,-0.7199,-0.73953,-0.23139,0.43625,-0.18488,0
peptide_nm_80,-1.05935,1.25203,-0.34768,0.60746,0.09759,-0.78518,0.2879,0.32755,-0.66194,-0.993,1.31597,-0.10346,0.00874,0.40449,-0.49525,-0.73919,0.93819,-0.14967,-2.14121,2.43761,-0.00874,1.02843,0.28557,-1.16816,-0.10346,1.19468,-1.20813,0.77675,0.62881,-1.16816,-0.95285,1.56752,-0.80945,-1.55734,0.33982,1.78576,1.41326,-1.05935,-0.61934,0
peptide_nm_81,0.12589,0.58295,-0.73474,0.5901,-0.52588,-0.15436,0.65241,-0.93895,0.03729,0.21401,0.3008,-0.51864,0.21395,0.00182,-0.24087,0.32126,0.22513,-0.55591,-0.21631,0.49195,-0.21395,0.17751,0.26383,-0.37238,-0.51864,0.26572,0.25977,0.51528,-0.08905,-0.37238,-0.41643,0.0198,0.55173,-0.29938,0.20682,0.19386,-0.54379,0.12589,0.5452,0
peptide_nm_82,0.08261,1.37158,-1.53109,0.75538,-0.67984,-0.19107,0.59495,-0.81535,-0.0034,0.51208,0.6818,-1.20585,0.94984,-0.16481,-0.8619,1.28842,0.04905,-1.39173,-0.12034,1.23177,-0.94984,0.47093,-0.55468,0.0106,-1.20585,0.72437,0.48634,0.23646,-0.26908,0.0106,-0.57084,0.6159,-0.04504,-0.24311,-0.35729,0.71212,-1.1908,0.08261,1.40419,0
peptide_nm_83,-0.61779,1.12362,-0.62006,0.71745,0.73446,-1.53427,0.83755,0.4789,-1.49227,-0.49981,1.16645,-0.51864,0.15314,0.80716,-1.13967,-0.60213,1.08386,-0.43554,-0.23177,0.43937,-0.15314,0.66916,-0.40277,-0.29164,-0.51864,0.92725,-0.4703,1.1589,-0.88668,-0.29164,-0.50972,0.21029,0.42209,-0.48071,0.33982,0.30311,0.00768,-0.61779,0.66334,0
peptide_nm_84,0.64381,-0.23384,-0.34768,0.27749,1.02561,-1.32024,0.71192,0.78158,-1.61089,0.38088,0.09844,-0.51864,0.1944,-0.68848,0.60947,0.02445,0.50115,-0.51722,0.81737,-0.70249,-0.1944,0.5665,-0.48144,-0.13512,-0.51864,0.04856,0.49942,0.3946,-0.25686,-0.13512,0.12331,-0.69452,0.77397,-0.08082,0.70083,-0.62884,0.04419,0.64381,-0.75677,0
peptide_nm_85,0.64381,0.09635,-0.69788,1.40882,-1.26714,-0.35713,0.71192,-0.38592,-0.54332,1.33203,-1.43949,-0.16277,0.93703,-1.03362,0.1952,0.72936,0.12655,-0.88477,0.81737,0.1539,-0.93703,-0.0494,0.58057,-0.41686,-0.16277,-0.29528,0.49942,0.06704,0.45167,-0.41686,-0.63633,0.08103,0.77397,-0.91136,1.06184,0.13366,-1.27011,0.64381,0.89239,0
peptide_nm_86,0.35668,0.41516,-0.77033,1.165,-0.44266,-0.8885,1.20905,-0.81535,-0.77647,0.74166,0.12496,-0.94815,0.68095,-0.41474,-0.26193,0.0123,0.59157,-0.59326,0.42666,0.30156,-0.68095,0.91693,0.72706,-1.41752,-0.94815,0.72437,0.21156,0.94806,0.75708,-1.41752,-0.84588,-0.22652,1.48377,-0.24311,-0.09587,0.43604,-0.23906,0.35668,-0.08857,0
peptide_nm_87,0.98788,-0.3239,-0.57053,0.63746,-0.7014,-0.03609,0.55773,-0.95198,0.1684,0.1503,0.37807,-0.51864,1.30835,-1.09638,-0.14375,1.01773,-0.69076,-0.38357,0.30234,1.166,-1.30835,-0.44134,0.32312,0.14662,-0.51864,-0.26402,0.84438,-0.43919,0.29064,0.14662,0.29595,-0.44776,0.19818,-0.55901,-0.11964,0.89617,-0.64283,0.98788,-0.26952,0
peptide_nm_88,0.67292,-1.14823,0.59514,0.58208,-0.4609,-0.20895,-0.39706,0.57203,-0.02322,0.08822,-0.5818,0.43948,-0.29116,1.4886,-1.46187,0.62091,-1.51592,0.83988,-0.14138,-0.17548,0.29116,-1.21014,2.54122,-0.91532,0.43948,-1.45903,1.14158,-0.84005,2.05951,-0.91532,-0.78241,0.14069,0.89577,0.72843,-1.02089,0.07501,0.14529,0.67292,-0.91534,0
peptide_nm_89,-1.05935,0.67419,0.26515,0.27749,-1.43091,1.08755,0.2879,-1.94259,1.4139,-0.25322,0.19456,0.10414,0.00874,0.60582,-0.73691,-0.94479,0.50115,0.49354,-1.25993,1.43849,-0.00874,0.48952,1.11158,-1.33251,0.10414,0.99411,-1.20813,0.3946,1.24878,-1.33251,-0.73128,1.34131,-0.80945,0.05761,-0.9237,0.89617,0.45491,-1.05935,0.58317,0
peptide_nm_90,1.28431,0.98533,-2.23334,1.03896,0.59729,-1.76476,1.88613,-0.68528,-1.74776,1.62469,0.66038,-2.4349,0.90847,0.37351,-1.46187,0.62091,1.50969,-2.12878,2.29909,-1.55888,-0.90847,1.27716,-0.31805,-0.91532,-2.4349,1.3181,1.14158,1.80562,-0.80189,-0.91532,-0.16886,-0.48572,0.89577,1.62286,-2.18722,0.07501,-0.91626,1.28431,-0.24933,0
peptide_nm_91,-0.71075,1.43451,-0.86376,1.1111,-0.40521,-0.86403,1.38142,-1.08233,-0.74934,0.68125,0.3008,-1.04309,0.62435,0.63761,-1.46187,-0.8474,1.60524,-0.69132,-0.07716,0.80746,-0.62435,1.87936,-0.25786,-1.51416,-1.04309,1.78583,-0.85863,2.08412,-0.35009,-1.51416,-0.97617,0.30554,0.94064,-0.40138,-0.19218,0.75571,-0.30168,-0.71075,1.15278,0
peptide_nm_92,0.26533,0.09635,-0.34768,0.60746,-0.28454,-0.41063,0.94748,-1.03453,-0.24677,-0.25322,0.86741,-0.51864,0.87515,-0.80353,-0.01194,-0.328,0.50115,-0.14967,0.50263,0.43937,-0.87515,-0.0494,-0.12744,0.14662,-0.51864,0.39239,0.11997,0.3946,-0.61113,0.14662,0.37652,-0.69452,0.42209,0.3806,-0.08135,-0.43822,-0.50343,0.26533,0.34267,0
peptide_nm_93,-1.24859,-1.22443,2.45386,-0.85383,-0.28454,1.24807,-0.98417,-0.38592,1.59183,-1.83847,-0.28604,2.32836,-2.4048,2.41784,-0.21907,-1.7378,-0.99725,2.79071,-1.82647,-0.70249,2.4048,-1.28121,3.05861,-1.26208,2.32836,-0.98295,-1.39786,-0.91564,2.57729,-1.26208,-1.01615,1.63215,-0.80945,0.47288,0.33982,-1.0101,2.34422,-1.24859,-1.58134,0
peptide_nm_94,2.15773,-1.22443,-0.69788,0.84316,-0.61207,-0.35713,0.49991,-0.48321,-0.18746,0.85646,-0.67052,-0.34071,1.12269,-0.34333,-0.84047,1.96294,-1.55915,-0.51722,1.95045,-0.91658,-1.12269,-1.51218,1.11158,0.49879,-0.34071,-1.4987,2.01725,-1.16131,0.62881,0.49879,0.31322,-2.34258,2.75324,1.09579,-0.83345,-0.62884,-1.59869,2.15773,-0.34448,0
peptide_nm_95,-0.31062,0.79981,-0.56084,0.36357,-0.18485,-0.2315,0.15885,-0.16596,-0.04821,0.13276,0.63338,-0.73527,-0.16077,0.422,-0.32714,0.42288,-0.06889,-0.3734,-0.85761,0.78689,0.16077,0.3255,0.62675,-0.7966,-0.73527,0.49704,0.23545,0.19521,0.79054,-0.7966,-1.04918,0.95775,0.15437,-0.32155,-0.53915,1.0122,0.02991,-0.31062,0.30084,0
peptide_nm_96,-0.54986,2.05212,-1.66764,0.58208,0.59729,-1.24616,1.42949,-0.68528,-1.17291,0.60038,1.28147,-1.86002,0.90847,0.37351,-1.46187,0.05157,1.50969,-1.53505,1.68897,-0.86718,-0.90847,1.27716,-0.88991,-0.46021,-1.86002,1.87353,-0.08436,1.27649,-0.80189,-0.46021,-0.16886,0.7671,-0.80945,0.28122,-1.60405,1.30675,-1.44704,-0.54986,2.41468,0
peptide_nm_97,0.5965,-0.91487,0.41836,-0.58868,1.29173,-0.59791,0.2879,0.10054,-0.45435,-1.22418,1.20383,0.25983,-0.96596,0.75682,0.16931,0.44299,-1.13772,0.65434,0.39247,-1.55888,0.96596,-0.58832,0.64695,0.02336,0.25983,-1.11189,0.95003,-0.17863,0.16383,0.02336,0.09957,-1.03383,1.26878,0.05761,0.6557,-0.77181,0.31116,0.5965,-1.04021,0
peptide_nm_98,-0.87011,0.42654,0.3527,0.56032,0.69807,-1.32024,0.42924,0.78158,-1.25503,-1.20437,1.25189,0.19311,-0.91954,1.3824,-0.63334,-1.0329,0.50115,0.58542,-1.07109,0.1539,0.91954,0.5665,0.58057,-0.98034,0.19311,0.39239,-0.63895,1.04972,0.09741,-0.98034,-1.39597,0.85659,0.77397,-0.63451,0.33982,0.51492,1.35849,-0.87011,-0.75677,0
peptide_nm_99,-0.11315,0.26145,-0.17259,1.2674,-1.10338,-0.35713,0.71192,-0.77509,-0.18746,0.85646,-0.67052,-0.34071,0.56572,-1.37877,1.02373,-0.68045,0.68845,0.0341,0.25084,0.368,-0.56572,0.5665,0.04957,-0.55773,-0.34071,0.56431,-0.25949,1.04972,-0.434,-0.55773,-0.82624,0.27492,0.77397,-1.18821,1.60334,-0.05696,-0.1201,-0.11315,0.27396,0
peptide_nm_100,-1.77264,1.51872,0.02945,0.58208,-1.51909,0.82825,0.97285,-1.31394,-0.02322,-0.42394,-0.5818,1.01436,-0.89098,0.93106,-0.12347,-1.08712,2.11481,-0.94131,-0.14138,-0.86718,0.89098,0.7797,-0.88991,-0.00509,1.01436,0.76268,-1.92326,1.27649,-1.37418,-0.00509,-1.39597,1.39352,0.04316,-1.50765,0.7286,1.30675,0.14529,-1.77264,1.74868,0
peptide_nm_101,1.87387,-0.97678,-0.69788,0.20679,-0.36642,0.12443,-0.34814,0.10054,0.34632,1.80761,-1.24725,-0.87452,1.40118,-0.60219,-0.84047,1.96294,-1.55915,-0.51722,1.38391,0.04685,-1.40118,-0.58832,0.84608,-0.13512,-0.87452,-0.72507,1.73266,-0.91564,1.16021,-0.13512,0.59808,-1.17925,0.77397,1.09579,-1.37495,-0.05696,-1.59869,1.87387,-0.03526,0
peptide_nm_102,0.45457,0.26145,-0.69788,1.05528,-1.34903,0.12443,0.49991,-1.06697,0.34632,0.85646,-0.38216,-0.60761,1.12269,-0.86105,-0.21907,0.64125,-0.1544,-0.51722,-0.03243,1.33144,-1.12269,-0.12639,0.84608,-0.55773,-0.60761,0.30643,0.30969,-0.17863,0.89451,-0.55773,-0.54137,0.27492,0.37811,-0.15003,-0.29194,0.51492,-0.85939,0.45457,0.58317,0
peptide_nm_103,-0.54986,0.45194,0.02945,0.58208,0.06819,-0.72756,0.05958,0.57203,-0.59807,-0.42394,0.03929,0.43948,-0.89098,2.04615,-1.46187,0.05157,-0.30568,0.24615,-1.36162,0.51622,0.89098,-0.21522,1.39751,-0.91532,0.43948,-0.34818,-0.08436,0.21822,0.91495,-0.91532,-1.39597,1.39352,0.04316,-0.61322,0.7286,0.07501,0.14529,-0.54986,0.41667,0
peptide_nm_104,-1.34733,0.19684,1.03786,-0.41114,-0.78296,1.23411,-1.13166,-0.16596,1.57635,-0.4462,-0.77082,1.21432,-1.17785,-0.20827,1.56408,-0.54253,-0.75294,1.30454,-0.85761,-0.386,1.17785,-0.23685,0.30353,-0.02488,1.21432,-0.13083,-1.15039,-0.70202,0.79054,-0.02488,-1.04918,1.31181,-0.32754,-0.8271,1.10892,-0.0321,0.32991,-1.34733,1.05372,0
peptide_nm_105,1.8957,-0.08145,-1.66764,1.49585,0.06819,-1.76476,0.97285,0.57203,-1.74776,1.62469,0.03929,-1.86002,1.50829,-0.74158,-0.79267,1.7596,-0.30568,-1.53505,1.68897,-0.17548,-1.50829,1.77463,-1.46176,-0.46021,-1.86002,-0.34818,2.36752,1.80562,-1.37418,-0.46021,-0.16886,-2.36496,3.4536,-0.166,-1.02089,1.30675,-1.44704,1.8957,-0.24933,0
peptide_nm_106,0.97862,-0.88153,0.02945,-0.10324,0.59729,-0.46825,-0.16874,0.57203,-0.31064,-0.16786,0.03929,0.15204,0.30865,-0.74158,0.54573,0.90558,-1.21336,0.24615,0.77379,-0.52133,-0.30865,-1.21014,0.53973,0.67759,0.15204,-1.18132,1.14158,-0.84005,0.05653,0.67759,0.75147,-1.42534,0.89577,-0.166,1.31176,-1.15673,-0.91626,0.97862,0.08367,0
peptide_nm_107,0.45457,1.74732,-2.27375,1.2674,0.37053,-1.8018,2.408,-1.35884,-1.78882,0.85646,1.63638,-2.47596,1.12269,0.17439,-1.46187,-0.15177,2.37415,-2.17119,1.38391,-0.27429,-1.12269,1.95229,-1.01245,-0.98034,-2.47596,2.11157,0.30969,2.52374,-1.49681,-0.98034,-0.25651,0.27492,-0.01774,0.88815,-1.64571,0.51492,-0.61296,0.45457,0.27396,0
peptide_nm_108,0.26533,0.75674,-1.04807,0.56032,-0.61207,-0.03609,0.14655,0.00325,-0.18746,1.33203,-1.43949,-0.16277,0.56572,-0.68848,0.1952,1.08181,0.12655,-1.25232,0.81737,-0.27429,-0.56572,0.87446,-1.54346,0.42836,-0.16277,0.04856,0.11997,0.3946,-0.9654,0.42836,-0.25651,-0.30675,0.77397,-0.91136,1.06184,0.13366,-1.59869,0.26533,1.71696,0
peptide_nm_109,-0.54986,0.45194,0.02945,0.1252,-0.99,0.82825,0.05958,-1.31394,1.12647,0.60038,-0.5818,-0.13539,0.30865,-0.74158,0.54573,0.05157,-0.30568,0.24615,0.46874,-0.17548,-0.30865,0.7797,-0.31805,-0.46021,-0.13539,0.76268,-0.69733,0.21822,0.34267,-0.46021,-0.78241,0.14069,0.89577,-0.61322,-0.43773,1.30675,-0.91626,-0.54986,1.74868,0
peptide_nm_110,-1.05935,0.09635,0.87799,-0.38245,-1.43091,1.83665,-0.37169,-1.94259,2.24423,-0.62311,-0.02972,0.72692,-0.42446,-1.60887,2.40463,-0.73919,-0.37291,1.13675,-0.81929,0.43937,0.42446,-0.0494,-0.12744,0.14662,0.72692,0.39239,-1.20813,-0.36971,0.2155,0.14662,-0.50972,0.6627,-0.19368,-1.23435,1.60334,0.00658,0.64658,-1.05935,0.34267,0
peptide_nm_111,0.92767,-0.48149,-0.34768,0.03002,0.28865,-0.317,-0.45414,0.78158,-0.14298,1.13388,-0.8147,-0.51864,1.30835,-0.90419,-0.37442,1.21398,-1.13772,-0.14967,0.39247,1.06382,-1.30835,-0.31886,0.18232,0.14662,-0.51864,-0.20932,0.78402,-0.75186,0.62881,0.14662,0.59808,-1.03383,0.57604,-0.42688,0.33982,0.22898,-1.27011,0.92767,0.58317,0
peptide_nm_112,0.85407,0.09635,-0.89243,0.93743,-0.02979,-1.03488,1.27728,-0.73185,-0.93872,0.48657,0.56837,-1.07223,0.73075,0.00182,-0.81746,0.22026,0.50115,-0.72141,0.94327,-0.22672,-0.73075,-0.0494,1.24925,-0.94903,-1.07223,0.39239,0.71023,0.3946,0.76658,-0.94903,-0.21431,-0.09131,0.42209,0.81125,-0.78331,-0.28995,-0.24788,0.85407,-0.61934,0
peptide_nm_113,0.92767,-0.19257,-0.6541,1.51488,-0.28454,-1.44063,1.02993,0.10054,-1.38848,1.13388,-0.47828,-0.83004,0.98345,0.00182,-1.09939,0.28879,0.17338,-0.47128,0.06199,1.06382,-0.98345,-0.31886,1.42134,-0.83947,-0.83004,0.09154,0.78402,0.10798,0.9388,-0.83947,-0.73128,0.32339,0.57604,0.05761,-0.29194,0.22898,-0.6951,0.92767,-0.13833,0
peptide_nm_114,1.02229,-0.97678,0.09006,0.20679,0.37053,-0.59791,-0.56015,1.26804,-0.45435,0.85646,-0.95889,-0.0738,0.28723,-0.86105,0.71303,0.64125,-0.99725,0.30976,0.81737,-0.59544,-0.28723,-0.81928,0.04957,0.71009,-0.0738,-0.98295,1.16347,-0.66997,-0.1683,0.71009,0.31322,-0.88841,0.77397,0.26524,0.24957,-0.62884,-0.85939,1.02229,-0.03526,0
