,CKSAAGP_alphaticr.alphaticr.gap0,CKSAAGP_alphaticr.aromatic.gap0,CKSAAGP_alphaticr.postivecharger.gap0,CKSAAGP_alphaticr.negativecharger.gap0,CKSAAGP_alphaticr.uncharger.gap0,CKSAAGP_aromatic.alphaticr.gap0,CKSAAGP_aromatic.aromatic.gap0,CKSAAGP_aromatic.postivecharger.gap0,CKSAAGP_aromatic.negativecharger.gap0,CKSAAGP_aromatic.uncharger.gap0,CKSAAGP_postivecharger.alphaticr.gap0,CKSAAGP_postivecharger.aromatic.gap0,CKSAAGP_postivecharger.postivecharger.gap0,CKSAAGP_postivecharger.negativecharger.gap0,CKSAAGP_postivecharger.uncharger.gap0,CKSAAGP_negativecharger.alphaticr.gap0,CKSAAGP_negativecharger.aromatic.gap0,CKSAAGP_negativecharger.postivecharger.gap0,CKSAAGP_negativecharger.negativecharger.gap0,CKSAAGP_negativecharger.uncharger.gap0,CKSAAGP_uncharger.alphaticr.gap0,CKSAAGP_uncharger.aromatic.gap0,CKSAAGP_uncharger.postivecharger.gap0,CKSAAGP_uncharger.negativecharger.gap0,CKSAAGP_uncharger.uncharger.gap0,CKSAAGP_alphaticr.alphaticr.gap1,CKSAAGP_alphaticr.aromatic.gap1,CKSAAGP_alphaticr.postivecharger.gap1,CKSAAGP_alphaticr.negativecharger.gap1,CKSAAGP_alphaticr.uncharger.gap1,CKSAAGP_aromatic.alphaticr.gap1,CKSAAGP_aromatic.aromatic.gap1,CKSAAGP_aromatic.postivecharger.gap1,CKSAAGP_aromatic.negativecharger.gap1,CKSAAGP_aromatic.uncharger.gap1,CKSAAGP_postivecharger.alphaticr.gap1,CKSAAGP_postivecharger.aromatic.gap1,CKSAAGP_postivecharger.postivecharger.gap1,CKSAAGP_postivecharger.negativecharger.gap1,CKSAAGP_postivecharger.uncharger.gap1,CKSAAGP_negativecharger.alphaticr.gap1,CKSAAGP_negativecharger.aromatic.gap1,CKSAAGP_negativecharger.postivecharger.gap1,CKSAAGP_negativecharger.negativecharger.gap1,CKSAAGP_negativecharger.uncharger.gap1,CKSAAGP_uncharger.alphaticr.gap1,CKSAAGP_uncharger.aromatic.gap1,CKSAAGP_uncharger.postivecharger.gap1,CKSAAGP_uncharger.negativecharger.gap1,CKSAAGP_uncharger.uncharger.gap1,CKSAAGP_alphaticr.alphaticr.gap2,CKSAAGP_alphaticr.aromatic.gap2,CKSAAGP_alphaticr.postivecharger.gap2,CKSAAGP_alphaticr.negativecharger.gap2,CKSAAGP_alphaticr.uncharger.gap2,CKSAAGP_aromatic.alphaticr.gap2,CKSAAGP_aromatic.aromatic.gap2,CKSAAGP_aromatic.postivecharger.gap2,CKSAAGP_aromatic.negativecharger.gap2,CKSAAGP_aromatic.uncharger.gap2,CKSAAGP_postivecharger.alphaticr.gap2,CKSAAGP_postivecharger.aromatic.gap2,CKSAAGP_postivecharger.postivecharger.gap2,CKSAAGP_postivecharger.negativecharger.gap2,CKSAAGP_postivecharger.uncharger.gap2,CKSAAGP_negativecharger.alphaticr.gap2,CKSAAGP_negativecharger.aromatic.gap2,CKSAAGP_negativecharger.postivecharger.gap2,CKSAAGP_negativecharger.negativecharger.gap2,CKSAAGP_negativecharger.uncharger.gap2,CKSAAGP_uncharger.alphaticr.gap2,CKSAAGP_uncharger.aromatic.gap2,CKSAAGP_uncharger.postivecharger.gap2,CKSAAGP_uncharger.negativecharger.gap2,CKSAAGP_uncharger.uncharger.gap2,CKSAAGP_alphaticr.alphaticr.gap3,CKSAAGP_alphaticr.aromatic.gap3,CKSAAGP_alphaticr.postivecharger.gap3,CKSAAGP_alphaticr.negativecharger.gap3,CKSAAGP_alphaticr.uncharger.gap3,CKSAAGP_aromatic.alphaticr.gap3,CKSAAGP_aromatic.aromatic.gap3,CKSAAGP_aromatic.postivecharger.gap3,CKSAAGP_aromatic.negativecharger.gap3,CKSAAGP_aromatic.uncharger.gap3,CKSAAGP_postivecharger.alphaticr.gap3,CKSAAGP_postivecharger.aromatic.gap3,CKSAAGP_postivecharger.postivecharger.gap3,CKSAAGP_postivecharger.negativecharger.gap3,CKSAAGP_postivecharger.uncharger.gap3,CKSAAGP_negativecharger.alphaticr.gap3,CKSAAGP_negativecharger.aromatic.gap3,CKSAAGP_negativecharger.postivecharger.gap3,CKSAAGP_negativecharger.negativecharger.gap3,CKSAAGP_negativecharger.uncharger.gap3,CKSAAGP_uncharger.alphaticr.gap3,CKSAAGP_uncharger.aromatic.gap3,CKSAAGP_uncharger.postivecharger.gap3,CKSAAGP_uncharger.negativecharger.gap3,CKSAAGP_uncharger.uncharger.gap3,CKSAAGP_alphaticr.alphaticr.gap4,CKSAAGP_alphaticr.aromatic.gap4,CKSAAGP_alphaticr.postivecharger.gap4,CKSAAGP_alphaticr.negativecharger.gap4,CKSAAGP_alphaticr.uncharger.gap4,CKSAAGP_aromatic.alphaticr.gap4,CKSAAGP_aromatic.aromatic.gap4,CKSAAGP_aromatic.postivecharger.gap4,CKSAAGP_aromatic.negativecharger.gap4,CKSAAGP_aromatic.uncharger.gap4,CKSAAGP_postivecharger.alphaticr.gap4,CKSAAGP_postivecharger.aromatic.gap4,CKSAAGP_postivecharger.postivecharger.gap4,CKSAAGP_postivecharger.negativecharger.gap4,CKSAAGP_postivecharger.uncharger.gap4,CKSAAGP_negativecharger.alphaticr.gap4,CKSAAGP_negativecharger.aromatic.gap4,CKSAAGP_negativecharger.postivecharger.gap4,CKSAAGP_negativecharger.negativecharger.gap4,CKSAAGP_negativecharger.uncharger.gap4,CKSAAGP_uncharger.alphaticr.gap4,CKSAAGP_uncharger.aromatic.gap4,CKSAAGP_uncharger.postivecharger.gap4,CKSAAGP_uncharger.negativecharger.gap4,CKSAAGP_uncharger.uncharger.gap4,CKSAAGP_alphaticr.alphaticr.gap5,CKSAAGP_alphaticr.aromatic.gap5,CKSAAGP_alphaticr.postivecharger.gap5,CKSAAGP_alphaticr.negativecharger.gap5,CKSAAGP_alphaticr.uncharger.gap5,CKSAAGP_aromatic.alphaticr.gap5,CKSAAGP_aromatic.aromatic.gap5,CKSAAGP_aromatic.postivecharger.gap5,CKSAAGP_aromatic.negativecharger.gap5,CKSAAGP_aromatic.uncharger.gap5,CKSAAGP_postivecharger.alphaticr.gap5,CKSAAGP_postivecharger.aromatic.gap5,CKSAAGP_postivecharger.postivecharger.gap5,CKSAAGP_postivecharger.negativecharger.gap5,CKSAAGP_postivecharger.uncharger.gap5,CKSAAGP_negativecharger.alphaticr.gap5,CKSAAGP_negativecharger.aromatic.gap5,CKSAAGP_negativecharger.postivecharger.gap5,CKSAAGP_negativecharger.negativecharger.gap5,CKSAAGP_negativecharger.uncharger.gap5,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_uncharger.aromatic.gap5,CKSAAGP_uncharger.postivecharger.gap5,CKSAAGP_uncharger.negativecharger.gap5,CKSAAGP_uncharger.uncharger.gap5,y
peptide_nm_205,-1.35851,0.65595,-1.09631,-0.64811,-0.42727,0.44756,-0.31118,0.74004,6.05875,-0.51381,-1.10916,2.05766,0.24632,1.79963,-0.72594,-0.628,-0.30483,6.74837,-0.27412,1.40706,-1.26881,0.84034,-0.72645,1.22663,-0.63352,-1.21695,-0.73181,-1.01632,1.96918,-1.21021,-0.70926,1.26547,0.65776,2.75031,1.20832,-0.97483,0.80502,1.88121,2.32045,-0.68146,-0.65439,5.96616,2.33459,-0.26509,-0.47704,-0.29339,-0.53484,0.69661,-0.51101,-0.58048,-1.31413,-0.71529,1.10443,-0.64523,-1.0603,-0.80005,1.12607,0.97575,2.65446,-0.55197,-1.01702,-0.48313,0.24416,4.87431,0.70906,0.97089,3.27262,2.08918,-0.27205,-0.46037,-1.10976,3.98661,-0.71564,-0.43638,-0.66605,-1.29122,0.82372,-1.01679,-0.57719,-1.00624,0.53375,-0.33873,3.23242,-0.24543,-0.48201,-0.89788,3.04157,0.12081,-0.39573,0.61768,-0.54595,2.78289,-0.32663,3.54363,-0.45368,-0.97915,-0.38967,0.7681,1.43992,-0.63774,-1.18421,-0.60726,-0.09725,-0.52997,-1.12355,-0.62155,3.76657,-0.555,-0.27934,-0.44415,-0.12115,1.04802,1.01448,2.68948,-0.54897,-0.5965,-0.28281,3.08765,2.30181,1.27777,-1.07299,-0.45984,1.06102,1.43371,-0.53597,-1.1654,-0.56849,-0.95686,1.09354,-0.95583,-0.6148,-0.24834,-0.49316,6.89218,-0.52469,-0.07302,3.0479,-0.49719,-0.31177,1.14066,-0.56156,4.30637,5.83994,-0.26764,-0.42689,-1.0152,-0.45603,1.27106,-0.39973,-0.58661,0
peptide_nm_206,-0.77373,1.10315,0.04221,1.27339,-0.11078,-0.76325,-0.31118,-0.52241,-0.32148,1.39288,-1.10916,-0.5271,-0.66495,2.54186,-0.72594,3.09232,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,-0.58647,-0.72645,1.80389,0.45804,0.07874,-0.73181,-0.03028,1.14226,-0.0297,-0.70926,-0.27957,-0.56477,-0.29322,1.86648,-0.08735,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,3.96785,-0.36969,2.30125,-0.47704,0.04691,-0.53484,-0.66926,2.08772,-0.58048,-0.061,1.2499,-1.04409,1.44902,0.26708,-0.80005,-0.33651,-0.49013,3.83434,-0.55197,-1.01702,-0.48313,-0.59839,3.29756,-0.7601,1.59119,-0.28084,-0.42205,-0.27205,2.27384,-1.10976,-0.48969,1.06041,-0.43638,-0.66605,-0.64611,-0.71485,0.72855,4.10766,0.42907,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,0.8768,-0.41254,-0.61673,-0.39573,-0.70002,-0.54595,4.15808,-0.32663,-0.2865,2.54192,-0.97915,-0.38967,-0.75388,2.27828,-0.63774,-0.34269,-0.60726,-1.00483,4.12387,0.39886,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,-0.9654,1.78562,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,3.57263,2.10314,0.47866,-0.45984,-0.6224,-0.45474,-0.53597,0.68546,1.85697,-0.95686,2.0564,-0.95583,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,-0.88474,-0.43135,-0.49719,-0.31177,2.15231,-0.56156,-0.24109,-0.31874,-0.26764,3.25623,-1.0152,-0.45603,-0.59803,3.02488,-0.58661,0
peptide_nm_207,-1.05341,0.24765,-1.09631,-0.64811,2.58626,1.76365,-0.31118,-0.52241,-0.32148,-0.51381,-0.48083,0.37195,-0.03102,-0.42706,0.25231,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.65113,0.40609,1.39608,-0.50514,0.5055,-0.5691,0.21815,-0.5233,-0.6297,0.56055,0.26742,-0.27957,-0.56477,-0.29322,1.86648,-0.08735,-0.48976,0.30546,-0.37427,0.34331,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,0.68498,2.08001,-0.66926,-0.51101,1.03207,-0.12067,-0.71529,-1.04409,-0.64523,0.83595,0.18983,-0.33651,-0.49013,-0.29523,2.19613,-1.01702,1.62384,-0.59839,-0.38151,1.19878,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,0.23933,1.00241,0.97583,-0.43638,0.46362,-1.00092,0.28522,-0.23139,-0.57719,0.93143,0.04057,-0.33873,-0.44999,-0.24543,2.11468,1.49794,0.71004,-0.61673,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,0.35521,0.63252,0.23541,-0.44638,1.12086,-0.82989,0.34296,-0.43162,-0.52997,0.79949,0.24481,0.95729,-0.555,-0.27934,-0.44415,-0.43219,-0.42718,-0.52747,-0.3637,1.89904,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,1.54031,-0.45984,0.44081,-0.45474,0.6275,0.27416,-0.56849,-0.36105,-0.59145,-0.35551,0.45074,-0.24834,-0.49316,-0.24915,0.74136,-0.38869,-0.43135,-0.49719,-0.31177,1.53408,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,1.7302,0.54419,-0.39973,1.99502,0
peptide_nm_208,-0.81871,-0.68562,-1.09631,-0.64811,0.96042,-0.76325,-0.31118,-0.52241,3.60481,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,1.00481,1.08907,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,-0.58647,1.15117,-0.50514,3.39685,-1.21695,-0.73181,-0.11245,-0.6297,0.95406,1.08132,-0.27957,-0.56477,-0.29322,-0.60162,-0.1613,-0.48976,-0.50958,-0.37427,-0.68146,1.09179,-0.31424,-0.36969,-0.26509,-0.47704,-0.05943,-0.53484,-0.66926,-0.51101,4.34675,-1.31413,-0.71529,0.32315,-0.64523,1.35311,1.08971,-0.33651,-0.49013,-0.29523,-0.55197,-1.01702,-0.48313,-0.59839,-0.38151,1.10974,-0.57987,-0.28084,-0.42205,-0.27205,2.02527,1.46577,-0.48969,-0.71564,-0.43638,2.56892,-0.71062,-0.71485,-1.01679,-0.57719,1.57732,-0.87534,-0.33873,-0.44999,-0.24543,2.11468,-0.89788,-0.41254,-0.61673,-0.39573,1.01299,-0.54595,-0.31128,2.86706,-0.2865,-0.45368,0.35521,-0.38967,-0.75388,-0.44638,2.87946,-0.4362,-0.60726,-1.00483,-0.52997,1.58295,-0.62155,-0.33931,1.35395,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,1.17371,-0.5965,-0.28281,-0.3398,-0.23983,1.82801,0.30625,-0.45984,-0.6224,-0.45474,1.92025,-0.35565,-0.56849,-0.95686,-0.59145,1.74561,-0.6148,-0.24834,-0.49316,-0.24915,2.32394,-0.88474,-0.43135,-0.49719,-0.31177,1.80456,1.82218,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,2.31773,0
peptide_nm_209,-0.91993,0.65595,0.61147,-0.64811,-0.42727,-0.76325,-0.31118,0.74004,2.86863,-0.51381,0.69729,-0.5271,0.24632,-0.42706,0.68029,-0.628,-0.30483,-0.41086,1.55972,-0.50842,0.57113,-0.58647,-0.72645,-0.50514,1.00382,-0.74186,-0.73181,0.42987,0.66974,-0.34451,-0.70926,-0.27957,-0.56477,2.75031,1.20832,-0.32401,0.80502,-0.50958,-0.37427,2.32453,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,1.57827,-0.53484,0.69661,-0.51101,-0.58048,-0.41904,0.68842,0.03017,0.85066,-1.0603,-0.80005,-0.33651,-0.49013,-0.29523,1.50911,0.0202,-0.48313,-0.59839,2.2464,2.17822,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,0.91387,-0.48969,1.82157,-0.43638,-0.66605,-0.8446,-0.71485,0.19152,1.04449,-0.01256,0.53375,-0.33873,-0.44999,-0.24543,-0.48201,1.55937,-0.41254,-0.61673,2.3321,0.61768,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,0.04728,1.18293,2.29007,-0.44638,-0.63774,-0.6232,-0.60726,-1.00483,1.02131,0.90633,0.75018,-0.33931,-0.555,-0.27934,-0.44415,-0.12115,-0.42718,2.55643,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-0.03856,1.60033,1.06102,1.43371,-0.53597,-0.57649,0.97498,-0.95686,-0.59145,0.02651,-0.6148,-0.24834,0.89299,-0.24915,-0.52469,-0.07302,-0.43135,2.23483,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.08105,-0.45603,-0.59803,3.95887,0.46951,0
peptide_nm_210,1.72914,1.0316,-1.09631,0.27421,-0.76907,0.78659,-0.31118,-0.52241,-0.32148,-0.51381,-0.53109,-0.5271,-0.08174,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,0.71749,-0.68003,-0.58647,0.24991,0.60319,0.41437,1.75235,1.00978,-1.01632,0.18245,-0.12808,1.08132,-0.27957,-0.56477,-0.29322,-0.60162,-0.56807,-0.48976,-0.50958,-0.37427,0.25791,-0.65439,-0.31424,1.32048,-0.26509,-0.47704,-0.05943,-0.53484,0.18441,0.68007,-0.58048,1.41007,0.99357,-0.39019,0.26531,-0.48318,0.10375,-0.33651,-0.49013,1.50024,-0.55197,-1.01702,-0.48313,-0.59839,-0.38151,1.02844,-0.57987,-0.28084,1.10653,-0.27205,-0.46037,0.7379,-0.48969,-0.71564,-0.43638,-0.66605,1.34788,0.1943,0.41121,0.38108,-1.00624,-0.0427,-0.33873,-0.44999,-0.24543,0.6983,-0.89788,-0.41254,-0.61673,1.21617,0.07862,0.42287,-0.31128,-0.32663,-0.2865,-0.45368,-0.37262,0.53959,-0.75388,-0.44638,-0.10483,2.02157,0.25246,-0.48621,0.35648,-0.54359,0.1623,-0.33931,0.26312,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,1.38098,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,0.57031,-0.48189,0.7174,-0.6224,-0.45474,-0.00964,1.74971,0.28042,-0.42063,0.33529,0.12475,0.34418,-0.24834,0.26922,-0.24915,-0.52469,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,0.86221,0.19068,-0.45603,-0.59803,0.79888,-0.58661,0
peptide_nm_211,0.60636,0.17299,-0.00333,1.19653,-0.76907,-0.76325,-0.31118,-0.52241,1.7202,-0.51381,0.04697,-0.5271,0.50148,-0.42706,0.17405,0.26488,-0.30483,-0.41086,0.89954,0.71749,0.49754,-0.58647,-0.72645,-0.50514,-0.63352,0.56463,0.13899,-0.56439,1.80675,-0.66915,-0.70926,-0.27957,-0.56477,-0.29322,0.52959,-0.1613,-0.48976,0.23754,1.30993,0.25791,1.96488,-0.31424,-0.36969,-0.26509,-0.47704,-0.64432,-0.53484,1.03808,-0.51101,-0.58048,0.04797,-0.71529,0.2637,1.17586,0.09394,0.10375,-0.33651,-0.49013,-0.29523,-0.55197,0.24569,0.47875,-0.59839,1.21809,0.13417,1.30801,-0.28084,1.10653,-0.27205,-0.46037,0.12201,-0.48969,0.05655,-0.43638,-0.66605,0.02833,0.1943,-0.30279,0.38108,0.1681,-0.87534,-0.33873,0.63799,-0.24543,-0.48201,2.00614,-0.41254,-0.61673,1.21617,-0.70002,0.42287,-0.31128,1.12505,-0.2865,0.77179,0.2339,-0.38967,0.14547,-0.44638,-0.63774,0.41868,-0.60726,0.0324,1.24292,-1.12355,-0.62155,-0.33931,0.26312,-0.27934,-0.44415,0.96432,-0.42718,-0.52747,-0.3637,0.18932,0.3307,-0.28281,1.61874,-0.23983,0.57031,-0.48189,0.7174,-0.6224,-0.45474,-0.00964,-0.1937,0.28042,0.1156,-0.59145,0.12475,-0.6148,-0.24834,0.26922,-0.24915,-0.52469,1.34748,-0.43135,-0.49719,-0.31177,-0.62973,0.39193,-0.24109,1.37489,-0.26764,0.86221,-0.41226,-0.45603,-0.59803,1.9975,-0.58661,0
peptide_nm_212,-1.10789,0.08099,-0.60838,-0.64811,0.25092,-0.07136,-0.31118,0.9204,-0.32148,1.93764,-1.10916,-0.5271,-0.14422,0.84534,0.88118,-0.628,1.13834,-0.41086,-0.27412,-0.50842,0.83398,1.85949,0.1453,-0.50514,0.76991,-0.95301,-0.73181,-0.6146,-0.6297,0.71358,0.08655,0.57878,0.11441,1.39763,0.4039,-0.25169,0.22956,-0.50958,-0.37427,0.15354,0.12169,-0.31424,-0.36969,-0.26509,-0.47704,-0.70931,2.66109,1.60719,-0.51101,1.17142,-0.83216,0.7964,-0.46564,0.16025,-1.0603,-0.80005,1.23857,0.29919,-0.29523,1.66765,0.65849,-0.48313,-0.59839,-0.38151,0.03099,-0.57987,-0.28084,0.93015,-0.27205,-0.46037,-1.10976,0.71546,0.65055,-0.43638,2.52745,-1.29122,0.88526,0.23985,-0.57719,0.02718,0.59011,-0.33873,-0.44999,-0.24543,1.59534,-0.259,-0.41254,-0.23321,-0.39573,0.67038,-0.54595,-0.31128,-0.32663,-0.2865,0.62473,0.08834,2.06358,0.82898,0.5345,0.30018,-0.90371,-0.60726,-0.55104,0.24567,0.39886,-0.62155,0.68716,0.87672,-0.27934,0.72239,-0.54327,0.31042,-0.52747,-0.3637,0.74304,0.2148,-0.28281,-0.3398,-0.23983,-0.37297,-0.03856,2.63041,1.06102,-0.45474,0.38511,-0.88375,1.64606,-0.49057,0.21441,-0.95583,-0.6148,-0.24834,0.83272,-0.24915,1.45696,-0.10832,0.40064,-0.49719,-0.31177,0.21698,-0.56156,-0.24109,-0.31874,-0.26764,0.69406,0.03339,0.39945,0.29589,-0.39973,1.4338,0
peptide_nm_213,-0.10884,-0.39158,-0.16054,-0.01639,0.70429,-0.76325,-0.31118,-0.24571,1.07693,-0.20038,-0.11932,0.03943,-0.26549,-0.42706,0.50692,0.28934,-0.30483,-0.41086,-0.27412,0.75108,0.74757,-0.27375,0.9454,0.25399,-0.45409,0.16872,0.13899,-0.2631,-0.08827,-0.12808,0.18603,-0.27957,-0.56477,-0.29322,-0.22455,-0.56807,-0.22002,0.23754,1.30993,0.25791,0.50973,-0.31424,-0.36969,-0.26509,0.38437,-0.05943,-0.53484,0.75352,-0.11398,0.5692,-0.25515,-0.16171,-0.19678,-0.0553,0.62229,-0.50727,-0.33651,-0.49013,-0.29523,0.66726,0.41464,-0.48313,-0.59839,0.65485,0.39867,-0.27409,-0.28084,1.06347,-0.27205,0.30983,0.68586,0.39296,0.78524,0.2841,-0.66605,-0.37884,-0.42912,0.32961,0.92866,-0.08354,-0.09028,-0.33873,-0.10805,-0.24543,-0.48201,0.47116,-0.41254,-0.47976,0.11087,0.52356,0.06302,0.83799,0.58585,-0.2865,-0.45368,0.35521,-0.09762,0.09408,-0.44638,0.70215,0.18173,-0.34561,-0.68915,-0.52997,0.81807,-0.14443,-0.33931,-0.05701,-0.27934,-0.44415,-0.37809,-0.42718,0.27703,0.16729,0.57451,-0.31431,0.38626,1.44843,0.2022,-0.37297,0.18632,0.25674,0.25591,0.85896,-0.21559,-0.11749,-0.31881,0.14714,-0.04631,-0.00238,-0.33275,-0.24834,-0.26893,0.32846,-0.18956,0.03441,0.13147,-0.05525,-0.31177,-0.05696,-0.00068,0.49453,-0.31874,0.12042,0.3314,0.04881,-0.45603,0.30903,0.30534,0.60929,0
peptide_nm_214,-1.35851,-0.68562,-1.09631,3.1949,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,3.29956,1.29944,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,6.42998,-0.41086,4.61613,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,-0.63352,-1.21695,-0.73181,-1.01632,3.26862,-1.21021,3.58814,-0.27957,-0.56477,-0.29322,-0.60162,-0.97483,-0.48976,-0.50958,7.70991,-0.68146,-0.65439,9.10637,-0.36969,-0.26509,5.72512,-1.22922,-0.53484,-0.66926,-0.51101,-0.58048,-1.31413,4.19769,-1.04409,-0.64523,-1.0603,-0.80005,-0.33651,-0.49013,-0.29523,-0.55197,-1.01702,-0.48313,-0.59839,8.81618,-0.7601,4.84779,-0.28084,-0.42205,-0.27205,6.37515,-1.10976,-0.48969,-0.71564,-0.43638,-0.66605,-1.29122,-0.71485,-1.01679,-0.57719,3.29969,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,7.07138,-0.61673,-0.39573,-0.70002,6.55876,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,-0.44638,-0.63774,2.18186,-0.60726,-1.00483,-0.52997,-1.12355,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,7.20307,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,-0.45474,-0.53597,-1.1654,-0.56849,-0.95686,-0.59145,-0.95583,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,8.04416,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,-1.0152,-0.45603,-0.59803,-0.39973,-0.58661,0
peptide_nm_215,-0.08262,1.26576,-1.09631,-0.64811,1.38535,-0.76325,-0.31118,-0.52241,-0.32148,1.56621,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,2.39329,-0.50842,1.40747,-0.58647,-0.72645,2.0138,0.55727,0.20831,-0.73181,-1.01632,-0.6297,2.68547,-0.70926,-0.27957,-0.56477,4.27207,-0.60162,-0.97483,-0.48976,-0.50958,-0.37427,-0.68146,-0.65439,-0.31424,-0.36969,-0.26509,-0.47704,1.57827,2.3415,-0.66926,2.3476,-0.58048,0.07824,-0.71529,-1.04409,1.68171,1.88943,-0.80005,-0.33651,-0.49013,4.29318,-0.55197,-1.01702,-0.48313,-0.59839,-0.38151,-0.7601,-0.57987,-0.28084,-0.42205,-0.27205,-0.46037,0.46417,2.99188,-0.71564,-0.43638,0.6519,0.16028,1.78532,-1.01679,2.05804,0.60848,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,-0.61673,-0.39573,-0.70002,-0.54595,-0.31128,-0.32663,-0.2865,-0.45368,-0.97915,-0.38967,-0.75388,2.61886,2.29326,-0.22248,1.97192,-1.00483,-0.52997,2.35624,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,-0.9654,-0.42718,-0.52747,-0.3637,-0.54897,-0.5965,-0.28281,-0.3398,-0.23983,-0.37297,-1.07299,-0.45984,-0.6224,6.01994,1.04303,-1.1654,2.26121,-0.95686,2.49771,2.6461,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,-0.88474,-0.43135,-0.49719,-0.31177,-0.62973,-0.56156,-0.24109,-0.31874,-0.26764,-0.42689,0.9946,-0.45603,-0.59803,3.59565,-0.58661,0
peptide_nm_216,0.20091,-0.68562,-0.3373,-0.64811,1.99915,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,1.55222,-0.72594,1.85221,-0.30483,-0.41086,1.35596,-0.50842,1.18445,-0.58647,0.62961,1.03421,-0.63352,0.45983,-0.73181,0.25973,0.51686,-0.44635,-0.70926,-0.27957,-0.56477,-0.29322,-0.60162,-0.97483,-0.48976,-0.50958,2.00343,-0.68146,0.57821,-0.31424,-0.36969,-0.26509,3.17129,1.24797,-0.53484,-0.66926,1.17052,0.11513,0.64389,-0.71529,-1.04409,0.66368,-0.23069,-0.80005,-0.33651,-0.49013,-0.29523,-0.55197,-0.10945,-0.48313,-0.59839,-0.38151,-0.7601,0.77704,-0.28084,1.77528,-0.27205,1.24851,-0.22442,-0.48969,0.39439,2.76073,0.0753,-0.13002,-0.71485,0.03041,0.82827,0.71613,-0.87534,-0.33873,-0.44999,-0.24543,-0.48201,-0.89788,-0.41254,-0.61673,-0.39573,0.44198,2.29593,-0.31128,-0.32663,1.37322,-0.45368,1.68957,-0.38967,0.56517,-0.44638,-0.63774,0.73926,-0.60726,0.55102,-0.52997,-1.12355,-0.62155,-0.33931,-0.555,-0.27934,-0.44415,-0.24176,-0.42718,-0.52747,-0.3637,-0.54897,2.1851,-0.28281,-0.3398,1.93872,-0.37297,-1.07299,-0.45984,-0.6224,1.16393,1.83252,-0.66709,-0.56849,-0.13189,0.83431,0.7066,-0.6148,-0.24834,-0.49316,-0.24915,-0.52469,-0.1979,-0.43135,-0.49719,-0.31177,-0.62973,3.8392,-0.24109,-0.31874,-0.26764,-0.42689,0.84,-0.45603,0.98351,1.44429,-0.58661,0
