,Z3__1,Z3__2,Z3__3,Z3__4,Z3__5,Z3__6,Z3__7,Z3__8,Z3__9,Z3__10,Z3__11,Z3__12,Z3__13,Z3__14,Z3__15,Z3__16,Z3__17,Z3__18,Z3__19,Z3__20,Z3__21,Z3__22,Z3__23,Z3__24,Z3__25,Z3__26,Z3__27,Z3__28,Z3__29,Z3__30,y
peptide_nm_78,0.01218,-0.53885,-0.26196,-0.32732,0.22715,-0.43706,0.80735,-0.95797,0.1276,1.33493,0.97077,-0.38462,-0.04716,0.64359,0.53872,-0.17267,0.06474,-0.75972,-0.24874,0.35931,0.6355,-0.11069,-0.36443,0.43821,0.70438,-0.62213,0.26488,-0.51346,-0.32527,-0.01796,0
peptide_nm_79,-1.45497,0.51739,0.29811,-0.52561,-0.29439,-0.16076,0.83901,0.08244,-0.41699,-0.89106,-1.01683,-0.83417,-0.39303,0.04696,-1.00306,-0.0617,0.51171,0.63124,-0.01552,0.06234,-1.14233,0.13942,0.048,-0.18703,-0.57053,0.237,0.5823,-0.4899,0.12664,0.44545,0
peptide_nm_80,-1.21121,-1.40761,1.13096,-1.26812,0.10508,-1.21431,0.52387,-0.53496,-1.00903,0.07397,0.92726,0.4126,0.08336,-1.26383,0.66308,3.08618,2.60478,0.66605,4.86804,3.0194,0.44036,0.54853,-0.17201,0.80727,0.21053,-0.59043,-0.0189,-0.18851,-0.45984,-0.83578,0
peptide_nm_81,-0.19689,-0.38426,0.41471,-0.8626,-0.8095,0.56344,0.03602,0.22561,-0.51493,-0.02233,0.53422,0.04199,-0.17479,-0.50933,-0.46024,-0.24762,-0.68,-0.10107,-0.25001,-1.1043,0.44749,0.18179,0.24404,-0.34977,-0.27907,-0.57122,0.09444,-0.52547,-0.36569,-0.57209,0
peptide_nm_82,-0.99774,-0.35715,0.08646,0.10354,-0.38438,-0.71851,-0.51119,-0.63415,0.05682,-0.08264,-0.19373,0.56127,0.26623,0.14979,-0.01951,0.34013,0.46428,-1.09265,-1.32249,-1.44117,0.29833,0.04843,-0.27699,0.43772,0.98406,-0.50453,-0.65866,-0.06599,0.06413,-0.79315,0
peptide_nm_83,-1.16385,0.86755,0.20007,-0.7608,-1.13529,-0.4874,-0.9961,-2.04907,-1.76946,-0.35432,0.36025,-0.34108,-0.15083,0.49989,0.13465,1.43859,1.94803,-0.10593,-0.38586,-0.52292,0.35041,0.48201,1.05578,-0.10965,-1.04192,-0.73743,0.20868,-0.21873,-0.04638,-0.02751,0
peptide_nm_84,-0.72968,-0.43246,0.45535,-0.87779,-0.67795,-0.31891,-1.87834,0.38611,-1.09898,-0.1159,-0.33843,-0.1689,-1.44972,1.11,-1.20389,-0.17554,-0.51105,0.78333,0.85118,0.26096,-0.36742,-0.28214,-0.79404,0.74687,-0.62282,0.70089,-1.25338,-0.0709,-1.24768,0.10698,0
peptide_nm_85,-0.4875,-0.65502,0.00324,0.86461,-0.97495,-0.46473,-0.4985,-0.42645,-0.77163,-1.06029,0.36984,0.51442,-1.06526,-0.67195,-0.35382,-0.23509,-1.55267,0.41599,-0.25987,0.18544,0.58094,0.17191,-0.82234,1.06453,-0.04248,-0.34116,-0.40931,-0.37556,0.05885,-0.7176,0
peptide_nm_86,-0.68095,-0.85291,0.06921,-0.01809,-0.69464,0.39001,-0.01908,-0.82659,-0.05969,-0.13058,0.86098,-0.27499,-0.79478,-0.31226,0.0345,-0.24678,0.36565,-0.72975,0.42237,0.02827,0.59556,-0.07648,-0.5244,-0.35192,0.41561,-0.49373,-0.69258,-0.46036,-0.3797,-0.31512,0
peptide_nm_87,0.26174,-1.08146,-0.25618,0.33015,-1.01504,0.11336,-1.45993,0.36892,1.35779,0.21669,-0.42299,-0.05977,-0.44241,0.1759,-0.76891,0.74669,0.29488,-0.22509,-0.2466,-0.98697,-0.58749,-1.64169,-0.07395,-0.85665,0.70492,0.07885,-0.70303,0.34159,-0.10853,0.00559,0
peptide_nm_88,0.56187,-0.8962,-0.73103,0.6235,-0.76839,1.47169,0.69746,-0.97748,0.94184,1.13816,1.54377,-0.85753,0.27901,-0.11953,0.71365,-0.25927,-0.81416,-0.13647,-0.241,-0.34319,1.2091,1.16437,0.50357,-0.69195,0.74101,-0.76309,-0.16921,-0.50889,0.1731,-0.29705,0
peptide_nm_89,0.20029,0.98985,1.33985,0.6345,-1.12082,0.52987,0.38567,0.11064,0.51995,-0.38362,0.86461,0.63191,0.36913,0.40804,-0.78055,-0.04846,-0.23437,0.4215,0.76688,0.07473,0.47517,-0.46522,1.47927,1.07666,0.54293,-0.71735,-0.63571,-0.28175,-1.08207,0.20397,0
peptide_nm_90,-1.53869,0.74675,0.696,-0.18866,-0.70163,0.17868,-0.65472,-0.28962,-0.5642,-0.89531,-0.14664,-0.47081,-0.10075,-0.44468,-0.51843,-1.53009,-0.42405,-0.43411,-1.33121,-0.55154,-0.28216,-0.27859,-0.45163,1.03793,0.92172,-0.58636,-0.06522,-0.37707,-0.07671,-0.20872,0
peptide_nm_91,-1.10383,-0.3101,0.93904,-1.61607,-0.81179,0.12898,-1.23819,0.43663,-0.39692,0.88041,1.00965,0.31939,0.12888,-1.5258,0.00591,-0.19792,-0.13646,1.53135,0.19711,0.80737,1.14344,0.1797,0.79332,-0.33808,-0.00523,-0.66564,0.01149,-0.6438,-0.38396,-0.4196,0
peptide_nm_92,0.03733,-1.09703,-0.17736,0.5461,-0.6846,0.06126,-0.18192,0.34587,-0.17998,2.22056,-0.56665,0.60168,-0.51904,0.40439,-1.03846,0.56232,1.27979,0.27273,0.10267,0.35485,-0.88668,0.46402,1.18539,0.73465,0.05343,-0.11461,-0.10578,0.94113,0.03715,0.95887,0
peptide_nm_93,1.19525,2.31062,1.73585,1.40975,1.06718,1.76909,1.34658,0.755,2.28516,1.2212,1.60552,0.57851,0.83824,0.73279,0.50006,-0.34576,0.68979,-0.08526,1.56437,1.0136,1.18475,0.29522,0.67694,1.19022,0.62247,-1.10549,0.34512,0.31951,0.02694,-0.03211,0
peptide_nm_94,0.40051,-1.35627,1.04468,-0.58984,-0.46145,0.52116,-0.69985,0.1904,-0.20754,-0.0145,-0.40377,0.24954,-0.21541,-1.79227,-0.04398,-0.87766,-0.77201,-0.08503,-1.02301,-0.46046,-0.66804,-0.29774,0.02936,-0.91216,-0.0241,-0.26142,-0.03415,0.15706,0.36336,-0.4022,0
peptide_nm_95,-0.35378,0.80988,0.86596,0.06329,-0.18201,0.35917,2.11656,1.26756,1.42854,0.43942,0.99373,-0.1621,-0.64473,-0.01479,-0.25573,-0.01608,0.83816,1.84607,0.96394,1.59763,1.1468,-0.31289,0.56046,-0.13461,-0.43488,-0.96322,-0.5251,-0.41189,-0.17573,-1.14368,0
peptide_nm_96,-1.68823,0.13644,0.28105,-1.03214,-0.18808,0.37455,-0.98938,0.04616,-0.11397,-0.12108,-0.25568,-0.43395,0.58379,-0.67041,-0.25137,-0.83591,-1.85424,0.12944,-0.35476,-0.31592,-0.67541,0.22512,1.28286,-0.68517,-0.10341,-0.31292,-0.84911,-0.91692,-0.78315,-0.72484,0
peptide_nm_97,0.4499,-2.08136,-0.03837,0.27281,-0.62391,2.36113,-0.50683,-0.82882,-0.22952,0.02011,0.70278,-1.24884,1.54756,-0.49836,-0.84763,-0.56044,-0.39372,-1.57431,-1.52508,-0.28402,0.155,0.1667,1.69427,0.38178,-0.12082,0.20322,0.53232,0.14362,0.3939,-0.53499,0
peptide_nm_98,-0.55306,-0.21854,-0.00325,-0.26569,0.10791,-0.28033,0.14825,1.29246,0.16539,0.83121,1.60645,0.13293,0.00569,-0.70543,0.15131,1.80184,0.70717,1.72693,0.97922,1.69886,1.39741,-0.62016,-1.2533,0.51272,-0.19289,-1.28265,-0.36358,-0.352,-0.27414,-0.32916,0
peptide_nm_99,0.2414,-0.74664,-1.02349,0.80947,-0.58112,-0.47879,1.24636,-0.31528,-0.63556,2.28049,0.44852,0.75441,-1.0831,-0.8065,0.08495,-0.1254,-1.29385,0.38241,0.2496,0.21971,1.07517,-0.20665,0.58793,0.21677,1.34904,-0.88413,0.09591,-0.15132,-0.89963,-0.72424,0
peptide_nm_100,-0.06766,-0.01615,0.5963,0.94011,-1.67492,-2.71253,1.2362,2.25101,1.41948,3.22057,1.04383,0.14869,0.14761,0.61601,-0.28032,1.09588,1.155,0.21578,-1.31002,-3.25992,1.20393,0.34223,-1.05343,-0.97068,-1.04567,-1.46225,-0.12563,-0.33753,-0.13836,-0.49726,0
peptide_nm_101,-0.0,0.89318,0.99652,-0.39872,-0.06876,1.46098,0.79231,0.30191,0.5604,0.28423,-0.43797,-0.08961,-1.13534,-0.00773,-0.83586,-1.67772,0.01518,-0.28261,-0.31736,0.07825,-0.06316,-0.57882,-0.9921,0.12342,-0.44211,0.4861,0.47285,0.38646,-0.288,-0.18334,0
peptide_nm_102,-0.213,0.76429,0.38951,0.508,-0.50754,-0.21312,0.4994,-1.07921,-1.32028,-0.8208,0.06671,-0.56914,-0.06537,-0.36736,-0.87798,0.10815,0.87145,-0.12327,-0.0703,-0.54295,0.29777,0.97445,0.29075,-0.21145,0.39263,-0.74876,-0.60456,-0.11473,0.22258,-0.71433,0
peptide_nm_103,-0.75993,0.3483,0.17883,-1.7342,-0.80722,0.84013,-0.30181,0.39643,0.08984,-0.74939,1.69565,-0.12306,-0.36755,-1.1142,-0.09504,0.36513,-0.03347,-0.29045,0.37125,-0.40309,1.88969,0.85297,-0.44313,0.54315,-0.96921,-1.16287,-0.38123,-0.32383,-0.46359,-0.55109,0
peptide_nm_104,0.49248,0.6217,0.3552,0.26694,-0.16254,-0.12157,0.7453,0.2132,-0.21509,-0.33476,0.68722,-0.13529,-0.61562,-1.10114,-0.2549,-0.76421,-0.41945,0.06642,-0.8091,-0.2819,0.75959,0.36334,0.04383,-0.48629,-1.19176,-0.68348,-0.74781,-0.21043,-0.22849,-0.40173,0
peptide_nm_105,-0.46382,0.98104,1.73146,1.07108,0.51049,0.50785,-1.12082,0.75928,-0.74014,-0.73287,1.49597,-0.75267,0.43164,1.21657,1.85418,-0.43746,-1.5351,1.38607,-1.5299,-0.48294,0.58148,-1.78542,1.76353,0.08938,1.13423,1.06974,0.81509,-1.18388,-1.51603,-1.43997,0
peptide_nm_106,0.27318,-0.88863,-0.49607,-0.28064,-0.78946,1.71312,0.59401,0.21029,0.15131,-1.08974,-0.37898,-0.05846,0.70413,-0.46235,-0.98531,-0.1576,-0.48801,-0.99454,-0.82311,-1.19166,-0.37209,0.62288,0.01987,-0.96166,-0.29914,0.37804,0.80998,0.39013,1.1006,0.26897,0
peptide_nm_107,-1.80066,1.00954,1.10591,0.19173,-0.14682,-0.43301,-1.35729,0.86764,-0.79581,-1.21082,-0.18184,0.26101,-0.68641,-1.66358,0.23057,-0.14949,-0.95278,-0.00293,-0.04604,0.48448,-0.44674,-0.66763,2.38852,0.03877,-0.04575,-0.50681,-0.57479,-1.47423,0.67713,-0.26523,0
peptide_nm_108,-1.00159,0.27105,-0.45416,-0.56362,-0.23646,-1.10628,-0.47702,0.1266,-0.20367,0.56037,-0.10481,-0.50976,-1.07374,0.36814,-0.57265,-0.9692,-0.21687,-0.46978,-0.72404,-0.22162,0.13176,-0.42572,0.59787,-0.47068,-0.34688,0.62361,-0.41733,-0.21649,-0.21267,0.21407,0
peptide_nm_109,0.18016,0.16305,-0.5063,0.76557,-1.32988,0.40197,0.34,1.05554,-0.16836,-0.82924,0.60858,-0.73053,0.30949,0.81257,-1.7106,-1.45498,-0.72913,0.22848,-1.40544,-0.70352,0.5146,-0.36216,0.1449,-0.26513,-0.2711,-0.49177,-0.53103,-1.47172,-0.02021,-0.23353,0
peptide_nm_110,1.37155,1.36232,1.56447,0.97138,0.67265,-0.30929,-0.19321,-0.30796,0.25552,-0.56144,-0.15574,0.35015,1.0861,0.09024,-1.6717,-0.36061,0.78131,0.22789,-0.79808,-0.10754,0.26074,-0.00059,-0.12365,0.60415,0.2609,-0.54671,-0.35607,-1.76721,-0.32314,0.48889,0
peptide_nm_111,-0.26711,0.00406,0.1862,-0.38424,-0.92164,1.08219,0.14503,-0.29883,0.67155,-1.01147,-0.60725,1.24325,0.40568,0.61484,-0.75113,-0.46399,-1.38445,-0.94067,-0.39029,-0.379,0.16463,0.69896,0.8751,0.32355,-1.32209,0.53546,-0.11072,-0.50785,-0.14015,0.09324,0
peptide_nm_112,-0.67397,-0.84277,0.35876,-1.01047,0.13588,0.57127,-0.29884,-0.24855,-0.38301,0.22928,-0.04226,0.2958,-0.87189,-0.53372,-0.68949,-0.1095,0.44601,0.27704,0.83859,0.30026,-0.21073,0.54414,0.07271,0.62537,0.97853,-0.63792,0.3085,0.38027,0.14685,-0.32949,0
peptide_nm_113,-0.66591,0.68073,0.73524,-0.42361,-0.26651,0.0654,0.37519,0.27214,0.35137,0.51312,0.3018,-0.32353,-0.32071,-0.39485,-0.12043,-0.06788,0.55047,0.23145,0.92295,-0.09639,0.7523,0.23027,1.02794,-0.06461,-0.04585,-1.0738,-0.60685,-0.06694,-0.14106,-0.15678,0
peptide_nm_114,0.35464,0.67732,-0.37188,-0.38881,-0.32655,0.44981,0.13549,1.18186,-0.63565,-1.32047,-0.26428,0.57066,-0.44672,0.67126,0.93165,-0.99365,-0.67663,0.11999,-0.64238,-0.68619,-0.08153,-0.29176,-0.12327,-0.92543,-0.60895,0.10925,-0.29964,0.14266,0.53584,-0.349,0
peptide_nm_115,-0.26487,-0.29289,1.87732,-0.00209,0.7076,-0.10993,-0.37831,-0.04472,-0.03245,0.09034,0.97435,-0.62876,0.28741,-0.38439,0.73702,0.54089,1.42476,-0.36008,-1.5452,-2.15129,0.77994,-0.21028,-0.70199,-0.62102,-0.92656,-0.81092,-0.92728,-0.15284,-0.22548,-0.52417,0
peptide_nm_116,0.33509,-2.58155,0.09564,1.91301,-2.03698,0.56412,-0.16494,-1.41765,2.75018,-1.6771,0.01072,1.18656,-1.35555,0.88156,0.15997,-0.23537,-0.79353,-1.20769,1.44904,-1.0396,0.36812,0.17487,-0.45301,-0.23793,0.46284,-0.15075,-0.84691,-0.84351,-0.69247,-0.11351,0
peptide_nm_117,-0.15192,0.50369,-0.11583,-0.2193,-1.11096,0.72766,0.22376,0.20361,-0.74015,-0.70473,-0.33096,-0.67508,-0.32908,0.71247,-1.42781,-1.53089,0.12387,0.37884,-0.0777,-0.44738,-0.97815,-0.87374,-0.75737,-1.04015,-1.09026,-0.01066,-0.72096,0.89848,-0.14934,-0.28766,0
peptide_nm_118,-0.78618,0.58397,0.97884,-1.33938,-0.98037,1.95493,-0.38716,0.50294,-0.12294,-0.33868,-0.3634,-2.14591,-0.61049,-1.41337,0.40484,-0.85738,-0.42972,0.35135,0.14899,-1.35698,-0.04052,-2.02997,-0.4533,-1.03645,-0.62435,0.66035,-0.4089,1.99129,-0.39651,0.47217,0
peptide_nm_119,-0.34186,0.2177,-0.45432,-0.13403,-0.52946,-1.9084,-1.24347,-0.73327,1.32047,0.17934,-0.81435,0.96817,0.45195,-0.98619,-0.60898,1.17508,0.24294,0.55197,-3.70628,-1.90047,-0.89361,1.39546,-1.14348,1.0685,-2.07618,0.18141,-0.25294,-1.38028,-1.37546,-0.19102,0
peptide_nm_120,-0.15997,0.04626,0.39218,-0.04694,0.21489,0.35214,-0.71021,-0.53708,0.47316,-1.18787,-1.1082,-0.10097,-0.57355,-0.28132,-0.20184,-0.54407,-0.26542,-0.88807,-0.06875,-0.22335,-0.75971,-1.37392,0.37005,0.08929,-0.66271,0.0895,0.3633,0.75986,0.25735,0.53569,0
peptide_nm_121,-0.97832,-1.79872,1.35077,-1.43326,0.12017,0.44451,-1.12293,1.15546,0.08705,0.20935,0.34753,0.13933,-0.67441,0.64262,-0.1842,-0.65392,-0.74725,-0.6281,-0.34122,-0.52913,1.10512,1.03216,-0.16564,0.35841,0.02658,-0.96179,0.4758,0.15061,0.06684,-0.4535,0
peptide_nm_122,-0.87406,-0.21144,0.53615,-0.59564,-0.5738,0.93991,-0.44129,-0.19705,-0.56896,0.23835,0.72163,-0.03837,-0.28712,-0.48867,-0.24173,-1.09845,-0.36988,-0.70864,-0.22145,-0.54545,0.64518,0.63193,0.95189,-0.07234,-0.2158,-0.24501,0.48461,-0.24464,0.1979,-0.01086,0
peptide_nm_123,-1.17735,-0.89708,0.691,-0.86959,0.08403,-1.74843,0.04925,-0.77299,0.84248,-0.03271,0.49137,0.08364,-0.3793,0.16199,0.47586,0.87156,0.29525,0.26137,-1.65204,-0.87167,1.22565,-0.83642,-1.3146,0.35289,0.95992,-1.23589,-0.17784,-1.00839,-0.37316,-0.01382,0
peptide_nm_124,0.36728,-2.28065,2.13014,-1.16562,0.71856,1.735,-2.0311,1.62239,-1.17504,0.31612,0.18199,0.18124,0.27584,0.6264,0.40034,-1.32591,-1.43856,0.50381,-0.68239,-0.15825,0.51776,0.32937,0.64736,0.1123,-0.56842,0.26403,0.39559,-2.54933,-1.27743,0.95775,0
peptide_nm_125,-1.60848,-0.63357,0.31823,0.40398,-0.74889,-1.31419,0.1416,-1.56637,-0.3566,-0.16144,-0.01614,-0.53621,-0.46723,-0.32067,-0.88782,2.79531,0.65071,0.25161,1.97791,0.8903,0.0734,-0.23035,1.54699,2.35334,-0.90264,-0.659,-0.41509,-0.6652,-0.17339,-0.29678,0
peptide_nm_126,-1.04149,-0.89493,0.31481,0.42705,-0.56271,-0.01595,-1.73492,-0.22513,0.75623,-0.94791,0.5853,0.71921,-0.37585,-0.30829,0.03297,1.02634,-0.24356,-0.75585,0.85845,0.11527,0.13392,0.56122,0.55182,-0.07497,-1.13658,-0.74844,0.26435,-0.67787,-0.7906,-0.43785,0
peptide_nm_127,-0.06989,0.50125,0.19047,-0.40336,-0.67823,-0.91535,-0.65163,-0.68313,-2.06345,1.43464,-1.17778,0.68936,-1.10412,0.52065,-0.85267,0.23497,-0.20313,-1.12825,-2.37585,-2.07198,-0.05018,-0.44911,-0.63046,-0.41296,0.38172,-0.34934,-0.02258,1.69972,-0.1841,0.7755,0
peptide_nm_128,1.08413,-0.06358,-0.95965,-0.56799,-0.51697,-1.23589,-0.34379,-0.11015,-2.66554,-0.84073,0.52943,0.9775,-0.32386,1.21319,0.63231,0.76506,0.60011,-1.12752,-0.10103,0.20333,0.49664,-0.34223,0.26586,-0.37333,-1.97742,0.25835,-1.75763,-1.11561,0.97543,-1.7083,0
peptide_nm_129,-1.71627,0.58532,0.64925,-1.0774,-0.42174,-0.92104,-0.87717,-0.81274,-0.62179,-0.67052,1.44339,0.04545,0.59992,0.16465,0.79959,-0.18203,-0.0781,0.0157,-1.06215,-1.10312,0.55794,-0.76963,-2.34175,0.14075,-1.38272,-0.29365,0.47935,0.431,-0.11586,0.00774,0
peptide_nm_130,-0.90801,0.97103,0.69643,-0.63651,-1.59577,0.09049,0.17754,-0.53376,0.0109,-1.88442,1.28934,-0.04288,-0.90676,-0.51866,-1.64318,-1.625,-0.35243,0.50319,-0.61186,-0.14064,1.43093,-0.40118,0.12751,-0.71243,-0.30642,-1.00136,-0.64607,-0.63118,-0.52952,-0.27007,0
peptide_nm_131,0.2292,-1.37952,0.05279,-0.41189,0.64252,1.59014,0.32906,-0.44326,0.09132,0.80402,0.762,-0.00289,0.52305,-1.62085,0.75737,-1.40143,-0.26827,-0.8004,-0.31198,0.201,0.64131,0.00206,-0.36142,-1.17737,-0.0557,-0.36759,-0.57382,-0.54185,-0.04783,-0.5251,0
peptide_nm_132,-0.78583,0.52702,0.22179,-0.76342,-0.43279,0.7571,0.4866,-0.10082,-0.11253,-0.30341,0.30087,0.36024,-0.60098,-0.58797,0.09878,-1.5147,-0.50843,-0.03452,-0.27803,0.11483,0.13331,0.04273,-0.15039,0.52904,0.19336,-0.39217,-0.06967,-0.46787,-0.26504,-0.30908,0
peptide_nm_133,-0.39047,-0.20553,-0.44509,-0.90755,0.35817,0.57776,-0.71135,0.18416,0.54853,0.65775,0.75143,0.12453,-0.47251,-0.7414,0.44818,-1.46585,-0.52848,-0.46923,-0.44118,-0.34474,0.87511,-1.13287,0.05604,-0.61823,1.44309,-0.60229,-0.95029,-0.02999,-0.7586,-0.2789,0
peptide_nm_134,0.09794,2.54177,1.43712,1.28105,0.86417,0.15027,0.80572,0.50438,1.84834,0.76896,1.31931,0.64495,-0.31705,0.47642,0.41552,0.52178,0.99008,1.92417,0.83719,-0.04089,1.72111,0.47436,0.51275,0.92713,1.38203,-1.27274,-0.34285,-0.71106,0.06714,-0.01659,0
peptide_nm_135,0.42284,-0.43403,0.33316,-0.28938,-1.48076,-0.89269,1.04522,0.33493,-2.307,0.22012,0.90593,0.73711,-0.72729,-0.47531,0.44102,0.02527,-1.71833,-0.30909,-0.78987,0.62507,1.19848,-1.16831,1.16996,-0.29415,0.63782,-0.80542,-0.19941,-0.23421,-0.28546,-0.06094,0
peptide_nm_136,-0.0309,-1.65842,1.15874,-2.29479,-0.26537,0.63766,-1.70841,0.65829,-0.56079,-0.40103,1.07175,-0.71614,-0.52021,0.02498,1.22576,0.32033,-1.68558,-0.44285,0.87161,-2.02628,0.20346,0.43663,-1.74257,0.42981,-1.16408,0.03976,-0.42035,-0.68674,-0.50396,0.34079,0
peptide_nm_137,0.10745,0.02539,-0.78917,-0.57724,0.00131,0.42812,0.76328,-0.02426,-0.09542,0.61269,0.35073,-0.43987,-0.15097,0.01203,0.84199,-0.91875,0.20685,-0.01324,0.13822,-0.15667,0.54317,-0.0952,-0.6244,0.18467,0.77628,-0.69246,-0.05463,-0.35717,-0.22526,-0.54838,0
peptide_nm_138,-0.23044,1.43175,-0.48616,-0.17704,0.51894,0.04616,-0.4356,-0.98425,-1.02282,0.0642,0.12276,0.11073,-0.62603,-1.12225,-0.35395,-1.59423,-0.57956,-0.38435,-0.68764,-0.36049,1.06949,-0.52248,0.19713,0.19882,-0.76416,-0.66507,-0.68627,-0.22767,0.40293,-1.35954,0
peptide_nm_139,-0.5987,-0.21105,0.11439,-0.5126,-0.60216,0.19378,-0.06683,-0.22548,-0.00926,-0.0836,0.06873,-0.33905,-0.07926,-0.47953,-0.11579,-0.79523,-0.59671,-0.64808,-0.72605,0.2587,0.21249,0.24328,-0.02808,0.01525,0.0273,-0.67252,-0.31998,-0.12666,-0.40682,-0.30549,0
peptide_nm_140,-0.21328,1.73564,1.11681,0.12973,0.08137,0.80625,1.11278,0.4105,0.18076,-0.27273,-0.13996,0.07436,0.44659,1.04456,1.04201,-0.81451,-0.23498,0.45004,0.19604,-0.05769,0.73333,0.63758,0.6471,0.57029,1.21605,-0.26463,1.46944,0.82599,0.4029,0.34691,0
peptide_nm_141,-1.5756,0.00772,-0.1938,-0.0177,-0.37438,-0.42123,0.32799,0.02017,-0.02486,-0.89207,0.56588,-0.43922,-0.04297,-0.61665,-0.90677,2.51888,-0.05997,2.3023,1.06407,3.41872,0.47594,0.38777,0.58919,-0.29375,-0.18697,-0.63159,-0.57943,-0.86276,-0.0413,-0.494,0
peptide_nm_142,-0.02575,1.4789,-0.51114,-1.51635,-0.99655,1.04807,-1.09715,-1.16786,-1.78914,0.54393,0.98155,-0.69237,-1.43103,0.5105,0.26786,-0.0914,-1.01634,-0.9624,-0.14554,0.61922,1.34778,-0.05676,-1.04302,1.0389,1.23258,-0.65205,-0.71251,-0.15143,-0.0833,0.37162,0
peptide_nm_143,-0.49755,0.50568,0.31042,-1.06349,-0.45545,1.18893,1.48273,0.90732,-0.67744,-0.83028,0.79571,-0.09009,-0.28756,-1.69377,-0.98354,-0.13411,-0.58751,0.13482,-2.40697,-0.00942,0.2902,0.24509,-0.81705,-1.55535,-1.15933,0.18916,0.43705,-1.07241,-0.82545,-1.34203,0
peptide_nm_144,-0.08004,1.48018,1.34773,-0.22443,-0.36993,-0.03358,0.94406,0.09322,0.63981,0.17735,1.17447,0.73041,-0.54364,0.2992,0.23644,-1.1475,0.43719,0.88909,0.80998,0.59587,1.50299,-0.18516,0.69266,0.61821,0.06892,-1.26502,-0.64115,-0.40852,-0.07896,-0.44424,0
peptide_nm_145,-0.20198,0.15424,-0.85781,-0.40366,0.6672,0.44404,-0.19134,-0.84778,0.16895,0.34903,1.35565,-0.27841,-0.7823,0.48601,0.67442,-0.86311,-0.28167,-0.41544,0.1455,0.17964,1.15988,-0.53745,-1.10419,-0.51261,0.94364,-0.87039,-0.34007,-1.12761,-0.69962,0.30031,0
peptide_nm_146,-0.0359,1.54849,-0.38592,-1.31573,-0.64669,0.69173,-0.3334,0.0084,-0.43956,-0.61882,1.54766,0.82112,0.12357,-0.34913,-1.2562,-0.61655,-0.23451,0.80367,-0.03339,0.8096,1.11053,1.09578,0.26467,0.55662,0.41189,-1.19204,-0.00377,-0.43219,-0.14447,-0.58211,0
peptide_nm_147,-0.56237,-1.01226,-0.07411,-0.91478,-0.24472,-0.37327,-1.8193,1.29106,-1.13262,0.46011,0.35378,0.2128,-0.67987,-0.67291,-0.37621,1.1396,-0.41207,-0.27871,-0.9821,0.14857,0.80703,0.03801,-0.59539,0.37634,0.25223,-0.87655,0.1974,-0.67737,-0.11759,-0.46258,0
peptide_nm_148,0.11332,-0.38293,0.98365,-1.63933,-1.0291,0.163,-0.27863,-0.59296,-0.18365,0.19909,0.6797,-0.89172,-0.90332,-0.37768,-0.5013,-0.24,-0.01091,-1.03145,-1.64047,-0.78604,0.55837,0.89064,0.47117,0.02077,1.0713,-0.86657,-0.07936,-0.4056,0.21209,-0.25552,0
peptide_nm_149,-0.61578,0.50582,0.98774,-0.48452,-0.78541,0.63062,0.00339,0.18953,0.33597,-0.82072,-0.12519,-0.23096,-0.63981,-0.44265,0.31579,0.12802,1.01443,-0.43,-0.62039,-0.73992,-0.54278,0.81188,0.39349,-0.80307,0.38898,0.04178,-0.11491,-0.42704,0.51426,0.41215,0
peptide_nm_150,-1.19528,0.50947,-0.07988,-0.80381,-0.18086,-0.49263,-1.04712,0.42568,-0.00288,-2.47631,0.4593,0.70929,0.20687,-1.16168,-0.94012,0.36624,-0.29615,0.39359,-0.33127,-0.65802,0.57852,0.756,0.80829,-0.87238,-0.17381,-0.35132,-0.62832,-1.2009,-0.34635,-0.09615,0
peptide_nm_151,-1.24916,0.46034,-0.59853,-1.01107,0.16773,-0.5395,-1.83815,-0.30578,0.70957,1.10028,1.3084,-0.63344,-1.79864,-0.48842,1.58944,-0.18,1.11422,0.5858,0.38207,0.59917,1.36422,0.42045,-0.64122,-1.0776,-2.81579,-0.27354,-0.23137,-1.55488,-1.19105,-0.34658,0
peptide_nm_152,-1.21833,0.65362,-0.05892,-1.18119,-0.46908,-0.49192,-0.19022,-0.41964,-1.6819,-1.26532,-0.4916,-1.06907,-1.08202,-0.01464,-0.28668,0.85579,-0.6524,0.77577,0.03791,0.77516,-0.12951,1.99104,2.2372,1.3356,1.41372,-0.3111,0.71892,0.46883,0.32507,0.51964,0
peptide_nm_153,-0.06889,-0.53384,0.15284,0.38944,-1.20263,0.71051,0.1963,-0.57774,0.8722,0.68527,0.69731,0.09565,-0.28487,0.20511,-0.05568,0.44393,0.38372,-0.48561,-0.41363,-0.57902,-0.26313,1.20892,0.89036,0.53361,1.02308,-0.16489,0.59043,-0.32389,-0.55999,-0.06852,0
peptide_nm_154,0.38381,0.30335,1.68709,-1.40552,-0.80684,1.16267,-0.00772,0.25109,-0.06419,-0.58526,1.24508,0.51051,0.21763,-0.11844,-1.32185,-0.12551,0.99818,-0.38997,0.31442,-0.00844,0.86484,1.21104,2.07732,0.17234,-0.62876,0.24569,-0.51918,-0.19746,-0.62371,0.09654,0
