,GDPC_alphaticr.alphaticr,GDPC_alphaticr.aromatic,GDPC_alphaticr.postivecharger,GDPC_alphaticr.negativecharger,GDPC_alphaticr.uncharger,GDPC_aromatic.alphaticr,GDPC_aromatic.aromatic,GDPC_aromatic.postivecharger,GDPC_aromatic.negativecharger,GDPC_aromatic.uncharger,GDPC_postivecharger.alphaticr,GDPC_postivecharger.aromatic,GDPC_postivecharger.postivecharger,GDPC_postivecharger.negativecharger,GDPC_postivecharger.uncharger,GDPC_negativecharger.alphaticr,GDPC_negativecharger.aromatic,GDPC_negativecharger.postivecharger,GDPC_negativecharger.negativecharger,GDPC_negativecharger.uncharger,GDPC_uncharger.alphaticr,GDPC_uncharger.aromatic,GDPC_uncharger.postivecharger,GDPC_uncharger.negativecharger,GDPC_uncharger.uncharger,y
peptide_nm_89,1.19327,-0.68562,-1.09631,-0.64811,1.38535,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,1.31949,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,2.74562,-0.58647,-0.72645,-0.50514,0.55727,0
peptide_nm_90,-0.18895,-0.68562,-1.09631,1.27339,1.15518,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,1.29944,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,2.77102,2.17101,-0.50842,-0.04218,-0.58647,1.30764,-0.50514,0.45804,0
peptide_nm_91,-0.5788,-0.68562,-0.3373,1.9139,1.99915,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.30629,-0.5271,-0.66495,-0.42706,-0.72594,1.85221,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,1.03421,0.82189,0
peptide_nm_92,0.29264,-0.68562,0.51101,-0.64811,-0.48312,-0.76325,-0.31118,0.66578,-0.32148,-0.51381,0.59103,-0.5271,-0.66495,1.66865,0.59757,0.68506,-0.30483,1.83517,-0.27412,-0.50842,-0.40295,0.75641,-0.72645,-0.50514,0.13699,0
peptide_nm_93,3.20279,0.38764,-1.09631,-0.64811,0.14241,0.2054,-0.31118,-0.52241,-0.32148,-0.51381,-0.38658,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,-0.53283,-0.58647,0.494,-0.50514,-0.63352,0
peptide_nm_94,-1.09861,-0.68562,0.42171,1.9139,-1.37673,-0.04573,1.00434,0.22571,1.56896,-0.51381,0.49657,1.00461,-0.66495,0.89246,-0.72594,1.02548,1.1918,2.41747,1.89932,1.76178,-1.26881,-0.58647,-0.72645,0.52109,-0.63352,0
peptide_nm_95,1.19327,0.29007,-1.09631,0.39998,-0.68621,0.11734,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.00221,1.19235,0.29678,-0.628,-0.30483,1.32471,-0.27412,-0.50842,0.06933,-0.58647,0.38305,-0.50514,1.15267,0
peptide_nm_96,-1.35851,-0.68562,1.18073,-0.64811,1.15518,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,3.02402,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,2.41108,-0.58647,1.30764,-0.50514,0.45804,0
peptide_nm_97,0.51279,-0.68562,0.72532,0.88909,-1.37673,-0.76325,-0.31118,-0.52241,3.08131,-0.51381,0.81772,0.85144,0.30707,-0.42706,-0.72594,2.34826,-0.30483,-0.41086,1.68198,-0.50842,-1.26881,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_98,1.79931,0.38764,-0.4132,1.65769,-0.61716,0.2054,-0.31118,-0.52241,-0.32148,-0.51381,-0.38658,-0.5271,-0.66495,-0.42706,-0.72594,1.60419,-0.30483,-0.41086,1.19295,-0.50842,-0.53283,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_99,-0.81871,-0.68562,-0.04537,1.12558,0.96042,2.2172,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,1.06352,-0.66495,-0.42706,-0.72594,1.08907,-0.30483,-0.41086,-0.27412,-0.50842,-0.13654,1.1696,-0.72645,1.62627,0.37407,0
peptide_nm_100,0.98062,-0.68562,-1.09631,-0.64811,-0.11078,0.85116,5.60868,-0.52241,-0.32148,1.39288,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,2.04556,-1.26881,3.21836,-0.72645,-0.50514,-0.63352,0
peptide_nm_101,-0.3189,-0.68562,-0.59031,-0.64811,0.31121,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.57391,-0.5271,0.95509,-0.42706,1.77403,0.19874,-0.30483,-0.41086,0.8126,1.76178,-0.17847,-0.58647,1.98567,2.57357,-0.63352,0
peptide_nm_102,-0.3189,-0.68562,-0.0843,-0.64811,1.4365,0.67178,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,0.23876,-0.66495,-0.42706,0.10738,1.02548,-0.30483,-0.41086,-0.27412,0.62668,-0.17847,0.25905,0.17759,2.57357,0.33675,0
peptide_nm_103,0.39584,1.10315,-1.09631,-0.64811,1.15518,0.85116,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,1.23216,-0.30483,-0.41086,-0.27412,-0.50842,-0.04218,-0.58647,1.30764,-0.50514,0.45804,0
peptide_nm_104,0.55532,1.26576,-1.09631,-0.64811,-0.68621,0.99793,-0.31118,0.39574,-0.32148,0.5262,-1.10916,-0.5271,-0.66495,1.19235,0.29678,0.38663,-0.30483,-0.41086,-0.27412,-0.50842,-0.59974,1.48889,0.38305,-0.50514,0.55727,0
peptide_nm_105,-1.35851,-0.68562,-1.09631,5.11641,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,1.76511,-0.42706,1.14904,3.09232,-0.30483,2.77102,2.17101,2.04556,-1.26881,-0.58647,-0.72645,1.80389,-0.63352,0
peptide_nm_106,-0.23573,-0.68562,0.54316,1.19653,-0.76907,-0.76325,-0.31118,0.28556,1.7202,-0.51381,1.78116,1.12715,-0.08174,-0.42706,-0.72594,-0.628,-0.30483,4.17104,-0.27412,0.71749,-1.26881,-0.58647,-0.72645,0.60319,-0.63352,0
peptide_nm_107,0.26089,-0.68562,-0.04537,1.12558,-0.20816,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.0025,-0.5271,-0.66495,-0.42706,1.00481,-0.628,-0.30483,2.52626,-0.27412,-0.50842,-0.13654,-0.58647,-0.72645,-0.50514,2.38926,0
peptide_nm_108,-1.35851,0.38764,-1.09631,-0.64811,-0.61716,-0.76325,1.46478,-0.52241,2.23061,2.91822,-0.38658,-0.5271,0.06407,-0.42706,0.39905,-0.628,1.71561,3.40739,-0.27412,-0.50842,-0.53283,1.69643,-0.72645,2.2657,0.67635,0
peptide_nm_109,-0.18895,-0.68562,-1.09631,1.27339,1.15518,-0.76325,-0.31118,-0.52241,-0.32148,1.39288,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,3.06258,-0.41086,2.17101,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,0.45804,0
peptide_nm_110,0.29264,1.8397,-1.09631,-0.64811,-0.48312,0.37634,3.86755,0.66578,-0.32148,-0.51381,-0.25906,-0.5271,-0.66495,1.66865,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,1.29439,-0.40295,-0.58647,0.70938,-0.50514,0.13699,0
peptide_nm_111,-0.7483,-0.68562,0.68572,0.35441,-0.05574,0.07905,-0.31118,-0.52241,-0.32148,-0.51381,-0.48083,0.37195,-0.03102,2.67095,0.25231,1.31304,-0.30483,-0.41086,-0.27412,0.82409,-0.62883,-0.58647,1.39608,-0.50514,0.5055,0
peptide_nm_112,-0.00901,-0.68562,1.00557,1.12558,-0.20816,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.0025,-0.5271,-0.66495,-0.42706,0.13943,0.23054,-0.30483,-0.41086,-0.27412,1.8491,1.56187,-0.58647,-0.72645,0.56056,-0.12973,0
peptide_nm_113,0.16701,0.24765,-1.09631,-0.64811,1.26526,0.07905,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,0.25231,0.34252,-0.30483,1.24925,-0.27412,0.82409,0.65113,-0.58647,-0.72645,3.109,0.5055,0
peptide_nm_114,-0.3189,0.10939,-0.59031,0.20589,-0.25144,-0.04573,-0.31118,0.97383,-0.32148,-0.51381,-0.03867,-0.5271,-0.12494,2.21198,0.10738,1.02548,-0.30483,2.41747,-0.27412,-0.50842,-1.26881,1.10456,-0.72645,0.52109,0.33675,0
peptide_nm_115,0.98062,-0.68562,-1.09631,0.63289,0.31121,-0.76325,1.66211,-0.52241,-0.32148,0.75731,-1.10916,-0.5271,-0.66495,-0.42706,0.52405,0.61211,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,0.68181,-0.72645,-0.50514,0.09418,0
peptide_nm_116,-0.77373,-0.68562,1.18073,-0.64811,-0.11078,-0.76325,-0.31118,1.16086,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,2.54186,1.14904,1.23216,-0.30483,-0.41086,-0.27412,-0.50842,1.18445,-0.58647,-0.72645,-0.50514,0.45804,0
peptide_nm_117,0.26089,-0.68562,-1.09631,1.12558,-0.20816,-0.76325,-0.31118,1.03138,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,5.05403,-0.72594,1.08907,-0.30483,2.52626,-0.27412,1.8491,-0.13654,-0.58647,-0.72645,1.62627,-0.63352,0
peptide_nm_118,0.04497,-0.68562,-1.09631,1.65769,0.14241,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.336,-0.5271,0.79309,3.13565,-0.72594,1.60419,-0.30483,3.40739,-0.27412,-0.50842,0.20315,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_119,-1.35851,-0.68562,0.14571,-0.64811,0.00431,-0.76325,-0.31118,1.31389,-0.32148,1.56621,-1.10916,-0.5271,-0.66495,-0.42706,3.36492,-0.628,-0.30483,-0.41086,-0.27412,2.27774,1.40747,3.56425,-0.72645,-0.50514,-0.63352,0
peptide_nm_120,-1.02435,-0.68562,-0.44573,0.44989,-0.65333,-0.76325,-0.31118,1.40133,-0.32148,-0.51381,-0.42099,-0.5271,0.72366,-0.42706,2.48831,-0.628,-0.30483,1.40735,-0.27412,0.951,0.83398,1.58772,-0.72645,-0.50514,0.61397,0
peptide_nm_121,-1.35851,0.57704,-0.29265,0.70824,1.30411,0.37634,1.77818,-0.52241,-0.32148,0.83209,-0.25906,-0.5271,-0.66495,-0.42706,-0.72594,0.68506,-0.30483,-0.41086,-0.27412,-0.50842,2.19462,-0.58647,-0.72645,-0.50514,0.9075,0
peptide_nm_122,-0.51643,-0.68562,-0.00333,1.19653,-0.76907,-0.76325,-0.31118,-0.52241,-0.32148,1.31661,0.04697,0.30003,-0.66495,-0.42706,0.17405,1.15775,-0.30483,1.11644,-0.27412,-0.50842,-0.68003,0.32669,0.24991,1.71153,0.93832,0
peptide_nm_123,-0.91993,-0.68562,-1.09631,0.79302,-0.42727,-0.76325,1.90877,-0.52241,-0.32148,2.34622,-0.20593,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,4.74628,-0.41086,-0.27412,-0.50842,0.57113,-0.58647,0.79912,1.22663,1.82249,0
peptide_nm_124,-1.35851,-0.68562,2.62976,-0.64811,1.38535,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,1.5184,-0.5271,-0.66495,-0.42706,1.31949,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.40747,-0.58647,-0.72645,-0.50514,0.55727,0
peptide_nm_125,0.04497,-0.68562,1.63614,0.88909,-0.36397,0.52828,-0.31118,-0.52241,-0.32148,-0.51381,0.81772,0.85144,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,1.53476,0.6938,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_126,0.64646,-0.68562,0.85544,-0.64811,0.07007,-0.76325,-0.31118,-0.52241,-0.32148,0.57573,0.26718,0.45757,-0.66495,-0.42706,-0.72594,1.4979,-0.30483,-0.41086,-0.27412,-0.50842,0.13305,-0.58647,-0.72645,0.8143,-0.00977,0
peptide_nm_127,-1.35851,-0.68562,-1.09631,-0.64811,0.14241,1.17404,-0.31118,1.49752,-0.32148,-0.51381,0.336,-0.5271,-0.66495,-0.42706,1.52403,-0.628,3.73606,-0.41086,2.66003,-0.50842,-1.26881,1.69643,1.71446,2.2657,-0.63352,0
peptide_nm_128,-0.08262,-0.68562,-1.09631,1.44808,0.00431,0.99793,-0.31118,1.31389,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,6.05059,-0.72594,1.40127,3.3687,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,1.49256,-0.50514,-0.63352,0
peptide_nm_129,-0.81871,-0.68562,-1.09631,-0.64811,0.96042,-0.76325,-0.31118,-0.52241,3.60481,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,1.8491,0.99574,1.1696,-0.72645,1.62627,3.39685,0
peptide_nm_130,-0.65677,-0.68562,-1.09631,-0.64811,1.66156,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,1.60419,-0.30483,-0.41086,2.66003,5.62113,0.20315,-0.58647,-0.72645,5.03654,-0.63352,0
peptide_nm_131,-0.12015,-0.68562,-0.29265,-0.64811,1.30411,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.25906,-0.5271,-0.66495,-0.42706,0.59757,1.99811,-0.30483,-0.41086,-0.27412,-0.50842,0.4629,-0.58647,0.70938,1.12476,0.9075,0
peptide_nm_132,0.70543,-0.68562,-1.09631,-0.64811,1.30411,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,1.66865,-0.72594,0.68506,-0.30483,-0.41086,-0.27412,-0.50842,0.4629,-0.58647,0.70938,-0.50514,2.44853,0
peptide_nm_133,-0.04275,-0.68562,-1.09631,0.79302,0.5222,-0.76325,-0.31118,0.74004,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,1.79963,-0.72594,0.76712,-0.30483,-0.41086,-0.27412,3.32255,0.57113,0.84034,0.79912,1.22663,-0.63352,0
peptide_nm_134,2.85192,3.60742,-1.09631,-0.64811,-1.37673,1.17404,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.20315,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_135,-0.5788,1.6994,-1.09631,0.63289,0.31121,1.3893,-0.31118,0.59977,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,1.55222,-0.72594,0.61211,1.94011,-0.41086,2.98605,-0.50842,0.3667,-0.58647,-0.72645,1.03421,-0.63352,0
peptide_nm_136,-0.81871,0.96555,-0.04537,2.89928,-0.20816,0.72698,-0.31118,-0.52241,3.60481,-0.51381,0.0025,-0.5271,-0.66495,-0.42706,-0.72594,2.80614,2.80355,-0.41086,-0.27412,-0.50842,-0.13654,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_137,-0.00901,-0.68562,-1.09631,1.12558,0.37613,-0.01813,-0.31118,-0.52241,-0.32148,0.3662,0.0025,1.06352,-0.66495,-0.42706,-0.72594,0.23054,-0.30483,1.0577,-0.27412,-0.50842,-0.70267,-0.58647,2.08998,0.56056,0.87787,0
peptide_nm_138,-1.35851,1.10315,-1.09631,-0.64811,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,1.39288,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,2.77102,4.61613,2.04556,-1.26881,-0.58647,-0.72645,1.80389,3.73272,0
peptide_nm_139,-0.29928,0.12439,-0.0652,-0.21306,0.91632,-0.39772,0.35899,-0.1413,0.64158,-0.51381,0.52687,-0.5271,-0.38985,-0.42706,-0.30142,0.21434,-0.30483,0.30956,0.27949,0.06984,0.39755,-0.15574,-0.2659,1.06326,-0.13923,0
peptide_nm_140,0.83442,0.65595,-1.09631,-0.64811,-0.42727,-0.76325,-0.31118,-0.52241,-0.32148,0.9162,-0.20593,-0.5271,0.24632,1.79963,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,1.40706,-0.34884,-0.58647,2.32468,-0.50514,0.18515,0
peptide_nm_141,2.15018,-0.68562,0.14571,0.39998,0.00431,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.20462,-0.5271,-0.66495,-0.42706,-0.72594,0.38663,-0.30483,-0.41086,1.05958,-0.50842,0.06933,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_142,-0.18895,-0.68562,-1.09631,-0.64811,1.15518,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.09514,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,2.04556,1.18445,-0.58647,1.30764,1.80389,1.5496,0
peptide_nm_143,-0.42286,-0.68562,0.72532,0.88909,-0.36397,0.52828,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,-0.5271,0.30707,-0.42706,-0.72594,-0.628,2.3891,2.13464,1.68198,-0.50842,-1.26881,-0.58647,-0.72645,1.34208,-0.63352,0
peptide_nm_144,-0.08262,1.26576,-1.09631,-0.64811,1.38535,0.99793,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,2.74562,-0.58647,-0.72645,-0.50514,1.74806,0
peptide_nm_145,-0.10541,-0.68562,-0.60838,1.8224,-0.29163,-0.76325,-0.31118,-0.52241,-0.32148,0.30334,-0.59303,-0.5271,-0.66495,-0.42706,0.07762,1.76363,-0.30483,0.9528,-0.27412,2.77526,-0.21741,-0.58647,-0.72645,3.4532,-0.16571,0
peptide_nm_146,0.80069,-0.68562,-1.09631,2.89928,-0.20816,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,2.80614,-0.30483,-0.41086,1.98292,1.8491,-0.13654,-0.58647,-0.72645,1.62627,-0.63352,0
peptide_nm_147,-0.48134,0.65595,-1.09631,-0.64811,1.47167,-0.76325,-0.31118,0.74004,-0.32148,0.9162,-0.20593,0.76528,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.49111,-0.58647,0.79912,-0.50514,1.00382,0
peptide_nm_148,0.04497,0.74539,-0.1855,0.88909,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,2.53688,-1.10916,-0.5271,-0.66495,1.94808,-0.72594,0.86013,2.3891,-0.41086,-0.27412,1.53476,0.6938,-0.58647,-0.72645,1.34208,-0.63352,0
peptide_nm_149,0.88705,-0.68562,0.54316,-0.64811,-0.16142,-0.76325,-0.31118,-0.52241,1.7202,-0.51381,-0.53109,0.30003,-0.08174,0.99802,0.17405,1.15775,-0.30483,-0.41086,-0.27412,-0.50842,-0.09125,-0.58647,-0.72645,0.60319,-0.10957,0
peptide_nm_150,0.29264,-0.68562,-0.29265,0.70824,-0.48312,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.25906,-0.5271,-0.66495,1.66865,-0.72594,0.68506,-0.30483,-0.41086,-0.27412,3.09719,-0.40295,-0.58647,2.1452,-0.50514,0.9075,0
peptide_nm_151,-0.27891,-0.68562,-1.09631,-0.64811,2.12899,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,1.08907,-0.30483,-0.41086,-0.27412,-0.50842,0.99574,-0.58647,-0.72645,1.62627,3.39685,0
peptide_nm_152,-0.42286,-0.68562,-0.1855,-0.64811,1.66156,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.14572,-0.5271,-0.66495,-0.42706,2.27403,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,0.6938,-0.58647,2.52809,1.34208,0.23972,0
peptide_nm_153,0.89708,-0.68562,0.3675,0.17539,0.25092,-0.76325,-0.31118,-0.52241,1.50144,-0.51381,0.43923,-0.5271,0.3765,-0.42706,-0.72594,0.96642,-0.30483,-0.41086,0.77379,-0.50842,-0.74311,0.22885,0.1453,-0.50514,-0.63352,0
peptide_nm_154,0.29264,0.57704,0.51101,0.70824,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.25906,-0.5271,-0.66495,1.66865,0.59757,0.68506,-0.30483,1.83517,3.17782,-0.50842,-0.40295,-0.58647,-0.72645,-0.50514,0.13699,0
peptide_nm_155,-0.7483,0.24765,-0.5023,0.35441,0.60476,-0.76325,-0.31118,-0.52241,-0.32148,0.48098,-0.48083,-0.5271,-0.03102,-0.42706,1.23056,1.31304,-0.30483,2.90936,-0.27412,-0.50842,0.65113,-0.58647,0.33481,1.90428,-0.63352,0
peptide_nm_156,-0.53294,-0.68562,0.51101,0.70824,0.4105,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,1.92109,1.99811,-0.30483,-0.41086,1.45185,-0.50842,0.4629,-0.58647,-0.72645,1.12476,0.9075,0
peptide_nm_157,-1.35851,-0.68562,-0.3373,0.63289,0.31121,-0.76325,-0.31118,-0.52241,-0.32148,2.02844,-1.10916,0.62168,-0.66495,-0.42706,0.52405,0.61211,-0.30483,1.71039,-0.27412,-0.50842,1.18445,0.68181,-0.72645,1.03421,1.5496,0
peptide_nm_158,-0.85727,-0.68562,-1.09631,2.6459,0.25092,-0.76325,-0.31118,-0.52241,1.50144,0.30334,-0.0769,0.21141,-0.66495,-0.42706,-0.72594,0.96642,1.13834,2.31646,1.8217,0.58614,-0.21741,-0.58647,0.1453,1.47403,-0.16571,0
peptide_nm_159,-0.70063,-0.68562,-0.66937,1.51358,1.47167,-0.15784,-0.31118,-0.52241,-0.32148,0.2012,-1.10916,0.76528,-0.66495,-0.42706,-0.72594,0.06956,-0.30483,-0.41086,-0.27412,1.40706,2.41108,-0.58647,0.03633,-0.50514,0.59448,0
peptide_nm_160,0.27888,0.02989,-0.64091,0.88909,0.6488,-0.11748,-0.31118,-0.52241,-0.32148,0.24887,-0.14572,0.16217,-0.66495,1.94808,-0.72594,0.86013,-0.30483,2.13464,-0.27412,-0.50842,0.20315,-0.58647,0.08719,-0.50514,-0.63352,0
peptide_nm_161,-0.89069,-0.68562,-1.09631,0.88909,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,0.86013,-0.30483,-0.41086,17.33079,1.53476,-1.26881,-0.58647,-0.72645,1.34208,0.23972,0
peptide_nm_162,2.30274,-0.68562,0.09171,-0.64811,-0.05574,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.1475,-0.5271,-0.03102,1.12194,-0.72594,0.34252,-0.30483,-0.41086,-0.27412,-0.50842,0.01115,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_163,-0.23573,-0.68562,-0.54982,2.11886,-0.16142,-0.76325,-0.31118,0.28556,-0.32148,-0.51381,-1.10916,-0.5271,-0.08174,0.99802,1.07404,2.94351,1.31153,-0.41086,0.89954,-0.50842,-0.09125,-0.58647,0.24991,0.60319,-0.63352,0
peptide_nm_164,0.87429,-0.68562,0.76672,-0.64811,0.69483,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.20462,-0.5271,-0.66495,-0.42706,0.29678,0.38663,-0.30483,-0.41086,-0.27412,-0.50842,0.7384,-0.58647,-0.72645,0.75433,-0.03813,0
peptide_nm_165,0.55532,-0.68562,-1.09631,3.54427,0.00431,0.99793,-0.31118,-0.52241,-0.32148,-0.51381,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,3.43053,3.3687,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,2.0138,-0.63352,0
peptide_nm_166,-1.13215,0.69923,-0.6556,0.8395,0.58346,0.48662,-0.31118,0.12918,-0.32148,0.22426,-1.10916,0.13994,-0.66495,0.7222,-0.72594,2.25225,0.99868,-0.41086,-0.27412,0.48022,-0.31916,-0.58647,-0.72645,2.17631,1.05663,0
peptide_nm_167,-0.54881,-0.68562,0.4801,0.23874,-0.20816,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,0.0025,-0.5271,-0.10417,-0.42706,1.00481,1.08907,-0.30483,-0.41086,-0.27412,-0.50842,0.4296,-0.58647,-0.72645,0.56056,2.38926,0
peptide_nm_168,0.20091,0.90439,-1.09631,0.20589,0.87385,-0.04573,-0.31118,-0.52241,-0.32148,0.33361,-0.03867,-0.5271,-0.66495,-0.42706,-0.72594,0.19874,-0.30483,1.00331,0.8126,-0.50842,-0.17847,0.25905,0.17759,0.52109,0.33675,0
peptide_nm_169,-0.53294,-0.68562,0.51101,2.0646,-0.48312,0.37634,-0.31118,-0.52241,-0.32148,-0.51381,0.59103,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,2.07216,1.83517,-0.27412,1.29439,0.4629,-0.58647,-0.72645,-0.50514,0.9075,0
peptide_nm_170,-0.65677,-0.68562,-1.09631,-0.64811,1.66156,-0.76325,-0.31118,-0.52241,4.7827,1.77421,-1.10916,1.54071,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,-0.50842,1.6751,1.69643,-0.72645,-0.50514,0.67635,0
peptide_nm_171,0.20091,0.10939,-0.0843,1.9139,0.31121,-0.04573,-0.31118,-0.52241,-0.32148,-0.51381,-0.57391,-0.5271,-0.66495,-0.42706,0.10738,1.02548,-0.30483,-0.41086,-0.27412,0.62668,1.45703,-0.58647,-0.72645,-0.50514,-0.14839,0
peptide_nm_172,1.79931,-0.68562,-0.4132,0.50479,0.14241,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,-0.38658,-0.5271,-0.66495,-0.42706,-0.72594,1.60419,-0.30483,1.49827,-0.27412,-0.50842,-0.53283,-0.58647,-0.72645,0.88028,0.02141,0
peptide_nm_173,0.74671,-0.68562,1.63614,-0.64811,0.14241,-0.76325,-0.31118,-0.52241,-0.32148,-0.51381,1.78116,-0.5271,-0.66495,-0.42706,-0.72594,1.60419,-0.30483,-0.41086,-0.27412,-0.50842,0.20315,-0.58647,-0.72645,-0.50514,-0.63352,0
peptide_nm_174,-0.51643,-0.68562,0.54316,0.27421,1.66156,0.01167,-0.31118,-0.52241,-0.32148,-0.51381,1.20309,-0.5271,-0.66495,-0.42706,-0.72594,1.15775,-0.30483,-0.41086,-0.27412,-0.50842,0.49754,-0.58647,0.24991,0.60319,-0.10957,0
peptide_nm_175,-0.04275,0.65595,0.61147,2.23415,-1.37673,-0.76325,-0.31118,-0.52241,-0.32148,0.9162,0.69729,-0.5271,-0.66495,-0.42706,-0.72594,3.55736,-0.30483,-0.41086,-0.27412,-0.50842,-1.26881,-0.58647,-0.72645,1.22663,0.18515,0
peptide_nm_176,-0.11098,-0.20862,-0.1855,1.9139,-0.36397,-0.33274,-0.31118,-0.52241,0.81279,-0.51381,0.17543,-0.5271,-0.01693,-0.42706,-0.22595,1.35617,-0.30483,1.28614,0.37791,0.8537,-0.28751,-0.07916,-0.72645,0.1106,-0.05136,0
peptide_nm_177,-0.08262,-0.68562,-1.09631,-0.64811,1.38535,-0.76325,-0.31118,-0.52241,-0.32148,1.56621,-1.10916,-0.5271,-0.66495,-0.42706,-0.72594,-0.628,-0.30483,-0.41086,-0.27412,2.27774,0.06933,1.48889,-0.72645,2.0138,1.74806,0
