,Z5__1,Z5__2,Z5__3,Z5__4,Z5__5,Z5__6,Z5__7,Z5__8,Z5__9,Z5__10,Z5__11,Z5__12,Z5__13,Z5__14,Z5__15,Z5__16,Z5__17,Z5__18,Z5__19,Z5__20,Z5__21,Z5__22,Z5__23,Z5__24,Z5__25,Z5__26,Z5__27,Z5__28,Z5__29,Z5__30,Z5__31,Z5__32,Z5__33,Z5__34,Z5__35,Z5__36,Z5__37,Z5__38,Z5__39,Z5__40,Z5__41,Z5__42,Z5__43,Z5__44,Z5__45,Z5__46,Z5__47,Z5__48,Z5__49,Z5__50,Z5__51,Z5__52,Z5__53,Z5__54,Z5__55,Z5__56,Z5__57,Z5__58,Z5__59,Z5__60,Z5__61,Z5__62,Z5__63,Z5__64,Z5__65,Z5__66,Z5__67,Z5__68,Z5__69,Z5__70,Z5__71,Z5__72,Z5__73,Z5__74,Z5__75,y
peptide_nm_31,-0.39494,0.03112,0.70008,-1.05201,-1.17761,-0.40038,-0.81629,-0.0023,0.08769,-0.55548,0.35586,-0.2629,0.36292,-0.49013,-0.67952,-0.17825,-0.43033,-0.34757,0.49398,-0.14666,-0.13291,-0.02417,-0.45396,0.26255,0.9836,0.13991,0.85548,0.03407,-0.6931,-0.10944,0.3731,0.70309,-0.26662,0.08032,-1.23944,-0.33713,0.27596,-0.07051,0.05495,0.00593,0.74778,0.56072,0.67593,0.30891,-1.15724,0.04112,-0.77732,-0.24032,-1.10571,-0.11345,-0.15458,0.68791,0.2812,-0.05013,-0.50337,0.45135,0.38831,0.45442,-0.2623,-0.92612,-0.68385,-0.09535,-0.75628,0.01595,0.0676,0.75749,0.19903,-0.52776,0.35877,-0.311,-0.02248,-0.8178,-0.08504,0.24044,-0.38064,0
peptide_nm_32,-1.25471,0.86169,0.00811,-1.09937,-0.64827,-0.56867,-0.97083,0.77494,-0.984,-1.04413,0.42626,0.36615,0.19011,0.84229,0.01198,-0.59,-0.38562,-0.37301,-0.37396,-0.42517,0.32078,-1.09098,1.25019,0.95913,0.9656,0.79854,-0.9786,-1.35479,0.97079,-0.58622,-0.03749,1.68347,1.19613,-2.17024,-2.05362,-1.19364,0.42736,-0.19111,0.52581,-1.02758,1.43561,-0.55524,-1.70847,2.282,1.45821,-0.32898,0.82609,-0.76521,-0.5329,-0.7652,0.52852,0.39956,-1.38919,-1.82359,-1.83046,-0.17027,0.90893,3.34653,-0.84034,-0.82178,-0.82105,0.09496,0.54602,-0.07753,-0.67289,0.58305,1.73592,-2.18363,0.81103,0.45901,1.83198,-3.19088,-1.45856,2.19952,-2.45376,0
peptide_nm_33,-0.44921,-0.06659,-1.01815,-2.0174,0.60719,1.471,-0.19074,-0.26171,0.10764,0.00982,0.35896,-0.47889,-0.96162,-0.49413,0.80541,0.08598,0.6388,0.03428,-0.78393,-0.42105,-0.41827,-0.42357,-0.24358,-0.37396,0.97057,-0.64299,0.65726,-0.27731,0.25468,0.47721,-0.24175,0.47863,0.75636,-0.73357,1.51735,-1.03134,-0.25271,-0.8898,-0.00659,-1.19454,-1.15982,-1.76201,-0.6698,-0.82256,-0.41867,-0.21494,0.13469,0.10698,0.3451,-0.45264,-0.22259,1.80312,1.06917,0.57521,1.84507,0.47937,0.35042,-0.4308,-1.02192,-0.59314,-0.24553,-0.57981,0.43133,1.13987,-0.68522,0.09494,-1.92698,-1.21575,-1.06632,-2.05925,-0.33987,1.55774,1.08809,1.96183,1.36837,0
peptide_nm_34,-0.9504,0.65774,-0.53958,-0.52828,-0.59678,1.19798,0.67712,0.85662,1.10034,1.78837,1.56188,0.71513,-0.65834,0.2331,1.12597,-0.44508,0.60279,2.10065,2.46643,1.21769,-0.33017,0.08139,-0.41161,-0.87611,1.37571,0.19876,1.56656,2.71545,1.28981,1.93356,2.91897,0.96453,2.0397,0.51954,0.43265,0.18737,2.60202,2.81266,3.84285,4.67051,1.17793,-0.55208,-0.0296,-0.94977,0.71102,-0.72065,0.19469,0.46072,0.22047,-0.0361,1.64273,1.5654,2.90322,2.77873,3.11768,0.7484,-0.31536,-0.05878,-0.48948,0.47296,-0.16906,2.33185,1.62728,1.70687,2.22379,0.74252,0.03675,-0.2026,-0.14905,-0.05033,-1.32964,-0.89228,-0.14536,-0.59987,-0.71288,0
peptide_nm_35,-0.71442,0.03999,0.47614,-0.37002,-0.13323,-0.22475,-0.94017,0.33498,-0.67883,-1.20669,0.62337,-0.52492,0.09273,-0.31358,-0.4188,-1.30166,0.3515,-0.39904,-0.0813,-0.80998,0.60932,0.53782,1.20352,1.126,0.62341,-0.35683,-1.57143,-0.16185,-0.9203,-0.65194,-0.33387,1.14602,-0.46167,1.017,-1.91826,-1.14985,-0.46734,0.73786,-1.38711,0.43724,0.56546,0.70916,1.36759,-0.44517,-1.19543,0.45269,-0.75904,-0.48067,0.34119,-1.90531,-1.64878,-0.11271,-1.23571,-1.77667,1.31263,0.47845,1.2473,-0.39147,0.34921,0.41648,0.18455,-0.35494,0.8149,0.76893,0.12754,-0.26991,-0.64221,-0.94741,-1.14442,-0.95198,0.82636,1.46884,0.84751,-0.54294,-0.25155,0
peptide_nm_36,0.594,-2.09616,1.20382,-1.30608,0.58878,0.29341,-0.95554,-0.26187,0.00214,0.21445,0.57102,-0.74114,-0.0787,-1.02719,1.33712,-1.64976,0.39108,-0.70267,-1.3884,-0.97767,1.22033,-0.13581,1.95189,-0.27434,0.93435,-1.42198,-1.44032,0.20129,-1.13024,-0.14104,0.23771,-0.79105,0.14586,-1.32097,-0.10828,-0.83095,0.90227,-1.17905,0.47944,-0.3228,0.53343,-0.55348,0.72644,0.28675,0.2209,-0.43389,-0.31567,-0.6789,0.37108,0.19988,-0.73743,1.1532,-1.01214,0.22464,2.6939,1.01773,0.21076,-0.52956,-0.36264,0.41272,1.11855,1.46245,1.61432,2.6614,1.14132,-0.36851,-1.0798,-0.32416,-0.23478,-1.09028,-0.92401,-0.54091,-0.32652,0.17133,-0.07015,0
peptide_nm_37,-0.25027,-0.16879,-0.10235,0.25772,-0.30461,0.30012,-0.27426,-0.1608,-0.34196,-0.44688,1.07897,-0.56799,-0.53399,0.65738,-0.29347,-0.43193,0.68895,0.6077,-0.46397,0.21611,0.06125,0.27802,-0.27584,0.16271,-0.07092,0.3659,0.75822,0.26478,0.23563,0.52053,0.56968,-0.29642,-0.05106,0.12219,-0.53144,-0.75561,0.53093,0.31094,-0.22186,0.77742,0.7265,-0.26921,-0.87485,-0.84556,-0.5076,-0.57764,-0.5859,-0.34181,-0.09006,-0.09853,0.34637,0.50932,0.43715,-0.26393,0.12884,0.51621,0.12485,0.61177,0.12628,-0.17438,-0.7001,0.40484,0.08035,0.17624,0.34621,-0.17216,0.02781,-0.61311,-1.0242,-1.11358,0.15129,-0.15323,0.19824,0.03948,-0.00637,0
peptide_nm_38,-1.08801,0.25704,0.72759,-0.18416,-0.58851,-0.48089,-1.07076,-0.93059,-0.42129,-0.77109,0.42363,1.57244,0.01443,-0.90611,-0.26325,-1.40611,-0.56791,0.53028,-0.6013,-0.52451,-0.28541,-1.40249,-0.70901,1.16992,0.4561,-1.11009,0.49573,0.67382,0.07516,-0.46599,-1.06615,0.08201,-0.07444,-0.05483,0.33832,-1.11805,1.32272,0.28629,0.36319,0.67613,1.03294,-0.44336,0.17582,0.22931,-0.10504,0.4133,-0.56428,1e-05,-0.77664,-1.04662,0.32728,-0.30338,0.1952,0.07968,-0.51662,-1.58651,-0.08796,-0.4011,0.90298,1.69631,0.72338,0.87639,0.18472,0.19702,0.10764,0.27222,1.7889,1.63882,1.515,0.17993,1.21792,-0.13437,-1.05116,-1.7227,-0.62538,0
peptide_nm_39,-0.07691,0.28747,-0.88144,-1.11853,-0.09406,1.25242,0.38788,0.45478,-0.41458,-0.41977,1.08534,0.13825,-1.14986,0.29104,-0.46038,-0.56293,-0.66805,0.60603,0.49198,0.44845,0.82306,0.78076,-0.13685,-0.18965,-0.21078,-0.40859,0.39683,-0.46608,-0.71784,-0.08497,1.33939,-0.36163,-1.42578,-0.17901,0.71504,-1.07411,-1.18824,0.4116,0.25409,-0.87971,0.80322,-0.1345,-0.32743,0.60421,0.10058,-1.01053,-0.71324,-1.34921,0.0005,0.28124,0.71396,-0.35173,1.11083,0.36387,-0.14943,0.88553,-0.73918,0.28225,-0.26862,-0.03443,0.69555,0.01919,0.43489,-0.09842,-1.24813,-0.07412,-1.28723,-2.33164,-1.27694,-0.10141,0.23343,0.39066,0.47503,-0.4563,0.02326,0
peptide_nm_40,-0.98406,1.41342,0.39845,-0.42055,-0.07579,-0.73708,-0.85738,-0.74659,-0.63312,-0.52127,0.49338,0.58776,0.30453,-0.07508,0.05991,-1.52103,-2.48422,-0.78572,1.01551,0.19305,0.01301,-0.43606,0.8826,0.10515,-0.30225,-0.32077,-1.43259,0.60737,-0.54425,-0.31356,0.01186,0.55936,-1.14584,-0.34315,-0.79651,-0.5061,-0.24231,-1.40823,1.2336,0.23864,0.71767,0.15922,0.11654,1.7856,0.10691,-1.02101,-0.20241,0.06813,-0.16434,-0.05985,0.49749,-0.93153,-1.22304,-0.52712,-0.40521,0.63721,0.70528,1.36726,0.10634,0.54971,2.58552,1.35172,-1.06261,-1.97289,-1.39566,0.95185,-1.37649,-0.12882,0.27572,1.26059,0.11247,0.671,0.78181,0.5752,0.77179,0
peptide_nm_41,0.76805,0.74598,0.08327,-0.39758,-0.44996,0.62478,-0.30831,0.76069,0.82155,-0.08698,-0.52079,-1.18292,-0.33629,-0.27736,-0.42202,-0.99513,-0.59137,0.39224,0.65683,-0.63998,0.69201,0.64666,0.4725,-0.17621,-0.47078,-1.69184,0.17167,-0.14625,-0.31815,-0.22843,-0.55135,-0.91002,-0.50386,0.19497,0.77061,-1.15808,-0.04081,0.52081,-0.24836,-0.84481,-0.00301,0.00128,-0.00662,0.80516,0.99807,0.36079,0.13808,1.23187,-0.56625,-0.25685,-1.74092,0.32684,-0.85506,1.30605,0.13643,0.54984,-0.08636,0.05152,-0.52818,0.55165,1.01334,0.80393,0.62473,-0.34996,-0.07751,-0.31773,-0.66664,-0.07425,1.06559,0.36013,-0.58781,0.25971,-0.3238,-0.00949,-0.58187,0
peptide_nm_43,0.54851,-1.27598,-0.57991,-0.32022,0.71575,-1.47939,0.11247,0.2325,-0.56879,0.70978,-1.53631,-0.43688,1.19193,0.5277,-0.54244,-0.27832,1.20122,-0.80074,-0.06972,0.81714,1.61052,-0.56442,-2.27008,1.87788,2.94165,1.6541,0.91043,0.63106,0.67271,-0.43046,-0.39207,1.85021,-1.41251,-0.06284,-0.24981,1.62156,1.14949,2.73267,-1.18829,2.34806,-1.2082,1.19097,-0.59493,-0.00996,0.20718,0.07871,-1.0692,-0.69062,-0.16244,-0.34244,-0.77583,1.10681,0.89322,2.9015,-1.54552,0.91495,-0.16153,0.43117,-1.50254,0.32815,1.47278,-1.00449,2.72181,-2.12528,1.58737,-0.70645,0.6863,-1.15177,3.10142,-1.92243,0.21931,-1.10783,-1.86225,-0.2391,0.51041,0
peptide_nm_44,-0.16219,-0.75172,-0.39629,0.7116,-0.6238,0.27417,-0.02112,-0.32525,1.1269,-1.49093,0.64398,-0.0751,-0.00175,-0.07045,-0.8341,-0.5682,1.48878,0.94143,-0.10854,-1.76267,0.77299,-0.70421,-0.06654,0.15582,1.29072,-1.05275,-0.55358,0.04921,-0.58525,-0.59596,0.79063,-0.75314,-0.67753,-0.11281,-0.25437,-0.95448,-0.63078,0.75752,-0.92147,-1.52718,-0.56367,0.27623,-0.21034,0.70569,0.02204,-1.0434,-0.03364,-0.996,-0.24427,0.09478,0.6344,0.94817,0.87621,0.14838,-1.83276,0.8224,0.1948,0.97517,1.00187,0.89198,1.09925,-0.89419,-2.19246,-1.0106,0.59326,-0.61471,0.75834,1.7087,0.10339,-1.3991,0.05662,0.59656,0.54344,0.06901,0.92679,0
peptide_nm_45,-0.3736,-1.29512,0.41354,0.0873,-1.39729,0.74974,-0.18308,0.06921,0.20872,0.1734,0.39302,0.17086,-0.91156,-0.31294,0.47125,-0.31,0.42003,0.32068,0.09802,-0.51692,-0.52609,-0.17069,-0.63004,-0.41021,0.4031,-0.92241,-1.08604,-0.1576,0.04551,-0.33849,0.51173,-0.37874,-0.59189,0.94968,-0.25559,-0.83585,0.81419,-0.23107,0.54725,-1.0604,-0.07086,-0.28038,-0.5025,0.21112,0.09209,-0.48527,-0.82078,-0.92265,-0.49868,0.13875,0.81154,-1.16084,0.64137,1.20343,-0.45096,1.11649,0.30407,-0.21056,-0.08053,0.38275,0.18766,-0.12457,-0.53244,0.40194,-1.38751,0.66372,-0.98268,-0.38246,1.20381,-0.73906,0.20679,0.85143,-0.02998,1.41363,0.85192,0
peptide_nm_46,-0.4343,-0.26998,0.63991,-0.58729,-0.66955,0.3676,-0.48674,0.33704,-0.4406,-0.42968,0.51064,-0.09129,-0.64792,-0.81449,-0.56479,-0.55087,-0.56726,0.19111,0.01576,0.14738,0.40416,0.70106,0.09639,-0.19157,0.72459,-0.65987,-0.05525,-0.39668,-0.31687,-0.12275,0.19727,-0.07303,-0.49056,-0.02132,-0.03789,-0.73788,0.21408,0.52813,-0.0002,0.14005,0.09216,-0.05011,-0.11169,-0.1174,-0.06568,-0.59956,-0.24943,-0.08805,-0.54895,-0.58508,-0.2425,0.3365,-0.83467,0.74267,0.25449,0.54226,0.03243,-0.27027,-0.41305,0.21146,0.86812,-0.30495,1.07838,-1.20026,0.54229,0.13771,-0.67892,-0.81627,0.16878,-0.45374,-0.63962,0.40585,-0.03011,0.12257,-0.13346,0
peptide_nm_47,0.51938,0.42962,0.38501,-0.32313,-0.77216,1.47014,0.03523,0.16964,-0.52179,-0.01258,0.33624,-0.48752,-0.80451,-0.80011,-0.72107,-0.09482,0.53635,0.39985,0.23405,0.21265,0.43955,0.7947,0.67342,-0.11769,0.7731,-0.95063,-0.58626,-0.06341,-0.36024,-0.28595,-0.07653,0.3176,0.32024,-0.31302,-0.52606,-0.88348,-0.00838,-0.50934,-0.04976,0.76875,0.53616,0.48442,0.51591,-0.33758,0.45283,0.32147,0.39466,0.50289,0.22703,-0.05098,-1.43662,0.12135,0.97822,1.38441,1.16876,0.43355,-0.09875,-0.48055,-0.08611,-1.06556,0.24257,0.72537,-0.39759,-1.16487,-0.7324,-0.29096,-0.7795,-0.43747,-0.52831,0.68772,-0.66858,0.02899,0.02094,-0.06191,-0.06275,0
peptide_nm_48,-0.92776,-0.81407,-0.00414,-0.36863,-0.99496,0.26117,-0.30659,-0.4979,-0.67655,-0.73751,0.89639,-0.49926,-1.42842,-0.50184,-0.29558,-0.29765,0.19021,0.82249,-0.61513,-0.42246,0.76293,1.07608,-0.62604,0.4244,1.31815,-0.16724,0.28791,-0.00735,1.34054,1.19249,0.41306,0.01556,0.88708,0.71114,0.67587,-0.69946,0.05008,0.20832,0.97315,0.35301,0.27593,-1.86885,-0.9943,-0.60382,-0.74546,-0.56578,0.07137,-0.97995,-1.00409,0.24881,-0.57394,1.39001,1.35027,0.40032,-0.58499,0.78733,1.09631,-0.54588,-1.42393,-0.37261,-0.67629,0.4545,-0.31969,-0.73895,0.24974,-0.12274,-1.8871,-1.33579,-0.26637,0.76963,-0.45559,0.4889,0.29895,0.06017,0.66504,0
peptide_nm_49,0.3546,1.05955,0.44011,-1.13031,-0.95811,1.56024,-0.74184,-0.89948,-2.32623,-1.86802,0.40905,-0.73926,-0.47746,-0.29297,-0.31379,-1.45702,0.04116,-1.06116,-0.6136,-0.75158,0.1201,1.02411,0.87125,1.45826,1.29,-0.15721,-0.28817,-0.58685,-0.59927,-1.49254,-0.1083,0.38193,-1.33321,0.48035,0.24781,-1.05863,0.89116,0.43912,0.28056,1.35446,0.30412,0.5948,-0.66044,0.387,0.84131,-0.20526,-0.43093,1.25202,-0.02462,0.17146,-0.99529,1.13341,-1.40496,0.14669,-0.07511,0.92856,-0.21158,0.7408,0.03407,0.35824,1.71423,-0.03989,2.74253,1.65399,0.52543,0.26408,-1.12678,-1.19138,0.46135,-1.30545,-0.76644,-0.51515,-0.14052,-0.07254,0.00405,0
peptide_nm_50,-0.40901,-0.97887,1.01259,-1.20934,0.01047,-0.64312,0.44646,0.09126,-0.911,-0.60314,-0.25666,-0.15845,0.17587,-0.32318,1.1731,-0.51202,-0.52241,0.53302,-0.18589,-0.92941,-0.58825,-0.27989,-0.94596,-0.50899,1.00358,0.26611,-1.6291,0.17816,-1.19826,0.56203,-0.59077,-0.16575,-0.96232,-0.09825,1.02251,-0.44587,-0.69802,0.44365,-1.28889,0.28782,0.71006,-0.02864,0.18277,0.00214,1.29865,0.24903,-0.22751,0.12665,-0.002,-0.80721,-0.40153,0.41196,-0.39742,1.09076,0.45799,0.21559,0.1677,0.70925,-0.33635,-0.04912,-0.21261,-0.13391,0.35391,-0.64392,-0.46767,0.62595,0.56083,0.08043,-0.50335,0.89822,0.45589,1.13847,-0.35983,0.22121,0.88775,0
peptide_nm_51,-0.07101,-0.8233,-0.05525,-0.21443,-0.42856,0.8083,-1.2321,-0.03494,0.57271,-0.88784,-0.91924,-0.21569,-0.57222,-0.08439,0.14845,0.21331,-0.90356,0.27499,0.57754,-1.224,-0.01394,0.00584,0.36486,0.29083,1.09645,-0.50666,-0.86543,-1.01758,-0.59557,-0.39977,-0.5198,-0.21869,0.4019,0.51259,0.1582,-0.19696,-1.09357,-0.94907,-0.32897,-0.20668,0.38051,-0.16041,1.02033,0.5106,0.19902,-0.02554,0.76564,0.3459,0.14793,0.23121,0.3626,-0.10572,1.67316,1.39829,0.23134,0.26093,-0.1684,-0.78364,-0.65805,-1.2282,0.45364,-0.09061,-0.83576,0.22371,-0.3017,-0.01141,-0.99665,-0.02977,-0.35046,-0.03719,-0.67166,-0.03388,-0.09951,-0.45523,-0.0785,0
peptide_nm_52,1.24191,0.11048,-0.47003,-1.23482,-0.42224,0.45756,-0.02557,-0.18784,0.9714,0.74795,0.60662,0.19962,-0.01535,-1.87231,0.92963,0.3891,0.69185,0.78252,1.45528,-0.11963,-0.63334,-0.16663,-0.00623,-0.1881,0.27911,0.11168,-0.71606,1.01041,-0.8184,-0.26175,0.38189,1.17372,0.38126,-0.11072,0.63104,-0.43806,0.17898,1.0268,0.63325,0.19588,-0.27779,-0.8135,-1.20837,0.32103,0.74736,-0.17653,-0.57595,-0.55083,0.39376,-0.19254,-0.01178,0.59657,1.57359,0.12052,0.44712,0.01456,-0.66721,0.10805,0.06974,-0.25848,-0.57746,0.23414,-0.36555,-0.18436,-0.4996,0.42116,-0.4557,0.0043,0.22372,1.12744,-0.96235,0.12075,-0.02423,-0.49135,-0.58966,0
peptide_nm_53,-0.2408,0.05956,-0.19421,-0.36934,-0.39544,0.03312,-0.96813,0.86961,-0.3793,-1.52855,0.26143,-0.50411,0.30166,-0.04513,-0.06467,0.39661,-1.34658,1.33957,1.56509,-0.78482,-0.33064,-1.13783,0.0885,2.37396,0.00858,-0.30839,-1.46835,0.00056,-0.2,-1.04291,0.48251,-0.34068,-1.43383,0.02256,-0.36844,0.47302,-1.95134,-1.09288,0.43473,-0.47609,0.22915,1.42554,0.16864,0.42275,0.72754,-0.63454,0.20585,-0.05129,-0.06085,-0.31747,1.29295,0.08455,1.40199,-0.53837,0.28023,-0.11668,-0.1103,-0.21385,0.3563,0.85537,1.40554,-1.4585,-1.09527,1.69326,-1.4823,0.77313,0.31988,-0.20643,0.71806,0.8401,-0.08568,-0.34716,-1.99016,-0.4944,0.66074,0
peptide_nm_54,-0.49636,-1.48126,1.01838,-1.63748,-0.07392,-0.00563,0.0491,0.74736,-0.07059,0.50089,0.18359,0.46799,0.5903,-0.18877,-0.20312,0.12712,-1.70347,1.48086,-0.23378,1.32766,-0.29301,-0.94898,-0.1994,-0.52985,-0.36322,-0.98911,0.66082,-0.04138,0.15539,0.43718,-0.08288,-0.76708,0.88671,1.05507,0.91051,-1.00103,0.0415,-0.08605,1.27701,0.28939,-1.629,-1.42236,-1.21526,-0.42319,-1.02185,-0.79145,-0.07811,-0.78252,-0.43191,-0.65052,0.17205,1.02679,0.81431,-0.48579,1.65944,0.27022,-0.08053,-0.34679,-0.05874,0.47771,-0.77823,-0.84628,0.07299,-0.11718,-0.60087,0.58948,-0.73965,-0.17695,0.28213,0.3567,-0.23103,1.22938,1.16187,1.06646,1.42222,0
peptide_nm_55,-0.54116,0.19385,0.01236,-1.35028,-0.79654,-0.12606,0.34612,0.85034,-0.08066,0.84511,0.96198,0.49695,-0.09222,-1.79414,-0.70029,-0.3245,0.28687,0.54341,-0.02087,-0.06754,-0.65979,1.19544,-0.59505,-1.87113,-1.63844,-0.25692,-0.92144,1.03353,-0.15518,0.70989,1.02255,-1.45821,0.5948,-0.91603,0.07945,-0.41535,0.93792,0.76419,-0.23793,0.99454,-0.19141,-1.63503,-1.14221,-0.53848,-0.76105,-0.97302,-0.27152,-0.07391,-0.75518,-1.09312,0.82519,-0.15309,0.34228,-0.67971,0.02626,1.24735,1.73495,0.55795,-0.5317,-0.12519,0.00315,0.04457,-0.61311,-0.12981,0.50279,0.55235,-1.79593,-0.04642,-0.42658,-1.55112,0.30875,1.51369,0.26836,0.81633,1.15035,0
peptide_nm_56,0.0978,-0.33939,-0.37558,-0.42744,0.14989,-0.28545,1.06797,0.65434,-1.33331,0.22388,0.30391,-0.63195,0.28547,1.29892,-0.90625,-0.84746,1.37608,1.0311,-0.50529,0.38606,0.20346,-0.01261,-0.85819,0.15415,-0.26525,0.62606,1.17997,-0.21527,-0.03527,-0.19304,0.53195,0.76095,0.38295,-0.29668,-0.53351,0.13643,0.70918,0.06147,-0.74717,-0.8851,-0.04385,-0.38459,-0.53346,-0.07233,0.58315,-0.48806,-0.51055,-0.35908,0.107,0.28953,0.52909,1.04444,0.98635,0.03548,-0.62173,0.59284,-0.5206,-0.39779,0.1095,-0.00578,0.22161,0.39129,-0.23071,-0.34471,-0.02268,-0.15854,-0.53295,0.66126,0.62679,0.30382,-0.69202,0.04346,-0.40215,-0.93201,-0.11051,0
peptide_nm_57,0.18153,-1.43901,0.7178,-1.67514,-1.22412,0.35878,-0.21327,2.04419,-2.1769,-0.98852,1.79013,-0.0626,0.08509,-0.86907,-1.05407,-0.93815,0.16216,-0.49545,-0.4057,-0.20818,0.7184,1.37831,1.17856,-0.21237,0.28617,0.32643,0.66521,-0.9349,-1.63744,-0.03005,0.85377,-0.37302,-2.05034,-0.69321,-0.58516,-1.45992,0.83515,1.31751,1.30967,0.96794,1.42788,0.15132,-1.89078,-2.03985,-1.04889,-1.0464,-0.95434,-0.10127,-0.49002,-0.54974,0.06008,-0.12266,-0.93005,-0.41562,-0.32731,1.43802,1.5247,0.7496,-0.20243,1.11308,-0.96844,0.79455,1.18122,0.94611,0.84965,-0.98574,-2.29881,-1.87466,-2.27344,-1.55494,0.96997,2.72454,0.70624,0.62808,2.21135,0
peptide_nm_58,-0.76911,-0.46379,-0.27992,-0.07073,-0.47746,0.25773,-0.55,-0.31817,-0.47955,-0.15312,0.57786,0.22612,-1.63901,-0.57918,-0.40536,0.16308,0.3178,0.22814,0.3153,-0.81676,-0.00806,0.00793,1.10226,0.46023,0.53566,0.21632,1.19269,0.85243,-0.56564,0.13588,0.06223,1.97835,-0.51579,-0.45395,-1.30987,-0.167,0.6931,0.33551,-0.12521,0.5447,0.67937,-0.13673,1.75696,2.38311,2.35038,0.29452,-0.99323,-1.21662,-0.37718,0.28381,-0.21142,-0.12073,1.12135,-0.12878,-0.05208,-0.71352,1.13181,1.12966,0.41996,0.23614,0.13958,-0.90336,0.17979,-0.33461,0.48863,0.49104,-0.12538,0.19847,1.04242,0.72576,0.16849,0.81543,0.45452,-0.32856,-0.48768,0
peptide_nm_59,-0.73614,1.14281,0.5892,-0.73743,-0.92235,0.35438,0.43827,0.14347,-0.33165,0.25713,0.29714,0.33479,-0.86291,-0.91131,-0.35817,0.38508,0.27425,0.36876,0.40823,0.29781,-0.03043,-0.42767,0.18227,-0.24721,0.066,-0.30833,-0.14321,-0.76857,0.68614,0.60302,0.06611,-0.16756,0.15118,-0.76639,-0.2787,-0.98946,0.30377,0.06385,-0.39097,-0.0025,-1.63144,-0.49147,-0.15307,-0.96142,-0.1921,-0.78959,-1.08894,0.12244,-0.01075,-1.10755,0.75419,0.39412,-0.0422,0.31706,-0.39538,0.81843,-0.88651,1.01862,-0.58958,1.12953,-1.57548,0.1149,-0.21315,-0.14408,0.01485,-0.00524,-0.02493,-0.01218,-0.64719,-0.70283,0.7394,0.9572,1.38891,1.15753,1.29615,0
peptide_nm_60,-0.09541,-1.30732,0.53203,-0.67633,-0.78482,1.0114,-0.05431,1.11256,-0.01738,-0.17005,1.02293,-0.09318,-0.35526,-1.9988,-0.25744,0.07097,-0.75773,0.51277,1.15996,-0.85066,-0.21165,0.37616,-0.91357,1.60294,0.25604,-0.56737,0.48277,0.61199,0.31797,0.21929,0.38003,-0.57979,-0.63428,-0.77596,-0.2422,-0.47416,0.14523,-0.86013,0.38344,-0.6398,0.60839,0.33563,0.4279,0.75602,0.6064,0.0408,-0.18227,-0.44216,-1.07203,-1.03704,0.15034,-0.12666,-0.69339,0.28849,1.25222,-0.22872,0.1296,0.2813,0.75137,-0.81485,0.45935,-0.37528,-1.12896,-0.70416,-0.91524,-0.09698,0.5115,0.48832,0.84128,0.49874,0.35271,0.32771,-0.51538,-0.90589,0.26945,0
peptide_nm_61,-0.42018,0.82807,0.76493,-0.19641,-0.59327,0.54128,-0.30823,-0.37425,-1.06336,-0.14808,-0.11952,-0.54467,-0.64594,-0.99444,-0.69313,-1.18701,-1.02347,0.23314,-0.33195,-0.73806,-0.06734,0.33266,1.02491,0.23495,0.45833,-0.63343,-0.49862,-0.54844,-0.84283,0.55662,-0.04423,-0.34728,0.60727,-0.48331,-0.01159,-0.68662,0.5376,-0.77438,0.74744,0.83655,0.03589,0.01444,0.37148,0.22135,0.45067,-0.5658,0.10899,0.4902,-0.29903,0.0633,0.12898,-0.76957,0.16079,-0.70871,-1.19227,0.84847,0.90318,0.48082,0.17808,-0.22095,1.74648,0.57027,-0.61862,2.04795,1.86994,0.74071,-0.56252,-1.12625,0.55563,0.9048,-0.69081,0.29535,-0.3782,0.51829,-0.04979,0
peptide_nm_62,-1.19232,-1.33999,0.81479,-0.57884,-1.14307,-0.05995,0.7664,-0.25952,1.79801,-1.43783,0.52467,-0.76237,-0.03249,0.0226,-1.14265,-0.63415,0.06161,0.53872,0.31323,0.89081,-1.0028,-0.39437,-1.10424,0.34803,-0.73592,-0.43591,0.17957,0.5132,0.3665,0.3902,0.25744,0.00306,0.40203,0.3481,-0.54857,-1.06508,1.99272,0.57919,1.43056,1.10626,-0.32256,-1.28755,-1.18667,-0.98206,-0.75688,-1.15025,-0.03588,-0.12852,0.02968,-0.8045,1.75843,0.58039,-0.37673,0.58857,1.03609,0.6187,-0.80937,-1.1114,-0.36114,-1.48569,-0.63756,0.82384,0.1233,0.31173,0.5779,0.53618,-1.33996,-1.58856,-1.89879,-1.17792,0.10398,1.45428,1.10828,1.36431,1.48656,0
