,QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3,y
peptide_nm_50,-0.42396,0.54022,-0.63027,1.1081,0.19549,0.40377,0.07642,0.75412,-0.5072,-0.89497,-0.05108,-0.61806,-0.48417,-0.09532,0.87461,-0.17886,0.79649,-0.53919,0.60336,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.18253,-0.53513,0.9063,1.18253,-0.53513,0.9063,0
peptide_nm_51,-0.14122,1.37537,0.95339,-0.68258,-0.42241,3.43602,0.51637,-0.5219,0.50361,-0.37965,0.04886,-1.02775,-0.48417,0.38015,-0.73055,-0.82819,1.14461,-0.53919,-0.59176,-0.96356,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,4.4748,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.31753,0.43232,1.71127,0.31753,0.43232,1.71127,0
peptide_nm_52,0.09471,-0.05848,-0.63027,0.28905,-0.42241,-0.57588,0.13517,0.26872,-0.5072,1.83567,0.04146,-0.13855,-0.48417,0.77689,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.15278,-0.09538,-0.0432,1.15278,-0.09538,-0.0432,0
peptide_nm_53,-0.37499,-0.04193,-0.63027,-0.68258,0.26376,-0.57588,0.9181,-0.35145,3.60313,-0.1964,0.0688,-1.02775,1.13929,0.81432,0.16071,0.61373,0.96448,-0.53919,0.73542,0.5327,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.14963,0.01273,0.64333,0.14963,0.01273,0.64333,0
peptide_nm_54,2.17047,-0.76872,-0.63027,-0.68258,-0.42241,-0.57588,0.56843,-1.00122,-0.5072,0.18295,0.10366,0.37644,-0.48417,0.43642,-0.73055,0.28445,-0.7263,-0.53919,-0.59176,-0.96356,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.02567,-1.06099,-0.56713,-1.02567,-1.06099,-0.56713,0
peptide_nm_55,1.20358,-0.76872,-0.63027,2.1064,-0.42241,-0.57588,-0.61313,-0.0898,1.41483,-0.89497,0.55446,-1.02775,-0.48417,0.32027,1.76949,0.18324,1.64544,-0.53919,-0.59176,0.08599,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.69625,-0.96205,-0.08335,-0.69625,-0.96205,-0.08335,0
peptide_nm_56,-0.12188,0.33189,-0.63027,0.82309,-0.42241,1.07157,0.54646,0.47484,-0.5072,0.69195,-0.52834,-1.02775,-0.48417,0.41268,-0.05557,0.26376,0.55412,0.2545,-0.59176,0.73621,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.65758,0.82077,0.83805,0.65758,0.82077,0.83805,0
peptide_nm_57,-0.02471,-0.76872,4.88324,1.0194,-0.42241,-0.57588,-0.61313,1.22331,-0.5072,0.30083,0.23921,-1.02775,-0.48417,-0.84053,0.7951,0.40613,-0.7263,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,4.53418,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.36359,-1.64,-0.69962,-1.36359,-1.64,-0.69962,0
peptide_nm_58,-0.42135,-0.11039,-0.63027,1.11864,0.82066,-0.57588,0.08048,0.1759,0.73398,-0.89497,-0.04469,0.20856,-0.48417,-0.84053,-0.73055,0.4781,0.80545,-0.53919,1.81256,1.74772,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.73409,-0.27128,1.00467,0.73409,-0.27128,1.00467,0
peptide_nm_59,3.92741,0.41146,1.11313,-0.68258,-0.42241,1.19068,-0.61313,-1.00122,-0.5072,0.23938,0.8213,-1.02775,-0.48417,0.50328,0.71671,0.34271,-0.7263,-0.53919,1.56335,0.25146,3.7886,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.98529,-1.31385,-0.84616,-0.98529,-1.31385,-0.84616,0
peptide_nm_60,0.22426,-0.23145,0.1634,1.52243,0.59208,-0.57588,-0.04707,-0.52089,1.51869,-0.37856,0.34881,-0.3551,0.71596,-0.22877,-0.0717,0.2379,-0.10126,-0.53919,-0.59176,1.24897,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.6671,-0.04774,0.95247,1.6671,-0.04774,0.95247,0
peptide_nm_61,0.39419,0.47312,-0.63027,1.0163,-0.42241,1.28297,2.65784,-0.4461,0.66346,-0.29816,-0.79368,-1.02775,-0.48417,-0.13352,0.03089,-0.21215,-0.00394,-0.53919,-0.59176,0.31495,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.80422,0.42499,0.50884,0.80422,0.42499,0.50884,0
peptide_nm_62,1.19284,-0.76872,-0.63027,-0.68258,-0.42241,3.97794,0.98952,0.35871,-0.5072,-0.89497,0.54568,-1.02775,-0.48417,-0.84053,1.13482,0.68098,-0.7263,-0.53919,-0.59176,0.60248,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,4.4748,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-2.15633,-2.48651,-1.47648,-2.15633,-2.48651,-1.47648,0
peptide_nm_63,0.16179,-0.00883,0.49226,1.3962,-0.42241,0.56156,0.98784,-1.00122,-0.5072,-0.89497,0.12372,-0.55207,-0.48417,-0.84053,0.2013,0.6794,1.04149,0.55655,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.75322,-0.78798,0.65738,0.75322,-0.78798,0.65738,0
peptide_nm_64,-0.86711,-0.76872,1.84753,0.08219,-0.42241,-0.57588,-0.02414,-0.00164,0.54678,0.17968,-0.51869,0.02224,0.76457,0.43255,-0.04501,0.83594,-0.07594,0.26692,1.44993,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.58421,0.17763,0.58913,1.58421,0.17763,0.58913,0
peptide_nm_65,-0.30669,-0.76872,1.81538,-0.68258,-0.42241,1.90225,-0.61313,-0.26126,2.61412,-0.09944,-0.67932,0.00861,-0.48417,0.10189,-0.73055,0.81435,-0.7263,-0.53919,-0.59176,1.59298,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,0.36854,-0.52597,0.12944,0.36854,-0.52597,0.12944,0
peptide_nm_66,-0.34291,0.00545,3.94457,1.43559,1.77052,-0.57588,-0.61313,-0.30909,-0.5072,1.33757,-1.13714,-0.05851,-0.48417,0.04097,1.16818,0.70797,0.17434,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.49859,-0.5168,1.41418,-0.49859,-0.5168,1.41418,0
peptide_nm_67,-0.42243,1.20127,-0.63027,1.11399,-0.42241,-0.57588,2.84605,0.17286,-0.5072,-0.26373,-1.13714,-0.20567,0.98282,-0.09274,0.07481,-0.82819,-0.7263,0.40781,0.6075,-0.96356,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.69371,0.1135,0.63932,0.69371,0.1135,0.63932,0
peptide_nm_68,-0.86711,-0.76872,-0.63027,1.58352,-0.42241,-0.57588,0.25937,-0.26086,1.05411,-0.89497,-1.13714,0.52758,1.36565,-0.84053,1.30078,-0.82819,0.23711,-0.53919,0.92046,1.59438,-0.48659,-0.42619,-0.18714,4.31535,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,3.60775,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,0.52156,-0.18699,-0.39048,0.52156,-0.18699,-0.39048,0
peptide_nm_69,2.57647,0.50282,-0.63027,-0.68258,-0.42241,0.37561,-0.61313,0.13557,0.69124,1.54914,-0.78553,-0.62984,0.93573,0.6073,0.04896,0.43335,0.0132,0.37741,-0.59176,-0.30914,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.4323,-0.02758,1.22548,0.4323,-0.02758,1.22548,0
peptide_nm_70,-0.14812,0.29312,0.93832,0.77006,-0.42241,-0.57588,0.50562,-1.00122,-0.5072,1.14648,-0.54979,-0.36305,-0.48417,-0.84053,-0.73055,-0.82819,1.74461,-0.53919,-0.59176,0.12964,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,3.61143,-0.23344,-0.12128,-0.38751,-1.42948,-0.10271,-0.70765,-1.42948,-0.10271,-0.70765,0
peptide_nm_71,0.20538,-0.76872,-0.63027,-0.68258,-0.42241,4.16592,-0.61313,-1.00122,-0.5072,-0.89497,2.36757,-1.02775,-0.48417,0.963,-0.73055,2.31474,1.11639,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,4.4748,-0.19485,-0.41009,-0.17418,-0.41783,1.78517,-0.60739,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,-2.31361,-1.99363,-2.42398,-2.31361,-1.99363,-2.42398,0
peptide_nm_72,-0.31406,0.04807,-0.63027,0.43481,-0.42241,0.64673,0.24743,-0.27099,1.03274,1.46002,-0.23366,-0.51645,3.16432,-0.84053,-0.73055,0.79231,-0.7263,-0.53919,-0.59176,-0.12266,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.3562,0.21428,0.10133,-0.3562,0.21428,0.10133,0
peptide_nm_73,-0.43578,1.14255,0.31075,0.18888,-0.42241,0.37764,0.05803,-0.43171,0.69381,0.32981,-0.43229,-0.62899,-0.48417,-0.84053,-0.73055,-0.82819,1.49722,-0.53919,-0.59176,-0.96356,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,3.61143,-0.23344,-0.12128,-0.38751,0.34728,0.65403,0.54497,0.34728,0.65403,0.54497,0
peptide_nm_74,-0.86711,-0.76872,2.26379,0.65748,-0.42241,-0.57588,-0.61313,-1.00122,1.33961,0.98807,-0.5953,-0.41456,-0.48417,1.3902,1.67191,0.14366,-0.7263,-0.53919,1.19699,-0.96356,-0.48659,-0.42619,4.53418,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,-0.63248,-0.60739,-0.09562,2.09867,3.60775,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.81526,-0.47283,-0.15561,-0.81526,-0.47283,-0.15561,0
peptide_nm_75,-0.86711,-0.76872,1.04415,-0.68258,-0.42241,2.81709,-0.61313,-1.00122,1.62982,0.1945,-1.13714,-0.31821,-0.48417,0.4501,0.65944,-0.82819,0.59236,1.09527,-0.59176,0.20339,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,4.4748,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.45073,-1.28087,-0.03115,-1.45073,-1.28087,-0.03115,0
peptide_nm_76,-0.27108,-0.76872,-0.63027,1.72587,-0.42241,0.74174,0.3143,-0.21424,-0.5072,-0.04889,-1.13714,-0.47672,3.4484,2.16639,1.42838,0.91848,-0.7263,-0.53919,1.01568,-0.96356,-0.48659,-0.42619,-0.18714,4.31535,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,10.45825,2.09867,3.60775,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,-0.13941,-0.8228,0.4707,-0.13941,-0.8228,0.4707,0
peptide_nm_77,0.6404,0.34436,1.01401,0.07878,-0.42241,0.25718,-0.61313,-0.0061,3.69032,-0.89497,0.40223,-1.02775,0.759,-0.84053,-0.73055,-0.27603,-0.07884,0.26333,0.42453,-0.96356,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,5.74121,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.65435,0.119,0.61121,1.65435,0.119,0.61121,0
peptide_nm_78,0.06217,-0.76872,-0.63027,0.25617,0.22545,-0.57588,0.83283,0.22576,2.0803,-0.89497,0.38103,-0.59819,1.04865,0.72217,0.11095,-0.14738,-0.7263,-0.53919,-0.59176,-0.25709,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.36854,0.709,0.03107,0.36854,0.709,0.03107,0
peptide_nm_79,1.87606,0.75037,-0.63027,-0.68258,0.05573,-0.57588,0.98737,-0.09568,-0.5072,-0.89497,-0.57687,0.55724,-0.48417,-0.26387,-0.73055,0.17672,0.45205,-0.53919,0.33304,-0.44217,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.30053,0.99666,1.37202,0.30053,0.99666,1.37202,0
peptide_nm_80,0.54584,-0.76872,2.45233,-0.68258,0.56255,-0.57588,-0.61313,3.66266,-0.5072,0.10778,-0.56007,-0.37469,-0.48417,-0.84053,0.5488,-0.82819,-0.7263,-0.53919,1.31332,2.25884,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,-0.15004,-1.4531,-0.27204,-0.15004,-1.4531,-0.27204,0
peptide_nm_81,0.33478,0.41463,1.11782,0.53157,-0.42241,-0.57588,0.63364,-0.20776,0.60832,0.81114,-0.15529,-0.47218,-0.48417,-0.16682,-0.36776,0.05235,0.99455,-0.53919,1.02892,-0.35441,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,2.15167,0.6467,1.87186,2.15167,0.6467,1.87186,0
peptide_nm_82,-0.08596,0.38494,0.22201,0.10669,-0.42241,2.01457,-0.00527,0.54598,1.66786,-0.89497,-0.499,-0.66659,-0.48417,0.47308,1.39169,-0.25578,0.61583,-0.53919,1.51492,-0.36958,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.80635,1.14874,0.10334,0.80635,1.14874,0.10334,0
peptide_nm_83,0.34675,0.42642,-0.63027,0.13491,-0.42241,-0.57588,0.64606,1.13575,0.61944,-0.89497,-0.8066,-0.65368,0.85066,-0.16011,-0.73055,0.35755,0.66409,-0.53919,0.49946,2.1125,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,-0.87052,0.56058,2.14888,-0.87052,0.56058,2.14888,0
peptide_nm_84,0.45804,-0.11629,-0.63027,0.20997,0.80932,0.40072,0.76142,-0.41793,-0.5072,-0.26787,-1.13714,0.19735,-0.48417,-0.09764,-0.73055,-0.18089,0.03272,0.4016,-0.59176,0.37959,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,1.39081,-1.345,1.61492,1.39081,-1.345,1.61492,0
peptide_nm_85,-0.86711,-0.76872,0.48255,0.34797,0.28881,1.67931,0.97423,-0.32774,-0.5072,0.55315,-0.72045,-0.08462,-0.48417,-0.84053,-0.73055,0.66658,1.02646,0.54707,2.15946,-0.18801,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.59169,0.39384,-0.42862,0.59169,0.39384,-0.42862,0
peptide_nm_86,0.63748,-0.21331,0.1902,0.83735,0.10196,0.25548,1.72802,-0.00792,-0.5072,0.70677,-0.52257,-0.68008,-0.48417,-0.84053,-0.04946,0.27411,0.56625,-0.53919,-0.59176,0.18028,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.57257,0.92704,0.75775,0.57257,0.92704,0.75775,0
peptide_nm_87,-0.86711,1.45154,1.3375,-0.07504,-0.42241,0.08887,0.32243,0.58671,-0.5072,-0.04148,-0.40031,-0.47189,-0.48417,0.67622,0.35837,-0.38758,-0.20965,-0.53919,0.2192,-0.04937,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,2.48747,-0.06789,1.02675,2.48747,-0.06789,1.02675,0
peptide_nm_88,-0.86711,-0.76872,0.81241,0.65345,-0.42241,0.88596,0.41581,-0.12811,1.33405,-0.89497,1.02357,-0.41641,-0.48417,-0.84053,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,1.04709,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,-0.32219,-0.33541,-0.74178,-0.32219,-0.33541,-0.74178,0
peptide_nm_89,0.0944,0.6513,1.46744,-0.68258,-0.42241,-0.57588,-0.61313,0.26832,-0.5072,0.46992,2.00492,-1.02775,-0.48417,-0.84053,1.01083,0.58066,0.92572,-0.53919,-0.59176,-0.96356,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,1.78517,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-1.73552,-2.13838,-1.36006,-1.73552,-2.13838,-1.36006,0
peptide_nm_90,1.73054,-0.76872,-0.63027,0.62957,-0.42241,2.29554,0.39742,-1.00122,-0.5072,-0.89497,-0.60659,0.17309,-0.48417,-0.84053,-0.73055,1.07502,-0.7263,-0.53919,-0.59176,-0.96356,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,4.4748,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,0.73679,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,-1.63563,-0.50764,0.84207,-1.63563,-0.50764,0.84207,0
peptide_nm_91,1.14771,0.22308,-0.63027,2.03104,-0.42241,-0.57588,0.43182,-0.11453,-0.5072,-0.89497,0.50881,-1.02775,-0.48417,-0.84053,0.48569,1.1398,2.73545,-0.53919,-0.59176,1.07859,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,3.61143,-0.23344,-0.12128,-0.38751,0.78085,-2.43154,0.37635,0.78085,-2.43154,0.37635,0
peptide_nm_92,-0.39219,1.3357,-0.63027,-0.68258,-0.42241,-0.57588,0.86508,0.25312,-0.5072,0.45357,-0.36106,-0.58869,1.08258,-0.04188,-0.73055,-0.13231,0.90594,-0.53919,-0.59176,-0.96356,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,0.3069,0.61372,0.05918,0.3069,0.61372,0.05918,0
peptide_nm_93,0.70195,0.38992,1.08132,-0.68258,-0.42241,1.15844,-0.61313,0.03464,-0.5072,1.33234,3.99007,-1.02775,-0.48417,0.47876,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,3.80784,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,2.14426,1.78517,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,-1.15319,-0.89975,-0.95055,-1.15319,-0.89975,-0.95055,0
peptide_nm_94,-0.86711,0.66513,0.07567,-0.02883,-0.42241,-0.57588,3.41569,-0.57399,-0.5072,-0.89497,-0.07955,-0.13017,0.58329,0.24799,-0.73055,-0.35407,-0.7263,-0.53919,1.15394,-0.47157,-0.48659,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,2.16199,-0.41009,-0.17418,-0.41783,0.57635,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,2.49172,-0.8228,1.54666,2.49172,-0.8228,1.54666,0
peptide_nm_95,1.01923,-0.76872,2.11343,0.5877,-0.42241,0.81402,0.36518,0.65927,2.99451,0.89023,-0.10977,-0.44649,-0.48417,0.21676,1.54709,0.09305,-0.7263,-0.53919,-0.59176,0.9486,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,-0.38751,-0.50497,-0.81913,0.38237,-0.50497,-0.81913,0.38237,0
peptide_nm_96,0.49043,1.23618,-0.63027,-0.68258,-0.42241,0.92464,-0.61313,-1.00122,1.38278,-0.89497,-0.58264,-1.02775,-0.48417,-0.84053,0.49876,3.15006,-0.7263,-0.53919,-0.59176,0.06849,1.65101,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,2.31328,-0.23061,-0.23344,-0.12128,-0.38751,0.2729,-1.01702,-0.78795,0.2729,-1.01702,-0.78795,0
peptide_nm_97,0.10346,1.38126,-0.63027,1.27836,-0.42241,-0.57588,0.14186,-1.00122,0.84382,0.48277,-0.74076,-1.02775,-0.48417,-0.02459,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,1.2499,-0.48659,2.00174,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,-0.41009,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,0.51518,0.09335,0.29605,0.51518,0.09335,0.29605,0
peptide_nm_98,0.74416,-0.76872,-0.63027,1.48769,-0.42241,0.61144,0.22259,1.83558,0.98829,-0.13256,-0.69838,-1.02775,1.28766,0.06266,-0.73055,-0.82819,-0.7263,-0.53919,-0.59176,3.11981,1.65101,-0.42619,-0.18714,-0.23173,-0.14829,-0.22347,-0.19485,2.3541,-0.17418,-0.41783,-0.63248,-0.60739,-0.09562,-0.33007,-0.27718,-0.26905,-0.23061,-0.23344,-0.12128,2.44035,-0.33919,0.10984,0.40646,-0.33919,0.10984,0.40646,0
