,Geary_CIDH920105.lag1,Geary_CIDH920105.lag2,Geary_CIDH920105.lag3,Geary_BHAR880101.lag1,Geary_BHAR880101.lag2,Geary_BHAR880101.lag3,Geary_CHAM820101.lag1,Geary_CHAM820101.lag2,Geary_CHAM820101.lag3,Geary_CHAM820102.lag1,Geary_CHAM820102.lag2,Geary_CHAM820102.lag3,Geary_CHOC760101.lag1,Geary_CHOC760101.lag2,Geary_CHOC760101.lag3,Geary_BIGC670101.lag1,Geary_BIGC670101.lag2,Geary_BIGC670101.lag3,Geary_CHAM810101.lag1,Geary_CHAM810101.lag2,Geary_CHAM810101.lag3,Geary_DAYM780201.lag1,Geary_DAYM780201.lag2,Geary_DAYM780201.lag3,y
peptide_nm_94,0.81962,-1.74477,0.47113,1.12624,-1.08763,0.15709,-0.33377,-0.95509,0.60845,0.51483,0.14367,0.78585,0.14515,-0.24543,0.81905,-0.09682,-0.96224,0.42189,1.03348,-0.47511,-0.27552,-1.34943,-1.35186,-0.97507,0
peptide_nm_95,-0.08752,-0.66476,-0.50568,0.47023,0.50178,0.3137,0.80461,-1.06839,-0.61411,1.24434,-1.39949,-0.4577,0.26441,-1.48924,-0.76248,1.42866,-0.67226,-0.53224,2.08374,-0.63193,-0.77542,-0.92629,-0.70054,-1.31658,0
peptide_nm_96,0.2202,-0.30578,0.81738,1.27732,-0.54131,0.31825,2.09164,-0.74813,0.15393,0.44877,-0.91807,0.2885,1.92363,-0.71484,0.28667,1.5881,-0.83405,0.17488,1.35965,-0.15605,0.75057,0.30282,-0.0441,0.27007,0
peptide_nm_97,1.51178,0.19991,-0.78856,0.25401,-0.12413,1.5298,-0.25317,1.33868,1.49597,-1.31875,0.25107,0.49273,-0.16088,1.38979,1.71822,1.12919,0.18243,0.78567,2.46784,-1.42069,0.85762,0.67136,0.57132,-1.42933,0
peptide_nm_98,-0.41375,-0.16387,0.07311,-0.6064,0.62434,0.33036,0.77964,-1.14789,1.61626,0.70779,-0.32741,-0.55358,0.88929,-1.11037,1.63232,0.67182,-1.25446,1.39154,1.07769,-0.81469,0.96771,0.89985,-1.0148,0.41791,0
peptide_nm_99,0.456,0.53163,-1.70159,0.4185,1.49022,-0.44198,0.19223,0.07627,2.19434,2.43463,-1.61733,0.5253,0.67111,-0.56188,1.63501,-0.04747,-0.33608,1.75117,1.08394,-1.13529,0.16915,-1.69403,1.68475,2.19333,0
peptide_nm_100,-0.30801,-0.93864,-0.83091,0.79062,-0.48762,-0.89882,-0.55852,-0.11273,0.12884,-0.06323,-1.99332,0.30417,-0.51485,-0.41603,0.17516,-0.24987,-0.23397,-0.47966,1.68984,0.506,-0.51222,-0.60297,-0.28312,-0.96875,0
peptide_nm_101,-1.38065,-1.28276,0.03969,-1.50477,0.03615,-0.75694,-1.00671,-0.90364,0.83976,-0.95352,-0.54681,-0.3713,-0.75811,-0.86553,0.23004,-0.80646,-0.591,1.21763,-0.35051,-0.26907,0.62721,-0.35859,-0.30166,0.24074,0
peptide_nm_102,-0.52661,-0.31427,-0.68099,0.05023,0.18538,-0.64564,0.19391,0.35934,-1.08146,1.08035,0.02278,-0.15862,0.07163,0.6216,-0.55895,0.45134,0.10888,-1.16453,0.07763,-0.20898,-0.0278,-1.06055,-0.11245,0.27788,0
peptide_nm_103,-0.8217,-0.49925,1.68958,0.19723,-0.54558,-0.48421,0.30214,-0.57843,0.85737,0.95768,0.05059,1.48589,0.91572,-0.18848,1.10525,-0.11722,-1.00708,1.03579,-0.79812,0.25945,0.33599,-2.66733,0.12259,2.45569,0
peptide_nm_104,-0.44142,0.37586,-0.18004,-0.34194,-0.30914,-0.52966,2.06475,0.02763,-0.06696,0.10582,0.41991,-0.06804,1.76101,0.06842,0.4491,1.53103,-0.24201,0.56379,-0.56217,-0.13502,1.1586,0.86205,1.77358,-1.73678,0
peptide_nm_105,0.48315,-0.22351,0.47361,-0.50804,0.11019,1.75101,-2.38089,-0.54539,0.43255,0.2887,0.80846,0.74525,-1.92778,-1.29267,0.3576,-2.0599,-0.3409,-0.27198,0.46723,-0.85908,-0.97156,0.73842,-0.57702,-0.65831,0
peptide_nm_106,0.32666,0.42447,0.60849,0.18308,0.69609,-0.72764,0.15448,1.18894,0.50873,0.35198,0.67901,0.06486,0.55282,0.85706,-0.06707,0.45569,0.60442,0.28714,0.48835,-0.16356,0.66898,-0.32221,-0.29257,0.47755,0
peptide_nm_107,-1.95037,-1.29804,-0.00947,-2.44327,-1.33714,0.0609,-0.02797,1.68592,-0.08584,1.29811,0.18326,0.23834,0.4794,1.45051,-0.10419,-0.2272,2.02442,-0.06547,0.78152,1.79257,0.60853,-0.8712,-1.13472,0.60436,0
peptide_nm_108,0.435,-0.02555,-0.28882,-0.306,-0.42685,-0.6122,0.6319,1.27459,-0.26213,0.82896,-1.30113,0.95009,0.25507,1.59923,0.12791,0.51058,1.39843,-0.51779,0.34201,-0.088,0.76003,1.16489,-0.28478,-0.64521,0
peptide_nm_109,0.07996,1.04297,-0.46096,1.60403,0.87113,-1.75474,0.47948,-0.41527,-0.06413,-1.3826,-0.07843,0.36279,-0.16344,-0.63998,-0.23944,0.30808,-0.13075,-0.97054,-0.96837,0.85242,0.34054,0.69047,-1.19616,-0.40124,0
peptide_nm_110,-0.60585,-1.55083,0.05614,-1.55449,-0.71468,-0.16799,-0.79921,0.75162,0.72909,-0.47641,-0.69154,0.19221,-0.74904,0.54486,-0.01065,-0.12197,0.26116,0.36255,1.12647,-0.12475,-0.288,-1.03479,2.10299,0.34452,0
peptide_nm_111,-0.39794,-1.17929,0.41561,-1.13371,-0.63045,-0.24779,-0.30135,1.05314,0.89637,0.64532,0.18269,0.04527,-0.22568,1.47659,0.7591,-1.09555,1.03919,0.85806,0.13957,-0.35111,0.85487,1.47316,-0.8292,0.61468,0
peptide_nm_112,0.29007,0.1349,0.49804,-0.05956,-0.2023,1.43293,-0.76949,-1.07622,-0.95982,-0.26297,-0.42082,1.69419,-0.75368,-1.07393,-0.81185,-0.75783,-0.83176,-0.70625,-0.00242,-0.56934,0.87365,0.26136,0.91797,-0.83736,0
peptide_nm_113,-1.58884,-0.92444,0.70046,-1.35312,-0.06726,0.88687,0.9832,0.73515,-1.11914,1.60955,-0.68021,-0.29423,0.57157,0.47961,-1.55865,0.82902,0.54049,-0.92597,0.28103,0.52587,0.78503,0.1076,0.36018,-0.56188,0
peptide_nm_114,-0.73731,0.161,0.41235,1.02455,-0.47159,-0.27442,-0.11249,-0.09575,-0.69424,1.17792,-0.05261,-0.27793,0.61158,-0.60372,0.08698,-0.5994,-0.22418,-0.83882,-0.15837,0.24078,0.4691,0.06405,-0.63775,0.35595,0
peptide_nm_115,0.26063,-2.16899,-0.20771,0.9767,-1.00211,-0.26622,-1.25567,-0.66173,1.01062,0.65566,0.53034,-0.22678,-1.13342,-0.52339,1.37916,-0.57815,-1.02463,0.78212,0.22281,-0.73139,1.26717,-1.98697,-0.60355,-0.9588,0
peptide_nm_116,1.8203,-0.70139,-1.38858,1.00991,-0.71299,-1.099,-1.49708,0.78051,-1.43809,0.57516,-0.28641,1.6428,-1.69698,0.91597,-1.31661,-1.19269,0.12503,-1.42877,0.32221,-0.74699,-0.54578,0.87122,-1.32568,0.15011,0
peptide_nm_117,-1.40402,0.5376,-0.15729,-0.48687,-0.82666,0.27503,-0.48467,-0.88849,-0.99497,0.17934,-2.35678,-0.30988,-0.72548,-0.90882,-1.80135,0.09166,0.28478,-1.73648,1.06549,1.94217,-2.25109,-1.26516,-0.22969,-1.06896,0
peptide_nm_118,0.65695,-1.78658,2.15882,-0.27562,-0.35173,-1.55687,-1.37895,-2.21529,-0.73539,0.23537,1.84639,-0.85578,-2.0713,-2.28961,-0.89357,0.01855,-2.63195,0.58795,2.88438,-0.70584,1.21034,1.15041,0.06025,-1.69686,0
peptide_nm_119,-0.61099,-0.02493,-0.08133,0.66631,-0.58262,-0.13766,-0.3645,-0.28405,3.52188,1.75292,-2.38098,-0.18195,-0.19679,-0.3244,3.87004,-0.47023,-0.51752,3.60082,1.22031,-1.89191,2.59301,0.61786,-0.55075,-0.12136,0
peptide_nm_120,-0.06964,-1.00546,0.37243,0.65964,0.02307,0.04129,-1.13001,0.20665,0.53606,-0.33078,-1.20698,-0.68746,-1.1375,0.42466,0.23691,-1.28753,0.11415,0.71262,-0.43403,-0.65714,0.35028,0.31343,0.04462,0.23162,0
peptide_nm_121,1.9305,-1.61966,1.64782,0.60918,0.66032,0.49507,0.16597,1.44032,0.13294,-0.6342,0.17942,0.26315,0.31782,1.40442,-0.49513,0.21505,1.34969,0.17795,-0.00436,0.66476,0.76306,1.54588,-0.3754,0.8142,0
peptide_nm_122,0.88335,-1.03536,-0.08624,0.1507,0.15413,0.10274,0.16647,1.80791,-1.25067,0.70712,0.56923,0.73291,0.34226,2.17411,-0.6176,-0.10648,2.00599,-0.41798,-0.77357,1.1366,0.55165,-1.08254,-1.07182,-1.10318,0
peptide_nm_123,0.45885,-1.18821,1.35634,-0.68723,-0.70946,0.07968,-0.51426,-0.63517,1.81996,-2.54793,-0.15566,1.42396,-1.21835,-1.14727,1.31995,-0.65801,-1.12113,1.61891,-2.90805,-2.27741,-1.25027,0.04987,0.71611,-0.11045,0
peptide_nm_124,2.25748,-1.21923,0.57857,0.14513,0.0248,0.52297,-0.6551,0.81714,0.6256,1.2055,-0.82986,0.47618,-0.50052,1.16661,0.79452,-0.91781,1.7168,0.69759,1.21507,-0.77302,0.63337,-0.76512,0.81784,-0.07751,0
peptide_nm_125,-1.52541,-1.03938,-0.30113,-0.84814,-0.96318,-0.15119,-1.11407,0.32076,-0.36488,0.14767,-0.30264,1.46589,-1.14212,0.52321,-0.29134,-1.16813,0.50828,-0.27994,-1.85313,-0.08178,-0.17541,-2.08182,0.01916,-0.24691,0
peptide_nm_126,0.68624,0.00589,-0.42986,0.64031,-0.35607,-1.96609,-1.63672,-0.22905,-0.0971,0.66634,0.04655,0.1511,-1.47133,-0.18141,-0.26527,-2.09131,-0.71882,-0.49037,-0.75761,-1.25708,-1.34913,0.54644,-0.25433,-1.04158,0
peptide_nm_127,-1.29813,-0.532,-0.38728,-0.0972,-0.76913,-1.43073,-0.52285,-0.35178,0.93779,-0.77301,-0.25049,0.39045,-0.57571,0.70556,2.1929,-0.30737,-0.18262,1.11214,-0.85645,0.65008,1.77616,0.09538,1.18182,-0.21462,0
peptide_nm_128,-0.58881,0.15348,-0.65805,-0.27388,-0.11455,-0.33678,-0.99809,0.04931,-2.46432,1.42121,-0.60616,-0.02582,-0.99512,0.23887,-2.04916,-0.45739,0.70831,-2.65532,1.79958,-0.1182,-0.83213,0.07073,1.55058,-2.29563,0
peptide_nm_129,-1.48082,0.79282,3.03902,-1.00496,2.05381,2.58771,-0.00264,0.32586,1.82663,-1.55092,1.09388,1.73822,0.20544,0.55521,1.83614,0.4092,0.39303,1.82117,-1.13854,1.22184,0.24135,-2.86011,-0.33034,0.80946,0
peptide_nm_130,-0.50311,-0.88664,1.34219,-0.60298,-0.18894,0.06728,2.07233,-1.10907,3.27764,0.9462,-2.0177,-0.37394,0.91592,-0.948,2.17298,1.95636,-1.22147,2.89288,3.00936,-2.37126,2.45147,-0.1271,0.36606,2.45619,0
peptide_nm_131,1.0297,-0.55316,0.364,-2.49342,-0.36934,1.39584,0.19712,-0.42345,-0.14357,-0.40867,0.48636,0.79281,-0.00443,0.12923,-1.05913,0.65912,-0.41791,-0.14501,0.69102,1.00547,0.48345,1.17363,0.2155,-1.4408,0
peptide_nm_132,-0.1934,-0.6967,0.14322,0.00959,-0.16239,-0.26868,0.56709,-0.12528,2.3478,0.00475,-0.6969,-0.5381,-0.55493,0.34835,1.58105,0.03122,-0.31961,2.26847,-1.4047,0.05121,2.48844,2.18974,-1.95708,-0.16459,0
peptide_nm_133,0.3948,-0.32256,0.41586,0.35654,-0.25058,-0.07512,-1.09972,-0.33157,1.40391,1.364,-1.26453,1.79,-1.8248,-1.09507,1.35521,-0.95283,-0.86549,1.552,1.5227,-1.47811,0.55472,-0.75592,1.17809,0.2386,0
peptide_nm_134,-1.39389,0.43818,0.52086,-0.13566,-0.63865,0.22852,-1.86239,-1.05938,0.24234,-1.17897,-1.12355,0.31206,-1.54754,-0.65117,1.07252,-2.00707,-0.77272,0.50306,-0.46413,0.39516,-0.3112,-1.44427,-0.34548,-0.6084,0
peptide_nm_135,0.2416,-0.24225,-0.04562,0.06752,-0.53135,-0.05721,1.20945,0.75391,-0.54881,0.63575,0.9698,-0.17426,1.21304,0.44991,-0.61987,1.27787,0.83818,-0.87399,-0.11582,1.01341,0.15401,-1.14048,-0.06691,0.3098,0
peptide_nm_136,1.91037,-1.60928,1.88095,1.01551,-2.0688,1.90918,0.99573,-1.24425,0.40717,-1.03908,0.15039,-1.75438,1.04315,-1.53214,-0.10838,1.2239,-1.59395,0.67684,2.09215,-2.03735,-1.12429,-0.72555,-0.58029,1.13727,0
peptide_nm_137,-0.41544,0.46256,0.66581,0.58342,-0.2856,-0.65167,-1.05767,-0.67774,-0.94108,1.00484,-0.64279,-0.81083,-0.90191,-0.441,-1.18922,-0.93188,0.02723,-0.95875,0.44333,-0.11028,-0.93856,-0.56524,1.24281,0.11201,0
peptide_nm_138,-2.06834,0.56778,-0.14214,0.30291,-0.66051,2.08334,-2.20982,-1.45083,-0.24311,-1.4537,0.95382,2.33978,-1.97275,-0.32458,-0.10567,-2.79633,-1.5283,-0.61634,-1.13658,0.31063,-0.48698,0.73393,-0.26782,-1.1015,0
peptide_nm_139,0.04109,0.11502,0.15798,0.20597,-1.208,0.77515,0.15168,-0.0289,0.64932,-0.22518,-0.48925,0.60585,0.41556,-0.06653,0.98261,0.17226,-0.43784,0.91489,0.48287,-0.45867,0.69494,-0.64144,0.12935,-0.04975,0
peptide_nm_140,-1.80402,-1.6102,0.15909,-1.22325,-0.51455,-0.75464,1.31581,-1.12185,-0.16558,-0.08225,0.76926,-0.30005,0.69358,-1.00665,0.38743,0.56879,-0.66081,0.42575,-1.5417,0.16089,1.06323,-0.43876,0.22734,-1.12052,0
peptide_nm_141,0.01978,0.64625,-0.68035,-1.17728,-0.12867,-0.43851,1.28838,0.18479,-0.03388,-1.0245,-0.23838,1.22476,1.25744,0.23324,0.25087,0.95694,0.73183,0.08519,-0.04101,0.9076,0.5984,-1.26541,-0.37336,0.24237,0
peptide_nm_142,-2.35501,0.37415,1.46746,-0.20793,-0.47592,1.94806,1.18117,0.40364,-0.16564,1.39866,-1.46443,-1.91558,1.63869,0.4408,0.0953,0.58591,0.38011,0.01553,-0.96575,-0.28367,1.2837,0.56434,1.60822,0.8123,0
peptide_nm_143,-1.15681,0.91494,2.91549,-1.22246,1.32073,1.97593,1.73884,-1.0278,0.7585,-1.78748,-0.87798,1.07904,1.54163,-1.08016,1.19437,1.35095,-0.50828,0.55178,0.96158,0.6097,0.41442,0.96414,1.76757,-2.17069,0
peptide_nm_144,-0.86729,-1.42027,1.19359,-1.38584,-1.96413,0.06,-1.17808,-1.376,0.22411,-1.44197,-2.00072,0.21871,-1.25562,-1.24056,0.25856,-0.95933,-0.81774,0.5149,0.01948,-1.13999,0.93954,-0.14788,0.47953,-0.11468,0
peptide_nm_145,-0.48977,1.04397,0.49955,0.24343,-0.40313,0.85423,0.21188,0.28764,-0.21479,1.63733,-1.03193,1.45618,1.18811,-0.50226,0.23673,0.16289,0.49709,0.23578,0.27795,-1.25373,0.93457,-0.51677,-0.04188,0.22159,0
peptide_nm_146,-2.02121,0.5123,1.17352,-1.075,-1.06733,1.69101,1.78187,-1.71769,1.10468,0.03881,-2.29225,0.57481,1.99168,-2.43666,1.16675,1.0653,-1.34987,1.40178,-0.35727,-1.21877,0.66017,0.36111,0.65104,-0.17531,0
peptide_nm_147,0.00258,0.77024,0.3107,-0.11296,1.53954,0.18155,-1.53161,1.27402,1.10786,1.27487,0.68245,-0.57893,-1.22611,1.01842,0.82142,-1.46429,1.17851,1.07823,-1.02401,-0.2984,-0.60503,0.15787,0.93532,0.54069,0
peptide_nm_148,0.73357,-0.74128,1.76768,1.99298,-1.38943,0.94404,1.03674,-0.87345,-0.01265,-1.13827,-1.70536,-0.27612,0.5243,-0.87649,0.50134,0.84575,-1.28391,-0.00044,-0.18394,0.32931,1.11399,-0.28024,0.50862,0.45814,0
peptide_nm_149,-1.12581,-1.23377,-0.30832,-0.23252,-0.5467,-0.3297,-0.84459,0.27542,-0.29158,-0.59253,-0.90607,-0.83878,-1.08557,0.36363,-0.22872,-0.70275,0.53097,-0.23042,-2.17119,-0.10908,0.30707,0.19571,0.00925,1.04766,0
peptide_nm_150,-1.31638,0.24349,0.47597,-1.38501,1.16751,1.21841,0.58862,1.49076,-0.04318,1.13305,-0.39727,-0.37161,1.15267,1.02988,-0.11548,0.58464,1.49829,0.21642,-0.25906,0.55491,0.40669,1.61468,-0.31124,0.01402,0
peptide_nm_151,-1.25199,0.94482,0.63735,-0.94273,1.15807,0.15859,-1.09748,1.4581,1.59537,-0.16729,-1.14096,-0.47778,-0.58613,0.88661,1.70589,-1.23877,1.43762,2.04902,-0.3733,-1.12306,1.10294,-0.48662,-0.04781,0.17398,0
peptide_nm_152,-1.22948,0.56179,1.71757,-0.74324,0.74846,0.23025,1.01315,-0.00923,1.07896,-0.66262,0.52224,-0.01334,1.02134,-0.06514,0.8906,0.64987,0.14598,1.05297,-0.66736,-0.57972,1.77555,-0.13034,-0.78626,-1.5298,0
peptide_nm_153,0.35286,-0.07085,-0.75359,0.92383,-1.7975,0.36592,-0.86843,0.24999,0.291,-1.08986,0.25537,-0.44441,-0.74827,0.37271,0.45486,-0.57357,0.6104,0.39315,0.84123,0.1625,0.13568,-0.75257,0.66514,0.73373,0
peptide_nm_154,-0.62158,-1.88825,1.42675,-1.77485,-1.30102,-0.75931,-0.39083,0.79001,0.73576,-0.65641,-1.45726,-0.1757,-0.16564,1.25854,0.3328,-0.32015,0.82756,1.20016,0.81292,-0.72547,1.03799,-0.96587,-0.34785,1.11736,0
peptide_nm_155,0.12695,-0.02051,0.21135,-0.73828,1.10003,0.56645,-0.9261,-1.01605,-0.65149,0.04375,-1.29309,0.11835,-1.81992,-0.71358,-1.09292,-1.4724,-1.5792,-0.74082,-2.21442,-0.82754,0.13942,-0.63372,-1.19274,0.55615,0
peptide_nm_156,0.21023,0.24848,0.26202,1.64045,0.52042,-1.06418,0.25618,-0.60924,-0.54068,-1.09819,0.41746,2.31665,0.14853,-0.74575,-0.54798,0.23501,-0.37075,-0.66158,0.91759,-1.33291,1.23833,0.53459,0.97086,-0.07721,0
peptide_nm_157,1.21909,0.28227,-0.01071,0.89208,-1.28493,0.54455,0.0997,0.8439,-0.49089,1.97345,-1.05867,1.47046,0.39015,0.79628,-0.83557,1.53029,-0.41056,-0.89332,1.6333,0.19295,-0.83228,-0.92372,-0.14684,-0.83623,0
peptide_nm_158,1.11305,-0.26842,-0.37859,1.0767,-0.17852,-0.9032,-0.17435,-0.71475,-0.95335,-0.38665,1.54387,0.70402,-0.23023,-0.60592,-0.94882,0.14553,-0.44579,-1.27757,0.52465,-0.62971,-0.78704,1.04861,0.80819,0.30234,0
peptide_nm_159,1.01927,0.09669,-0.39374,1.23446,0.36652,-1.23095,-1.52377,0.43438,0.48613,0.46635,0.46972,-0.30138,-1.09491,0.92041,0.89393,-1.02965,0.36964,-0.05145,0.60873,0.96074,-0.65558,-0.9734,-0.55625,-0.9784,0
peptide_nm_160,0.05645,-1.16164,1.16701,1.11243,-1.08927,-0.26015,0.21816,0.96446,0.60305,-0.11603,-0.20654,0.42617,-0.07032,1.54645,0.52218,0.06213,1.19851,1.04138,-1.45245,0.21058,1.63036,-0.75125,0.45629,1.94338,0
peptide_nm_161,0.06696,0.34877,-1.98359,-1.6611,0.83842,0.96111,-1.94534,1.23719,1.48472,-0.86352,0.60723,-1.962,-1.75609,0.91492,0.32663,-1.93378,1.08988,1.08967,-1.84846,0.8066,0.25099,-1.31527,0.96483,-1.10727,0
peptide_nm_162,-0.17543,0.47377,0.32118,-0.67879,0.53292,2.05647,-0.46442,0.77533,0.54948,-0.15416,-0.11816,0.18246,-0.98059,0.46683,0.51411,-0.54458,0.84373,0.05364,0.01743,0.49606,0.06172,1.5127,-0.50391,0.38115,0
peptide_nm_163,1.15202,-1.1171,-0.27515,0.5208,-0.51926,0.24647,-0.59894,-0.48933,0.04864,0.73036,0.51077,-1.00006,0.16562,-0.79179,-0.20261,-0.22514,-0.87755,0.24755,1.11152,-1.07637,-0.73223,1.2789,-0.71081,0.15543,0
peptide_nm_164,0.68391,-0.16563,-0.43378,0.71898,0.55737,-0.05981,-0.4306,0.25519,0.76635,1.00674,-1.5386,1.69771,-0.53978,0.62187,1.10126,-0.42771,-0.56978,1.04614,0.00613,-0.54326,1.1971,-0.38445,-0.75416,0.69448,0
peptide_nm_165,0.79312,0.90429,0.09797,0.2281,-0.01006,-0.07148,-0.90875,1.98427,0.01551,-0.27534,1.27405,-1.41021,-1.12889,1.715,0.19395,-0.59802,1.95425,0.0505,-1.03578,-0.62104,-0.2794,-0.81589,2.15303,1.58837,0
peptide_nm_166,0.22645,-0.64318,1.22221,1.08489,-0.98478,1.41386,-0.13593,-0.49578,1.09865,-0.16705,-2.07562,-0.52508,-0.05094,0.14425,0.71181,-0.43,-0.21832,1.13703,0.12191,0.28009,1.00113,-0.49195,-0.20424,-0.07508,0
peptide_nm_167,0.0761,-0.28141,-0.67249,-0.7186,-0.20098,0.978,0.99365,0.44821,-0.6054,0.66743,-0.30608,0.8425,1.29728,-0.00356,-0.76675,1.13317,0.66712,-1.11611,0.06501,0.24621,0.10004,1.92468,-1.5089,0.72547,0
peptide_nm_168,-1.89521,-0.52726,0.5704,-0.86228,0.1858,0.21991,-0.55798,1.30242,-0.16837,0.79495,0.17578,-0.77358,-0.15653,1.66834,-0.01576,-0.81214,1.32776,0.28105,-0.97087,0.5531,0.25147,-1.74185,-1.01192,0.30793,0
peptide_nm_169,0.18237,-1.82482,-0.25451,-1.74336,-2.40263,-0.82635,0.50499,-1.49934,-0.91816,-0.65386,-0.76926,-0.60406,0.04312,-0.97048,-0.25518,0.64378,-1.40015,-0.50222,0.59091,-0.83914,0.94877,0.15844,-1.43491,-0.07413,0
peptide_nm_170,0.61165,-0.94698,-0.04333,1.53117,-1.19496,-0.9811,-0.96467,-1.01944,0.70902,-1.20736,-0.7678,0.68868,-1.35728,-0.88635,1.28468,-0.76395,-0.66201,1.26396,-2.04139,0.59282,3.04928,1.46927,0.74949,-2.01547,0
peptide_nm_171,0.06159,-0.53815,0.52223,-0.11564,-0.87038,-1.38079,0.39382,-0.25395,-0.65584,0.99685,-0.38194,0.28037,0.4491,-0.55961,-1.22511,-0.0978,-0.85614,-0.54634,-0.69527,-1.21914,-0.65541,0.21281,-0.19755,-0.13849,0
peptide_nm_172,-0.37367,0.40522,0.18513,-0.26935,0.79021,0.95562,0.76443,-0.18115,1.60089,-0.19162,-1.05455,-0.07007,0.37409,-0.01497,1.45842,0.77373,0.29104,1.73325,0.45014,0.54929,1.40077,-0.02838,-0.59653,0.01742,0
peptide_nm_173,-0.51197,0.38791,-1.06656,-0.78869,1.82208,0.97758,2.92178,-1.68202,1.01162,-1.98201,-1.92133,-1.0157,2.80291,-1.61205,0.33464,2.518,-1.92325,1.33841,-0.0408,-1.32267,1.95577,-1.07792,-0.36033,0.23462,0
peptide_nm_174,-1.20797,-0.28847,-0.71821,0.16531,-1.1398,-0.4004,-0.53479,-0.76058,-0.79444,0.26373,0.6336,0.607,-0.3212,-0.44836,-0.53064,-0.77731,-0.05657,-0.94355,-0.26788,1.29264,-0.15831,-1.29874,-0.63479,0.39916,0
peptide_nm_175,0.04059,-0.2601,-0.4378,1.54078,-1.2646,-0.56641,-0.49528,-0.44006,1.18416,0.38707,0.23436,0.26102,-0.41623,-1.43439,0.99029,-0.53219,-0.66316,0.23774,-1.42001,-1.08441,-1.20711,-0.13756,0.72505,1.66991,0
peptide_nm_176,0.27754,0.83832,-0.27907,0.68907,0.21082,0.21367,1.41671,-0.52797,1.25464,-0.34555,-0.53143,1.00142,1.55244,-0.72503,0.5925,1.2986,-0.34258,0.96224,-0.03211,0.40469,0.84766,-0.67462,0.57982,0.26086,0
peptide_nm_177,-0.97232,0.84111,1.88605,-0.32838,-0.07401,0.96734,-0.2186,1.85416,0.70397,0.34519,-0.0946,0.04723,-0.28541,1.67458,0.51605,-0.2425,2.25333,0.58241,-1.57844,-0.32546,-0.26099,0.05236,-0.27745,1.8861,0
peptide_nm_178,-0.22376,0.44717,-0.70043,1.07187,0.72012,-2.86189,-0.48844,-0.12196,0.12692,1.0264,-0.77792,1.56578,-0.55248,-0.73994,0.88779,0.17332,-0.31177,-0.07576,1.38504,-0.20556,0.67015,-1.40008,0.37647,1.7656,0
peptide_nm_179,0.12362,-1.16756,0.76406,-0.72305,-1.06503,1.78459,0.66781,-0.86917,-0.71378,0.82699,-0.43092,2.69853,0.72623,-0.86015,-0.89862,0.83824,-0.97551,-0.69687,0.49219,-0.11576,1.75503,1.64712,-1.03372,0.09529,0
peptide_nm_180,-0.66443,0.36747,0.35146,0.16557,0.67127,-0.18231,-0.28352,-0.15155,0.36667,0.28275,-1.41391,-0.28002,-0.17932,-0.37309,0.67961,-0.40342,-0.05149,0.73863,-0.47128,-0.04668,0.81202,0.99555,-0.30455,0.36421,0
peptide_nm_181,2.41704,-1.50003,0.37877,-1.99229,-1.70898,-2.39177,1.40166,-2.38555,-0.02075,0.15526,-1.36982,-1.18287,1.78089,-2.34626,0.17754,1.84326,-1.92905,0.11818,2.15684,-1.53659,0.04956,1.4119,-1.5353,0.1057,0
peptide_nm_182,-0.73494,-0.82009,-0.57702,0.09361,1.06762,0.05013,-1.02844,1.73237,0.79761,0.89052,0.74426,0.88835,0.06658,1.00172,0.85702,-0.82266,1.30886,0.36582,0.811,0.80741,-0.37183,-2.10529,0.7206,2.74941,0
peptide_nm_183,1.10733,0.41283,0.11405,0.4071,0.57173,0.10794,1.19686,-1.43533,0.3168,1.20378,-0.47205,0.06252,1.00559,-1.31212,0.18414,0.96722,-1.33701,-0.01389,0.47252,-0.9271,-0.83515,-0.3007,0.09262,0.83417,0
peptide_nm_184,-1.0849,-1.00232,0.27363,-0.53077,-0.87682,-0.00212,-0.80785,-0.70964,0.03421,-0.55134,-0.06798,0.93416,-1.04861,-0.77035,0.01754,-1.29702,-0.71695,-0.01106,-1.8838,-0.74032,0.53647,0.7584,-1.77173,0.72905,0
peptide_nm_185,-0.17198,-1.45931,-0.27898,-0.74501,0.8534,0.88429,1.74574,-1.79396,0.58398,0.72196,-0.79667,0.2822,1.60889,-1.85388,0.86474,0.92019,-1.77357,0.1346,0.00032,-1.02434,0.02557,1.3929,-1.03968,0.4454,0
peptide_nm_186,-0.81438,-0.50753,-1.52392,-1.05193,0.57953,-0.63626,0.60512,-0.09679,-0.50753,-0.4474,-0.67508,0.2608,0.77608,0.17438,-0.26964,0.44584,-0.06749,-0.1825,-0.76628,0.71124,0.89587,0.95751,-0.41358,-2.07333,0
peptide_nm_187,1.26299,0.59348,-1.43349,1.12127,0.97515,-2.01627,-1.20411,0.64233,1.5886,2.34977,-1.10817,0.85756,-1.30778,0.48225,1.74817,-0.62737,0.50996,0.99237,0.44878,-0.15478,0.53333,-0.57478,1.46792,1.08742,0
peptide_nm_188,1.99547,-1.24512,-0.29684,1.89634,-0.04158,-1.17346,0.75811,-0.42326,-1.28256,0.37868,-0.06192,-1.36703,0.25465,-0.50929,-1.58316,0.87025,-0.86238,-1.1796,1.27515,-0.91196,-1.62323,-0.23391,0.67391,0.37131,0
