,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,y
peptide_pm_11,-0.9492,-0.01719,-0.63081,2.53004,0.42918,-0.57537,0.27129,-1.07829,-0.4973,-0.90428,0.67228,-0.50898,-0.49469,0.06444,-0.7232,0.9683,-0.75343,2.49242,-0.55741,-0.07045,1
peptide_pm_12,0.41879,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,0.54631,-0.33446,-0.1911,1.54369,-0.49469,0.39272,-0.7232,1.67382,0.74617,0.18992,-0.55741,-0.36095,1
peptide_pm_13,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,3.72517,2.29518,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_14,-0.9492,-0.7064,0.93299,-0.65388,2.65902,-0.57537,-0.08854,0.95895,-0.4973,0.57725,-0.85417,-0.96126,-0.49469,-0.27697,0.57116,1.33517,-0.1036,-0.50082,0.28253,1.25135,1
peptide_pm_15,0.7445,-0.26334,0.20694,0.71066,0.67421,-0.57537,-0.62828,0.01309,-0.4973,-0.37516,0.03091,0.49251,0.78189,-0.24039,-0.7232,-0.27644,-0.05719,-0.50082,-0.55741,0.19931,1
peptide_pm_16,0.41879,0.24789,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,0.6847,0.54631,0.23536,-0.1911,1.23057,-0.49469,0.39272,-0.7232,-0.23109,-0.75343,-0.50082,0.41175,-0.36095,1
peptide_pm_17,0.53279,-0.7064,0.83525,-0.65388,-0.42846,-0.57537,-0.62828,0.83162,-0.4973,0.02168,1.9069,-0.45244,-0.49469,-0.78908,-0.7232,1.19759,0.46499,-0.50082,-0.55741,-1.01459,1
peptide_pm_18,-0.9492,3.86411,-0.63081,-0.65388,2.82152,-0.57537,-0.62828,-0.27412,-0.4973,-0.90428,-1.12354,-0.53278,-0.49469,0.82811,-0.7232,-0.86606,-0.75343,0.44441,2.09503,-0.12014,1
peptide_pm_19,-0.29054,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,1.01014,-0.08121,0.22332,2.20472,-0.49469,1.77147,0.35543,-0.86606,-0.75343,0.49692,-0.55741,-1.01459,1
peptide_pm_20,1.84042,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,0.77791,1.91207,-0.49469,1.01837,-0.7232,-0.86606,-0.75343,0.55562,-0.55741,-1.01459,1
peptide_pm_21,-0.03721,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,0.54631,-0.33446,0.11972,1.23057,-0.49469,0.39272,-0.7232,1.67382,1.49596,0.18992,-0.55741,-0.36095,1
peptide_pm_22,-0.9492,2.83808,-0.63081,-0.65388,3.98223,-0.57537,-0.62828,0.01309,-0.4973,-0.90428,-1.12354,-0.96126,-0.49469,1.40568,-0.7232,-0.86606,-0.75343,-0.50082,1.24246,1.4132,1
peptide_pm_23,-0.23066,-0.7064,-0.63081,-0.07499,0.50714,0.1217,-0.62828,1.69976,0.32494,-0.00638,-0.144,0.27224,0.58847,-0.32352,-0.7232,0.1345,0.42807,-0.50082,-0.55741,0.53037,1
peptide_pm_24,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,2.54972,2.73924,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,1.13186,-0.55741,-1.01459,1
peptide_pm_25,0.48788,-0.7064,1.50164,-0.07499,0.50714,-0.57537,-0.62828,-0.15227,-0.4973,-0.90428,0.59065,0.02554,-0.49469,-0.32352,-0.7232,1.63533,0.42807,-0.50082,-0.55741,0.01538,1
peptide_pm_26,2.4382,-0.7064,1.04469,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,1.2122,1.18537,0.78326,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_27,-0.2518,0.02335,-0.63081,-0.65388,1.38771,-0.57537,-0.62828,-0.17951,-0.4973,-0.90428,-1.12354,0.4754,-0.49469,-0.78908,3.84513,1.0762,0.39332,0.55562,0.92484,-1.01459,1
peptide_pm_28,2.53783,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,0.30255,1.91207,-0.49469,1.01837,-0.7232,-0.86606,-0.75343,0.55562,-0.55741,-1.01459,1
peptide_pm_29,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.46826,-0.4973,2.79956,2.24362,-0.96126,-0.49469,-0.78908,0.89475,0.50971,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_30,-0.29054,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,1.01014,-0.08121,0.67228,2.20472,-0.49469,1.77147,-0.7232,-0.86606,-0.75343,0.49692,-0.55741,-1.01459,1
peptide_pm_31,0.08175,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,0.07573,2.24329,0.68243,1.02816,-0.77219,0.45458,1.05941,1.21483,-0.7232,0.56952,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_32,3.36204,0.42139,-0.63081,1.08281,2.37834,-0.57537,-0.62828,-1.07829,1.96942,-0.90428,-0.38889,-0.96126,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,1.13186,-0.55741,-1.01459,1
peptide_pm_33,-0.07099,-0.24693,-0.63081,-0.65388,-0.42846,1.98057,-0.62828,1.18531,-0.4973,-0.90428,1.57019,-0.0567,-0.49469,-0.22006,1.43407,-0.25461,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_34,-0.10235,1.95196,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.10446,0.47177,1.2122,-0.2577,-0.089,-0.49469,-0.78908,-0.02979,-0.86606,-0.05719,-0.50082,0.34253,0.19931,1
peptide_pm_35,-0.03721,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.27237,-0.4973,1.375,1.36298,-0.96126,-0.49469,0.39272,0.77029,0.40388,-0.75343,-0.50082,-0.55741,0.29268,1
peptide_pm_36,1.54678,-0.7064,-0.63081,0.35157,-0.42846,-0.57537,-0.62828,0.53006,-0.4973,-0.90428,0.57776,0.75265,-0.49469,0.82811,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,0.77431,1
peptide_pm_37,0.36812,-0.24693,-0.63081,-0.65388,-0.42846,1.12859,-0.62828,0.61941,0.50766,0.19315,0.37297,-0.0567,-0.49469,-0.22006,1.43407,-0.25461,-0.75343,-0.50082,-0.55741,0.24427,1
peptide_pm_38,0.87478,0.24789,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,0.09704,-0.4973,2.51465,0.11972,-0.33502,-0.49469,1.57451,-0.7232,0.40388,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_39,-0.30834,-0.7064,0.00316,-0.13757,0.406,0.66806,-0.62828,1.39943,0.23605,-0.10345,-0.03149,0.35892,0.47137,-0.37385,-0.7232,0.47252,-0.22654,-0.50082,-0.55741,0.36335,1
peptide_pm_40,0.23639,-0.08611,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.2136,-0.4973,-0.16351,0.08864,-0.14715,-0.49469,-0.02091,-0.7232,-0.86606,0.22131,2.1931,-0.55741,1.53459,1
peptide_pm_41,-0.9492,2.83808,-0.63081,-0.65388,3.98223,-0.57537,-0.62828,0.01309,-0.4973,-0.90428,-1.12354,-0.96126,-0.49469,0.3083,-0.7232,-0.86606,-0.75343,-0.50082,3.04233,1.4132,1
peptide_pm_42,0.47351,-0.7064,-0.63081,0.11026,-0.42846,-0.57537,-0.62828,0.75522,-0.4973,-0.31167,0.16945,0.34131,-0.49469,1.05452,-0.7232,1.77541,-0.75343,0.21755,-0.55741,-0.33481,1
peptide_pm_43,-0.9492,2.08925,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,0.64332,-0.4973,-0.90428,-0.21299,0.75869,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,-0.50082,5.12105,0.90029,1
peptide_pm_44,-0.9492,2.73962,-0.63081,-0.65388,3.00208,-0.57537,-0.62828,2.31711,-0.4973,-0.90428,-0.67459,-0.96126,-0.49469,0.06444,-0.7232,-0.86606,-0.75343,-0.50082,0.84249,0.87369,1
peptide_pm_45,-0.9492,-0.27861,0.98691,-0.65388,2.76549,-0.57537,-0.06993,1.55607,-0.4973,-0.39341,-0.84488,-0.96126,-0.49469,-0.78908,1.28529,0.27251,1.9355,0.11847,-0.55741,0.15745,1
peptide_pm_46,-0.9492,1.20217,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,0.23536,0.74135,-0.33502,-0.49469,-0.78908,3.75728,-0.86606,-0.75343,3.64367,-0.55741,-1.01459,1
peptide_pm_47,-0.9492,-0.27861,0.98691,-0.65388,2.76549,-0.57537,0.48843,1.55607,-0.4973,-0.90428,-0.84488,-0.96126,-0.49469,-0.78908,1.28529,0.27251,1.9355,0.11847,-0.55741,0.15745,1
peptide_pm_48,-0.55401,-0.7064,0.93299,-0.65388,2.65902,-0.57537,-0.08854,0.44964,-0.4973,0.08341,-1.12354,-0.14715,-0.49469,-0.78908,0.57116,1.33517,-0.1036,0.09782,0.28253,0.68487,1
peptide_pm_49,0.36812,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.46826,-0.4973,-0.08121,1.57019,0.84787,-0.49469,-0.78908,0.35543,-0.86606,-0.75343,-0.50082,-0.55741,-0.07045,1
peptide_pm_50,0.36812,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.46826,-0.4973,-0.08121,1.57019,1.30015,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-0.07045,1
peptide_pm_51,0.70511,-0.7064,0.46021,1.12319,-0.42846,-0.57537,-0.25172,0.69837,0.13372,0.47389,-0.93561,-0.58261,1.16784,0.28278,-0.7232,1.05361,-0.30006,-0.08316,-0.55741,0.96152,1
peptide_pm_52,-0.9492,1.13148,-0.63081,0.05366,-0.42846,-0.57537,-0.62828,0.05351,-0.4973,1.29059,-0.22563,0.84787,0.82917,-0.22006,-0.7232,0.35684,0.69063,-0.50082,-0.55741,-0.38516,1
peptide_pm_53,0.36812,-0.7064,-0.63081,-0.65388,-0.42846,1.98057,-0.62828,-0.22944,-0.4973,1.56494,0.22332,-0.96126,-0.49469,1.77147,0.35543,0.9683,0.32961,-0.50082,-0.55741,-1.01459,1
peptide_pm_54,-0.9492,2.73962,-0.63081,-0.65388,3.00208,-0.57537,-0.62828,-0.22944,-0.4973,-0.90428,-1.12354,-0.0567,-0.49469,0.91796,-0.7232,-0.86606,-0.75343,0.49692,2.24239,-0.07045,1
peptide_pm_55,-0.9492,0.42139,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,-1.12354,3.47934,-0.49469,3.40091,1.04184,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_56,-0.9492,-0.27861,0.98691,-0.65388,2.76549,-0.57537,-0.06993,1.55607,-0.4973,-0.90428,-0.84488,-0.96126,-0.49469,-0.78908,1.28529,-0.29678,2.60773,0.11847,-0.55741,0.74347,1
peptide_pm_57,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,2.33982,2.91545,-0.49469,-0.78908,0.20134,-0.86606,-0.75343,0.35439,-0.55741,-1.01459,1
peptide_pm_58,-0.9492,-0.27861,0.17805,0.00486,2.76549,-0.57537,-0.06993,1.55607,-0.4973,-0.39341,-0.84488,-0.96126,-0.49469,-0.25931,1.28529,-0.29678,2.60773,0.11847,-0.55741,-0.42857,1
peptide_pm_59,-0.9492,-0.01719,-0.63081,2.53004,0.42918,-0.57537,0.27129,-1.07829,-0.4973,-0.08121,0.67228,-0.50898,-0.49469,0.06444,-0.7232,0.9683,-0.75343,2.49242,-0.55741,-1.01459,1
peptide_pm_60,0.53279,-0.7064,0.83525,-0.65388,-0.42846,-0.57537,-0.62828,-0.12334,-0.4973,0.02168,1.9069,0.05638,-0.49469,-0.78908,-0.7232,1.19759,0.46499,-0.50082,-0.55741,-1.01459,1
peptide_pm_61,0.65295,-0.7064,0.00316,-0.65388,0.406,0.04634,0.24698,0.98648,-0.4973,0.29696,-0.03149,0.35892,0.47137,-0.37385,-0.7232,-0.86606,1.35411,-0.50082,-0.55741,-0.55528,1
peptide_pm_62,-0.38464,2.83808,-0.63081,-0.65388,1.04177,-0.57537,-0.62828,-0.35071,-0.4973,-0.90428,-0.73872,-0.96126,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,1.2096,3.04233,3.03173,1
peptide_pm_63,-0.9492,0.32741,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,2.74153,-0.4973,0.33033,0.22332,-0.96126,-0.49469,-0.78908,-0.7232,3.26124,0.87113,-0.50082,-0.55741,0.40162,1
peptide_pm_64,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,2.54972,2.73924,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,1.13186,-0.55741,-1.01459,1
peptide_pm_65,0.12861,0.42139,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,-0.38889,3.47934,-0.49469,2.00425,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_66,5.69011,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,-1.12354,0.9926,-0.49469,1.66905,-0.7232,-0.86606,-0.75343,0.21755,-0.55741,-1.01459,1
peptide_pm_67,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,3.366,0.84787,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,3.49017,-0.55741,-1.01459,1
peptide_pm_68,-0.9492,0.24789,-0.63081,-0.65388,-0.42846,1.19413,-0.62828,0.09704,-0.4973,-0.90428,2.60624,-0.33502,-0.49469,-0.78908,-0.7232,0.40388,-0.75343,2.26217,-0.55741,-1.01459,1
peptide_pm_69,-0.15881,0.94769,-0.63081,-0.65388,-0.42846,2.49176,-0.62828,-0.05967,-0.4973,1.0711,0.49269,0.12422,-0.49469,-0.78908,-0.7232,0.23455,-0.75343,0.69647,-0.55741,-1.01459,1
peptide_pm_70,-0.57871,-0.7064,0.10222,-0.0569,2.46605,-0.57537,-0.12227,0.83162,-0.4973,0.02168,-0.871,-0.45244,-0.49469,-0.30897,0.49026,1.19759,-0.14422,-0.50082,1.01748,0.57865,1
peptide_pm_71,-0.5101,-0.24693,-0.63081,-0.65388,3.00208,-0.57537,-0.02857,-0.51239,-0.4973,-0.35556,-1.12354,-0.0567,-0.49469,0.34895,0.71498,1.57975,0.69063,-0.50082,1.30912,-0.38516,1
peptide_pm_72,1.52078,-0.7064,-0.63081,-0.65388,0.85799,0.38311,-0.62828,-0.44165,-0.4973,1.56494,-0.78683,0.39559,-0.49469,0.4912,0.08578,-0.17818,-0.75343,-0.50082,-0.55741,0.40162,1
peptide_pm_73,0.12861,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,0.31074,-0.4973,-0.90428,0.34576,0.51894,-0.49469,2.00425,-0.7232,0.63478,-0.75343,2.76454,-0.55741,-1.01459,1
peptide_pm_74,-0.32521,1.90532,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,0.65523,-0.27289,-0.1043,-0.49469,0.01952,-0.7232,-0.86606,0.27261,4.22535,0.76881,-1.01459,1
peptide_pm_75,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,0.44257,1.08042,2.73924,-0.49469,0.60759,-0.7232,-0.86606,-0.75343,1.13186,-0.55741,-1.01459,1
peptide_pm_76,-0.38464,3.42882,-0.63081,-0.65388,-0.42846,0.52003,-0.62828,0.37688,-0.4973,-0.90428,1.57019,-0.96126,-0.49469,-0.05749,0.20134,-0.86606,-0.75343,-0.50082,-0.55741,-0.20532,1
peptide_pm_77,0.87478,2.63359,1.17357,0.08087,-0.42846,-0.57537,-0.62828,-0.49063,-0.4973,-0.90428,-1.12354,-0.96126,0.88009,-0.19818,-0.7232,1.03885,0.74617,0.18992,-0.55741,0.94632,1
peptide_pm_78,-0.9492,0.67201,-0.63081,-0.65388,1.28681,-0.57537,-0.62828,-0.22944,-0.4973,-0.90428,-0.67459,-0.0567,-0.49469,0.06444,2.5127,0.05112,0.32961,0.49692,0.84249,0.87369,1
peptide_pm_79,1.42198,-0.7064,0.30747,-0.65388,-0.42846,-0.57537,0.01941,0.75522,-0.4973,-0.31167,-0.1538,0.34131,-0.49469,0.43999,0.05342,-0.20569,0.80615,0.21755,-0.55741,-1.01459,1
peptide_pm_80,-0.9492,3.42882,-0.63081,-0.65388,3.00208,-0.57537,-0.62828,1.46826,-0.4973,-0.90428,-0.67459,-0.96126,-0.49469,0.06444,-0.7232,-0.86606,-0.75343,-0.50082,0.84249,0.87369,1
peptide_pm_81,-0.9492,-0.7064,0.74901,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,2.58169,0.30255,1.43318,-0.49469,1.01837,-0.7232,0.10507,-0.75343,-0.50082,-0.55741,-0.01491,1
peptide_pm_82,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.27237,-0.4973,0.23536,1.98461,-0.33502,-0.49469,0.39272,0.77029,0.40388,-0.75343,-0.50082,-0.55741,0.29268,1
peptide_pm_83,-0.9492,2.73962,-0.63081,-0.65388,3.00208,1.98057,-0.62828,-0.22944,-0.4973,-0.90428,-0.67459,-0.50898,-0.49469,-0.78908,-0.7232,-0.86606,0.32961,-0.50082,2.24239,-0.07045,1
peptide_pm_84,2.53783,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,0.30255,1.91207,-0.49469,1.01837,-0.7232,-0.86606,-0.75343,0.55562,-0.55741,-1.01459,1
peptide_pm_85,-0.20821,-0.7064,0.83525,-0.65388,-0.42846,-0.57537,-0.62828,0.83162,-0.4973,0.02168,1.9069,-0.45244,-0.49469,-0.78908,-0.7232,1.19759,0.46499,0.62164,-0.55741,-1.01459,1
peptide_pm_86,0.23639,-0.08611,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.2136,-0.4973,-0.16351,0.08864,0.2599,-0.49469,-0.02091,-0.7232,-0.86606,0.22131,1.29512,-0.55741,1.53459,1
peptide_pm_87,-0.9492,2.15645,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,0.09704,-0.4973,0.23536,0.11972,-0.96126,-0.49469,2.7563,-0.7232,0.40388,-0.75343,0.88067,-0.55741,0.29268,1
peptide_pm_88,-0.9492,-0.29287,0.15109,0.61969,2.65902,-0.57537,-0.08854,1.46826,-0.4973,-0.41044,-0.85417,-0.96126,-0.49469,-0.27697,1.86552,-0.86606,3.14552,0.09782,-0.55741,-1.01459,1
peptide_pm_89,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,0.19498,-0.4973,2.79956,1.57019,-0.28284,-0.49469,-0.78908,-0.7232,1.88547,0.87113,-0.50082,-0.55741,-1.01459,1
peptide_pm_90,-0.9492,3.42882,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,0.22332,0.39559,-0.49469,0.4912,-0.7232,-0.86606,-0.75343,-0.50082,3.64228,0.40162,1
peptide_pm_91,0.87478,3.11073,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,-0.50191,-0.96126,-0.49469,1.57451,-0.7232,-0.86606,-0.75343,3.64367,-0.55741,0.29268,1
peptide_pm_92,-0.10235,-0.26334,-0.63081,-0.65388,-0.42846,-0.57537,0.52832,2.74153,-0.4973,-0.90428,0.03091,0.20175,2.05848,0.3083,-0.02979,-0.27644,-0.05719,-0.50082,-0.55741,-0.40764,1
peptide_pm_93,-0.9492,-0.7064,0.93299,-0.65388,-0.42846,-0.57537,-0.62828,-0.05967,-0.4973,0.08341,-0.5848,1.75244,-0.49469,-0.78908,-0.7232,1.33517,-0.75343,0.69647,-0.55741,2.38432,1
peptide_pm_94,-0.10235,-0.7064,-0.63081,0.71066,-0.42846,-0.57537,-0.62828,0.01309,-0.4973,-0.90428,1.18537,-0.37975,-0.49469,0.3083,-0.7232,1.4924,-0.75343,-0.50082,-0.55741,2.6271,1
peptide_pm_95,-0.4103,0.42139,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-0.38378,4.43615,1.11599,-0.75622,-0.59121,-0.49469,1.30592,0.15932,-0.86606,1.01882,-0.50082,-0.55741,1.30285,1
peptide_pm_96,-0.9492,-0.7064,0.15109,-0.0171,2.65902,-0.57537,-0.08854,0.95895,-0.4973,0.57725,-0.85417,-0.68989,-0.49469,-0.78908,0.57116,0.78486,0.54622,-0.50082,1.12247,0.68487,1
peptide_pm_97,0.03879,2.39502,0.34656,0.1421,-0.42846,1.34159,-0.62828,-0.44165,-0.4973,-0.28697,-0.78683,-0.96126,0.99466,-0.14894,-0.7232,0.50971,-0.75343,0.24749,0.49251,1.10973,1
peptide_pm_98,0.7445,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,0.15396,0.03091,1.36477,-0.49469,-0.78908,-0.7232,1.4924,-0.75343,0.782,-0.55741,1.4132,1
peptide_pm_99,2.86163,-0.7064,0.20694,0.02839,-0.42846,-0.57537,-0.62828,-0.5326,-0.4973,-0.90428,0.60814,0.20175,0.78189,-0.78908,-0.7232,-0.86606,-0.05719,0.14059,-0.55741,0.80626,1
peptide_pm_100,-0.9492,1.20217,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,0.23536,-0.50191,-0.33502,-0.49469,1.57451,3.75728,-0.86606,-0.75343,3.64367,-0.55741,-1.01459,1
peptide_pm_101,0.53279,-0.7064,-0.63081,0.1421,-0.42846,-0.57537,-0.62828,0.19498,-0.4973,-0.28697,0.22332,0.39559,-0.49469,1.13134,-0.7232,1.88547,-0.75343,0.24749,-0.55741,-0.30648,1
peptide_pm_102,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,2.54972,2.73924,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,1.13186,-0.55741,-1.01459,1
peptide_pm_103,0.41879,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,0.54631,-0.33446,-0.1911,0.29121,-0.49469,0.39272,-0.7232,3.57872,1.49596,0.18992,-0.55741,-0.36095,1
peptide_pm_104,-0.9492,0.42139,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,-0.38889,3.47934,-0.49469,3.40091,-0.7232,-0.86606,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_105,-0.03721,0.24789,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.27237,-0.4973,1.375,1.36298,-0.96126,-0.49469,0.39272,0.77029,0.40388,-0.75343,-0.50082,-0.55741,-1.01459,1
peptide_pm_106,-0.35641,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,0.8594,-0.16351,0.08864,1.88812,-0.49469,1.51542,-0.7232,0.78486,0.22131,0.39715,-0.55741,-1.01459,1
peptide_pm_107,0.23639,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.2136,-0.4973,1.31802,0.49269,-0.55421,-0.49469,-0.78908,0.24757,-0.0406,1.19605,0.39715,-0.55741,0.68487,1
peptide_pm_108,-0.35641,-0.7064,-0.63081,-0.65388,1.11528,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,0.49269,0.2599,-0.49469,3.05175,1.21834,0.78486,-0.75343,-0.50082,-0.55741,-0.16486,1
peptide_pm_109,3.23524,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,-0.17281,1.91207,-0.49469,1.01837,-0.7232,-0.86606,-0.75343,0.55562,-0.55741,-1.01459,1
peptide_pm_110,-0.9492,2.05042,-0.63081,-0.65388,3.00208,-0.57537,-0.62828,2.31711,-0.4973,-0.08121,-0.67459,-0.96126,-0.49469,0.06444,-0.7232,-0.86606,-0.75343,0.49692,0.84249,-0.07045,1
peptide_pm_111,0.53279,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,0.83162,-0.4973,0.02168,1.9069,0.05638,-0.49469,-0.78908,-0.7232,1.19759,0.46499,-0.50082,-0.55741,-1.01459,1
peptide_pm_112,-0.9492,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,-0.90428,2.67937,2.86984,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,0.55562,-0.55741,-1.01459,1
peptide_pm_113,0.92278,-0.7064,1.83834,-0.65388,0.38404,-0.57537,-0.62828,0.53006,2.35891,-0.90428,1.00309,-0.1043,-0.49469,-0.78908,-0.7232,-0.86606,-0.75343,0.44441,-0.55741,-0.12014,1
peptide_pm_114,-0.9492,-0.01719,-0.63081,2.53004,0.42918,-0.57537,1.17087,-1.07829,-0.4973,-0.08121,-0.22563,-0.50898,-0.49469,0.06444,-0.7232,0.9683,-0.75343,2.49242,-0.55741,-0.07045,1
peptide_pm_115,0.23639,-0.08611,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.2136,-0.4973,-0.16351,0.08864,0.2599,-0.49469,-0.02091,-0.7232,-0.86606,1.19605,0.39715,-0.55741,1.53459,1
peptide_pm_116,-0.9492,1.36121,0.67235,-0.65388,-0.42846,-0.57537,-0.62828,-0.22944,1.01014,3.2111,-0.67459,0.84787,-0.49469,-0.78908,-0.7232,-0.86606,0.32961,-0.50082,0.84249,-1.01459,1
peptide_pm_117,0.36812,-0.7064,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,1.46826,-0.4973,-0.08121,1.57019,0.39559,-0.49469,-0.78908,0.35543,0.05112,-0.75343,-0.50082,-0.55741,-0.07045,1
peptide_pm_118,-0.9492,2.15645,-0.63081,-0.65388,1.94653,-0.57537,-0.62828,0.09704,-0.4973,-0.90428,-0.50191,-0.96126,-0.49469,0.39272,-0.7232,-0.86606,2.24576,-0.50082,1.38091,1.59996,1
peptide_pm_119,-0.56676,-0.7064,0.12586,-0.65388,2.55943,-0.57537,-0.10595,0.40035,-0.4973,0.05155,-0.86286,-0.17341,-0.49469,-0.78908,0.52941,1.26416,-0.12456,0.07851,0.25543,1.17826,1
peptide_pm_120,-0.9492,1.20217,-0.63081,-0.65388,-0.42846,-0.57537,-0.62828,-1.07829,-0.4973,0.23536,0.74135,-0.33502,-0.49469,-0.78908,3.75728,-0.86606,-0.75343,3.64367,-0.55741,-1.01459,1
peptide_pm_121,-0.9492,-0.01719,-0.63081,2.53004,0.42918,-0.57537,0.27129,-1.07829,-0.4973,-0.90428,1.12123,-0.50898,-0.49469,0.06444,-0.7232,0.9683,-0.75343,2.49242,-0.55741,-1.01459,1
