,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
Neg_2564,11.09,13.2,0.0,20.97,13.69,24.05,15.94,24.91,0.0,0.0,11.58,25.3,0.0,33.14,9.94,11.33,23.14,0.0,19.64,29.68,0
Neg_1131,15.82,36.81,36.25,33.97,0.0,36.28,40.26,20.05,17.94,21.45,12.37,12.43,0.0,18.11,30.62,17.48,0.0,0.0,44.45,20.0,0
Neg_2814,22.51,30.17,20.46,17.4,28.09,0.0,14.91,12.02,24.91,27.45,12.58,0.0,48.45,42.02,13.84,38.69,40.59,41.05,13.92,14.04,0
Neg_2346,10.55,11.37,0.0,12.97,0.0,16.13,26.17,19.74,0.0,0.0,10.97,7.93,0.0,15.55,10.41,10.68,13.89,0.0,16.84,16.83,0
Neg_2538,12.95,31.64,18.13,12.75,0.0,24.22,21.28,10.24,0.0,16.49,39.89,11.16,26.73,15.48,33.27,39.27,26.07,0.0,0.0,10.6,0
Neg_503,17.36,0.0,28.69,17.69,0.0,11.03,12.86,18.59,34.03,20.14,10.36,7.9,22.97,0.0,12.53,17.54,0.0,0.0,0.0,13.14,0
Neg_614,19.42,15.41,14.66,12.5,20.03,18.13,15.5,14.36,0.0,0.0,7.33,30.05,21.03,0.0,20.97,24.97,0.0,0.0,17.5,15.89,0
Neg_2227,6.68,13.41,19.12,26.82,0.0,16.97,31.02,12.19,0.0,19.32,14.71,0.0,0.0,28.12,18.82,21.89,13.97,34.33,0.0,18.72,0
Neg_1977,63.19,27.46,0.0,35.36,35.37,27.88,19.73,25.9,56.23,19.97,8.18,25.96,14.31,11.7,29.19,10.92,17.41,37.6,19.11,17.59,0
Neg_1151,32.01,31.67,25.28,35.39,49.41,27.85,13.11,31.75,34.54,21.01,12.22,18.86,45.77,48.14,34.51,18.63,34.96,36.79,22.34,22.17,0
Neg_2315,11.79,15.56,38.24,16.2,0.0,34.9,24.82,12.19,19.1,14.38,19.1,24.52,0.0,32.42,22.08,31.3,0.0,0.0,10.8,12.28,0
Neg_1180,24.22,9.12,47.9,49.28,52.13,16.2,36.56,15.87,28.96,55.25,24.15,0.0,0.0,16.95,9.85,10.39,32.92,56.9,50.66,34.24,0
Neg_308,24.39,20.26,16.87,26.92,15.72,12.87,0.0,13.32,13.79,21.82,7.62,13.18,20.73,18.27,0.0,0.0,0.0,0.0,18.27,16.43,0
Neg_1426,9.63,14.4,0.0,43.52,19.56,14.34,38.29,25.94,28.09,46.73,19.44,20.33,0.0,27.45,16.57,18.98,13.9,0.0,21.64,21.4,0
Neg_12,24.72,20.19,0.0,67.61,61.01,65.54,38.18,23.64,32.66,29.2,11.06,40.44,27.62,28.41,26.28,22.44,23.83,28.49,37.7,16.13,0
Neg_506,14.47,29.2,37.01,29.84,23.6,14.54,47.37,38.61,53.1,23.6,30.81,43.79,0.0,18.02,11.73,22.58,9.46,64.19,0.0,23.42,0
Neg_136,13.97,36.8,22.09,13.78,66.78,27.57,12.48,31.3,38.01,17.07,15.81,38.57,38.17,34.81,40.86,11.57,16.72,0.0,38.32,22.99,0
Neg_378,21.86,27.03,15.24,9.27,0.0,0.0,16.64,17.93,0.0,0.0,14.14,10.89,0.0,0.0,7.74,9.63,14.14,0.0,10.04,0.0,0
Neg_2058,8.62,19.71,0.0,12.74,0.0,0.0,25.69,8.03,0.0,32.14,11.03,0.0,0.0,14.69,8.55,9.34,29.37,0.0,27.6,8.91,0
Neg_2336,7.98,32.51,33.1,12.98,0.0,29.25,15.69,32.02,0.0,17.53,6.8,0.0,23.88,18.62,27.79,25.37,19.5,39.63,0.0,15.96,0
Neg_2220,47.6,35.21,26.42,21.16,0.0,23.11,10.78,39.87,51.69,27.01,5.31,24.15,54.85,38.7,49.98,12.94,31.98,62.24,24.39,31.18,0
Neg_262,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,7.05,1.75,7.14,0.0,0.0,12.41,0
Neg_1888,0.0,27.23,13.54,22.56,54.02,26.84,12.67,23.16,43.52,14.06,8.4,14.94,30.95,11.53,0.0,10.37,15.14,0.0,0.0,20.62,0
Neg_2552,30.9,15.96,20.34,14.61,37.22,49.02,12.98,19.48,40.2,20.98,8.7,17.92,0.0,26.43,7.39,20.9,24.58,0.0,30.16,21.51,0
Neg_1340,27.12,28.16,23.08,31.76,77.89,17.94,40.65,19.67,34.65,18.7,20.13,16.18,26.38,20.0,32.18,15.31,49.98,74.82,25.76,19.53,0
Neg_1753,11.29,15.82,23.46,0.0,29.07,19.12,8.36,0.0,0.0,7.19,11.71,13.41,19.32,0.0,32.0,20.29,19.56,0.0,27.76,12.82,0
Neg_941,31.27,22.32,32.99,81.18,38.35,33.05,47.01,40.78,26.71,23.95,8.44,54.14,35.29,27.31,31.12,9.72,15.17,70.84,52.01,21.9,0
Neg_689,21.93,11.47,0.0,0.0,15.78,21.45,19.18,8.21,7.95,0.0,6.59,0.0,0.0,19.66,14.78,23.17,0.0,0.0,30.02,14.82,0
Neg_403,11.01,20.47,47.54,22.34,44.4,20.44,70.85,31.71,15.85,72.28,8.39,57.41,49.05,34.28,24.53,23.13,40.44,92.25,53.27,16.4,0
Neg_2524,16.95,9.05,20.63,29.8,33.77,0.0,30.66,32.78,27.45,25.49,10.27,44.72,45.25,26.57,28.49,21.05,32.35,30.87,21.22,22.7,0
Neg_1006,7.62,30.5,50.43,33.91,0.0,56.02,33.93,13.91,28.09,0.0,14.21,0.0,21.69,13.87,0.0,9.58,52.22,33.93,20.2,25.98,0
Neg_89,13.46,17.04,5.68,0.0,0.0,0.0,19.93,0.0,13.46,9.26,7.12,11.6,18.18,9.41,13.04,0.0,7.12,0.0,22.46,26.04,0
Neg_1956,15.78,26.76,0.0,0.0,0.0,39.68,25.63,13.64,0.0,14.95,16.05,0.0,11.6,36.31,13.22,12.64,13.4,0.0,21.12,17.58,0
Neg_2723,40.18,34.98,0.0,0.0,31.12,17.91,29.47,16.64,56.02,37.02,11.78,28.02,0.0,49.44,18.48,8.42,25.41,28.33,44.49,10.91,0
Neg_34,11.09,22.16,18.88,16.42,23.36,27.67,18.26,17.36,29.15,17.88,23.48,32.28,0.0,46.85,30.08,37.76,25.25,0.0,25.68,32.92,0
Neg_757,14.62,16.0,0.0,16.9,17.93,13.89,17.89,0.0,21.86,19.1,7.56,10.56,17.93,23.45,15.24,19.1,12.5,0.0,27.03,10.04,0
Neg_1170,0.0,9.41,15.06,0.0,0.0,11.76,3.47,0.0,9.41,7.07,13.29,5.81,0.0,0.0,15.06,0.0,0.0,0.0,6.69,8.0,0
Neg_1405,22.28,33.36,24.71,25.7,40.16,70.74,53.48,39.11,46.52,24.76,8.68,24.68,42.21,13.74,59.82,20.83,12.83,0.0,15.78,14.21,0
Neg_1634,18.7,12.78,22.6,15.8,56.02,28.32,16.87,24.14,23.28,16.3,9.92,0.0,29.47,21.37,13.67,18.25,0.0,0.0,0.0,14.87,0
Neg_835,22.88,26.54,24.11,19.87,22.17,24.56,62.31,23.16,49.55,24.92,36.51,14.66,40.74,31.68,16.13,58.71,26.82,56.6,26.88,11.93,0
Neg_1809,25.8,16.04,42.21,0.0,0.0,17.07,23.8,10.11,0.0,0.0,0.0,9.88,0.0,0.0,7.04,22.16,23.76,70.74,0.0,79.01,0
Neg_296,23.16,37.32,44.87,34.17,24.14,20.96,52.11,39.83,37.16,20.96,12.35,32.22,17.13,16.57,27.74,16.05,23.4,0.0,40.03,10.11,0
Neg_1989,37.95,19.6,45.04,14.67,18.86,69.69,17.88,21.11,78.29,20.91,15.96,16.45,62.68,35.85,28.37,40.4,34.62,19.7,42.71,33.76,0
Neg_636,20.0,23.2,46.77,44.53,89.01,24.34,36.37,19.96,32.33,46.29,10.34,53.66,43.39,45.3,17.85,5.66,0.0,0.0,44.86,26.78,0
Neg_1350,14.28,0.0,11.59,10.63,0.0,0.0,14.62,21.67,0.0,37.3,6.25,13.57,0.0,0.0,16.1,16.73,22.17,0.0,20.26,16.88,0
Neg_160,0.0,0.0,0.0,0.0,0.0,0.0,8.42,2.3,6.08,0.0,5.27,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,5.08,0
Neg_1524,9.31,16.88,23.46,14.67,22.63,17.87,0.0,17.49,19.56,35.32,7.53,14.0,0.0,0.0,29.07,13.23,21.9,27.76,0.0,9.24,0
Neg_836,34.41,26.55,28.52,30.19,48.01,23.08,14.78,61.63,36.86,15.5,23.61,96.01,23.05,14.73,32.57,57.01,59.28,25.78,61.28,62.38,0
Neg_1885,0.0,14.66,0.0,17.47,42.79,0.0,24.08,17.34,31.02,48.1,17.82,35.84,0.0,25.79,6.48,11.23,38.17,41.17,27.69,16.43,0
Neg_1723,38.8,27.52,21.27,36.97,0.0,64.38,22.58,47.34,68.62,13.72,19.4,28.27,24.97,26.16,40.05,14.31,22.97,64.85,14.88,26.73,0
Neg_1139,19.68,10.16,36.29,40.84,31.27,31.62,7.05,40.85,33.33,38.47,25.25,13.69,28.36,0.0,34.87,18.35,46.93,53.55,53.64,23.07,0
Neg_531,7.56,33.85,32.46,16.13,40.28,17.21,15.6,0.0,0.0,10.0,28.8,9.17,42.11,14.76,23.07,38.54,16.66,16.53,16.4,17.57,0
Neg_131,18.05,28.22,52.46,34.75,61.51,22.6,35.24,13.36,42.88,35.31,12.76,22.47,0.0,17.11,22.99,51.24,12.06,28.78,28.83,23.64,0
Neg_226,20.74,30.48,25.22,23.34,56.44,25.22,18.12,22.04,24.86,17.48,14.13,25.82,41.9,18.88,0.0,20.85,10.9,27.54,19.42,42.36,0
Neg_2031,24.99,33.07,44.43,32.87,0.0,31.35,14.16,6.69,18.67,34.04,25.99,19.49,57.57,56.59,17.3,60.85,38.14,0.0,42.57,0.0,0
Neg_1050,10.34,31.64,15.31,19.82,41.54,36.83,13.81,0.0,31.75,28.77,10.47,19.67,29.75,0.0,36.49,7.88,9.96,28.39,20.34,29.88,0
Neg_2215,0.0,8.38,8.54,0.0,0.0,0.0,18.0,17.84,12.56,0.0,11.04,0.0,15.27,12.5,12.72,16.35,5.5,0.0,0.0,20.5,0
Neg_1008,13.31,39.29,20.05,17.63,17.72,15.52,23.11,30.02,29.02,8.67,10.65,27.67,0.0,43.02,0.0,14.02,12.93,21.56,0.0,18.65,0
Neg_755,0.0,6.35,8.95,6.39,0.0,6.94,17.05,0.0,0.0,9.83,11.16,0.0,0.0,0.0,8.06,5.39,12.32,11.16,0.0,10.21,0
Neg_1309,7.37,0.0,9.62,11.05,0.0,0.0,9.9,0.0,11.05,8.17,10.38,3.53,0.0,12.95,19.05,15.62,10.38,0.0,0.0,0.0,0
Neg_1348,15.53,33.32,33.8,15.63,0.0,15.96,18.1,14.86,20.83,0.0,34.71,9.24,0.0,23.13,13.22,28.57,26.46,0.0,29.43,32.76,0
Neg_2829,12.72,0.0,16.06,5.76,0.0,0.0,0.0,3.87,0.0,6.24,0.0,0.0,0.0,8.72,0.0,6.53,14.28,0.0,0.0,5.53,0
Neg_1281,10.0,17.68,13.7,0.0,29.03,12.43,11.1,11.31,9.45,27.16,12.9,14.77,0.0,15.55,16.37,16.13,23.81,0.0,0.0,7.66,0
Neg_2879,0.0,0.0,11.33,0.0,0.0,7.73,7.73,7.07,4.79,0.0,13.07,3.23,0.0,11.33,9.87,13.07,5.21,0.0,0.0,0.0,0
Neg_2182,32.84,17.53,56.17,17.39,24.46,28.42,14.47,18.4,28.86,61.73,21.72,21.21,76.3,42.01,15.44,14.04,34.74,0.0,0.0,18.33,0
Neg_513,0.0,11.03,9.37,14.77,19.74,8.75,0.0,15.55,0.0,17.68,5.63,26.17,24.37,20.97,14.77,14.58,12.17,0.0,16.07,13.23,0
Neg_2222,0.0,0.0,0.0,7.16,10.59,11.14,10.23,10.57,0.0,14.19,0.0,10.05,8.67,0.0,0.0,4.17,0.0,0.0,0.0,5.85,0
Neg_2348,16.05,0.0,24.28,0.0,30.49,20.83,0.0,8.97,29.64,11.61,10.47,0.0,19.5,16.5,21.26,10.62,10.07,0.0,21.07,20.56,0
Neg_549,4.87,8.65,17.04,0.0,18.18,0.0,0.0,15.18,0.0,18.18,8.87,12.67,14.46,0.0,19.46,13.89,16.04,0.0,24.18,10.3,0
Neg_2669,27.03,12.39,10.46,17.93,0.0,10.15,23.45,0.0,13.79,0.0,19.1,0.0,27.03,21.86,13.89,15.61,13.46,10.61,6.8,9.18,0
Neg_1248,38.74,26.84,32.03,0.0,0.0,17.68,8.98,34.78,28.24,26.16,16.62,13.7,17.89,29.68,43.46,42.05,16.47,23.12,0.0,19.84,0
Neg_19,21.15,17.15,31.02,31.31,20.49,19.11,8.46,16.41,53.65,20.07,36.73,15.83,30.54,13.59,31.37,13.8,25.11,0.0,26.02,45.38,0
Neg_1763,16.15,21.64,0.0,33.14,0.0,31.35,0.0,9.21,0.0,22.92,18.69,14.25,0.0,17.57,8.06,6.47,8.15,29.68,0.0,9.09,0
Neg_2832,14.03,9.84,30.15,6.7,20.26,0.0,12.16,0.0,0.0,18.48,7.57,12.16,0.0,0.0,26.74,17.64,21.09,0.0,0.0,10.16,0
Neg_1992,0.0,28.13,13.24,24.91,22.82,15.01,22.74,33.36,23.17,49.33,24.36,37.74,0.0,22.96,23.4,10.02,11.93,71.17,44.16,43.55,0
Neg_2675,48.3,34.95,0.0,28.29,35.49,21.37,13.27,35.17,41.13,40.26,12.26,41.61,42.18,41.02,12.41,24.38,12.25,43.68,19.98,31.32,0
Neg_203,42.21,17.81,20.15,34.38,19.93,24.1,24.04,20.01,35.03,77.34,17.56,19.49,60.68,25.39,48.05,20.59,14.95,36.36,17.97,45.87,0
Neg_2314,0.0,36.84,38.71,18.16,0.0,37.14,11.54,28.48,47.72,11.57,14.19,12.52,68.76,55.26,13.01,12.25,28.73,31.16,26.73,22.54,0
Neg_460,35.21,14.06,26.61,25.97,8.73,24.72,15.97,13.86,29.83,43.63,25.33,29.46,39.27,35.89,46.87,16.09,16.09,0.0,55.44,39.16,0
Neg_248,15.73,20.7,19.48,32.24,49.58,37.26,0.0,16.27,0.0,88.05,11.06,84.27,45.14,0.0,9.86,7.12,61.83,0.0,56.01,17.8,0
Neg_418,24.1,49.17,0.0,51.54,37.33,18.46,20.6,28.68,40.45,0.0,18.99,51.18,55.49,31.41,5.77,10.27,20.49,58.38,0.0,13.76,0
Neg_1007,15.15,20.62,30.3,23.05,63.44,44.06,24.97,21.14,51.19,31.78,12.48,21.48,41.41,44.8,36.14,17.05,55.57,0.0,31.2,31.74,0
Neg_2178,10.1,0.0,20.72,17.15,26.02,0.0,0.0,17.41,21.74,10.21,28.68,23.02,18.51,13.2,23.52,23.57,11.8,30.85,16.3,12.36,0
Neg_537,17.93,13.85,0.0,18.47,44.14,39.52,27.84,22.68,30.38,31.95,9.53,38.4,24.22,23.84,32.6,24.44,13.97,51.84,26.89,12.17,0
Neg_97,12.07,17.33,25.92,38.81,51.28,20.49,31.06,15.97,33.28,41.77,18.78,26.91,44.45,43.82,15.93,27.28,27.09,44.45,72.5,45.83,0
Neg_1719,18.6,25.79,38.17,18.47,26.63,0.0,0.0,20.9,21.69,32.82,9.45,8.93,46.25,18.26,34.55,27.49,14.04,44.48,29.86,14.1,0
Neg_1777,12.64,15.08,38.79,25.15,19.72,16.95,15.05,23.9,27.42,27.77,6.75,42.27,33.97,32.25,30.02,21.25,19.83,0.0,60.02,31.9,0
Neg_771,27.01,18.42,26.87,47.15,13.41,25.15,22.66,14.89,38.02,36.43,32.31,9.2,50.23,29.47,16.36,40.28,41.24,49.63,18.37,78.47,0
Neg_2070,15.94,0.0,36.26,40.82,44.26,28.45,12.81,14.36,25.22,0.0,23.62,15.1,33.62,18.29,21.1,7.73,13.76,0.0,10.3,9.46,0
Neg_1418,12.83,11.52,24.46,13.91,48.14,36.31,48.14,26.0,46.93,34.07,18.0,27.16,40.85,0.0,14.5,8.88,14.87,0.0,0.0,31.91,0
Neg_1167,13.77,22.63,25.27,30.25,13.15,15.69,41.62,46.4,17.27,35.7,17.86,21.62,0.0,27.08,29.8,24.76,22.63,21.78,42.62,21.08,0
Neg_2477,21.25,25.83,56.87,13.41,85.01,44.37,8.58,25.57,50.38,62.83,37.01,7.76,58.05,45.69,81.15,17.12,74.71,0.0,26.82,53.63,0
Neg_715,23.16,15.43,37.5,22.46,75.7,30.4,9.78,17.14,34.47,39.73,14.65,16.92,0.0,41.88,22.39,57.99,31.64,61.84,19.18,21.69,0
Neg_616,12.94,38.59,57.13,24.71,52.35,0.0,11.96,35.78,50.26,21.85,11.07,27.19,26.51,15.82,19.76,70.74,33.74,0.0,33.39,11.23,0
Neg_558,31.02,23.47,31.08,0.0,0.0,39.52,15.8,16.43,0.0,16.02,10.39,9.19,21.68,17.28,31.97,11.84,17.84,32.33,29.56,16.39,0
Neg_64,0.0,9.76,0.0,21.29,13.93,44.02,26.84,12.0,12.34,0.0,10.74,41.11,29.02,0.0,9.31,20.22,15.16,25.15,0.0,23.33,0
Neg_1316,0.0,35.58,18.88,12.63,12.68,6.03,15.64,32.83,16.02,0.0,13.33,26.14,0.0,13.95,14.98,21.67,0.0,20.7,0.0,10.68,0
Neg_1507,6.07,9.38,0.0,0.0,0.0,0.0,6.93,5.58,0.0,0.0,3.82,0.0,0.0,0.0,8.0,6.93,0.0,0.0,0.0,0.0,0
Neg_1101,12.8,47.01,51.69,38.41,65.07,8.62,14.7,30.25,15.77,44.74,9.53,14.49,39.25,35.86,14.65,51.93,34.55,33.62,67.01,18.84,0
Neg_1796,10.66,14.64,47.53,21.1,0.0,18.49,11.07,9.88,55.57,21.21,32.72,33.07,27.73,0.0,26.88,15.79,17.88,0.0,36.18,25.57,0
Neg_1223,17.72,32.2,28.26,12.52,8.15,33.56,35.01,13.51,19.22,34.53,20.24,25.56,0.0,0.0,65.25,14.82,17.68,0.0,28.11,25.44,0
Neg_538,12.17,19.93,23.59,35.21,0.0,23.76,9.6,44.7,77.23,18.4,12.19,9.59,40.11,43.08,0.0,17.33,28.81,0.0,0.0,49.58,0
Neg_302,22.61,21.23,26.5,16.56,0.0,68.31,26.78,20.48,36.96,22.45,19.06,0.0,46.28,32.1,26.69,17.68,52.49,0.0,43.71,22.32,0
Neg_200,36.41,21.1,21.9,36.19,37.73,27.01,15.16,41.62,17.93,24.99,10.15,26.76,0.0,27.4,28.3,10.86,34.34,41.67,46.47,40.07,0
Neg_1730,14.32,25.53,33.97,19.42,0.0,23.18,16.17,21.63,0.0,14.25,15.47,35.31,39.19,26.54,21.08,17.11,21.83,0.0,39.19,12.57,0
Neg_876,27.81,0.0,56.56,25.75,30.1,63.81,30.71,38.57,72.31,11.46,8.52,21.12,41.26,21.82,23.5,14.34,16.01,0.0,25.4,26.52,0
Neg_326,44.4,18.31,18.12,0.0,0.0,13.6,19.25,0.0,0.0,27.17,9.8,3.59,51.02,17.4,35.17,13.37,16.79,0.0,34.0,25.79,0
Neg_1436,19.74,0.0,0.0,0.0,2.58,0.0,0.0,13.68,0.0,0.0,0.0,27.91,31.9,0.0,22.28,11.71,0.0,0.0,0.0,22.25,0
Neg_727,20.97,14.97,0.0,20.17,18.26,11.62,15.45,19.32,14.61,0.0,10.24,0.0,0.0,11.09,15.45,10.36,12.79,0.0,0.0,15.62,0
Neg_1831,9.95,24.04,0.0,34.23,73.28,27.29,19.65,11.89,31.61,45.36,31.11,21.06,74.97,19.91,27.66,20.06,44.26,43.47,21.62,31.66,0
Neg_900,0.0,0.0,6.15,0.0,0.0,11.08,5.69,0.0,4.42,0.0,6.92,0.0,0.0,5.69,8.42,4.08,0.0,0.0,6.15,0.0,0
Neg_1637,14.26,30.49,0.0,8.87,28.63,0.0,24.31,12.41,13.07,0.0,6.97,25.41,0.0,20.98,6.74,13.41,29.07,0.0,0.0,35.27,0
Neg_2635,0.0,6.22,15.55,0.0,18.65,10.0,0.0,8.62,23.81,14.7,0.0,18.96,0.0,0.0,11.63,7.75,0.0,27.16,0.0,12.63,0
Neg_2454,16.55,27.69,24.59,42.79,0.0,24.5,30.08,18.56,0.0,13.88,24.06,8.62,0.0,25.25,25.34,9.15,14.65,33.1,41.17,16.06,0
Neg_1216,20.98,16.09,23.56,18.71,0.0,15.05,30.7,25.09,20.03,18.18,22.91,25.19,0.0,26.48,25.36,27.57,11.95,0.0,0.0,13.84,0
Neg_2191,14.96,36.07,19.52,15.01,52.23,21.77,23.19,24.08,0.0,18.65,24.51,32.74,26.18,29.12,0.0,23.13,17.07,30.01,17.96,24.93,0
Neg_1275,23.38,9.31,0.0,20.97,0.0,12.07,16.84,25.42,0.0,0.0,16.03,14.11,22.32,10.03,0.0,9.31,8.9,0.0,14.17,10.5,0
Neg_2151,10.34,20.53,27.93,15.01,67.53,40.38,11.13,22.96,69.32,36.18,45.17,30.4,0.0,45.41,22.79,18.31,26.8,22.05,44.91,32.13,0
Neg_1402,4.73,0.0,4.55,7.45,0.0,5.27,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,6.18,4.1,9.09,0.0,0.0,0.0,0
Neg_717,11.76,6.12,0.0,10.47,0.0,0.0,0.0,0.0,0.0,6.0,6.69,8.06,0.0,0.0,8.06,8.28,0.0,0.0,14.28,4.81,0
Neg_1862,7.65,0.0,0.0,0.0,3.6,9.41,16.06,9.39,0.0,0.0,10.24,8.06,0.0,16.06,8.72,8.72,11.39,14.28,0.0,0.0,0
Neg_158,11.94,27.14,30.36,15.14,30.36,0.0,24.74,15.71,0.0,14.23,7.27,18.14,20.14,12.21,18.69,0.0,18.69,13.27,8.3,13.54,0
Neg_1740,17.4,27.41,17.19,15.92,46.64,26.06,12.49,25.14,37.24,12.15,14.83,29.42,0.0,22.43,21.55,8.35,21.68,57.51,51.46,28.38,0
Neg_1424,0.0,19.36,21.19,12.3,46.02,22.94,11.8,21.49,0.0,27.87,13.73,5.84,23.1,0.0,32.98,9.49,30.6,0.0,0.0,44.1,0
Neg_943,0.0,0.0,25.76,12.71,0.0,24.24,7.54,14.39,11.09,8.65,11.29,0.0,15.55,0.0,24.24,17.7,15.55,21.58,15.58,17.03,0
Neg_1688,0.0,10.28,7.41,0.0,11.76,0.0,0.0,4.31,8.28,0.0,0.0,0.0,0.0,0.0,0.0,14.28,0.0,0.0,3.5,0.0,0
Neg_148,11.77,20.41,15.75,13.69,63.19,24.58,17.74,54.64,0.0,24.15,31.42,20.27,56.72,25.64,25.2,50.2,18.3,0.0,19.71,32.07,0
Neg_2796,27.06,32.55,23.01,37.16,59.53,92.01,86.27,18.02,32.19,22.69,9.9,33.4,28.14,19.39,27.9,52.52,23.26,63.29,29.74,16.49,0
Neg_1887,0.0,17.4,32.06,8.77,38.92,21.11,23.02,13.54,40.58,13.65,16.52,16.85,15.56,21.27,54.64,23.84,14.95,46.83,31.95,16.52,0
Neg_2811,12.29,32.14,20.14,13.37,12.68,24.51,10.77,23.14,22.03,16.17,17.14,19.03,0.0,0.0,12.18,6.41,18.14,0.0,0.0,18.11,0
Neg_859,7.44,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,20.52,0.0,0.0,5.29,12.71,20.56,0.0,0.0,21.12,0
Neg_2155,18.56,21.79,13.61,19.33,0.0,0.0,15.82,19.5,18.72,17.71,16.8,20.36,18.51,12.69,12.7,8.79,23.18,18.39,24.72,28.56,0
Neg_2045,74.35,13.7,67.12,0.0,34.65,0.0,8.77,23.16,15.98,0.0,10.67,33.38,80.9,0.0,7.29,9.58,11.72,0.0,79.2,12.03,0
Neg_1104,16.94,47.1,32.06,14.56,19.62,0.0,19.14,31.46,45.25,35.86,25.49,8.07,0.0,13.02,15.19,23.31,12.1,31.14,12.98,17.46,0
Neg_2638,8.33,21.94,39.49,21.88,22.09,18.38,22.83,45.37,35.64,52.13,11.12,35.04,36.9,63.07,33.68,30.36,10.68,33.01,0.0,48.05,0
Neg_962,28.37,24.81,34.05,20.32,21.8,28.96,18.76,25.16,41.57,46.01,16.99,16.91,34.96,0.0,14.76,15.91,24.96,27.7,11.41,52.94,0
Neg_2828,14.48,44.94,20.83,30.88,66.52,20.72,0.0,19.56,36.92,54.38,30.71,46.22,33.88,26.28,11.82,7.21,15.35,0.0,32.41,23.04,0
Neg_1944,14.34,0.0,0.0,21.66,19.82,28.38,12.55,16.38,18.5,16.15,4.76,30.15,26.74,10.48,17.21,13.61,0.0,0.0,10.73,21.53,0
Neg_523,0.0,0.0,7.08,10.08,0.0,0.0,5.3,8.42,5.08,0.0,0.0,5.42,0.0,0.0,5.42,6.0,0.0,0.0,0.0,5.08,0
Neg_1319,43.97,26.14,0.0,29.54,46.85,17.81,32.98,15.4,57.08,32.82,5.58,34.23,0.0,0.0,14.11,10.83,16.29,33.48,0.0,16.07,0
Neg_562,17.46,29.09,44.11,22.13,0.0,18.24,16.38,11.73,28.84,15.73,49.24,18.06,31.75,41.05,26.55,28.76,11.02,27.42,0.0,19.57,0
Neg_2456,22.68,0.0,16.8,20.07,43.11,0.0,0.0,24.98,22.15,16.75,4.92,0.0,17.85,21.12,25.23,10.84,11.69,0.0,17.59,21.29,0
Neg_1500,35.66,11.96,28.69,27.57,34.91,28.09,9.39,27.02,27.13,22.64,7.47,38.17,18.24,13.94,15.1,31.7,30.91,52.02,26.91,43.77,0
Neg_1913,11.65,0.0,7.9,11.14,16.59,10.05,11.86,20.05,0.0,0.0,9.24,7.9,13.86,8.86,0.0,10.05,9.24,12.77,12.77,0.0,0
Neg_286,5.79,8.28,0.0,11.58,19.32,8.63,10.52,11.33,23.79,13.66,14.53,0.0,0.0,22.5,0.0,19.32,0.0,17.79,0.0,26.74,0
Neg_2871,0.0,6.54,18.86,9.26,0.0,14.34,28.11,13.92,35.03,29.68,21.36,35.03,20.97,0.0,13.37,11.92,9.43,0.0,0.0,12.17,0
Neg_456,20.78,18.6,28.06,55.54,28.08,30.98,49.39,35.32,21.11,24.74,26.8,17.82,34.55,33.71,27.94,14.49,16.83,0.0,35.35,20.92,0
Neg_984,31.31,36.76,28.75,43.85,35.73,33.24,33.46,26.65,67.54,18.15,10.22,16.01,21.63,50.02,23.64,13.69,25.01,0.0,43.6,11.75,0
Neg_1837,10.51,19.57,27.23,12.19,35.59,9.6,24.8,14.9,0.0,17.8,12.71,24.04,31.73,21.5,12.59,26.65,46.73,19.46,37.95,31.02,0
Neg_2617,14.6,36.41,31.45,20.96,24.47,29.73,20.66,6.82,37.16,27.28,18.25,35.52,44.68,34.58,20.62,25.5,25.91,45.51,0.0,20.87,0
Neg_139,9.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.31,3.75,10.81,7.31,14.06,8.56,4.93,0.0,0.0,7.33,0.0,0
Neg_1815,25.51,17.61,19.85,0.0,20.68,27.16,17.88,15.74,36.03,21.56,12.58,58.6,24.49,39.97,15.11,36.38,26.33,43.79,0.0,22.31,0
Neg_1157,57.13,21.37,29.94,18.81,0.0,44.35,27.09,21.44,58.45,23.01,25.22,20.81,19.45,15.12,18.2,18.63,10.16,26.47,51.28,23.12,0
Neg_1317,9.87,10.46,41.68,44.42,31.42,26.05,23.91,14.23,27.02,18.84,17.02,35.02,0.0,13.41,22.49,27.29,31.08,0.0,0.0,32.37,0
Neg_2405,33.41,33.58,25.01,63.64,19.35,47.36,15.14,25.94,51.88,25.09,23.35,21.73,62.24,20.6,17.69,41.51,20.0,0.0,0.0,20.46,0
Neg_45,13.06,41.54,38.73,0.0,22.09,37.65,20.59,10.17,41.54,13.32,15.66,44.49,30.02,10.26,21.4,20.87,55.02,29.75,40.18,11.6,0
