,formula_C,formula_H,formula_N,formula_O,formula_S,y
NP05921,72,123,19,26,4,1
NP02026,227,350,64,98,1,1
NP04052,92,168,26,25,1,1
NP10757,59,83,13,18,1,1
NP00032,435,687,115,135,3,1
NP06350,74,127,21,29,0,1
NP04300,186,275,51,59,0,1
NP07879,138,222,42,44,0,1
NP07628,166,256,48,46,1,1
NP10725,77,120,20,27,3,1
NP04981,162,240,40,43,3,1
NP07459,71,109,17,24,0,1
NP04344,165,249,39,52,0,1
NP00953,86,130,24,24,0,1
NP06977,83,122,28,38,0,1
NP01426,80,139,23,26,2,1
NP04701,296,460,74,91,8,1
NP07826,59,100,20,14,0,1
NP06985,129,202,46,53,0,1
NP05220,130,189,29,38,5,1
NP08261,64,94,16,15,1,1
NP07074,76,119,23,25,1,1
NP02467,61,111,21,18,1,1
NP04788,95,153,27,30,4,1
NP06026,70,102,20,23,0,1
NP07663,189,280,52,58,0,1
NP05437,121,203,33,49,0,1
NP07412,94,149,35,30,0,1
NP11344,351,537,91,108,4,1
NP03637,102,146,28,23,2,1
NP04728,98,154,24,31,4,1
NP07812,99,149,29,37,0,1
NP05024,110,182,36,36,4,1
NP01709,60,92,18,13,0,1
NP11285,411,673,117,120,5,1
NP07339,62,93,15,19,1,1
NP11277,250,303,69,62,0,1
NP07899,58,91,17,23,2,1
NP07409,142,230,36,40,1,1
NP07545,146,239,41,50,2,1
NP06924,84,149,33,22,2,1
NP07075,61,90,16,21,1,1
NP02817,54,79,15,15,0,1
NP02939,60,87,15,20,1,1
NP01022,134,214,40,59,1,1
NP06306,140,190,36,43,0,1
NP06666,94,169,31,26,0,1
NP06871,61,90,16,21,0,1
NP08549,452,745,143,133,4,1
NP06244,128,208,36,44,1,1
NP01990,145,225,43,47,1,1
NP01191,69,100,14,19,0,1
NP01499,380,615,117,101,13,1
NP02442,154,255,43,50,2,1
NP05191,142,229,39,43,4,1
NP01742,55,71,13,16,0,1
NP06910,134,189,33,47,2,1
NP06710,159,255,47,47,2,1
NP04686,68,109,19,25,0,1
NP07666,95,147,29,31,0,1
NP10291,149,228,48,42,3,1
NP08767,49,78,14,14,0,1
NP07348,49,73,13,19,0,1
NP07474,79,138,30,28,0,1
NP06622,100,161,31,28,2,1
NP04635,336,528,98,104,2,1
NP10080,85,123,21,20,0,1
NP03078,71,108,24,20,0,1
NP02599,87,120,20,32,0,1
NP06785,171,268,46,59,2,1
NP01571,57,84,14,13,0,1
NP01568,59,82,16,16,1,1
NP05802,289,475,87,89,1,1
NP08617,59,90,16,17,0,1
NP04231,125,203,31,52,1,1
NP04884,98,153,25,34,5,1
NP02940,53,78,14,16,1,1
NP01777,149,231,39,47,2,1
NP05394,65,100,16,25,0,1
NP02547,193,287,49,54,5,1
NP07926,296,433,77,103,2,1
NP07909,167,255,45,55,0,1
NP09535,145,221,41,50,0,1
NP00792,72,123,21,28,1,1
NP01299,65,109,21,29,0,1
NP11401,372,613,105,103,5,1
NP06352,383,611,103,110,4,1
NP03786,291,468,80,95,2,1
NP06901,101,143,23,27,0,1
NP11047,68,91,15,16,0,1
NP09986,81,113,21,17,0,1
NP08988,206,313,59,60,1,1
NP09933,204,332,60,66,5,1
NP06304,73,117,17,31,0,1
NP07275,73,116,16,26,0,1
NP01865,54,71,13,18,2,1
NP06569,51,80,12,13,0,1
NP02884,60,92,14,21,0,1
NP00963,133,203,41,38,1,1
NP07179,69,98,18,24,1,1
NP09336,65,95,19,20,1,1
NP10752,63,97,19,14,1,1
NP04715,138,210,42,45,3,1
NP09439,101,154,24,31,0,1
NP01359,401,609,119,120,7,1
NP07224,142,227,47,40,0,1
NP07167,91,109,21,25,1,1
NP05478,79,135,19,32,0,1
NP04711,138,215,45,41,2,1
NP09658,79,121,23,25,1,1
NP02007,123,189,37,41,0,1
NP04352,169,267,43,52,1,1
NP05470,188,323,55,57,1,1
NP01290,63,105,19,28,0,1
NP02074,118,167,35,43,0,1
NP01735,53,80,14,16,0,1
NP11305,379,617,109,114,5,1
NP07495,234,357,63,81,0,1
NP10593,461,735,141,138,1,1
NP03840,120,202,34,31,0,1
NP00002,64,92,16,26,0,1
NP10305,180,286,54,48,2,1
NP10274,140,215,41,43,2,1
NP05164,235,389,69,74,9,1
NP07609,186,286,54,56,0,1
NP11303,487,788,146,150,4,1
NP09756,139,235,43,50,0,1
NP02692,54,81,15,18,0,1
NP02701,81,117,23,28,0,1
NP04768,95,147,21,35,4,1
NP09527,67,98,18,16,0,1
NP08706,47,83,15,14,1,1
NP08540,153,240,44,54,0,1
NP00936,86,131,19,24,1,1
NP05697,152,246,54,48,4,1
NP00648,61,91,19,17,1,1
NP11033,84,124,26,25,1,1
NP06167,86,127,23,33,0,1
NP08769,60,91,17,17,0,1
NP04403,206,337,63,69,0,1
NP06568,56,94,16,13,0,1
NP01734,64,103,19,32,0,1
NP10596,469,742,140,135,1,1
NP04653,460,720,148,135,1,1
NP05247,96,152,28,26,1,1
NP05117,115,190,32,38,6,1
NP00023,58,98,18,18,0,1
NP06906,60,96,16,18,0,1
NP03639,94,141,25,32,0,1
NP09868,227,388,74,69,1,1
NP01674,70,104,16,18,0,1
NP11020,119,192,32,43,0,1
NP02603,93,135,27,34,1,1
NP07633,87,135,27,26,0,1
NP08511,58,92,16,24,0,1
NP07054,113,169,29,37,0,1
NP07643,185,286,52,55,3,1
NP11179,391,616,116,142,14,1
NP01673,57,98,18,13,0,1
NP06966,60,106,18,19,0,1
NP07418,52,87,15,23,0,1
NP09936,59,91,17,13,1,1
NP04770,119,195,31,45,0,1
NP09132,85,125,23,19,2,1
NP08375,57,81,15,22,0,1
NP01754,52,73,11,17,1,1
NP08312,69,93,19,22,0,1
NP07670,271,419,85,82,2,1
NP01618,61,89,15,15,0,1
NP06591,143,246,50,42,4,1
NP02843,52,87,17,14,0,1
NP02646,95,151,31,22,0,1
NP06872,88,111,17,22,0,1
NP08429,45,75,13,15,0,1
NP04293,169,253,43,57,0,1
NP02027,214,329,67,77,1,1
NP07794,108,169,37,33,0,1
NP07491,198,299,53,70,0,1
NP06866,115,193,31,38,0,1
NP07941,61,113,25,18,1,1
NP10923,79,121,21,19,0,1
NP07443,74,118,22,22,0,1
NP07634,82,133,23,22,1,1
NP01455,81,139,23,27,1,1
NP10719,60,91,15,16,1,1
NP00927,65,89,17,17,0,1
NP10664,119,187,29,43,0,1
NP09364,111,171,35,34,0,1
NP06632,90,150,26,27,4,1
NP05107,160,260,52,46,2,1
NP05858,95,157,29,22,2,1
NP04088,66,95,21,24,0,1
NP07667,100,147,29,30,0,1
NP03469,64,94,20,24,1,1
NP05651,202,293,59,47,2,1
NP09797,390,629,111,129,13,1
NP03273,57,96,20,15,0,1
NP01808,222,348,66,68,4,1
NP07331,65,95,19,17,2,1
NP05131,184,273,49,52,0,1
NP01851,62,98,14,29,0,1
NP08997,202,316,58,61,2,1
NP09782,102,147,29,37,0,1
NP00713,58,83,19,17,0,1
NP08201,234,373,73,95,1,1
NP07511,73,121,23,18,0,1
NP07051,104,165,29,36,1,1
NP09843,64,97,19,24,1,1
NP01301,85,150,30,32,0,1
NP07261,78,117,19,20,1,1
NP01252,173,286,52,57,2,1
NP10814,85,134,22,38,0,1
NP05401,56,94,14,22,0,1
NP05188,102,171,29,36,5,1
NP10688,99,157,33,30,1,1
NP07238,68,96,18,24,1,1
NP03785,267,427,63,90,1,1
NP06943,70,118,22,22,1,1
NP05275,103,176,44,40,0,1
NP03782,287,455,79,97,0,1
NP05179,109,185,37,37,5,1
NP04067,108,191,31,27,1,1
NP07362,131,203,35,55,0,1
NP00912,128,183,39,32,2,1
NP03507,54,88,14,16,0,1
NP04632,358,557,103,107,3,1
NP01046,69,98,18,20,2,1
NP10089,404,652,132,121,5,1
NP09045,438,690,120,133,3,1
NP01170,61,90,16,19,0,1
NP02967,49,75,13,23,3,1
NP01397,83,141,23,30,1,1
NP00067,62,90,18,20,0,1
NP09396,55,88,16,15,0,1
NP06122,153,249,47,54,1,1
NP06750,364,596,114,116,1,1
NP04975,156,240,44,40,3,1
NP01480,399,632,114,116,11,1
NP03477,61,92,18,20,1,1
NP06968,71,107,19,21,0,1
NP06305,85,134,22,34,2,1
NP05151,400,630,122,128,10,1
NP06646,96,157,31,28,3,1
NP07592,69,116,22,25,0,1
NP10836,78,121,21,20,0,1
NP10655,63,89,15,20,2,1
NP10811,157,222,38,62,2,1
NP11290,378,580,104,119,6,1
NP08434,72,108,16,23,0,1
NP01225,83,134,30,24,0,1
NP09849,133,212,40,39,1,1
NP03521,60,99,15,17,1,1
NP04836,103,157,29,32,4,1
NP04757,128,189,31,37,4,1
NP05800,55,87,13,22,1,1
NP06140,63,102,18,17,0,1
NP00578,364,574,110,118,3,1
NP02794,49,82,18,16,0,1
NP01730,58,82,12,15,0,1
NP06089,63,105,17,17,0,1
NP08299,59,89,15,17,0,1
NP11313,361,586,104,96,6,1
NP02909,62,92,16,21,0,1
NP07951,224,352,68,70,2,1
NP08778,59,94,16,13,0,1
NP00899,87,134,20,31,0,1
NP11107,359,549,101,125,17,1
NP01298,75,118,24,29,0,1
NP03495,89,129,23,25,0,1
NP05812,61,92,12,17,1,1
NP01756,55,80,16,16,1,1
NP00790,90,121,21,41,2,1
NP11255,165,254,46,51,1,1
NP04412,207,330,68,54,1,1
NP03780,81,114,20,22,0,1
NP06372,318,499,109,97,0,1
NP03668,75,124,24,23,1,1
NP09711,73,108,22,24,1,1
NP10371,173,265,55,49,2,1
NP06093,69,118,18,17,1,1
NP06692,239,388,76,67,3,1
NP09506,80,123,21,24,1,1
NP07891,61,103,21,17,0,1
NP09358,81,127,27,30,0,1
NP05226,85,124,22,26,0,1
NP09346,63,92,16,17,1,1
NP01622,145,220,38,40,3,1
NP05957,72,113,19,20,2,1
NP05059,336,514,100,103,7,1
NP10652,61,99,21,16,1,1
NP11150,393,613,117,133,14,1
NP01293,71,107,19,25,0,1
NP02527,75,121,19,20,0,1
NP01519,79,119,19,17,3,1
NP07284,51,77,15,14,2,1
NP04459,145,226,42,43,1,1
NP04693,76,112,20,19,0,1
NP03479,57,85,15,19,1,1
NP02862,85,117,21,27,0,1
NP00755,59,85,19,17,0,1
NP07795,127,197,39,41,0,1
NP08588,91,135,23,25,1,1
NP09316,68,100,20,22,1,1
NP06331,50,84,16,13,0,1
NP06334,61,107,17,24,1,1
NP04241,154,224,42,51,1,1
NP05126,211,332,68,57,4,1
NP01257,145,251,47,51,0,1
NP05476,212,353,67,55,1,1
NP11325,470,780,132,143,9,1
NP05685,80,126,20,25,1,1
NP06421,65,100,14,18,0,1
NP10632,123,189,37,41,0,1
NP08234,63,97,17,14,1,1
NP00816,68,93,19,19,0,1
NP09425,84,132,24,31,0,1
NP04226,142,223,41,57,1,1
NP05118,157,248,52,53,3,1
NP06833,132,194,38,38,0,1
NP02512,134,215,39,40,1,1
NP07204,86,128,22,25,0,1
NP07097,72,103,23,23,0,1
NP03243,90,122,22,32,0,1
NP07647,187,291,55,56,1,1
NP02151,76,124,22,35,1,1
NP05505,125,200,38,36,0,1
NP09430,166,255,45,57,1,1
NP08550,410,666,130,125,1,1
NP05710,74,96,16,22,0,1
NP04627,314,501,93,93,2,1
NP05857,72,106,16,27,1,1
NP02798,92,150,26,26,1,1
NP01463,84,136,20,28,0,1
NP08440,74,105,19,26,0,1
NP05125,121,193,31,41,6,1
NP02516,137,212,42,42,1,1
NP08488,77,109,19,26,0,1
NP07435,93,141,27,30,1,1
NP05161,294,466,80,93,9,1
NP01753,51,75,11,17,0,1
NP07386,92,142,24,24,0,1
NP01780,151,233,39,49,3,1
NP02795,62,103,17,15,0,1
NP06822,184,275,55,47,0,1
NP03585,61,97,17,24,0,1
NP01787,161,262,48,53,3,1
NP09754,161,234,46,62,0,1
NP10353,131,201,37,33,3,1
NP06051,73,114,24,29,1,1
NP07544,166,243,51,50,0,1
NP02590,122,189,35,40,6,1
NP08653,70,117,17,17,0,1
NP07126,88,131,25,38,1,1
NP05953,60,97,17,18,0,1
NP09299,95,146,34,32,0,1
NP05755,54,93,17,19,0,1
NP04443,136,213,39,42,2,1
NP02567,116,165,27,32,4,1
NP01899,74,115,19,28,0,1
NP06697,149,237,41,45,3,1
NP02899,58,88,16,16,0,1
NP11102,362,585,117,126,15,1
NP08577,61,89,15,21,1,1
NP05163,254,408,70,80,9,1
NP07254,87,135,23,30,1,1
NP01737,55,85,15,15,0,1
NP06997,158,249,43,61,0,1
NP08773,46,82,14,14,1,1
NP04758,89,142,22,32,4,1
NP06993,72,114,20,23,1,1
NP00915,94,129,23,23,3,1
NP09273,78,120,22,28,1,1
NP02146,510,740,132,152,1,1
NP04386,202,325,53,64,1,1
NP01766,357,560,102,121,2,1
NP09159,362,558,108,118,5,1
NP09213,56,97,15,18,0,1
NP01354,76,128,26,21,0,1
NP07938,126,189,37,44,0,1
NP04053,85,153,25,24,1,1
NP01335,360,557,111,105,8,1
NP08478,84,120,20,28,1,1
NP06594,163,285,63,46,4,1
NP04031,359,534,104,108,1,1
NP02947,125,193,33,37,1,1
NP10278,145,219,41,40,2,1
NP01146,64,95,17,16,0,1
NP06417,89,143,27,27,1,1
NP01304,150,246,46,55,1,1
NP01346,372,567,101,108,6,1
NP06649,99,164,34,34,4,1
NP07354,79,113,27,22,0,1
NP04997,103,157,29,33,4,1
NP04093,58,82,16,21,0,1
NP07814,110,170,26,35,1,1
NP01885,65,98,22,19,2,1
NP00806,57,83,17,18,0,1
NP00865,57,81,17,18,0,1
NP09881,225,393,75,69,1,1
NP09311,70,104,22,21,1,1
NP02017,180,289,51,74,0,1
NP08581,69,95,15,25,0,1
NP09916,115,171,31,43,0,1
NP06427,116,191,37,39,2,1
NP00053,226,362,74,64,2,1
NP09298,73,106,20,19,0,1
NP09909,135,209,39,40,1,1
NP09305,98,158,28,28,0,1
NP00055,258,417,79,76,2,1
NP07581,157,250,52,48,0,1
NP04791,193,301,61,58,6,1
NP10722,62,92,16,16,1,1
NP01206,70,113,23,19,0,1
NP10091,117,190,32,34,2,1
NP09288,98,147,23,32,1,1
NP07572,54,92,20,14,0,1
NP07044,47,67,11,14,2,1
NP05097,126,204,36,34,2,1
NP02172,176,276,46,58,2,1
NP05452,188,276,44,53,1,1
NP07391,121,179,37,36,0,1
NP01524,68,105,23,16,1,1
NP06691,138,233,43,46,3,1
NP06044,63,94,22,18,0,1
NP05496,91,151,31,25,1,1
NP09313,71,107,19,20,0,1
NP06410,82,109,19,27,0,1
NP07468,52,92,20,18,0,1
NP00035,434,697,119,135,1,1
NP05891,59,91,19,19,0,1
NP05940,58,91,19,23,0,1
NP06905,70,110,18,23,0,1
NP09733,70,102,18,20,1,1
NP06576,76,111,21,18,1,1
NP05103,145,228,34,47,4,1
NP08976,204,310,58,60,1,1
NP05219,265,415,77,72,7,1
NP03724,67,97,15,16,0,1
NP07903,126,186,36,48,1,1
NP03808,175,262,44,51,1,1
NP09491,52,81,15,20,0,1
NP08146,79,129,27,22,0,1
NP00036,433,690,110,134,3,1
NP05199,159,277,43,44,3,1
NP03163,63,98,24,19,0,1
NP04650,321,508,92,92,2,1
NP11008,116,171,29,40,0,1
NP07003,55,95,19,15,0,1
NP00924,72,112,24,23,0,1
NP05839,62,100,16,19,0,1
NP05204,185,300,50,53,2,1
NP07579,211,327,55,63,1,1
NP09785,89,135,25,30,1,1
NP09420,56,94,18,19,0,1
NP07631,168,263,49,53,0,1
NP04964,148,220,42,40,2,1
NP07116,61,104,16,13,1,1
NP08515,65,106,18,20,1,1
NP08956,45,82,14,16,1,1
NP02519,161,276,54,57,2,1
NP02016,181,292,56,75,0,1
NP10717,62,94,16,16,1,1
NP10733,92,128,20,41,0,1
NP07380,73,124,22,25,0,1
NP07165,59,86,22,21,0,1
NP02588,112,167,27,34,5,1
NP07446,70,112,20,21,0,1
NP05203,135,230,40,39,3,1
NP06302,149,244,44,54,0,1
NP02544,195,297,49,57,5,1
NP05885,81,143,23,23,1,1
NP07255,57,92,14,20,1,1
NP06984,129,211,47,36,0,1
NP06059,78,133,27,24,1,1
NP06835,144,216,42,38,0,1
NP08604,52,84,14,15,0,1
NP09164,123,193,37,49,1,1
NP11108,445,695,135,139,20,1
NP05096,127,205,35,35,2,1
NP04406,227,374,68,72,2,1
NP05890,68,99,21,18,0,1
NP07464,87,146,30,29,1,1
NP06418,76,112,20,24,0,1
NP08246,168,264,44,58,1,1
NP04291,171,262,50,57,0,1
NP07463,122,194,42,29,0,1
NP08426,72,101,19,24,0,1
NP07447,57,90,12,21,0,1
NP07562,163,260,38,56,0,1
NP07080,58,83,15,21,0,1
NP11340,341,524,90,107,4,1
NP01384,398,616,116,121,7,1
NP06184,70,102,24,20,0,1
NP08799,50,82,14,14,0,1
NP09363,67,99,21,19,0,1
NP10995,75,114,20,17,0,1
NP02542,78,131,21,21,1,1
NP09790,64,94,18,15,0,1
NP06660,94,171,31,28,0,1
NP04630,332,524,98,111,3,1
NP05227,80,119,25,19,0,1
NP08585,61,93,15,14,0,1
NP07536,73,124,24,17,0,1
NP05264,58,72,14,14,0,1
NP01550,157,242,50,39,1,1
NP02268,87,139,29,35,0,1
NP03567,59,104,20,15,1,1
NP07927,296,423,77,96,1,1
NP10821,150,215,39,53,0,1
NP11378,378,611,101,114,5,1
NP01970,303,473,87,107,1,1
NP09878,225,397,79,68,2,1
NP09055,387,607,113,113,2,1
NP00501,247,387,67,79,3,1
NP09046,431,690,124,122,3,1
NP05709,71,103,19,20,0,1
NP07637,177,273,53,60,2,1
NP04702,390,604,102,112,8,1
NP04737,121,187,33,42,2,1
NP04841,104,159,27,34,4,1
NP06128,94,159,33,27,1,1
NP05852,94,151,29,25,2,1
NP01900,66,95,23,18,3,1
NP06994,89,144,30,28,0,1
NP04186,126,192,32,30,1,1
NP01527,315,476,82,107,2,1
NP01909,57,78,18,17,2,1
NP07415,61,107,19,19,2,1
NP06792,177,278,46,58,1,1
NP10974,57,88,18,13,2,1
NP07583,215,334,64,61,2,1
NP07371,111,170,32,35,1,1
NP01477,393,563,121,126,4,1
NP05189,152,251,43,42,3,1
NP04808,159,246,46,52,3,1
NP06991,76,111,19,20,1,1
NP07485,132,184,30,51,2,1
NP10277,137,213,41,41,2,1
NP08602,58,93,15,15,0,1
NP09874,227,380,72,67,4,1
NP06988,186,278,44,56,1,1
NP06963,58,101,17,17,0,1
NP04290,166,250,44,52,0,1
NP05529,114,173,33,32,0,1
NP01800,165,266,48,56,2,1
NP02465,164,273,51,53,1,1
NP06689,171,288,58,52,3,1
NP05538,454,733,127,140,5,1
NP06810,416,611,109,114,6,1
NP04840,176,265,49,53,5,1
NP01004,59,88,16,16,0,1
NP04227,140,210,40,58,0,1
NP08698,48,78,14,15,0,1
NP10275,144,219,41,40,2,1
NP02941,62,91,17,22,1,1
NP02799,100,147,27,27,0,1
NP10758,59,84,14,17,1,1
NP06864,110,176,32,35,0,1
NP01531,129,198,38,34,2,1
NP03465,56,83,15,18,1,1
NP07151,66,81,17,20,0,1
NP08520,54,86,14,20,0,1
NP06719,146,241,49,47,3,1
NP01919,82,132,26,29,0,1
NP07436,65,108,20,21,0,1
NP07010,58,87,15,19,1,1
NP07259,75,115,21,23,0,1
NP06892,62,99,17,18,0,1
NP05664,198,309,69,58,9,1
NP06894,71,123,23,26,0,1
NP01306,52,89,19,16,0,1
NP06720,151,253,51,49,3,1
NP06837,128,199,37,36,0,1
NP08806,50,82,14,13,0,1
NP01749,45,71,11,15,1,1
NP11205,338,550,104,121,17,1
NP09880,225,397,73,64,1,1
NP05123,131,191,31,42,5,1
NP10933,48,77,15,13,2,1
NP05354,77,121,19,17,0,1
NP01223,80,130,24,19,1,1
NP01138,60,80,18,15,2,1
NP05154,350,573,103,109,8,1
NP08526,114,185,35,35,2,1
NP09667,75,111,21,26,1,1
NP06118,199,301,59,61,3,1
NP05742,120,199,39,34,0,1
NP06677,149,236,38,51,2,1
NP11286,387,618,108,109,4,1
NP06301,68,117,17,26,0,1
NP04868,96,150,26,33,4,1
NP01195,69,107,21,20,2,1
NP01284,87,143,25,32,0,1
NP03373,56,93,17,17,0,1
NP03428,101,171,33,29,1,1
NP04640,355,560,100,106,1,1
NP02258,68,109,17,27,0,1
NP01255,144,239,45,57,1,1
NP07554,146,237,39,52,2,1
NP05090,229,367,71,71,8,1
NP07573,189,284,52,58,1,1
NP08244,332,544,88,111,6,1
NP09586,64,102,16,18,0,1
NP11235,127,189,35,36,0,1
NP07365,61,96,18,19,0,1
NP01727,67,105,21,15,0,1
NP03041,91,141,27,40,0,1
NP02492,463,730,138,149,5,1
NP01748,52,75,11,16,1,1
NP07444,96,151,31,34,1,1
NP04679,333,514,104,99,2,1
NP07252,77,116,20,24,1,1
NP07322,146,231,45,41,3,1
NP01651,53,98,24,14,1,1
NP02102,179,289,55,71,0,1
NP07382,67,114,18,17,1,1
NP04157,78,103,19,28,1,1
NP05537,450,746,130,146,3,1
NP05939,61,98,20,18,0,1
NP09635,65,97,19,19,0,1
NP07011,79,125,23,23,2,1
NP04746,130,200,36,40,2,1
NP01324,374,587,101,113,7,1
NP09694,77,116,22,24,1,1
NP08579,68,110,18,22,0,1
NP01245,335,513,83,122,7,1
NP00064,111,176,36,29,0,1
NP09599,68,104,18,18,1,1
NP00786,102,155,33,37,1,1
NP09955,260,407,59,88,2,1
NP09419,173,290,48,51,2,1
NP11297,353,566,94,100,4,1
NP08659,79,129,23,22,1,1
NP04759,140,203,37,40,3,1
NP02928,186,300,56,55,2,1
NP06187,59,95,23,18,0,1
NP07249,125,201,35,42,1,1
NP01211,72,127,27,23,0,1
NP00028,427,670,112,134,4,1
NP04778,116,177,33,38,3,1
NP11356,346,515,91,107,5,1
NP10734,70,98,16,30,1,1
NP07725,61,105,21,14,0,1
NP06332,72,122,20,27,0,1
NP09165,166,266,58,64,0,1
NP05922,98,148,30,23,1,1
NP02270,78,139,21,27,0,1
NP08051,65,106,18,22,0,1
NP02531,168,257,43,51,1,1
NP07551,148,241,41,51,2,1
NP06347,118,188,40,40,7,1
NP06114,339,520,104,106,14,1
NP06967,63,101,19,17,1,1
NP06952,97,159,27,43,0,1
NP05468,190,328,58,58,1,1
NP06353,400,628,102,111,3,1
NP04665,330,519,101,104,2,1
NP10778,64,96,16,13,1,1
NP09418,72,105,21,18,1,1
NP01833,160,249,45,59,2,1
NP07912,427,691,113,134,0,1
NP04437,108,162,24,37,0,1
NP06830,115,174,32,36,0,1
NP10703,81,122,26,18,0,1
NP07278,74,129,23,19,0,1
NP10782,49,79,15,15,1,1
NP11066,413,641,111,131,1,1
NP01282,67,121,21,22,1,1
NP07559,169,250,40,51,4,1
NP04690,346,527,99,105,1,1
NP07966,115,174,36,37,1,1
NP03545,195,303,51,52,2,1
NP05174,104,181,35,33,4,1
NP04915,146,223,41,41,2,1
NP08009,185,292,58,41,0,1
NP01501,276,416,82,102,11,1
NP10658,55,83,13,18,1,1
NP01803,227,359,71,60,5,1
NP01675,61,106,16,21,0,1
NP01773,146,242,42,48,2,1
NP10629,103,169,33,32,0,1
NP07403,114,180,34,41,0,1
NP00045,262,401,79,77,2,1
NP07590,72,125,27,20,0,1
NP10820,140,200,36,45,0,1
NP06916,82,138,20,24,0,1
NP02370,62,83,17,21,0,1
NP00030,441,702,116,136,2,1
NP05094,93,163,29,32,5,1
NP02705,73,114,22,26,0,1
NP09876,232,398,72,67,3,1
NP01655,59,95,15,14,0,1
NP10801,57,81,13,16,2,1
NP11368,357,548,96,98,4,1
NP04769,107,164,30,37,3,1
NP06623,93,159,29,29,3,1
NP09786,84,123,23,21,0,1
NP04447,131,230,46,41,0,1
NP03783,107,167,29,40,0,1
NP08632,95,144,24,26,0,1
NP04826,105,162,26,37,4,1
NP07067,65,97,17,23,1,1
NP07123,71,104,22,21,1,1
NP01828,150,233,43,47,2,1
NP10797,57,91,13,18,1,1
NP06831,124,179,33,32,0,1
NP02828,56,94,20,16,1,1
NP09348,86,122,16,26,0,1
NP02809,118,182,40,34,0,1
NP02525,93,142,24,26,0,1
NP04922,155,233,41,43,2,1
NP00889,60,86,16,17,0,1
NP11361,353,547,97,100,6,1
NP04306,164,250,42,51,1,1
NP09885,205,354,64,59,2,1
NP05937,214,327,81,60,1,1
NP01883,71,102,24,21,2,1
NP04731,129,209,39,41,3,1
NP10649,78,122,20,21,0,1
NP11370,455,719,131,136,6,1
NP01013,61,95,17,21,0,1
NP00866,58,84,18,18,0,1
NP05267,47,77,11,21,0,1
NP03801,176,257,43,54,2,1
NP06346,125,196,36,38,6,1
NP09261,126,209,45,46,0,1
NP02578,121,172,26,33,4,1
NP06426,116,197,45,42,4,1
NP09795,399,640,108,131,12,1
NP06234,79,107,19,23,0,1
NP10348,52,84,18,21,0,1
NP07400,120,185,35,33,1,1
NP04879,108,167,31,36,4,1
NP04371,217,353,63,77,0,1
NP07646,190,282,52,59,0,1
NP04039,112,177,29,28,1,1
NP03763,144,207,43,42,0,1
NP05683,106,160,28,33,2,1
NP04303,185,273,51,60,0,1
NP05073,324,508,94,104,6,1
NP09133,91,123,23,25,0,1
NP09042,449,704,128,143,2,1
NP02010,93,139,29,36,0,1
NP06873,82,133,19,28,2,1
NP06593,164,279,55,43,4,1
NP08671,129,194,38,39,1,1
NP04920,159,234,40,40,2,1
NP09041,412,638,114,122,3,1
NP09592,65,96,18,18,0,1
NP03644,147,237,47,38,1,1
NP09069,192,286,52,66,0,1
NP07935,118,180,36,39,1,1
NP05663,65,111,21,22,0,1
NP05893,65,93,17,20,0,1
NP01822,165,262,50,56,2,1
NP07561,163,238,44,51,2,1
NP07807,102,155,33,31,0,1
NP06559,60,88,14,16,0,1
NP06934,304,462,72,70,0,1
NP05791,222,328,56,59,3,1
NP06207,157,243,53,42,1,1
NP05666,238,372,76,68,10,1
NP07406,62,98,18,19,0,1
NP01813,145,241,43,46,2,1
NP09044,361,566,102,111,1,1
NP08271,66,90,16,23,0,1
NP04229,111,181,31,48,1,1
NP05198,99,155,31,23,2,1
NP07318,71,98,18,24,0,1
NP10735,80,114,18,34,0,1
NP09662,75,110,22,25,1,1
NP07342,108,137,25,35,0,1
NP07153,91,112,26,28,0,1
NP07134,59,85,17,23,0,1
NP05181,108,182,34,36,5,1
NP01186,68,98,20,17,1,1
NP08248,353,547,93,116,9,1
NP02917,105,162,30,36,1,1
NP04646,341,543,99,108,1,1
NP07467,130,207,41,42,0,1
NP07096,108,166,34,40,1,1
NP11064,411,649,107,132,1,1
NP03761,141,210,42,41,0,1
NP07155,85,142,20,33,0,1
NP06909,76,125,25,28,0,1
NP08846,49,87,15,17,1,1
NP04940,147,213,37,41,2,1
NP03800,112,194,30,31,0,1
NP08593,59,89,17,17,0,1
NP02943,58,97,17,25,0,1
NP02587,103,151,27,37,5,1
NP06657,59,94,14,13,0,1
NP09845,138,208,42,38,2,1
NP09888,157,249,49,45,1,1
NP11399,376,613,101,103,5,1
NP07335,96,142,24,31,0,1
NP01820,166,267,51,55,2,1
NP05185,117,194,32,32,5,1
NP09901,67,109,21,22,0,1
NP09899,78,114,20,20,0,1
NP07177,52,76,12,18,0,1
NP07968,70,108,16,21,1,1
NP03028,135,213,43,48,0,1
NP11069,63,87,15,18,2,1
NP07138,53,88,18,14,0,1
NP09927,74,125,23,29,0,1
NP06880,81,137,21,23,0,1
NP02061,79,115,19,28,0,1
NP07955,150,214,44,50,0,1
NP02234,83,118,18,26,1,1
NP04032,355,543,111,113,2,1
NP03458,83,122,18,26,0,1
NP03805,168,241,41,53,1,1
NP07021,111,160,28,42,0,1
NP07937,115,175,33,34,0,1
NP02162,172,267,49,51,2,1
NP01817,162,259,45,53,3,1
NP09350,70,108,18,17,4,1
NP07077,56,79,13,20,0,1
NP11323,353,564,100,94,4,1
NP04783,100,153,31,30,4,1
