,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,y
peptide_pm_102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.517,-0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_103,-0.359,0.0,0.0,0.0,-0.285,0.0,-0.181,-0.181,-0.415,-0.359,0.0,0.0,0.0,0.0,0.0,-0.51,-0.359,-0.181,-0.181,0.0,1
peptide_pm_104,0.0,0.0,0.0,0.0,-0.511,0.0,0.0,0.0,-0.477,-0.314,0.0,0.0,0.0,0.0,-0.314,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_105,-0.285,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.415,0.0,-0.523,0.0,0.0,-0.285,0.0,-0.285,-0.285,0.0,0.0,0.0,0.0,1
peptide_pm_106,-0.216,0.0,0.0,0.0,-0.411,0.0,-0.216,-0.216,-0.53,-0.411,0.0,0.0,0.0,0.0,0.0,-0.332,-0.216,0.0,-0.216,0.0,1
peptide_pm_107,-0.332,0.0,0.0,0.0,0.0,-0.411,0.0,-0.411,-0.216,-0.464,0.0,0.0,-0.216,0.0,0.0,-0.216,-0.332,-0.332,-0.216,0.0,1
peptide_pm_108,-0.216,-0.332,0.0,0.0,-0.5,0.0,0.0,0.0,-0.411,-0.464,0.0,0.0,-0.332,0.0,0.0,-0.332,0.0,-0.216,0.0,0.0,1
peptide_pm_109,-0.53,0.0,0.0,0.0,-0.363,0.0,0.0,0.0,-0.53,-0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_110,0.0,-0.482,0.0,0.0,-0.232,-0.482,0.0,-0.232,0.0,-0.232,0.0,0.0,0.0,0.0,-0.482,0.0,0.0,-0.232,-0.232,-0.232,1
peptide_pm_111,-0.375,0.0,0.0,0.0,0.0,-0.375,0.0,-0.25,-0.375,-0.531,0.0,0.0,0.0,0.0,0.0,-0.375,-0.25,0.0,0.0,0.0,1
peptide_pm_112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.512,-0.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_113,-0.42,-0.224,0.0,0.0,0.0,-0.342,-0.342,0.0,-0.342,-0.507,0.0,-0.342,0.0,0.0,0.0,0.0,0.0,-0.224,-0.224,0.0,1
peptide_pm_114,0.0,-0.232,-0.431,-0.352,-0.232,0.0,0.0,-0.232,-0.232,-0.352,0.0,0.0,0.0,0.0,-0.232,-0.352,0.0,-0.232,-0.431,0.0,1
peptide_pm_115,-0.332,0.0,0.0,0.0,-0.216,-0.411,0.0,-0.216,-0.411,-0.411,0.0,0.0,0.0,0.0,-0.216,0.0,-0.332,-0.411,-0.216,0.0,1
peptide_pm_116,0.0,0.0,0.0,0.0,0.0,-0.232,-0.232,-0.513,-0.482,-0.232,0.0,-0.232,0.0,0.0,-0.431,0.0,-0.232,0.0,0.0,-0.232,1
peptide_pm_117,-0.352,0.0,0.0,0.0,0.0,-0.431,0.0,-0.232,-0.431,-0.528,0.0,0.0,-0.232,0.0,0.0,-0.232,0.0,-0.232,0.0,0.0,1
peptide_pm_118,0.0,-0.415,0.0,0.0,-0.285,-0.285,0.0,0.0,0.0,-0.285,0.0,0.0,0.0,0.0,-0.488,0.0,-0.415,-0.415,0.0,-0.285,1
peptide_pm_119,-0.16,-0.459,0.0,-0.16,0.0,-0.326,0.0,-0.255,-0.326,-0.16,0.0,-0.16,-0.255,0.0,0.0,-0.381,-0.16,-0.381,-0.16,-0.16,1
peptide_pm_120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.285,-0.488,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.488,0.0,1
peptide_pm_121,0.0,-0.232,-0.431,-0.232,-0.232,0.0,0.0,0.0,-0.232,-0.513,0.0,0.0,0.0,0.0,-0.232,-0.352,0.0,0.0,-0.431,0.0,1
peptide_pm_122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.526,-0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_123,-0.15,0.0,0.0,0.0,-0.469,-0.15,0.0,-0.15,-0.53,-0.15,0.0,-0.15,-0.24,0.0,-0.24,-0.15,-0.15,-0.309,0.0,0.0,1
peptide_pm_124,-0.164,-0.464,0.0,-0.164,0.0,-0.332,0.0,-0.388,-0.26,0.0,0.0,-0.164,-0.26,0.0,-0.164,-0.431,0.0,-0.26,-0.164,-0.164,1
peptide_pm_125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.285,-0.285,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.53,0.0,1
peptide_pm_126,0.0,-0.482,0.0,0.0,-0.232,-0.431,0.0,0.0,0.0,-0.232,0.0,0.0,-0.232,0.0,-0.513,0.0,0.0,-0.352,0.0,-0.232,1
peptide_pm_127,-0.216,-0.332,0.0,0.0,-0.411,-0.216,0.0,0.0,-0.411,-0.529,0.0,0.0,-0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_128,-0.435,0.0,-0.194,0.0,-0.118,-0.303,0.0,-0.344,-0.344,-0.194,0.0,-0.303,-0.118,-0.194,-0.118,-0.409,-0.118,-0.194,-0.194,0.0,1
peptide_pm_129,0.0,-0.491,0.0,0.0,-0.24,-0.24,0.0,-0.24,-0.24,0.0,0.0,0.0,0.0,0.0,-0.519,0.0,0.0,-0.24,-0.24,-0.363,1
peptide_pm_130,-0.232,0.0,0.0,0.0,-0.431,0.0,-0.232,-0.232,-0.53,-0.431,0.0,0.0,-0.232,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,1
peptide_pm_131,-0.439,0.0,0.0,-0.197,-0.197,-0.439,-0.197,-0.306,-0.383,-0.383,0.0,0.0,0.0,0.0,0.0,-0.306,0.0,-0.306,0.0,0.0,1
peptide_pm_132,0.0,0.0,0.0,0.0,-0.447,0.0,0.0,-0.314,-0.531,-0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_133,-0.444,0.0,-0.172,0.0,-0.172,-0.272,0.0,-0.345,-0.444,-0.272,0.0,0.0,-0.172,-0.172,0.0,-0.172,-0.272,-0.401,0.0,0.0,1
peptide_pm_134,-0.375,-0.299,0.0,0.0,-0.299,-0.191,0.0,-0.375,-0.375,-0.431,0.0,-0.191,-0.299,0.0,0.0,-0.191,-0.191,-0.191,0.0,0.0,1
peptide_pm_135,-0.272,0.0,0.0,0.0,-0.272,-0.272,-0.272,-0.272,-0.401,-0.516,0.0,-0.272,0.0,0.0,0.0,0.0,-0.272,-0.272,0.0,0.0,1
peptide_pm_136,-0.272,0.0,0.0,0.0,-0.272,-0.401,0.0,0.0,0.0,-0.524,-0.272,-0.272,-0.272,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_137,-0.314,0.0,0.0,0.0,-0.447,-0.314,0.0,0.0,-0.511,-0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.447,0.0,1
peptide_pm_138,-0.359,0.0,0.0,0.0,-0.285,-0.415,-0.181,-0.285,-0.51,-0.285,0.0,0.0,0.0,0.0,-0.285,-0.181,0.0,-0.181,0.0,-0.181,1
peptide_pm_139,-0.24,0.0,0.0,0.0,-0.442,0.0,-0.24,-0.24,-0.53,-0.442,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.517,-0.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_141,-0.359,0.0,0.0,0.0,-0.285,0.0,-0.181,-0.181,-0.488,-0.359,0.0,0.0,0.0,0.0,0.0,-0.415,-0.359,-0.285,-0.181,0.0,1
peptide_pm_142,0.0,0.0,0.0,-0.285,-0.285,-0.415,0.0,-0.488,-0.415,-0.488,0.0,0.0,0.0,0.0,0.0,-0.285,0.0,0.0,0.0,0.0,1
peptide_pm_143,-0.272,-0.516,0.0,0.0,-0.272,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.516,0.0,0.0,-0.401,0.0,-0.272,1
peptide_pm_144,0.0,0.0,0.0,0.0,-0.479,-0.383,0.0,-0.306,-0.479,-0.197,0.0,-0.197,0.0,-0.197,0.0,-0.197,0.0,-0.439,0.0,0.0,1
peptide_pm_145,-0.26,0.0,0.0,0.0,0.0,-0.26,0.0,-0.388,-0.388,-0.464,0.0,0.0,-0.26,-0.388,-0.388,0.0,0.0,0.0,-0.26,0.0,1
peptide_pm_146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.488,-0.415,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,-0.415,0.0,1
peptide_pm_147,-0.272,0.0,0.0,-0.172,-0.272,-0.5,0.0,0.0,-0.401,-0.401,-0.272,0.0,-0.172,-0.172,-0.172,-0.172,-0.172,-0.172,0.0,0.0,1
peptide_pm_148,-0.299,0.0,0.0,0.0,0.0,-0.299,-0.299,-0.5,-0.431,-0.431,0.0,-0.299,0.0,0.0,0.0,0.0,0.0,0.0,-0.299,0.0,1
peptide_pm_149,0.0,0.0,0.0,0.0,-0.186,-0.292,-0.292,-0.186,-0.464,-0.367,-0.292,0.0,0.0,0.0,-0.367,-0.292,-0.292,-0.186,0.0,-0.186,1
peptide_pm_150,-0.314,0.0,0.0,0.0,-0.447,0.0,0.0,0.0,-0.531,-0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.447,0.0,1
peptide_pm_151,-0.314,0.0,0.0,0.0,-0.447,0.0,0.0,0.0,-0.447,-0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.531,0.0,1
peptide_pm_152,-0.285,0.0,0.0,0.0,-0.285,-0.285,0.0,-0.415,0.0,-0.523,0.0,0.0,-0.285,0.0,-0.285,-0.285,0.0,-0.285,0.0,0.0,1
peptide_pm_153,-0.42,0.0,-0.224,0.0,-0.342,-0.224,0.0,0.0,-0.507,-0.473,0.0,0.0,0.0,0.0,0.0,0.0,-0.224,-0.342,0.0,0.0,1
peptide_pm_154,0.0,-0.47,0.0,-0.168,0.0,-0.437,0.0,0.0,-0.168,-0.168,0.0,-0.266,-0.339,0.0,-0.168,-0.168,-0.394,-0.339,-0.168,0.0,1
peptide_pm_155,-0.352,0.0,0.0,0.0,0.0,-0.232,0.0,-0.431,-0.528,-0.352,0.0,0.0,0.0,0.0,-0.232,-0.352,-0.232,0.0,0.0,0.0,1
peptide_pm_156,-0.323,0.0,-0.209,0.0,-0.209,-0.323,-0.209,-0.456,-0.323,-0.323,-0.209,0.0,-0.323,0.0,0.0,-0.209,0.0,-0.209,0.0,-0.209,1
peptide_pm_157,0.0,0.0,0.0,0.0,-0.415,0.0,0.0,-0.285,-0.415,-0.285,0.0,0.0,-0.415,0.0,-0.415,0.0,0.0,0.0,-0.488,0.0,1
peptide_pm_158,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,0.0,-0.53,-0.352,0.0,0.0,0.0,0.0,-0.431,-0.232,0.0,0.0,-0.482,0.0,1
peptide_pm_159,-0.306,0.0,0.0,-0.306,0.0,-0.383,0.0,-0.197,-0.506,-0.383,-0.306,-0.306,0.0,0.0,0.0,0.0,0.0,0.0,-0.306,0.0,1
peptide_pm_160,-0.26,-0.464,-0.164,-0.164,0.0,-0.26,0.0,-0.26,-0.164,-0.164,0.0,-0.164,-0.26,0.0,0.0,-0.332,-0.26,-0.388,-0.164,-0.164,1
peptide_pm_161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53,-0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,1
peptide_pm_162,-0.411,0.0,-0.216,0.0,-0.216,-0.216,0.0,-0.529,-0.411,0.0,-0.216,0.0,0.0,0.0,0.0,0.0,-0.216,-0.216,0.0,0.0,1
peptide_pm_163,-0.24,0.0,0.0,0.0,-0.24,-0.491,0.0,-0.24,-0.363,-0.519,0.0,-0.24,0.0,0.0,0.0,-0.24,-0.24,0.0,0.0,0.0,1
peptide_pm_164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.53,0.0,0.0,-0.232,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,1
peptide_pm_165,0.0,0.0,0.0,0.0,-0.488,0.0,0.0,-0.285,-0.285,-0.488,0.0,0.0,0.0,-0.285,-0.285,-0.285,0.0,-0.285,-0.285,0.0,1
peptide_pm_166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,1
peptide_pm_167,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-0.25,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.25,0.0,1
peptide_pm_168,0.0,0.0,0.0,0.0,-0.479,-0.383,-0.439,-0.306,-0.197,-0.197,0.0,-0.197,0.0,-0.197,0.0,-0.197,0.0,-0.439,0.0,0.0,1
peptide_pm_169,-0.345,-0.272,-0.172,-0.172,0.0,-0.345,0.0,-0.345,-0.444,-0.345,-0.172,-0.172,0.0,0.0,0.0,0.0,-0.345,-0.272,0.0,0.0,1
peptide_pm_170,-0.24,0.0,0.0,0.0,-0.491,0.0,-0.24,-0.24,-0.53,-0.442,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_171,0.0,0.0,0.0,0.0,-0.415,-0.285,0.0,0.0,-0.285,-0.53,-0.285,0.0,-0.285,0.0,0.0,0.0,-0.285,-0.285,0.0,0.0,1
peptide_pm_172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.531,-0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.314,0.0,1
peptide_pm_173,-0.314,-0.245,-0.153,0.0,0.0,-0.369,0.0,-0.153,-0.369,-0.447,0.0,-0.245,0.0,-0.153,0.0,-0.369,-0.245,-0.314,0.0,0.0,1
peptide_pm_174,0.0,-0.516,0.0,0.0,-0.272,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.531,0.0,0.0,-0.401,0.0,-0.272,1
peptide_pm_175,-0.526,0.0,-0.272,0.0,0.0,-0.172,0.0,0.0,-0.401,-0.476,0.0,-0.172,0.0,0.0,0.0,0.0,-0.172,-0.345,-0.172,0.0,1
peptide_pm_176,0.0,-0.47,0.0,-0.168,0.0,-0.437,0.0,0.0,0.0,-0.168,0.0,-0.266,-0.339,0.0,-0.266,-0.266,-0.394,-0.339,0.0,0.0,1
peptide_pm_177,-0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.528,-0.299,0.0,0.0,0.0,0.0,0.0,-0.299,-0.299,-0.299,0.0,1
peptide_pm_178,0.0,-0.528,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.299,-0.299,-0.299,1
peptide_pm_179,-0.375,0.0,0.0,0.0,0.0,-0.375,0.0,-0.25,-0.375,-0.531,0.0,-0.25,0.0,0.0,0.0,-0.25,-0.25,0.0,0.0,0.0,1
peptide_pm_180,-0.197,0.0,0.0,0.0,-0.306,-0.439,-0.439,-0.439,0.0,-0.383,0.0,0.0,0.0,0.0,-0.197,-0.197,0.0,-0.383,0.0,0.0,1
peptide_pm_181,-0.299,0.0,0.0,0.0,0.0,0.0,-0.299,-0.5,-0.5,-0.431,0.0,-0.299,0.0,0.0,0.0,0.0,0.0,0.0,-0.299,0.0,1
peptide_pm_182,0.0,-0.232,-0.431,-0.232,-0.232,0.0,0.0,-0.232,-0.232,-0.352,0.0,0.0,0.0,0.0,-0.232,-0.431,0.0,-0.232,-0.431,0.0,1
peptide_pm_183,-0.272,0.0,0.0,0.0,-0.272,0.0,-0.272,-0.272,-0.476,-0.531,0.0,0.0,0.0,0.0,0.0,0.0,-0.272,-0.272,0.0,0.0,1
peptide_pm_184,0.0,-0.5,0.0,0.0,-0.25,-0.375,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,-0.524,0.0,0.0,-0.25,0.0,-0.375,1
peptide_pm_185,0.0,0.0,0.0,0.0,-0.464,0.0,-0.26,-0.26,-0.528,-0.464,0.0,0.0,-0.26,0.0,0.0,0.0,0.0,0.0,-0.26,0.0,1
peptide_pm_186,0.0,0.0,0.0,-0.272,-0.272,-0.476,0.0,-0.401,-0.401,-0.401,0.0,0.0,0.0,0.0,0.0,-0.272,0.0,-0.272,-0.272,0.0,1
peptide_pm_187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.511,-0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.447,0.0,1
peptide_pm_188,-0.464,0.0,0.0,-0.164,0.0,-0.431,0.0,-0.164,-0.464,-0.431,-0.164,-0.164,0.0,0.0,0.0,-0.164,0.0,-0.26,-0.164,0.0,1
peptide_pm_189,-0.323,0.0,0.0,0.0,-0.209,-0.323,-0.209,-0.456,-0.456,-0.323,-0.209,0.0,-0.323,0.0,0.0,0.0,0.0,-0.209,0.0,-0.209,1
peptide_pm_190,-0.359,0.0,-0.181,0.0,-0.359,-0.415,0.0,-0.181,-0.415,-0.415,0.0,0.0,0.0,0.0,0.0,-0.415,0.0,-0.181,-0.181,0.0,1
peptide_pm_191,0.0,-0.232,-0.431,-0.232,-0.232,0.0,0.0,-0.232,-0.232,-0.431,0.0,0.0,0.0,0.0,-0.232,-0.352,0.0,-0.232,-0.431,0.0,1
peptide_pm_192,-0.323,0.0,0.0,-0.209,0.0,-0.401,0.0,-0.209,-0.493,-0.401,-0.323,-0.323,0.0,0.0,0.0,0.0,0.0,0.0,-0.323,0.0,1
peptide_pm_193,-0.526,0.0,0.0,0.0,0.0,-0.172,0.0,0.0,-0.444,-0.476,-0.172,-0.172,0.0,0.0,0.0,0.0,-0.172,-0.345,-0.172,0.0,1
peptide_pm_194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.528,-0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.299,0.0,1
peptide_pm_195,0.0,-0.528,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.431,0.0,-0.299,1
peptide_pm_196,0.0,-0.516,0.0,0.0,-0.272,-0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.516,0.0,0.0,-0.476,0.0,-0.272,1
peptide_pm_197,0.0,0.0,0.0,0.0,-0.511,0.0,0.0,-0.314,-0.531,-0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_198,-0.278,0.0,-0.176,0.0,-0.176,-0.352,0.0,-0.176,-0.52,-0.352,0.0,0.0,0.0,-0.176,0.0,-0.176,0.0,-0.482,0.0,0.0,1
peptide_pm_199,0.0,-0.232,-0.431,-0.232,-0.232,0.0,0.0,-0.352,-0.232,-0.431,0.0,0.0,0.0,0.0,-0.232,-0.352,0.0,0.0,-0.431,0.0,1
peptide_pm_200,-0.342,0.0,-0.138,-0.224,0.0,-0.138,-0.138,-0.289,-0.224,-0.473,0.0,-0.224,0.0,-0.42,-0.289,0.0,-0.138,-0.224,-0.138,-0.138,1
peptide_pm_201,-0.314,0.0,0.0,0.0,-0.447,0.0,0.0,0.0,-0.477,0.0,0.0,0.0,-0.314,0.0,-0.314,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_202,0.0,0.0,0.0,0.0,-0.488,-0.285,0.0,-0.285,-0.415,-0.415,0.0,0.0,0.0,-0.285,0.0,-0.285,0.0,-0.285,-0.285,0.0,1
peptide_pm_203,-0.232,0.0,0.0,0.0,-0.431,0.0,-0.232,-0.232,-0.53,-0.431,0.0,0.0,-0.232,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,1
peptide_pm_204,-0.345,0.0,0.0,0.0,0.0,-0.401,-0.172,-0.401,-0.345,-0.345,0.0,0.0,0.0,0.0,-0.476,0.0,-0.172,-0.272,0.0,-0.172,1
peptide_pm_205,-0.285,0.0,0.0,0.0,0.0,-0.359,0.0,-0.415,-0.285,-0.415,0.0,0.0,-0.181,-0.285,-0.285,-0.181,-0.285,-0.285,-0.181,0.0,1
peptide_pm_206,0.0,-0.531,0.0,0.0,-0.314,0.0,0.0,0.0,0.0,-0.314,0.0,0.0,0.0,0.0,-0.511,0.0,0.0,-0.314,0.0,-0.314,1
peptide_pm_207,-0.323,0.0,0.0,0.0,-0.209,-0.323,-0.209,-0.456,-0.401,-0.323,-0.209,0.0,-0.323,0.0,0.0,-0.209,0.0,-0.209,0.0,-0.209,1
peptide_pm_208,-0.352,0.0,0.0,0.0,0.0,-0.232,0.0,-0.431,-0.513,-0.352,0.0,-0.232,0.0,0.0,-0.232,-0.352,-0.232,0.0,0.0,0.0,1
peptide_pm_209,-0.285,0.0,0.0,0.0,-0.181,-0.181,0.0,-0.359,-0.415,-0.181,0.0,-0.181,-0.181,0.0,-0.415,0.0,-0.181,-0.415,-0.181,-0.285,1
peptide_pm_210,-0.352,0.0,0.0,-0.232,0.0,-0.232,0.0,0.0,-0.52,0.0,0.0,0.0,0.0,-0.232,-0.431,0.0,-0.232,-0.232,0.0,0.0,1
peptide_pm_211,0.0,-0.5,0.0,0.0,-0.25,-0.375,0.0,0.0,0.0,-0.375,0.0,0.0,0.0,0.0,-0.524,0.0,0.0,-0.25,0.0,-0.25,1
peptide_pm_212,-0.323,0.0,0.0,0.0,-0.209,-0.209,-0.209,-0.456,-0.456,-0.323,-0.209,0.0,-0.323,0.0,0.0,-0.209,0.0,-0.209,0.0,-0.209,1
peptide_pm_213,-0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.464,-0.5,-0.216,-0.216,0.0,0.0,0.0,0.0,-0.216,-0.216,-0.216,0.0,1
peptide_pm_214,-0.439,-0.306,0.0,0.0,-0.383,-0.197,0.0,-0.306,-0.383,-0.383,0.0,-0.197,-0.306,0.0,0.0,-0.197,0.0,-0.197,0.0,0.0,1
peptide_pm_215,-0.32,-0.25,-0.156,-0.156,-0.156,-0.418,0.0,-0.25,-0.453,-0.418,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,-0.25,0.0,0.0,1
peptide_pm_216,-0.352,0.0,0.0,0.0,0.0,-0.431,0.0,-0.232,-0.431,-0.528,0.0,-0.232,0.0,0.0,0.0,-0.232,0.0,-0.232,0.0,0.0,1
peptide_pm_217,-0.345,-0.272,-0.272,0.0,0.0,-0.345,0.0,-0.172,-0.401,-0.401,-0.272,-0.272,0.0,-0.172,0.0,0.0,-0.345,-0.172,0.0,0.0,1
peptide_pm_218,-0.285,0.0,0.0,0.0,-0.285,-0.415,0.0,-0.415,0.0,-0.488,0.0,0.0,-0.285,0.0,-0.285,-0.285,0.0,-0.285,0.0,0.0,1
peptide_pm_219,0.0,0.0,0.0,0.0,0.0,-0.232,0.0,-0.5,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_220,-0.25,0.0,-0.156,0.0,-0.25,-0.32,0.0,-0.25,-0.524,-0.32,0.0,0.0,-0.156,-0.156,0.0,-0.156,0.0,-0.453,0.0,0.0,1
peptide_pm_221,-0.299,0.0,0.0,0.0,0.0,-0.299,-0.299,0.0,-0.431,-0.526,0.0,-0.299,0.0,0.0,0.0,0.0,0.0,0.0,-0.299,0.0,1
peptide_pm_222,0.0,-0.47,0.0,-0.168,0.0,-0.437,0.0,0.0,-0.168,-0.168,0.0,-0.266,-0.339,0.0,-0.168,-0.168,-0.394,-0.339,-0.168,0.0,1
peptide_pm_223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.285,-0.285,-0.515,0.0,0.0,-0.488,0.0,-0.415,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_224,-0.164,-0.464,0.0,-0.164,0.0,-0.332,0.0,-0.388,-0.26,0.0,0.0,-0.26,-0.26,0.0,-0.164,-0.388,0.0,-0.26,-0.164,-0.164,1
peptide_pm_225,-0.367,0.0,0.0,0.0,-0.292,-0.423,-0.423,-0.423,-0.186,-0.292,0.0,0.0,0.0,0.0,-0.423,0.0,0.0,0.0,-0.186,0.0,1
peptide_pm_226,-0.232,-0.232,-0.431,-0.232,-0.232,0.0,0.0,-0.232,-0.232,-0.352,0.0,0.0,0.0,0.0,-0.232,-0.352,0.0,-0.232,-0.431,0.0,1
peptide_pm_227,0.0,-0.528,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,-0.299,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.299,0.0,-0.431,1
peptide_pm_228,-0.15,-0.15,0.0,-0.24,-0.24,-0.309,-0.24,-0.15,-0.407,-0.15,-0.15,-0.15,-0.15,-0.309,0.0,-0.15,-0.309,-0.309,0.0,-0.309,1
peptide_pm_229,-0.375,-0.299,0.0,0.0,-0.375,-0.191,0.0,-0.191,-0.431,-0.471,0.0,0.0,-0.299,0.0,0.0,-0.191,-0.191,-0.191,0.0,0.0,1
peptide_pm_230,-0.228,-0.228,-0.141,-0.141,-0.228,-0.426,-0.141,-0.228,-0.39,-0.39,-0.141,-0.141,0.0,-0.141,-0.141,-0.228,-0.228,-0.228,0.0,0.0,1
peptide_pm_231,-0.24,0.0,0.0,0.0,-0.363,0.0,-0.24,-0.24,-0.527,-0.442,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_232,0.0,0.0,0.0,0.0,-0.363,0.0,0.0,-0.491,-0.519,-0.363,0.0,-0.363,0.0,0.0,0.0,-0.24,0.0,-0.24,0.0,0.0,1
peptide_pm_233,-0.53,0.0,0.0,0.0,-0.363,0.0,0.0,0.0,-0.53,-0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,1
peptide_pm_234,-0.473,0.0,0.0,0.0,-0.525,0.0,0.0,0.0,-0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.224,0.0,1
peptide_pm_235,0.0,-0.401,0.0,0.0,0.0,0.0,0.0,0.0,-0.516,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.272,0.0,1
peptide_pm_236,-0.479,0.0,0.0,0.0,-0.306,-0.506,0.0,-0.197,0.0,-0.383,-0.197,0.0,0.0,0.0,-0.197,-0.306,-0.197,-0.197,0.0,0.0,1
peptide_pm_237,-0.354,-0.115,-0.067,-0.247,-0.188,-0.316,-0.067,-0.115,-0.336,-0.272,-0.067,-0.115,-0.115,-0.272,-0.247,-0.272,-0.219,-0.272,-0.219,-0.154,1
peptide_pm_238,-0.314,0.0,0.0,0.0,-0.392,-0.203,0.0,-0.392,-0.314,-0.447,0.0,0.0,-0.314,0.0,0.0,-0.392,-0.203,-0.203,0.0,0.0,1
peptide_pm_239,0.0,0.0,0.0,0.0,-0.408,-0.278,-0.176,-0.176,-0.505,-0.451,0.0,0.0,-0.278,0.0,-0.352,-0.176,0.0,-0.176,0.0,0.0,1
peptide_pm_240,-0.209,-0.323,0.0,0.0,0.0,-0.516,0.0,-0.209,-0.323,-0.493,0.0,0.0,0.0,-0.209,0.0,-0.323,0.0,-0.209,0.0,0.0,1
