,QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3,y
peptide_nm_63,0.6703,0.3352,0.3352,0.6703,0.0,0.3352,0.6703,0.0,0.0,0.0,1.0055,0.3352,0.0,0.0,0.3352,0.6703,0.6703,0.3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2562,0.1866,0.2221,0.2562,0.1866,0.2221,0
peptide_nm_64,0.0,0.0,0.7399,0.2466,0.0,0.0,0.2466,0.4932,0.2466,0.4932,0.4932,0.7399,0.2466,0.4932,0.2466,0.7399,0.2466,0.2466,0.4932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2953,0.2393,0.2187,0.2953,0.2393,0.2187,0
peptide_nm_65,0.3651,0.0,0.7303,0.0,0.0,0.7303,0.0,0.3651,0.7303,0.3651,0.3651,0.7303,0.0,0.3651,0.0,0.7303,0.0,0.0,0.0,1.0954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2381,0.2009,0.1958,0.2381,0.2009,0.1958,0
peptide_nm_66,0.3415,0.3415,1.3661,0.683,1.0246,0.0,0.0,0.3415,0.0,1.0246,0.0,0.683,0.0,0.3415,0.683,0.683,0.3415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1973,0.2014,0.2598,0.1973,0.2014,0.2598,0
peptide_nm_67,0.2897,0.869,0.0,0.5793,0.0,0.0,1.4483,0.5793,0.0,0.2897,0.0,0.5793,0.2897,0.2897,0.2897,0.0,0.0,0.2897,0.2897,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534,0.2358,0.2212,0.2534,0.2358,0.2212,0
peptide_nm_68,0.0,0.0,0.0,0.7307,0.0,0.0,0.3653,0.3653,0.3653,0.0,0.0,1.096,0.3653,0.0,0.7307,0.0,0.3653,0.0,0.3653,1.096,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.2453,0.2194,0.1699,0.2453,0.2194,0.1699,0
peptide_nm_69,2.2434,0.5609,0.0,0.0,0.0,0.2804,0.0,0.5609,0.2804,1.1217,0.2804,0.2804,0.2804,0.5609,0.2804,0.5609,0.2804,0.2804,0.0,0.2804,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2411,0.2281,0.2504,0.2411,0.2281,0.2504,0
peptide_nm_70,0.4684,0.4684,0.4684,0.4684,0.0,0.0,0.4684,0.0,0.0,0.9369,0.4684,0.4684,0.0,0.0,0.0,0.0,0.9369,0.0,0.0,0.4684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.1535,0.224,0.1541,0.1535,0.224,0.1541,0
peptide_nm_71,0.6987,0.0,0.0,0.0,0.0,1.3974,0.0,0.0,0.0,0.0,2.7949,0.0,0.0,0.6987,0.0,1.3974,0.6987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1119,0.1208,0.0686,0.1119,0.1208,0.0686,0
peptide_nm_72,0.3603,0.3603,0.0,0.3603,0.0,0.3603,0.3603,0.3603,0.3603,1.0808,0.7205,0.3603,0.7205,0.0,0.0,0.7205,0.0,0.0,0.0,0.3603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.2413,0.1944,0.204,0.2413,0.1944,0
peptide_nm_73,0.281,0.8431,0.281,0.281,0.0,0.281,0.281,0.281,0.281,0.5621,0.5621,0.281,0.0,0.0,0.0,0.0,0.8431,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.2371,0.2653,0.2165,0.2371,0.2653,0.2165,0
peptide_nm_74,0.0,0.0,0.8642,0.4321,0.0,0.0,0.0,0.0,0.4321,0.8642,0.4321,0.4321,0.0,0.8642,0.8642,0.4321,0.0,0.0,0.4321,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.1824,0.2038,0.1816,0.1824,0.2038,0.1816,0
peptide_nm_75,0.0,0.0,0.5,0.0,0.0,0.9999,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1525,0.1597,0.1878,0.1525,0.1597,0.1878,0
peptide_nm_76,0.3883,0.0,0.0,0.7766,0.0,0.3883,0.3883,0.3883,0.0,0.3883,0.0,0.3883,0.7766,1.1649,0.7766,0.7766,0.0,0.0,0.3883,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.2142,0.1847,0.2128,0.2142,0.1847,0.2128,0
peptide_nm_77,0.9821,0.491,0.491,0.2455,0.0,0.2455,0.0,0.491,0.9821,0.0,1.2276,0.0,0.2455,0.0,0.0,0.2455,0.2455,0.2455,0.2455,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2986,0.2361,0.2198,0.2986,0.2361,0.2198,0
peptide_nm_78,0.6054,0.0,0.0,0.3027,0.3027,0.0,0.6054,0.6054,0.6054,0.0,1.2107,0.3027,0.3027,0.6054,0.3027,0.3027,0.0,0.0,0.0,0.3027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2381,0.2683,0.1909,0.2381,0.2683,0.1909,0
peptide_nm_79,1.7871,0.6701,0.0,0.0,0.2234,0.0,0.6701,0.4468,0.0,0.0,0.4468,1.1169,0.0,0.2234,0.0,0.4468,0.4468,0.0,0.2234,0.2234,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2349,0.284,0.2577,0.2349,0.284,0.2577,0
peptide_nm_80,0.9205,0.0,0.9205,0.0,0.4602,0.0,0.0,2.3012,0.0,0.4602,0.4602,0.4602,0.0,0.0,0.4602,0.0,0.0,0.0,0.4602,1.3807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2137,0.1503,0.1758,0.2137,0.1503,0.1758,0
peptide_nm_81,0.783,0.522,0.522,0.3915,0.0,0.0,0.522,0.3915,0.261,0.783,0.783,0.3915,0.0,0.261,0.1305,0.3915,0.6525,0.0,0.3915,0.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.2649,0.2826,0.322,0.2649,0.2826,0
peptide_nm_82,0.5089,0.5089,0.2545,0.2545,0.0,0.7634,0.2545,0.7634,0.5089,0.0,0.5089,0.2545,0.0,0.5089,0.7634,0.2545,0.5089,0.0,0.5089,0.2545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2587,0.2923,0.1945,0.2587,0.2923,0.1945,0
peptide_nm_83,0.7908,0.5272,0.0,0.2636,0.0,0.0,0.5272,1.0544,0.2636,0.0,0.2636,0.2636,0.2636,0.2636,0.0,0.5272,0.5272,0.0,0.2636,1.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.1798,0.2602,0.2964,0.1798,0.2602,0.2964,0
peptide_nm_84,0.8633,0.2878,0.0,0.2878,0.5755,0.2878,0.5755,0.2878,0.0,0.2878,0.0,0.8633,0.0,0.2878,0.0,0.2878,0.2878,0.2878,0.0,0.5755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862,0.1562,0.2698,0.2862,0.1562,0.2698,0
peptide_nm_85,0.0,0.0,0.3323,0.3323,0.3323,0.6646,0.6646,0.3323,0.0,0.6646,0.3323,0.6646,0.0,0.0,0.0,0.6646,0.6646,0.3323,0.6646,0.3323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2486,0.2511,0.168,0.2486,0.2511,0.168,0
peptide_nm_86,0.9802,0.245,0.245,0.4901,0.245,0.245,0.9802,0.4901,0.0,0.7351,0.4901,0.245,0.0,0.0,0.245,0.4901,0.4901,0.0,0.0,0.4901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2477,0.2802,0.2271,0.2477,0.2802,0.2271,0
peptide_nm_87,0.0,0.9794,0.5876,0.1959,0.0,0.1959,0.3917,0.7835,0.0,0.3917,0.5876,0.3917,0.0,0.5876,0.3917,0.1959,0.1959,0.0,0.1959,0.3917,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3378,0.2259,0.2405,0.3378,0.2259,0.2405,0
peptide_nm_88,0.0,0.0,0.4308,0.4308,0.0,0.4308,0.4308,0.4308,0.4308,0.0,1.7231,0.4308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2056,0.2113,0.1524,0.2056,0.2113,0.1524,0
peptide_nm_89,0.6264,0.6264,0.6264,0.0,0.0,0.0,0.0,0.6264,0.0,0.6264,2.5057,0.0,0.0,0.0,0.6264,0.6264,0.6264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1391,0.1129,0.1216,0.1391,0.1129,0.1216,0
peptide_nm_90,1.6923,0.0,0.0,0.4231,0.0,0.8462,0.4231,0.0,0.0,0.0,0.4231,0.8462,0.0,0.0,0.0,0.8462,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1438,0.2019,0.2313,0.1438,0.2019,0.2313,0
peptide_nm_91,1.3126,0.4375,0.0,0.875,0.0,0.0,0.4375,0.4375,0.0,0.0,1.3126,0.0,0.0,0.0,0.4375,0.875,1.3126,0.0,0.0,0.875,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.2575,0.0969,0.2081,0.2575,0.0969,0.2081,0
peptide_nm_92,0.3094,0.9283,0.0,0.0,0.0,0.0,0.6189,0.6189,0.0,0.6189,0.6189,0.3094,0.3094,0.3094,0.0,0.3094,0.6189,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352,0.2631,0.1923,0.2352,0.2631,0.1923,0
peptide_nm_93,1.0222,0.5111,0.5111,0.0,0.0,0.5111,0.0,0.5111,0.0,1.0222,4.0888,0.0,0.0,0.5111,0.0,0.0,0.0,0.0,0.0,2.0444,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.1665,0.1805,0.142,0.1665,0.1805,0.142,0
peptide_nm_94,0.0,0.6325,0.2108,0.2108,0.0,0.0,1.6868,0.2108,0.0,0.0,0.8434,0.6325,0.2108,0.4217,0.0,0.2108,0.0,0.0,0.4217,0.2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0.1847,0.2664,0.338,0.1847,0.2664,0
peptide_nm_95,1.2289,0.0,0.8193,0.4096,0.0,0.4096,0.4096,0.8193,0.8193,0.8193,0.8193,0.4096,0.0,0.4096,0.8193,0.4096,0.0,0.0,0.0,0.8193,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,0.1849,0.2084,0.197,0.1849,0.2084,0
peptide_nm_96,0.8844,0.8844,0.0,0.0,0.0,0.4422,0.0,0.0,0.4422,0.0,0.4422,0.0,0.0,0.0,0.4422,1.7688,0.0,0.0,0.0,0.4422,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2336,0.1741,0.1501,0.2336,0.1741,0.1501,0
peptide_nm_97,0.6323,0.9484,0.0,0.6323,0.0,0.0,0.3161,0.0,0.3161,0.6323,0.3161,0.0,0.0,0.3161,0.0,0.0,0.0,0.0,0.0,0.9484,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.245,0.2347,0.2041,0.245,0.2347,0.2041,0
peptide_nm_98,1.0497,0.0,0.0,0.6998,0.0,0.3499,0.3499,1.3997,0.3499,0.3499,0.3499,0.0,0.3499,0.3499,0.0,0.0,0.0,0.0,0.0,1.7496,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2048,0.2356,0.2096,0.2048,0.2356,0.2096,0
peptide_nm_99,0.4307,0.0,0.0,0.4307,0.0,0.4307,0.4307,0.4307,0.0,0.8614,0.0,0.4307,0.0,0.8614,0.0,0.4307,0.8614,0.0,0.0,0.4307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.2119,0.2208,0.1366,0.2119,0.2208,0.1366,0
peptide_nm_100,0.5491,0.0,0.0,0.5491,0.0,0.0,0.0,0.5491,0.0,0.0,1.0982,0.0,0.0,0.0,0.0,1.6473,0.0,1.0982,1.0982,0.5491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.1692,0.1513,0.1304,0.1692,0.1513,0.1304,0
peptide_nm_101,0.2456,0.2456,0.2456,0.4912,0.0,0.7368,0.4912,0.0,0.0,0.4912,1.228,1.4736,0.2456,0.0,0.7368,0.0,0.2456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2479,0.2491,0.2574,0.2479,0.2491,0.2574,0
peptide_nm_102,0.2788,0.2788,0.5577,0.0,0.0,0.5577,0.8365,0.8365,0.0,0.8365,0.8365,0.5577,0.2788,0.2788,0.5577,0.2788,0.5577,0.0,0.2788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2753,0.2871,0.1587,0.2753,0.2871,0.1587,0
peptide_nm_103,0.5241,0.0,0.5241,0.5241,0.0,0.5241,0.0,0.5241,0.5241,0.0,1.0482,0.0,0.0,0.0,0.0,0.0,0.5241,0.0,0.5241,1.5724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.1526,0.1515,0.1718,0.1526,0.1515,0.1718,0
peptide_nm_104,0.3903,0.0,0.0,0.0,0.3903,0.3903,0.3903,0.3903,0.3903,1.5614,0.7807,0.3903,0.3903,1.171,0.7807,0.7807,0.0,0.0,0.3903,0.3903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2063,0.2157,0.1877,0.2063,0.2157,0.1877,0
peptide_nm_105,0.4517,0.0,0.0,1.8068,0.4517,0.0,0.4517,0.4517,0.4517,0.0,0.4517,0.9034,0.0,0.0,0.0,0.0,0.4517,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2373,0.1122,0.1988,0.2373,0.1122,0.1988,0
peptide_nm_106,0.0,0.8795,0.0,0.2199,0.0,0.0,0.6596,0.2199,0.2199,1.0994,0.0,0.6596,0.2199,0.2199,0.0,0.0,0.4397,0.0,0.2199,0.6596,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3007,0.3023,0.1772,0.3007,0.3023,0.1772,0
peptide_nm_107,1.8371,0.4593,0.0,0.4593,0.0,0.9185,0.0,0.4593,0.0,0.0,0.4593,0.4593,0.0,0.0,0.0,0.9185,0.4593,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1787,0.1847,0.1773,0.1787,0.1847,0.1773,0
peptide_nm_108,0.2985,0.0,0.0,0.5971,0.5971,0.2985,0.2985,0.0,0.0,0.0,0.2985,0.8956,0.0,0.2985,0.2985,0.5971,0.5971,0.2985,0.8956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.2805,0.228,0.193,0.2805,0.228,0
peptide_nm_109,0.453,0.453,0.0,0.453,0.0,0.0,0.453,0.0,0.0,0.9061,0.453,0.0,0.453,0.453,0.9061,0.9061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.1551,0.2122,0.1796,0.1551,0.2122,0.1796,0
peptide_nm_110,0.3928,0.7856,0.0,0.0,0.0,0.0,0.3928,0.3928,0.0,1.5711,0.3928,0.0,0.0,1.5711,0.7856,0.3928,0.3928,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.1927,0.2469,0.1676,0.1927,0.2469,0.1676,0
peptide_nm_111,0.0,0.5092,0.2546,0.2546,0.0,0.0,0.5092,0.2546,0.0,0.5092,0.2546,1.0183,0.2546,0.2546,0.7638,0.0,0.5092,0.0,0.0,0.7638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.2468,0.3011,0.1976,0.2468,0.3011,0.1976,0
peptide_nm_112,1.1161,0.558,0.279,0.0,0.0,0.837,0.837,0.558,0.0,0.558,0.837,0.558,0.0,0.0,0.0,0.558,0.279,0.0,0.0,0.558,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3153,0.2167,0.1889,0.3153,0.2167,0.1889,0
peptide_nm_113,0.7729,0.0,1.1594,0.0,0.0,0.7729,1.1594,0.7729,0.0,0.0,0.7729,0.7729,0.3865,0.3865,0.0,0.3865,0.7729,0.0,0.0,1.1594,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2367,0.2252,0.1516,0.2367,0.2252,0.1516,0
peptide_nm_114,0.2518,0.0,0.2518,0.2518,0.2518,0.2518,0.7554,0.2518,0.2518,0.7554,0.2518,1.5109,0.5036,0.7554,0.0,0.2518,0.2518,0.0,0.0,0.2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2241,0.275,0.2491,0.2241,0.275,0.2491,0
peptide_nm_115,0.9081,0.454,0.454,0.454,0.0,0.0,0.0,0.9081,0.0,0.9081,0.9081,0.0,0.0,0.454,0.9081,0.9081,0.0,0.0,0.454,0.9081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2024,0.1527,0.1908,0.2024,0.1527,0.1908,0
peptide_nm_116,0.0,0.409,0.409,0.0,0.0,0.0,0.409,0.409,0.409,0.0,1.2269,0.409,0.0,0.409,0.8179,0.0,0.0,0.0,0.0,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2492,0.2226,0.1193,0.2492,0.2226,0.1193,0
peptide_nm_117,0.8283,0.8283,0.0,0.0,0.4142,0.4142,1.6566,0.0,0.0,0.4142,0.4142,0.0,0.4142,0.4142,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1839,0.2208,0.1811,0.1839,0.2208,0.1811,0
peptide_nm_118,1.0688,0.5344,0.0,0.5344,0.0,0.0,0.5344,0.0,0.0,0.5344,0.0,1.0688,0.0,0.0,0.5344,0.0,0.0,0.0,0.0,1.0688,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.1453,0.1445,0.1758,0.1453,0.1445,0.1758,0
peptide_nm_119,0.0,0.8025,0.0,0.4012,0.0,0.4012,0.0,0.8025,0.0,0.0,0.0,0.0,0.0,0.8025,0.8025,0.8025,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.2228,0.2038,0.1721,0.2228,0.2038,0.1721,0
peptide_nm_120,0.5378,0.5378,0.8066,0.0,0.0,0.2689,0.5378,0.2689,0.0,0.2689,0.2689,1.0755,0.0,0.5378,0.0,0.2689,0.5378,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2365,0.2768,0.2178,0.2365,0.2768,0.2178,0
peptide_nm_121,0.8324,0.4162,0.4162,0.0,0.0,0.4162,0.4162,0.0,0.0,0.4162,0.4162,0.0,0.0,0.4162,0.4162,0.4162,0.8324,0.0,0.8324,1.2486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2273,0.152,0.2045,0.2273,0.152,0.2045,0
peptide_nm_122,1.3337,0.5335,1.0669,0.5335,0.2667,0.0,0.5335,0.0,0.5335,0.2667,0.2667,0.0,0.0,0.2667,0.5335,0.0,0.2667,0.0,0.2667,0.2667,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2789,0.2343,0.22,0.2789,0.2343,0.22,0
peptide_nm_123,0.3679,0.0,0.3679,0.3679,0.0,0.7357,0.3679,0.7357,0.3679,0.3679,0.0,0.0,0.0,0.0,0.3679,0.3679,0.7357,0.3679,0.7357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2256,0.2057,0.2008,0.2256,0.2057,0.2008,0
peptide_nm_124,0.0,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.442,1.3261,0.884,0.442,0.0,0.0,1.3261,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2319,0.1334,0.1926,0.2319,0.1334,0.1926,0
peptide_nm_125,0.7429,0.3715,0.0,0.0,0.0,0.0,0.3715,1.4859,0.3715,0.0,0.3715,0.3715,0.0,0.0,0.3715,0.0,0.3715,0.0,0.3715,0.7429,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2455,0.2456,0.1374,0.2455,0.2456,0.1374,0
