,DDR_A,DDR_R,DDR_N,DDR_D,DDR_C,DDR_Q,DDR_E,DDR_G,DDR_H,DDR_I,DDR_L,DDR_K,DDR_M,DDR_F,DDR_P,DDR_S,DDR_T,DDR_W,DDR_Y,DDR_V,y
peptide_pm_167,9.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,4.77,9.56,0.0,0.0,0.0,8.56,10.81,0.0,7.31,1
peptide_pm_168,0.0,0.0,10.87,0.0,0.0,17.57,0.0,4.86,5.95,11.14,14.78,12.7,0.0,6.32,0.0,16.09,0.0,0.0,0.0,6.75,1
peptide_pm_169,10.35,0.0,16.04,20.89,18.52,0.0,14.46,11.42,0.0,9.81,10.5,5.29,20.89,0.0,0.0,0.0,8.65,0.0,0.0,11.63,1
peptide_pm_170,10.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59,8.0,4.67,2.92,0.0,4.64,7.65,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,1.78,8.0,5.54,10.08,8.0,0.0,5.69,0.0,0.0,6.15,1
peptide_pm_172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.12,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,1
peptide_pm_173,12.19,0.0,16.78,29.15,21.91,15.76,0.0,13.83,0.0,17.7,6.39,5.83,0.0,0.0,0.0,9.23,13.16,0.0,0.0,11.29,1
peptide_pm_174,0.0,4.5,0.0,0.0,2.55,0.0,0.0,10.36,0.0,0.0,0.0,0.0,0.0,6.07,0.0,0.0,0.0,0.0,8.93,6.62,1
peptide_pm_175,7.15,0.0,24.18,11.04,0.0,0.0,0.0,20.89,0.0,0.0,4.43,8.24,0.0,0.0,0.0,0.0,19.46,22.46,0.0,8.42,1
peptide_pm_176,0.0,14.04,10.68,0.0,3.96,0.0,21.86,6.8,0.0,0.0,25.17,0.0,0.0,0.0,9.41,12.75,6.19,0.0,0.0,10.0,1
peptide_pm_177,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.3,6.08,0.0,0.0,0.0,5.42,7.08,0.0,7.08,1
peptide_pm_178,0.0,4.1,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,5.42,0.0,0.0,0.0,7.08,7.08,10.08,1
peptide_pm_179,6.67,0.0,12.31,0.0,0.0,0.0,0.0,5.2,0.0,14.06,3.09,6.27,0.0,0.0,0.0,10.81,7.06,0.0,0.0,0.0,1
peptide_pm_180,19.22,17.57,0.0,0.0,0.0,0.0,0.0,4.35,5.95,4.05,9.24,0.0,0.0,16.59,0.0,12.7,0.0,0.0,0.0,5.62,1
peptide_pm_181,5.42,0.0,8.42,0.0,0.0,0.0,0.0,0.0,6.08,3.5,4.55,2.7,0.0,0.0,0.0,0.0,0.0,7.08,0.0,0.0,1
peptide_pm_182,0.0,11.39,0.0,4.56,8.28,0.0,8.72,0.0,0.0,9.39,7.06,16.06,0.0,14.28,0.0,5.56,0.0,6.19,0.0,9.39,1
peptide_pm_183,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07,10.36,2.5,4.75,0.0,10.36,0.0,0.0,6.93,0.0,0.0,6.07,1
peptide_pm_184,0.0,3.75,0.0,0.0,3.38,0.0,0.0,11.33,0.0,0.0,8.56,0.0,0.0,8.56,0.0,0.0,0.0,0.0,6.67,10.81,1
peptide_pm_185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,7.73,5.69,3.09,0.0,4.77,7.07,0.0,0.0,13.07,0.0,0.0,1
peptide_pm_186,0.0,0.0,0.0,0.0,0.0,0.0,6.07,3.75,0.0,7.85,5.54,3.85,0.0,6.93,0.0,8.93,0.0,6.07,0.0,12.07,1
peptide_pm_187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.44,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,1
peptide_pm_188,7.68,0.0,21.37,0.0,0.0,0.0,26.17,5.19,0.0,16.03,4.5,4.32,20.03,0.0,0.0,28.03,0.0,24.43,0.0,16.07,1
peptide_pm_189,8.65,0.0,0.0,0.0,0.0,0.0,0.0,11.05,9.62,4.39,8.25,6.5,15.62,17.24,7.65,0.0,0.0,0.0,12.95,10.38,1
peptide_pm_190,12.62,0.0,0.0,24.04,0.0,0.0,0.0,6.35,0.0,12.04,5.3,8.26,0.0,12.88,0.0,11.74,0.0,22.19,0.0,12.19,1
peptide_pm_191,0.0,11.39,0.0,4.56,8.28,0.0,8.72,0.0,0.0,9.39,4.06,16.06,0.0,14.28,0.0,10.47,0.0,6.19,0.0,9.39,1
peptide_pm_192,8.05,0.0,10.65,0.0,0.0,0.0,11.9,4.84,0.0,11.9,8.95,4.71,9.25,0.0,0.0,0.0,0.0,10.45,0.0,0.0,1
peptide_pm_193,7.15,0.0,24.18,0.0,0.0,0.0,0.0,20.89,0.0,0.0,4.43,5.62,20.89,0.0,0.0,0.0,19.46,22.46,0.0,8.42,1
peptide_pm_194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,2.44,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,1
peptide_pm_195,0.0,4.1,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,5.42,0.0,0.0,0.0,0.0,7.08,7.45,1
peptide_pm_196,0.0,4.73,0.0,0.0,2.55,0.0,0.0,10.36,0.0,0.0,0.0,0.0,0.0,6.07,0.0,0.0,0.0,0.0,8.93,5.75,1
peptide_pm_197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,2.67,1.62,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_198,18.81,0.0,0.0,18.52,0.0,13.19,0.0,10.8,0.0,13.7,7.76,2.85,0.0,16.15,0.0,17.26,0.0,0.0,0.0,4.59,1
peptide_pm_199,0.0,11.39,0.0,4.56,8.28,0.0,8.72,0.0,0.0,5.76,6.31,16.06,0.0,14.28,0.0,10.47,0.0,6.19,0.0,0.0,1
peptide_pm_200,10.23,14.08,35.03,34.13,0.0,8.61,16.59,18.03,20.97,9.47,5.42,16.59,0.0,0.0,0.0,0.0,18.34,18.03,29.08,13.03,1
peptide_pm_201,6.18,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,4.1,7.45,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_202,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.92,0.0,9.38,6.08,4.08,0.0,3.45,0.0,5.69,0.0,6.92,0.0,9.38,1
peptide_pm_203,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39,8.28,4.69,2.92,0.0,4.81,8.06,0.0,0.0,11.39,0.0,0.0,1
peptide_pm_204,8.19,9.22,0.0,0.0,0.0,0.0,0.0,6.32,13.46,10.08,10.35,8.96,0.0,0.0,0.0,0.0,15.18,0.0,13.46,9.41,1
peptide_pm_205,9.2,17.84,0.0,0.0,0.0,23.04,0.0,10.88,0.0,6.0,6.17,16.4,0.0,0.0,12.04,13.58,12.24,14.35,0.0,13.76,1
peptide_pm_206,0.0,3.56,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,5.27,0.0,0.0,0.0,0.0,6.18,7.45,1
peptide_pm_207,8.65,0.0,0.0,0.0,0.0,0.0,0.0,11.05,9.62,4.39,8.25,6.42,15.62,17.24,7.65,14.19,0.0,0.0,12.95,10.38,1
peptide_pm_208,6.94,11.39,11.39,0.0,0.0,0.0,0.0,16.06,0.0,5.94,6.47,3.93,0.0,0.0,0.0,6.0,10.28,0.0,0.0,0.0,1
peptide_pm_209,9.92,6.35,13.58,0.0,0.0,0.0,0.0,12.5,0.0,8.46,14.35,17.57,0.0,17.58,15.27,0.0,12.19,16.35,11.84,8.78,1
peptide_pm_210,7.88,10.81,0.0,0.0,0.0,10.28,9.39,9.39,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,8.72,0.0,0.0,14.28,1
peptide_pm_211,0.0,3.75,0.0,0.0,3.38,0.0,0.0,11.33,0.0,0.0,7.73,0.0,0.0,8.56,0.0,0.0,0.0,0.0,7.31,10.81,1
peptide_pm_212,8.65,0.0,0.0,0.0,0.0,0.0,0.0,19.05,9.62,4.39,8.25,4.17,15.62,17.24,7.65,14.19,0.0,0.0,12.95,10.38,1
peptide_pm_213,8.4,0.0,18.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,4.59,13.25,0.0,0.0,0.0,12.05,14.65,0.0,9.05,1
peptide_pm_214,5.75,0.0,10.87,0.0,12.77,0.0,0.0,12.7,0.0,9.14,7.14,9.81,0.0,6.95,8.41,16.09,0.0,0.0,0.0,16.09,1
peptide_pm_215,9.83,0.0,0.0,15.03,22.32,0.0,17.66,7.25,0.0,22.13,8.39,4.15,0.0,21.91,0.0,23.81,18.0,0.0,0.0,14.0,1
peptide_pm_216,7.65,0.0,12.72,0.0,0.0,0.0,0.0,6.31,0.0,8.06,6.62,4.06,0.0,0.0,0.0,11.39,0.0,0.0,0.0,9.39,1
peptide_pm_217,10.35,0.0,11.63,10.59,18.52,13.18,0.0,11.19,0.0,16.04,8.4,6.48,16.81,0.0,0.0,0.0,9.27,0.0,0.0,18.18,1
peptide_pm_218,9.38,5.54,0.0,0.0,0.0,0.0,0.0,3.75,0.0,4.42,3.09,0.0,0.0,11.08,8.0,6.92,0.0,0.0,0.0,5.69,1
peptide_pm_219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.06,0.0,1.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_220,23.68,0.0,0.0,17.66,0.0,16.91,0.0,9.83,0.0,13.35,8.3,2.7,0.0,16.13,23.28,21.91,0.0,0.0,0.0,5.41,1
peptide_pm_221,5.42,0.0,8.42,0.0,0.0,0.0,0.0,6.08,6.08,0.0,2.62,5.27,0.0,0.0,0.0,0.0,0.0,7.08,0.0,0.0,1
peptide_pm_222,0.0,25.17,13.04,0.0,3.46,0.0,17.93,7.12,0.0,0.0,25.17,15.24,0.0,0.0,8.67,16.9,6.65,17.93,0.0,9.11,1
peptide_pm_223,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,1.12,6.15,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_224,14.17,21.37,14.97,0.0,4.56,0.0,24.43,10.54,0.0,8.59,0.0,14.69,0.0,0.0,16.0,8.07,0.0,18.83,20.03,11.38,1
peptide_pm_225,7.48,10.59,0.0,0.0,0.0,0.0,0.0,4.59,6.5,4.23,9.21,11.6,0.0,22.04,0.0,0.0,0.0,18.0,0.0,0.0,1
peptide_pm_226,8.06,11.39,0.0,4.56,8.28,0.0,8.72,0.0,0.0,9.39,7.06,16.06,0.0,14.28,0.0,10.47,0.0,6.19,0.0,9.39,1
peptide_pm_227,0.0,4.1,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,5.42,0.0,0.0,0.0,0.0,4.0,10.08,1
peptide_pm_228,30.15,0.0,25.21,0.0,21.32,11.22,14.3,9.41,27.39,21.32,30.15,15.37,32.03,13.82,16.03,22.5,14.66,0.0,9.47,9.34,1
peptide_pm_229,10.23,0.0,0.0,0.0,13.65,0.0,0.0,11.04,0.0,17.04,4.35,6.95,0.0,7.5,8.87,13.54,17.04,0.0,0.0,15.71,1
peptide_pm_230,12.03,25.3,17.57,20.97,25.69,21.89,33.14,7.34,18.0,13.81,10.24,7.39,31.35,14.08,0.0,14.97,15.86,0.0,0.0,12.25,1
peptide_pm_231,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41,7.65,4.53,3.09,0.0,4.81,7.53,0.0,0.0,13.29,0.0,0.0,1
peptide_pm_232,0.0,0.0,5.81,0.0,0.0,0.0,0.0,0.0,0.0,3.79,6.19,6.62,0.0,10.81,0.0,9.41,0.0,0.0,0.0,13.29,1
peptide_pm_233,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31,10.08,0.0,5.81,0.0,0.0,0.0,8.59,0.0,0.0,1
peptide_pm_234,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,2.5,0.0,0.0,0.0,8.95,0.0,0.0,1
peptide_pm_235,0.0,0.0,0.0,0.0,11.08,0.0,0.0,0.0,0.0,0.0,1.62,2.18,0.0,0.0,0.0,0.0,0.0,6.07,0.0,0.0,1
peptide_pm_236,4.95,19.22,0.0,0.0,0.0,0.0,0.0,2.61,0.0,16.09,7.71,0.0,14.78,8.95,0.0,12.77,13.65,0.0,0.0,19.22,1
peptide_pm_237,25.17,15.44,57.42,62.34,35.57,26.47,22.95,12.08,57.44,37.26,29.38,13.21,48.01,26.55,36.76,32.51,18.73,29.56,43.14,16.6,1
peptide_pm_238,12.67,0.0,0.0,0.0,0.0,0.0,0.0,20.05,0.0,8.65,5.16,6.38,0.0,8.55,6.76,7.65,12.77,0.0,0.0,20.05,1
peptide_pm_239,0.0,16.24,0.0,0.0,0.0,0.0,0.0,24.04,21.48,16.15,7.83,6.86,0.0,8.12,13.58,13.7,0.0,0.0,0.0,15.19,1
peptide_pm_240,9.9,0.0,0.0,0.0,11.05,9.62,0.0,2.94,0.0,11.9,5.65,8.25,0.0,0.0,0.0,9.35,0.0,0.0,0.0,10.38,1
peptide_pm_241,7.07,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,6.53,8.93,3.1,0.0,7.73,0.0,0.0,0.0,11.33,0.0,7.5,1
peptide_pm_242,0.0,7.17,0.0,0.0,0.0,0.0,0.0,13.25,18.05,13.25,9.05,3.69,0.0,7.89,11.05,0.0,10.25,9.47,8.95,0.0,1
peptide_pm_243,6.94,0.0,9.9,0.0,0.0,0.0,0.0,11.75,0.0,8.55,3.06,4.72,0.0,0.0,0.0,0.0,0.0,0.0,15.62,0.0,1
peptide_pm_244,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,0.0,0.0,0.0,0.0,6.15,8.0,0.0,6.92,1
peptide_pm_245,7.48,19.22,0.0,0.0,0.0,0.0,0.0,4.59,6.5,4.23,9.21,8.04,0.0,22.04,0.0,0.0,0.0,18.0,0.0,0.0,1
peptide_pm_246,0.0,3.75,0.0,0.0,3.38,0.0,0.0,11.33,0.0,0.0,8.56,0.0,0.0,8.67,0.0,0.0,0.0,0.0,7.31,10.81,1
peptide_pm_247,11.14,7.24,0.0,0.0,0.0,0.0,0.0,20.05,4.74,4.85,15.14,10.59,0.0,13.25,10.23,0.0,10.57,0.0,0.0,6.75,1
peptide_pm_248,11.74,0.0,0.0,23.04,0.0,0.0,0.0,6.78,0.0,11.52,5.14,7.59,0.0,12.0,0.0,10.86,0.0,21.2,0.0,11.6,1
peptide_pm_249,8.67,7.5,0.0,0.0,0.0,12.07,0.0,0.0,0.0,4.64,8.0,6.5,0.0,0.0,9.87,6.67,0.0,6.53,0.0,0.0,1
peptide_pm_250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1.69,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,1
peptide_pm_251,0.0,3.75,0.0,0.0,3.38,0.0,0.0,11.33,0.0,14.06,8.56,0.0,0.0,8.56,0.0,0.0,0.0,0.0,7.31,10.81,1
peptide_pm_252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,1
peptide_pm_253,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,4.42,6.15,0.0,0.0,2.36,0.0,0.0,2.73,5.69,0.0,1
peptide_pm_254,0.0,3.75,0.0,0.0,3.38,0.0,0.0,11.33,0.0,0.0,8.56,0.0,0.0,8.56,0.0,0.0,14.06,0.0,7.31,10.81,1
peptide_pm_255,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,2.58,0.0,0.0,0.0,0.0,7.73,9.87,0.0,7.07,1
peptide_pm_256,0.0,4.73,0.0,0.0,2.55,0.0,0.0,10.36,0.0,0.0,12.07,0.0,0.0,6.07,0.0,0.0,0.0,0.0,8.93,6.62,1
peptide_pm_257,0.0,25.17,13.52,0.0,3.46,0.0,17.93,7.12,0.0,0.0,25.17,27.03,0.0,0.0,8.67,16.9,4.72,17.93,0.0,9.11,1
peptide_pm_258,8.19,0.0,6.96,10.89,18.18,0.0,0.0,27.03,0.0,20.41,12.0,6.16,23.45,25.17,0.0,0.0,7.63,0.0,0.0,10.0,1
peptide_pm_259,9.5,0.0,10.59,0.0,0.0,0.0,14.78,5.71,0.0,13.65,8.48,4.35,8.59,0.0,0.0,0.0,0.0,10.23,0.0,0.0,1
peptide_pm_260,7.65,0.0,5.81,11.76,0.0,0.0,0.0,13.29,0.0,3.79,10.47,7.73,0.0,10.81,0.0,9.41,0.0,0.0,0.0,13.29,1
peptide_pm_261,16.83,0.0,0.0,17.66,0.0,16.91,0.0,12.19,0.0,13.35,8.3,2.7,0.0,16.13,0.0,14.52,0.0,0.0,0.0,5.41,1
peptide_pm_262,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,9.38,5.27,0.0,0.0,2.36,0.0,0.0,4.91,0.0,0.0,1
peptide_pm_263,9.05,4.83,0.0,0.0,0.0,0.0,0.0,4.82,0.0,7.68,5.28,16.25,0.0,11.05,14.65,13.25,0.0,0.0,0.0,6.94,1
peptide_pm_264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_265,9.5,21.91,0.0,23.11,0.0,43.02,16.69,11.22,0.0,0.0,6.56,6.63,21.91,34.93,39.29,16.88,0.0,27.91,23.69,37.56,1
peptide_pm_266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,1.69,0.0,0.0,11.52,0.0,0.0,21.2,0.0,0.0,1
peptide_pm_267,8.94,0.0,0.0,0.0,10.21,0.0,0.0,0.0,0.0,12.05,2.67,7.61,0.0,7.72,9.05,14.65,0.0,0.0,0.0,0.0,1
peptide_pm_268,0.0,4.75,0.0,0.0,0.0,0.0,0.0,6.92,0.0,9.38,6.08,5.54,0.0,3.45,0.0,5.69,0.0,6.92,0.0,9.38,1
peptide_pm_269,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,10.08,0.0,5.81,0.0,0.0,0.0,8.59,0.0,0.0,1
peptide_pm_270,6.67,0.0,12.31,0.0,0.0,0.0,0.0,10.81,0.0,14.06,3.09,3.36,0.0,0.0,0.0,10.81,7.06,0.0,0.0,0.0,1
peptide_pm_271,9.65,0.0,0.0,0.0,10.21,0.0,0.0,0.0,0.0,0.0,2.93,15.26,0.0,6.94,7.37,6.63,0.0,0.0,0.0,12.05,1
peptide_pm_272,6.95,0.0,0.0,0.0,10.38,8.25,11.9,9.9,0.0,15.62,10.28,0.0,0.0,0.0,0.0,0.0,7.68,11.05,8.45,7.75,1
peptide_pm_273,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_274,10.23,7.24,0.0,0.0,0.0,0.0,0.0,10.38,4.74,4.85,15.14,10.59,0.0,13.25,0.0,0.0,10.57,0.0,0.0,6.75,1
peptide_pm_275,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,1
peptide_pm_276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_277,6.63,4.83,0.0,0.0,0.0,0.0,0.0,10.21,0.0,13.25,4.94,4.94,0.0,11.05,14.65,13.25,0.0,0.0,0.0,12.32,1
peptide_pm_278,3.94,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.0,2.31,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_279,15.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58,20.5,3.86,4.15,0.0,12.56,0.0,9.3,5.96,22.19,0.0,12.5,1
peptide_pm_280,4.92,0.0,0.0,0.0,0.0,8.0,0.0,5.54,0.0,3.75,3.82,0.0,0.0,10.08,8.0,6.92,0.0,0.0,0.0,0.0,1
peptide_pm_281,0.0,25.17,13.04,0.0,3.46,0.0,17.93,7.12,0.0,0.0,25.17,21.86,0.0,0.0,8.67,16.9,4.72,17.93,0.0,10.46,1
peptide_pm_282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
peptide_pm_283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,4.42,4.73,0.0,0.0,2.36,0.0,0.0,1.9,0.0,0.0,1
peptide_pm_284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1.64,0.0,0.0,0.0,0.0,0.0,17.24,0.0,0.0,1
peptide_pm_285,5.12,0.0,22.83,17.77,16.83,24.43,0.0,14.17,0.0,15.33,8.37,6.0,0.0,0.0,0.0,12.18,17.93,0.0,21.37,20.03,1
peptide_pm_286,7.15,0.0,24.18,0.0,0.0,0.0,0.0,20.89,0.0,0.0,4.43,4.52,0.0,0.0,0.0,0.0,19.46,22.46,0.0,8.42,1
peptide_pm_287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,2.5,0.0,0.0,0.0,0.0,0.0,8.06,0.0,0.0,1
peptide_pm_288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,4.13,3.38,8.0,0.0,15.06,7.06,10.47,0.0,0.0,0.0,6.19,1
peptide_pm_289,8.05,0.0,10.65,0.0,0.0,0.0,0.0,10.38,0.0,11.9,8.95,2.93,9.25,0.0,0.0,0.0,0.0,10.45,0.0,0.0,1
peptide_pm_290,16.64,3.85,13.68,14.35,8.24,0.0,0.0,12.04,0.0,0.0,0.0,0.0,22.19,20.5,0.0,10.12,9.92,12.96,0.0,7.21,1
peptide_pm_291,7.06,0.0,12.31,0.0,0.0,0.0,0.0,5.2,0.0,14.06,3.09,9.56,0.0,0.0,0.0,5.07,7.06,7.31,0.0,0.0,1
peptide_pm_292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.71,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,1
peptide_pm_293,6.92,5.54,0.0,0.0,0.0,0.0,0.0,3.75,0.0,4.42,2.7,0.0,0.0,11.08,8.0,0.0,0.0,0.0,0.0,5.69,1
peptide_pm_294,0.0,3.27,0.0,0.0,4.92,0.0,0.0,0.0,0.0,6.15,0.0,7.08,0.0,5.69,0.0,8.42,11.08,0.0,5.54,0.0,1
peptide_pm_295,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,4.25,6.15,0.0,0.0,2.36,0.0,0.0,1.9,0.0,0.0,1
peptide_pm_296,7.62,0.0,0.0,0.0,0.0,0.0,7.29,0.0,13.58,20.5,6.62,4.15,0.0,12.56,0.0,23.04,7.92,22.19,0.0,12.5,1
peptide_pm_297,0.0,4.1,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,4.91,0.0,0.0,0.0,0.0,7.08,10.08,1
peptide_pm_298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.12,0.0,4.1,0.0,0.0,0.0,2.7,0.0,0.0,1
peptide_pm_299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81,7.81,6.5,3.09,0.0,4.64,7.31,0.0,0.0,12.31,0.0,0.0,1
peptide_pm_300,0.0,4.08,0.0,0.0,0.0,8.0,0.0,6.92,0.0,9.38,6.08,0.0,0.0,3.45,0.0,5.69,0.0,6.92,0.0,9.38,1
peptide_pm_301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,2.67,1.71,0.0,5.27,0.0,0.0,0.0,0.0,7.45,0.0,1
peptide_pm_302,0.0,9.87,11.33,0.0,0.0,0.0,0.0,6.53,0.0,4.07,6.67,2.36,0.0,0.0,0.0,7.07,0.0,0.0,0.0,9.38,1
peptide_pm_303,8.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72,9.68,4.25,0.0,17.58,17.58,9.3,7.46,22.19,0.0,12.24,1
peptide_pm_304,0.0,3.75,0.0,0.0,3.38,0.0,0.0,11.33,0.0,10.81,8.56,0.0,0.0,8.56,0.0,0.0,0.0,0.0,7.31,14.06,1
peptide_pm_305,8.67,7.5,0.0,0.0,0.0,12.07,0.0,13.07,0.0,4.64,7.5,6.5,0.0,0.0,0.0,5.5,0.0,6.53,0.0,0.0,1
peptide_pm_306,14.0,10.61,0.0,11.91,16.09,0.0,0.0,5.45,0.0,0.0,10.59,6.38,0.0,17.57,0.0,12.77,0.0,11.3,10.23,6.77,1
peptide_pm_307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.71,0.0,0.0,0.0,0.0,0.0,6.18,0.0,0.0,1
peptide_pm_308,14.43,0.0,22.83,0.0,4.56,0.0,24.43,12.62,0.0,15.52,13.59,13.82,0.0,18.83,16.0,8.22,14.83,0.0,20.03,7.54,1
peptide_pm_309,6.92,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.09,10.08,5.54,0.0,9.38,0.0,7.08,0.0,5.69,0.0,0.0,1
peptide_pm_310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.09,6.92,2.36,0.0,11.08,0.0,8.0,0.0,5.69,0.0,0.0,1
peptide_pm_311,7.65,0.0,12.72,0.0,0.0,0.0,0.0,6.31,0.0,8.06,6.62,4.44,0.0,0.0,10.28,0.0,0.0,0.0,0.0,9.39,1
peptide_pm_312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,2.62,1.62,0.0,5.27,0.0,0.0,0.0,0.0,7.45,0.0,1
peptide_pm_313,8.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,4.87,4.35,0.0,17.58,18.96,9.3,7.46,22.19,0.0,12.5,1
peptide_pm_314,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05,11.05,6.11,3.21,0.0,5.29,0.0,4.28,9.05,0.0,0.0,0.0,1
peptide_pm_315,0.0,9.87,9.87,0.0,0.0,0.0,7.73,0.0,0.0,7.73,5.5,2.73,0.0,6.07,0.0,0.0,0.0,8.79,0.0,0.0,1
peptide_pm_316,11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39,8.28,4.69,2.92,0.0,4.81,0.0,8.06,0.0,14.28,0.0,0.0,1
peptide_pm_317,0.0,0.0,11.33,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.0,2.36,0.0,0.0,6.53,2.25,0.0,0.0,0.0,8.93,1
peptide_pm_318,9.83,0.0,15.78,11.03,22.32,0.0,0.0,7.25,0.0,22.13,6.68,5.04,0.0,12.84,0.0,24.78,19.23,0.0,0.0,15.78,1
